N	3gram	Propp_Isto	Stilisti
1	в то же	1	9
2	для того чтобы	3	7
3	в зависимости от	1	7
4	то же время	1	7
5	с точки зрения	1	5
6	одно и то	2	5
7	и то же	2	5
8	в свою очередь	1	4
9	то или иное	1	4
10	с самого начала	1	4
11	то же самое	1	4
12	но и в	2	3
13	бы мы ни	1	3
14	которые связаны с	1	3
15	на самом деле	1	3
16	как мы видели	2	3
17	мы уже видели	2	3
18	не только в	2	3
19	и тем самым	2	3
20	в этом случае	13	3
21	но все же	6	3
22	мы видели что	2	2
23	в самом деле	1	2
24	есть не что	1	2
25	вместе с тем	7	2
26	и те же	1	2
27	мы видим что	4	2
28	не может быть	6	2
29	по отношению к	2	2
30	о том что	5	2
31	одни и те	1	2
32	мы увидим что	1	2
33	можно сказать что	1	2
34	для наших целей	1	2
35	но при этом	1	2
36	не что иное	1	2
37	смысле этого слова	1	2
38	что перед нами	1	2
39	мы не знаем	2	2
40	только потому что	1	2
41	тех случаях когда	1	2
42	как мы увидим	4	2
43	в связи с	6	2
44	что иное как	1	2
45	и не только	1	2
46	в тех случаях	1	2
47	в том что	4	1
48	но то что	1	1
49	происходит потому что	1	1
50	до того как	1	1
51	да это не	1	1
52	таким образом мы	3	1
53	это не совсем	1	1
54	мы подойдем к	1	1
55	остановимся только на	1	1
56	мы уже знаем	1	1
57	но вместе с	4	1
58	как и вообще	1	1
59	все же и	1	1
60	что в одном	1	1
61	в социальной жизни	1	1
62	общения человека с	1	1
63	мы увидим ниже	4	1
64	и в особенности	2	1
65	ее не только	1	1
66	это только одна	1	1
67	по большей части	1	1
68	вопрос о происхождении	1	1
69	только одна сторона	1	1
70	в себе и	1	1
71	как и в	4	1
72	был связан с	1	1
73	тем не менее	6	1
74	в процессе развития	1	1
75	все еще не	1	1
76	только в том	1	1
77	и тем более	1	1
78	мы должны поставить	1	1
79	живую связь с	1	1
80	об этом мы	1	1
81	по сравнению с	1	1
82	таким образом в	2	1
83	на этот вопрос	2	1
84	и тем что	1	1
85	хотя бы на	1	1
86	до сих пор	7	1
87	говорит о нем	1	1
88	и здесь мы	1	1
89	иметь в виду	1	1
90	это еще не	2	1
91	и уже только	1	1
92	прежде всего мы	1	1
93	есть первая ступень	1	1
94	в приведенных примерах	1	1
95	само по себе	1	1
96	как мы видим	1	1
97	что оно означает	2	1
98	один из этих	1	1
99	мы имеем в	2	1
100	по себе не	1	1
101	же как мы	1	1
102	в пределах одного	1	1
103	мы должны будем	1	1
104	хотя бы в	1	1
105	пока он не	1	1
106	человека таким образом	1	1
107	и тогда он	1	1
108	с появлением собственности	1	1
109	тем что он	3	1
110	как бы два	1	1
111	сколько бы мы	1	1
112	наших целей достаточно	1	1
113	поэтому мы будем	1	1
114	в нем и	3	1
115	с другой стороны	10	1
116	вопрос о том	1	1
117	формы в которых	1	1
118	как только он	1	1
119	но как только	1	1
120	только тогда когда	2	1
121	в виду что	1	1
122	так как в	3	1
123	это происходит потому	1	1
124	на этом мы	1	1
