N	3gram	Vygotskiy_	Problemy
1	в то же	1	26
2	с точки зрения	12	25
3	по отношению к	19	18
4	в этом смысле	5	16
5	на самом деле	3	15
6	не может быть	4	14
7	в конце концов	2	11
8	до сих пор	3	10
9	в самом деле	6	9
10	с другой стороны	8	9
11	с самого начала	8	9
12	во всяком случае	2	9
13	в том что	33	8
14	и не может	3	8
15	друг с другом	10	8
16	сама по себе	4	7
17	как раз и	1	7
18	бы то ни	1	7
19	как бы в	1	7
20	мы уже говорили	2	7
21	в отличие от	3	6
22	то ни было	1	6
23	том что он	3	6
24	сам по себе	1	5
25	в зависимости от	2	5
26	к тому же	1	5
27	в высшей степени	3	5
28	той или иной	1	5
29	а не как	2	5
30	но все же	2	5
31	подобно тому как	6	5
32	можно было бы	8	5
33	но на самом	1	5
34	к тому чтобы	4	4
35	его отношение к	3	4
36	тем не менее	1	4
37	друг на друга	2	4
38	сами по себе	1	4
39	так и в	1	4
40	именно потому что	3	4
41	более или менее	1	4
42	само по себе	2	4
43	смысле этого слова	2	4
44	может быть даже	1	4
45	о том что	7	4
46	в этом отношении	7	4
47	слова и его	1	4
48	друг к другу	3	4
49	это не значит	1	3
50	никак не может	2	3
51	в той же	3	3
52	можно сказать что	7	3
53	потому что она	1	3
54	и то же	1	3
55	как мы уже	2	3
56	но при этом	2	3
57	в настоящее время	2	3
58	то же что	1	3
59	и к другому	1	3
60	в данном случае	3	3
61	не только не	7	3
62	в самом предмете	1	3
63	того что он	3	3
64	в том и	1	3
65	на то что	5	3
66	именно тем что	1	3
67	на этот вопрос	5	3
68	как мы видели	4	3
69	одно и то	1	3
70	и это не	1	3
71	в этом случае	5	3
72	в то время	4	3
73	как мы увидим	1	3
74	мы увидим что	1	3
75	то что я	1	3
76	то время как	4	3
77	что он не	3	2
78	мы должны были	1	2
79	в противоречии с	1	2
80	точка зрения на	1	2
81	для этого необходимо	1	2
82	то что он	3	2
83	знает что он	2	2
84	и в другом	3	2
85	но и на	1	2
86	можно прямо сказать	1	2
87	в том же	1	2
88	для того чтобы	20	2
89	в свою очередь	4	2
90	не знает и	1	2
91	друг от друга	5	2
92	тот же самый	1	2
93	как бы не	1	2
94	в такой же	3	2
95	вместе с тем	4	2
96	между этими двумя	2	2
97	и по отношению	1	2
98	но в этом	2	2
99	то же самое	7	2
100	на этот раз	1	2
101	к тому что	5	2
102	только то что	2	2
103	и во всяком	1	2
104	внутренние и внешние	2	2
105	раз и навсегда	1	2
106	лежащие в основе	1	2
107	в этих случаях	1	2
108	как и его	1	2
109	сводится к тому	1	2
110	том и в	1	2
111	отношением его к	1	2
112	и только в	1	2
113	не столько в	1	2
114	таким образом все	1	2
115	уже сама по	1	2
116	этой точки зрения	7	2
117	в целом ряде	1	2
118	то что в	1	2
119	как один из	1	2
120	и что все	1	2
121	я не могу	1	2
122	таким образом и	1	2
123	по своей структуре	2	2
124	только в этой	1	2
125	в лучшем случае	3	2
126	таким образом как	1	2
127	что он в	1	2
128	с таким же	3	2
129	не только в	1	2
130	они ни были	1	2
131	в их основе	1	2
132	же как и	2	2
133	бы сказать так	1	2
134	свое последнее слово	1	2
135	в этом последнем	1	2
136	в себе и	1	2
137	оно может быть	1	2
138	что и в	1	2
139	прежде всего в	1	2
140	если бы он	1	2
141	так же как	9	1
142	он никогда не	1	1
143	простое и непосредственное	1	1
144	потому что я	1	1
145	благодаря тому что	1	1
146	выборе и в	1	1
147	таким образом на	1	1
148	одной стороны и	2	1
149	до самого последнего	1	1
150	иное отношение к	3	1
151	и как бы	1	1
152	на всем протяжении	5	1
153	а не на	2	1
154	дело таким образом	1	1
155	точек зрения не	1	1
156	в этом направлении	1	1
157	как в этом	1	1
158	но и по	1	1
159	в целом в	1	1
160	на вопрос что	1	1
161	прямо сказать что	1	1
162	о том как	3	1
