N	2gram	Propp_Isto	EvropaiC
1	таким образом	15	34
2	в том	13	31
3	и в	43	24
4	том что	12	20
5	все эти	8	19
6	то что	20	18
7	не может	8	18
8	может быть	22	17
9	до сих	7	15
10	все же	13	15
11	сих пор	7	15
12	точки зрения	3	14
13	в этом	25	13
14	все это	4	13
15	самом деле	1	12
16	с этим	13	12
17	между тем	2	12
18	в своем	2	12
19	по отношению	2	11
20	но и	24	11
21	отношению к	2	11
22	все что	4	10
23	мы знаем	11	10
24	не только	28	10
25	так и	6	10
26	как и	9	10
27	во всех	1	10
28	как бы	5	10
29	что в	29	9
30	при этом	4	9
31	не в	9	9
32	и все	4	9
33	и не	16	9
34	с другом	2	9
35	потому что	8	9
36	и что	6	9
37	на то	4	9
38	друг с	2	9
39	в самом	1	8
40	с точки	1	8
41	ясно что	2	8
42	к тому	9	8
43	если бы	7	8
44	так же	16	8
45	знаем что	9	8
46	а и	1	8
47	из этих	5	8
48	так как	13	7
49	что при	3	7
50	того что	8	7
51	что и	17	7
52	на самом	2	7
53	данного народа	1	7
54	что он	17	7
55	не менее	6	7
56	из этого	1	7
57	о том	4	7
58	вместе с	12	7
59	по своей	1	7
60	в этой	7	7
61	в силу	2	7
62	по существу	3	7
63	для этого	1	7
64	мы можем	10	6
65	и на	7	6
66	несмотря на	1	6
67	с ним	1	6
68	только в	8	6
69	тому же	4	6
70	от друга	1	6
71	в мире	1	6
72	отличается от	1	6
73	друг от	1	6
74	говорили выше	1	6
75	еще не	15	6
76	все они	1	6
77	и если	3	6
78	должна быть	2	6
79	так что	8	6
80	народов и	1	6
81	и при	2	6
82	тогда как	6	6
83	как на	1	6
84	начало и	1	6
85	с другой	10	6
86	в то	2	6
87	в европе	1	6
88	у них	1	6
89	и для	3	6
90	и к	4	5
91	как к	2	5
92	ничем не	2	5
93	в состоянии	2	5
94	в его	7	5
95	из всех	1	5
96	что это	4	5
97	пор не	1	5
98	другой стороны	10	5
99	у него	4	5
100	его в	7	5
101	так или	1	5
102	в которой	1	5
103	но все	5	5
104	и с	10	5
105	или иначе	1	5
106	именно в	1	5
107	большею частью	1	5
108	по своему	1	5
109	на все	2	5
110	по сравнению	2	5
111	сравнению с	2	5
112	быть и	3	5
113	не будет	1	5
114	между двумя	6	5
115	и их	4	5
116	оказывается что	2	5
117	далеко не	3	5
118	его собственной	1	5
119	в себе	2	5
120	и от	3	5
121	столь же	1	5
122	как будто	2	5
123	к этому	10	5
124	в целом	4	5
125	из них	7	5
126	но в	15	5
127	и то	4	4
128	социальной жизни	1	4
129	то они	1	4
130	на вопрос	1	4
131	которых мы	1	4
132	из того	2	4
133	этом случае	8	4
134	хотя и	4	4
135	тем не	6	4
136	совершенно не	2	4
137	из которых	1	4
138	в виде	2	4
139	культуру и	1	4
140	связи с	9	4
141	что его	2	4
142	одним из	4	4
143	уже существующих	1	4
144	в таком	1	4
145	с тем	3	4
146	состоит из	1	4
147	не есть	3	4
148	между собой	2	4
149	выше мы	5	4
150	и у	6	4
151	что мы	5	4
152	мы уже	9	4
153	в течение	6	4
154	ни один	2	4
155	хотя бы	3	4
156	в дальнейшем	8	4
157	в такой	1	4
158	мы должны	9	4
159	что эта	2	4
160	целый ряд	3	4
161	отношение к	4	4
162	что как	2	4
163	представление об	1	4
164	в области	1	4
165	он не	11	4
166	всех этих	3	4
167	в одну	3	4
168	то же	11	4
169	совершенно так	4	4
170	никогда не	9	4
171	во всем	3	3
172	от него	3	3
173	только те	1	3
174	данном случае	6	3
175	только что	3	3
176	и по	6	3
177	которые не	1	3
178	в начале	2	3
179	с одной	2	3
180	еще больше	1	3
181	даже в	4	3
182	в разных	1	3
183	как у	2	3
184	для нас	6	3
185	прежде всего	3	3
186	у нас	7	3
187	одно из	2	3
188	же не	2	3
189	в этих	18	3
190	чем в	1	3
191	основаны на	1	3
192	что по	2	3
193	в нем	11	3
194	заключается в	1	3
195	представление о	3	3
196	очень много	3	3
197	в жизни	3	3
198	в связи	5	3
199	случаях когда	2	3
200	же как	8	3
201	но по	4	3
202	на земле	2	3
203	и это	5	3
204	в сторону	3	3
205	ничего общего	1	3
206	тем более	1	3
207	жизнь и	1	3
208	только одно	1	3
209	и потому	2	3
210	на этой	2	3
211	рассматриваться как	1	3
212	в данном	7	3
213	и других	1	3
214	вопрос о	4	3
215	и германцев	1	3
216	в ней	3	3
217	и может	1	3
218	если же	2	3
219	должны быть	1	3
220	с этой	3	3
221	это не	10	3
222	в тех	3	3
223	и до	1	3
224	конечно не	3	3
225	уже и	1	3
226	не вполне	7	3
227	в совершенно	1	3
228	от того	3	3
229	при помощи	11	3
230	к которой	1	3
231	каждый из	1	3
232	а в	13	3
233	было бы	5	3
234	как мы	11	3
235	указывают на	2	3
236	они должны	1	3
237	что только	1	3
238	мы будем	1	3
239	образом в	2	3
240	но не	10	3
241	в эти	1	3
242	отличаются друг	1	3
243	таким же	5	3
244	бы в	1	3
245	тот же	2	3
246	и наконец	1	3
247	не то	2	3
248	одной и	2	2
249	ее начало	1	2
250	что за	3	2
251	от нее	1	2
252	и весь	1	2
253	надо понимать	1	2
254	что они	14	2
255	только не	2	2
256	образом и	2	2
257	но на	1	2
258	все его	1	2
259	что у	4	2
260	мы и	1	2
261	многих других	2	2
262	этот процесс	1	2
263	или нескольких	1	2
264	на том	3	2
265	можно встретить	1	2
266	же образом	1	2
267	тем как	1	2
268	те же	2	2
269	которые по	1	2
270	а затем	6	2
271	то и	7	2
272	представления об	2	2
273	к таким	1	2
274	но как	2	2
275	не от	1	2
276	будет иметь	1	2
277	в виду	2	2
278	сводится к	1	2
279	тем чтобы	1	2
280	совершенно ясно	2	2
281	но с	1	2
282	в своих	1	2
283	не было	2	2
284	не знает	2	2
285	не очень	1	2
286	и некоторые	3	2
287	и сам	1	2
288	из нее	1	2
289	и где	1	2
290	на нее	4	2
291	и там	6	2
292	как при	1	2
293	вовсе не	3	2
294	и тому	1	2
295	такой же	3	2
296	но для	2	2
297	с момента	1	2
298	в один	1	2
299	при том	1	2
300	на месте	2	2
301	жизни и	2	2
302	то время	2	2
303	что представление	2	2
304	чтобы быть	3	2
305	если он	2	2
306	тому что	1	2
307	эти черты	2	2
308	я не	3	2
309	между ними	1	2
310	как не	2	2
311	с ними	5	2
312	чем другие	1	2
313	их в	6	2
314	между прочим	4	2
315	и так	3	2
316	при таком	1	2
317	в которых	7	2
318	никто не	2	2
319	есть только	4	2
320	однако это	4	2
321	можно ли	3	2
322	они не	4	2
323	себя и	1	2
324	не имеет	3	2
325	со своей	2	2
326	ему и	1	2
327	зависимости от	1	2
328	в себя	3	2
329	должен быть	1	2
330	в эту	1	2
331	на себе	1	2
332	в них	6	2
333	вступают в	4	2
334	этих двух	2	2
335	во всяком	2	2
336	ко всему	1	2
337	а к	1	2
338	и более	3	2
339	в котором	5	2
340	и только	6	2
341	на этом	5	2
342	к своим	1	2
343	редких случаях	1	2
344	и социальной	1	2
345	время от	2	2
346	она не	4	2
347	другими словами	2	2
348	всяком случае	2	2
349	к нему	12	2
350	в свою	5	2
351	одной стороны	2	2
352	также и	1	2
353	ту же	2	2
354	в другом	11	2
355	и поэтому	1	2
356	и уже	2	2
357	только тогда	2	2
358	к тем	2	2
359	говорить о	1	2
360	о них	1	2
361	тех же	2	2
362	так чтобы	1	2
363	из него	3	2
364	однако мы	1	2
365	не следует	2	2
366	только то	1	2
367	и те	1	2
368	этот вопрос	3	2
369	но вместе	1	2
370	это может	1	2
371	свою очередь	1	2
372	очень мало	1	2
373	потому и	1	2
374	что же	2	2
375	к ним	1	2
376	что под	1	2
377	со своими	2	2
378	это конечно	1	2
379	к двум	1	2
380	тех пор	1	2
381	общего с	1	2
382	он все	5	2
383	той же	3	2
384	том чтобы	1	2
385	для европейца	1	2
386	одну группу	1	2
387	на него	4	2
388	современной европейской	1	2
389	от времени	1	2
390	только при	1	2
391	по этому	2	2
392	на более	1	2
393	показывают что	1	2
394	где находится	2	2
395	что она	8	2
396	в частности	6	2
397	одна из	2	2
398	этого слова	3	2
399	но если	2	2
400	и его	10	2
401	от них	5	2
402	мы видели	18	2
403	отнюдь не	1	2
404	не будут	1	2
405	независимо от	3	2
406	для этой	1	2
407	с ее	2	2
408	что такие	1	2
409	которой мы	1	2
410	они могут	2	2
411	если это	4	2
412	и ее	3	2
413	что на	6	2
414	друг друга	6	2
415	из этой	2	2
416	он должен	3	2
417	поставленный в	1	1
418	к сожалению	1	1
419	были бы	1	1
420	начиная с	1	1
421	люди которые	1	1
422	не происходит	2	1
423	в состояние	1	1
424	же выводам	1	1
425	и другие	6	1
426	теперь я	1	1
427	или просто	2	1
428	в другой	6	1
429	видели что	8	1
430	которого она	1	1
431	стоит на	3	1
432	из возможных	1	1
433	для всех	1	1
434	мы видим	15	1
435	находят себе	1	1
436	в более	1	1
437	и согласие	1	1
438	один из	7	1
439	вступить в	3	1
440	никакого сомнения	2	1
441	то обстоятельство	1	1
442	собой и	1	1
443	это делает	2	1
444	получает и	1	1
445	за ним	4	1
446	второй случай	1	1
447	она и	1	1
448	они и	3	1
449	на эти	1	1
450	самые отдаленные	1	1
451	же и	1	1
452	друга в	1	1
453	время я	1	1
454	уже говорили	1	1
455	похожи на	1	1
456	на тех	1	1
457	вопрос поставленный	1	1
458	ее на	1	1
459	сам он	2	1
460	того как	3	1
461	народов у	1	1
462	зависит от	1	1
463	и пр	19	1
464	положение дела	1	1
465	несколько иной	1	1
466	том числе	1	1
467	уже в	1	1
468	мы не	3	1
469	но еще	1	1
470	он при	1	1
471	ним и	1	1
472	с такой	1	1
473	что я	2	1
474	случае мы	4	1
475	и кто	1	1
476	говорит а	1	1
477	по всему	2	1
478	еще более	3	1
479	а вместо	1	1
480	была бы	1	1
481	а у	2	1
482	то для	1	1
483	или с	1	1
484	этой мысли	1	1
485	должны выяснить	1	1
486	чтобы ни	1	1
487	приложении к	1	1
488	за пределами	1	1
489	в своей	4	1
490	существование с	1	1
491	человек с	1	1
492	однако совершенно	1	1
493	здесь гораздо	1	1
494	целью к	1	1
495	эти вопросы	1	1
496	к животным	1	1
497	с тех	1	1
498	он и	4	1
499	или нет	2	1
500	кроме того	1	1
501	в корне	1	1
502	в ее	1	1
503	своем пути	1	1
504	никак не	1	1
505	будет ли	1	1
506	его он	3	1
507	что так	2	1
508	по мнению	1	1
509	следить за	2	1
