N	2gram	Bakhtin_Pr	Tragedij
1	и в	59	18
2	петра верховенского	1	17
3	в романе	12	10
4	в этом	40	9
5	в бесах	1	9
6	в году	1	9
7	не только	26	8
8	и на	15	7
9	достоевский в	10	7
10	и не	66	7
11	может быть	38	7
12	и с	10	7
13	как бы	40	7
14	он сам	9	7
15	что он	16	6
16	у него	9	6
17	же время	10	6
18	в образе	4	6
19	но в	7	6
20	и его	21	6
21	это не	13	5
22	несмотря на	7	5
23	что это	1	5
24	так и	13	5
25	это очень	4	5
26	все же	9	5
27	у достоевского	35	5
28	в дальнейшем	2	5
29	то же	15	5
30	он вдруг	1	5
31	как и	21	5
32	не может	31	5
33	в то	15	5
34	что в	14	4
35	в себе	9	4
36	и даже	4	4
37	он всегда	1	4
38	все это	12	4
39	прежде всего	17	4
40	и все	4	4
41	достоевский не	8	4
42	я не	7	4
43	этот образ	1	4
44	об этом	4	4
45	еще не	11	4
46	но и	22	4
47	том что	15	4
48	но достоевский	1	4
49	и что	2	4
50	так же	10	4
51	то что	21	4
52	в этой	5	4
53	что я	2	4
54	я люблю	1	4
55	в нем	38	4
56	но это	7	4
57	что достоевский	3	4
58	в целом	8	4
59	своего рода	1	3
60	и он	3	3
61	один из	4	3
62	достоевского в	21	3
63	должно быть	4	3
64	в основном	2	3
65	уже в	9	3
66	в его	44	3
67	для него	23	3
68	в своем	12	3
69	романа и	5	3
70	с ним	13	3
71	смысл жизни	1	3
72	сам достоевский	4	3
73	и сам	5	3
74	что за	1	3
75	в конце	9	3
76	iii в	1	3
77	и как	10	3
78	в мире	10	3
79	как в	10	3
80	ставрогина и	1	3
81	своего отца	1	3
82	что образ	2	3
83	то есть	64	3
84	при этом	5	3
85	жизнь и	3	3
86	как это	2	3
87	тем самым	3	3
88	с ее	5	3
89	как будто	4	3
90	все эти	12	3
91	к нему	13	3
92	о жизни	1	2
93	в самом	19	2
94	не так	3	2
95	в преступлении	2	2
96	и то	1	2
97	автора но	2	2
98	раз он	1	2
99	в душе	1	2
100	еще раз	3	2
101	и здесь	5	2
102	данном случае	3	2
103	по замыслу	1	2
104	и за	1	2
105	не мудрено	1	2
106	в том	17	2
107	ивана карамазова	9	2
108	это уже	1	2
109	он и	9	2
110	в ее	4	2
111	говорит о	1	2
112	как у	4	2
113	романах достоевского	12	2
114	даже если	1	2
115	и наказании	2	2
116	что и	10	2
117	из своих	1	2
118	отказывается от	1	2
119	ни в	5	2
120	бы и	6	2
121	но при	1	2
122	к области	1	2
123	роман достоевского	11	2
124	что все	5	2
125	не могут	6	2
126	в виде	1	2
127	его в	6	2
128	как же	5	2
129	не в	10	2
130	но этого	1	2
131	в первом	3	2
132	но все	8	2
133	но эта	4	2
134	из самых	1	2
135	еще в	1	2
136	роман о	1	2
137	в таком	2	2
138	ничем не	2	2
139	степан трофимович	1	2
140	преступлении и	2	2
141	одном из	3	2
142	вопрос о	4	2
143	знает что	1	2
144	и это	5	2
145	нет в	1	2
146	но особенно	1	2
147	под влиянием	1	2
148	уже не	14	2
149	к тому	1	2
150	о том	5	2
151	перед нами	8	2
152	а что	2	2
153	не имеет	2	2
154	впечатление что	1	2
155	в данном	3	2
156	только к	1	2
157	отличие от	3	2
158	степана трофимовича	1	2
159	раз и	4	2
160	то и	2	2
161	потому что	20	2
162	личности и	1	2
163	так что	3	2
164	времени в	2	2
165	в рассказе	3	2
166	он не	11	2
167	по поводу	2	2
168	для достоевского	9	2
169	мудрено что	1	2
170	если б	1	2
171	в частности	2	2
172	но они	4	2
173	точно так	2	2
174	в одном	14	2
175	и до	5	2
176	романа достоевского	14	2
177	она все	1	2
178	в отличие	3	2
179	его за	1	2
180	отношение к	4	2
181	замыслу достоевского	1	2
182	в самую	2	2
183	до конца	11	2
184	достоевским в	3	2
185	человек идеи	2	2
186	что она	6	2
187	который в	2	2
188	одна из	4	2
189	что говорит	1	2
190	с его	14	2
191	а как	8	2
192	тем что	5	2
193	достоевский создал	1	2
194	и ее	5	2
195	никогда не	19	2
196	ничего не	8	2
197	друг друга	10	2
198	создается впечатление	1	2
199	любви и	1	2
200	в той	9	1
201	для самого	2	1
202	в особенности	2	1
203	все в	7	1
204	доминантой характера	1	1
205	понял что	1	1
206	во всем	1	1
207	так нельзя	1	1
208	то в	1	1
209	от нее	1	1
210	с помощью	1	1
211	от него	3	1
212	его романа	2	1
213	этом случае	1	1
214	романа с	2	1
215	могут быть	5	1
216	только не	1	1
217	в последующих	2	1
218	мы бы	1	1
219	социальной жизни	2	1
220	взгляд на	1	1
221	черты его	1	1
222	художественное открытие	1	1
223	мы видим	5	1
224	достоевский никогда	5	1
225	в прошлое	2	1
226	в настоящем	4	1
227	что оно	2	1
228	быть по	1	1
229	его собственность	1	1
230	по природе	4	1
231	и мира	1	1
232	таким образом	22	1
233	не понимал	1	1
234	не знал	1	1
235	перед собою	1	1
236	достоевского и	14	1
237	с начала	2	1
238	только что	3	1
239	на вопрос	2	1
240	также что	1	1
241	же была	1	1
242	на западе	2	1
243	того как	1	1
244	вступил в	1	1
245	к этой	1	1
246	прием и	1	1
247	почти не	1	1
248	в братьях	3	1
249	перестает быть	4	1
250	достоевского чтобы	1	1
251	с одной	1	1
252	столкновение с	1	1
253	и вот	4	1
254	его с	2	1
255	отразились в	1	1
256	что даже	1	1
257	достоевского все	2	1
258	должна быть	4	1
259	к себе	2	1
260	замысел его	2	1
261	он считает	1	1
262	с этой	1	1
263	и при	1	1
264	на столе	1	1
265	ко всему	1	1
266	и должно	1	1
267	она всегда	1	1
268	в применении	1	1
269	в стиле	1	1
270	любовь к	1	1
271	начала и	3	1
272	и далее	1	1
273	него была	1	1
274	собственной личности	1	1
275	то для	1	1
276	что эта	1	1
277	эта новая	3	1
278	письмах к	1	1
279	всегда стремится	1	1
280	с образом	3	1
281	же мысль	1	1
282	к истории	1	1
283	достоевский ставил	1	1
284	в столкновение	1	1
285	подчеркнуть что	4	1
286	же им	1	1
287	романа в	8	1
288	вот как	1	1
289	с этими	1	1
290	того что	4	1
291	кто он	2	1
292	появление второго	1	1
293	тем не	1	1
294	не вызывает	1	1
295	о нем	16	1
296	нам еще	1	1
297	сам автор	4	1
298	не как	15	1
299	так можно	1	1
300	для нас	3	1
301	где он	1	1
302	и всегда	1	1
303	в человеке	15	1
304	только достоевский	1	1
305	и достоевский	3	1
306	одно из	2	1
307	как он	5	1
308	достоевского к	5	1
309	роман в	2	1
310	нет это	1	1
311	сам сознает	1	1
312	же не	1	1
313	х годов	2	1
314	в результате	6	1
315	только за	1	1
316	есть с	2	1
317	в виду	2	1
318	смысле этого	2	1
319	и теперь	1	1
320	только в	15	1
321	позиции в	1	1
322	него нет	3	1
323	не столько	3	1
324	по себе	13	1
325	письмо матери	2	1
326	и герои	2	1
327	этом романе	1	1
328	в самой	10	1
329	видит в	1	1
330	достоевского само	1	1
331	а на	1	1
332	говорит он	9	1
333	а там	1	1
334	в двойнике	1	1
335	и сердце	1	1
336	и притом	3	1
337	борьбу с	1	1
338	не было	5	1
339	определению в	1	1
340	ко всем	2	1
341	в борьбе	1	1
342	и свидригайлова	1	1
343	в духе	3	1
344	но он	3	1
345	здесь мы	3	1
346	мы понимаем	1	1
347	значение только	1	1
348	мировой литературы	2	1
349	своей книге	2	1
350	до этого	1	1
351	не удалась	1	1
352	вот что	2	1
353	идеи а	1	1
354	и ярко	1	1
355	которые так	1	1
356	или от	1	1
357	его собственная	1	1
358	героя с	3	1
359	в россии	1	1
360	только сам	1	1
361	значение достоевский	1	1
362	заключается в	3	1
363	на нее	1	1
364	одним из	11	1
365	капитализма в	1	1
366	же по	3	1
367	она даже	1	1
368	на себя	3	1
369	позицию по	2	1
370	что не	6	1
371	как его	2	1
372	конфликт между	1	1
373	не правда	1	1
374	все события	1	1
375	развития в	1	1
376	напомним что	1	1
377	не есть	2	1
378	xviii века	1	1
379	именно в	8	1
380	ведет к	1	1
381	да я	1	1
382	вообще не	1	1
383	ним она	1	1
384	достоевского не	18	1
385	господствует над	1	1
386	я и	2	1
387	но самое	1	1
388	героя против	2	1
389	думать о	1	1
390	и психологически	1	1
391	тому что	3	1
392	эти черты	1	1
393	из тех	3	1
394	является по	1	1
395	автор в	1	1
396	лишь на	3	1
397	с ними	3	1
398	было до	1	1
399	и она	1	1
400	с такими	2	1
