N	2gram	Bakhtin_Fr	Problemy
1	и в	68	106
2	и не	25	90
3	как бы	7	70
4	может быть	10	66
5	в его	21	56
6	в этом	28	52
7	в нем	12	51
8	не может	5	49
9	как и	17	44
10	что он	7	44
11	точки зрения	8	40
12	но и	17	40
13	для него	7	39
14	и его	26	39
15	а не	6	38
16	то же	14	36
17	не только	21	36
18	в пределах	1	35
19	то что	11	33
20	но в	20	33
21	прежде всего	23	32
22	он не	11	29
23	в то	14	29
24	все это	6	29
25	и все	16	28
26	в одном	7	27
27	не в	2	27
28	же время	13	26
29	в самом	6	25
30	и с	15	25
31	к нему	4	25
32	с точки	4	25
33	в сущности	15	25
34	и т	1	25
35	не как	1	24
36	вовсе не	18	24
37	самом деле	5	24
38	рядом с	5	23
39	и на	16	23
40	слова и	3	23
41	по себе	1	22
42	что я	2	22
43	таким образом	22	22
44	там где	6	21
45	как мы	18	21
46	все же	6	20
47	никогда не	2	20
48	только в	9	20
49	потому что	3	20
50	что в	14	19
51	с его	6	19
52	отношению к	2	19
53	слова в	3	19
54	уже не	2	18
55	по отношению	3	18
56	в себе	5	18
57	еще не	3	18
58	о нем	3	18
59	на самом	7	18
60	но не	4	18
61	все эти	16	18
62	и к	4	17
63	с ним	3	17
64	а в	3	17
65	в том	12	17
66	это не	5	17
67	так и	8	17
68	так же	3	16
69	если бы	3	16
70	в своей	11	16
71	в другом	3	16
72	о мире	3	15
73	у него	14	15
74	до конца	10	15
75	и для	6	15
76	и наконец	5	15
77	и сам	5	14
78	в своем	11	14
79	как раз	8	14
80	в конце	8	14
81	а как	1	14
82	по замыслу	1	14
83	в отношении	3	14
84	так как	7	14
85	он и	10	14
86	с другим	1	14
87	лишь в	3	14
88	но все	5	13
89	на него	1	13
90	с другими	1	13
91	его в	7	13
92	большинстве случаев	3	13
93	в мире	6	13
94	и это	5	13
95	в романе	24	13
96	перед нами	4	13
97	в большинстве	3	13
98	в целом	3	13
99	при этом	5	12
100	даже в	4	12
101	и как	5	12
102	и даже	7	12
103	и слово	2	12
104	во всяком	2	12
105	в котором	3	12
106	что и	3	12
107	не знает	1	12
108	так сказать	7	12
109	себе и	1	12
110	так что	1	12
111	и что	2	12
112	было бы	4	12
113	между тем	3	12
114	как в	4	12
115	том что	6	12
116	у меня	2	12
117	но это	5	12
118	ничего не	4	12
119	слово в	3	12
120	в одной	3	12
121	в плане	3	12
122	тем что	6	11
123	их в	7	11
124	входит в	2	11
125	с другой	8	11
126	ни одного	1	11
127	он сам	1	11
128	должно быть	1	11
129	слово и	1	11
130	видения и	1	11
131	мы уже	19	11
132	в форме	3	11
133	не могут	1	11
134	бы и	1	11
135	сливается с	1	11
136	этого слова	3	11
137	сознания и	1	11
138	как будто	2	11
139	конце концов	3	11
140	более того	1	11
141	самого начала	1	10
142	в произведении	3	10
143	говорит он	2	10
144	что не	1	10
145	сих пор	6	10
146	в него	1	10
147	до сих	6	10
148	в слове	2	10
149	в творчестве	5	10
150	той же	9	10
151	в самой	1	10
152	к одному	2	10
153	слова с	1	10
154	далеко не	3	10
155	лишь как	1	10
156	отношение к	11	10
157	ведь и	1	10
158	в той	7	9
159	зрения на	1	9
160	другой стороны	5	9
161	в них	19	9
162	хотя бы	2	9
163	что у	2	9
164	хотя и	2	9
165	но он	9	9
166	с самого	1	9
167	точек зрения	1	9
168	всяком случае	2	9
169	ни в	6	9
170	да и	2	9
171	или в	3	9
172	раз и	2	9
173	и потому	6	9
174	же и	4	8
175	в результате	1	8
176	и до	14	8
177	о том	5	8
178	мы увидим	3	8
179	все время	3	8
180	из них	8	8
181	переходим к	1	8
182	и он	2	8
183	несмотря на	1	8
184	ни было	1	8
185	но как	5	8
186	одним из	2	8
187	здесь не	5	8
188	и у	2	8
189	я вам	1	8
190	и от	4	8
191	был бы	1	8
192	что это	4	8
193	вот как	4	8
194	никак не	3	8
195	тон и	1	8
196	в человеке	1	8
197	не на	2	8
198	с ними	4	8
199	и так	5	8
200	наконец в	3	8
201	из его	2	8
202	самого автора	1	8
203	его целом	3	8
204	в произведениях	2	8
205	как к	1	8
206	уже в	4	8
207	того что	3	8
208	это и	4	8
209	же не	1	8
210	с их	5	8
211	менее всего	2	8
212	в стиле	1	8
213	и о	5	8
214	бы он	1	8
215	уже говорили	5	7
216	тем как	1	7
217	мысли и	2	7
218	в виду	8	7
219	на мир	2	7
220	в жизни	1	7
221	к самому	1	7
222	отличается от	1	7
223	и со	2	7
224	в себя	2	7
225	только на	4	7
226	сказать что	3	7
227	что все	2	7
228	что они	3	7
229	все его	2	7
230	не было	7	7
231	как его	2	7
232	между ними	4	7
233	себя как	1	7
234	в этих	8	7
235	и следовательно	3	7
236	во всех	8	7
237	то ни	1	7
238	друг другу	1	7
239	и др	9	7
240	с которым	1	7
241	его к	3	7
242	и ее	3	7
243	были бы	1	7
244	бы то	1	7
245	например в	2	7
246	мы остановимся	3	7
247	не входит	2	7
248	его и	1	7
249	автора и	1	7
250	он в	2	7
251	на этот	1	7
252	точку зрения	1	7
253	тот же	4	7
254	но на	1	7
255	нему и	1	7
256	в их	6	7
257	все равно	1	7
258	в виде	2	7
259	но эта	1	7
260	мира и	4	7
261	к своему	1	7
262	и их	5	7
263	со всею	5	7
264	он с	2	7
265	такой же	3	7
266	что было	3	6
267	во всем	4	6
268	кроме того	5	6
269	время не	1	6
270	в своих	7	6
271	не менее	2	6
272	на фоне	1	6
273	с этим	2	6
274	но эти	4	6
275	превращается в	4	6
276	конечно не	4	6
277	этого мира	1	6
278	как на	3	6
279	одна из	3	6
280	не мог	1	6
281	на почве	1	6
282	его слова	1	6
283	здесь с	3	6
284	и этим	1	6
285	как же	1	6
286	в художественном	3	6
287	но ведь	3	6
288	на этом	3	6
289	выражение в	2	6
290	для его	1	6
291	его творчества	2	6
292	все те	2	6
293	можно было	3	6
294	в этой	15	6
295	себя в	2	6
296	рассказ в	1	6
297	во время	17	6
298	и самое	3	6
299	и здесь	5	6
300	в другой	2	6
301	в плоскости	1	6
302	отношения к	2	6
303	знает что	1	6
304	в основе	7	6
305	и вот	4	6
306	ли вы	1	6
307	и тон	1	6
308	в отличие	3	6
309	и во	6	6
310	друг друга	2	6
311	я вас	3	6
312	сочетается с	3	6
313	не принимает	1	6
314	но с	1	6
315	что ж	1	6
316	на его	4	6
317	на них	3	6
318	отличие от	3	6
319	как он	4	6
320	в начале	5	6
321	и вы	4	6
322	жизни и	6	6
323	на то	1	6
324	и только	1	6
