N	2gram	Vygotskiy_	EvropaiE
1	и в	33	37
2	в отношении	18	32
3	в пределах	6	25
4	точки зрения	27	23
5	что в	33	21
6	не только	28	18
7	с точки	12	17
8	в то	5	16
9	то же	12	15
10	хотя бы	5	15
11	отношении к	2	15
12	в качестве	13	14
13	и не	18	14
14	но и	14	14
15	в своем	11	14
16	но в	9	14
17	в этом	43	12
18	в том	44	11
19	в их	4	11
20	в области	19	11
21	так и	8	10
22	в себе	4	9
23	прежде всего	5	9
24	только в	21	9
25	в смысле	3	9
26	все более	4	9
27	так же	22	9
28	не может	31	9
29	отнюдь не	2	9
30	с одной	10	8
31	в ее	1	8
32	в своей	5	8
33	одной стороны	10	8
34	между тем	5	8
35	было бы	18	8
36	думать что	1	8
37	к тому	14	8
38	так как	20	7
39	того что	34	7
40	и выше	1	7
41	как и	13	7
42	по своему	4	7
43	также и	2	7
44	с другой	11	7
45	нам кажется	2	7
46	с этой	8	6
47	в последние	1	6
48	и даже	3	6
49	вслед за	3	6
50	и на	11	6
51	том что	41	6
52	вовсе не	2	6
53	во всех	3	6
54	может быть	15	6
55	того чтобы	26	6
56	для того	20	6
57	стороны и	3	6
58	то что	48	6
59	как бы	11	6
60	на то	6	6
61	в той	8	5
62	как нам	1	5
63	тем самым	13	5
64	в виде	3	5
65	этой точки	7	5
66	не в	10	5
67	но не	13	5
68	к которым	2	5
69	от этого	1	5
70	со стороны	3	5
71	и потому	3	5
72	которую мы	3	5
73	в течение	1	5
74	же как	9	5
75	в частности	9	5
76	как мы	20	5
77	одной из	5	5
78	столь же	5	5
79	но если	7	5
80	и по	5	5
81	в самом	10	4
82	бы то	2	4
83	то в	7	4
84	мы не	6	4
85	даже в	1	4
86	ни было	1	4
87	того или	1	4
88	для нас	1	4
89	иными словами	1	4
90	не на	5	4
91	чем в	6	4
92	и притом	2	4
93	само по	2	4
94	именно в	8	4
95	в процессе	37	4
96	по себе	8	4
97	не имеет	7	4
98	в каком	2	4
99	тем более	5	4
100	той или	1	4
101	в полной	1	4
102	вопрос о	15	4
103	лежат в	3	4
104	то ни	1	4
105	или иного	1	4
106	как совокупность	2	4
107	как это	11	4
108	несмотря на	3	4
109	в направлении	1	4
110	к ней	1	4
111	в ней	2	4
112	сказать что	18	4
113	можно сказать	7	4
114	или иной	1	4
115	на всем	5	4
116	независимо от	3	4
117	и к	7	3
118	говорит о	4	3
119	применении к	1	3
120	но на	2	3
121	различия в	2	3
122	она в	1	3
123	в применении	1	3
124	можно считать	1	3
125	этом отношении	7	3
126	с более	3	3
127	ее в	3	3
128	что и	11	3
129	в результате	9	3
130	мы можем	15	3
131	не является	7	3
132	можно было	11	3
133	в будущем	1	3
134	не более	1	3
135	дело в	1	3
136	тем что	12	3
137	очевидно что	2	3
138	вообще не	5	3
139	в деле	1	3
140	как в	7	3
141	и со	1	3
142	в которых	2	3
143	в известном	9	3
144	с другом	10	3
145	в них	3	3
146	в психологии	1	3
147	во всяком	4	3
148	ни на	3	3
149	во все	1	3
150	в данном	4	3
151	по нашему	1	3
152	идет о	1	3
153	в свою	5	3
154	не дает	2	3
155	представляет собой	11	3
156	потому что	40	3
157	и тем	5	3
158	во второй	4	3
159	когда он	3	3
160	и для	3	3
161	потребность в	4	3
162	этот факт	3	3
163	этом смысле	5	3
164	уже и	1	3
165	новое слово	1	3
166	в прошлом	2	3
167	известной степени	1	3
168	к ним	2	3
169	как на	4	3
170	с тем	9	3
171	известном смысле	7	3
172	в данной	2	3
173	в сфере	9	3
174	это так	1	3
175	и от	2	3
176	место в	2	3
177	о том	13	3
178	в общем	1	3
179	и прежде	1	3
180	мы видели	10	3
181	там где	2	3
182	и только	4	3
183	друг с	10	3
184	всяком случае	2	3
185	не из	1	3
186	того же	13	3
187	из них	6	3
188	в известной	3	3
189	никогда не	10	3
190	данной области	1	2
191	всего в	1	2
192	таким образом	30	2
193	иначе говоря	2	2
194	и ту	1	2
195	сказывается в	2	2
196	утверждать что	1	2
197	и то	9	2
198	в другой	1	2
199	во втором	2	2
200	и во	2	2
201	влияние на	2	2
202	тем меньше	1	2
203	мы видим	6	2
204	в гораздо	1	2
205	говоря уже	1	2
206	их из	2	2
207	только те	1	2
208	данном случае	3	2
209	этот процесс	5	2
210	если в	4	2
211	на язык	1	2
212	второй половине	1	2
213	и того	8	2
214	чем на	1	2
215	должна быть	7	2
216	но еще	1	2
217	совершенно очевидно	2	2
218	тогда когда	10	2
219	в его	15	2
220	свою очередь	4	2
221	в огромной	1	2
222	или по	1	2
223	еще более	5	2
224	тому чтобы	4	2
225	значения для	1	2
226	что это	1	2
227	это значит	5	2
228	хотя и	1	2
229	наблюдения над	1	2
230	с этим	9	2
231	первого рода	1	2
232	которого мы	2	2
233	его на	2	2
234	из того	12	2
235	другой стороны	9	2
236	в европейской	1	2
237	ценность в	1	2
238	в этих	7	2
239	не могут	7	2
240	и наиболее	2	2
241	но с	2	2
242	в своих	5	2
243	как же	2	2
244	от друга	5	2
245	если бы	13	2
246	или в	1	2
247	начало в	1	2
248	что к	2	2
249	и с	7	2
250	им но	1	2
251	заключается в	15	2
252	и все	2	2
253	в процессах	3	2
254	в не	1	2
255	представление о	2	2
256	или хотя	1	2
257	то окажется	1	2
258	в сферу	2	2
259	относятся к	1	2
260	стороны в	1	2
261	в какой	8	2
262	имеет место	4	2
263	вместе с	9	2
264	долгое время	1	2
265	и как	7	2
266	нас к	6	2
267	случаях когда	1	2
268	есть в	2	2
269	но по	1	2
270	не есть	4	2
271	как оно	1	2
272	между собой	17	2
273	если этот	1	2
274	между ними	5	2
275	сравнению с	9	2
276	даже что	1	2
277	друг от	5	2
278	не нужно	2	2
279	бы совершенно	1	2
280	и таким	1	2
281	в других	2	2
282	совершенно прав	1	2
283	к той	1	2
284	нашему мнению	1	2
285	только одно	1	2
286	что эти	4	2
287	не говоря	1	2
288	но как	6	2
289	только к	4	2
290	и других	7	2
291	значение только	1	2
292	и более	8	2
293	в котором	2	2
294	или вернее	1	2
295	не означает	5	2
296	эти последние	1	2
297	и что	18	2
298	более чем	1	2
299	известных пределах	1	2
300	она не	2	2
301	именно потому	3	2
302	имеет в	1	2
303	на основе	6	2
304	по сравнению	9	2
305	и поэтому	2	2
306	он не	13	2
307	окажется что	1	2
308	мы должны	13	2
309	в развитии	45	2
310	и эмпирическое	1	2
311	что если	6	2
312	а не	14	2
313	в одном	3	2
314	чем больше	1	2
315	отношений между	4	2
316	на основании	2	2
317	целый ряд	5	2
318	этот вопрос	8	2
319	в истории	3	2
320	по своей	7	2
321	при помощи	1	2
322	в известных	1	2
323	а в	5	2
324	а тем	2	2
325	с большой	1	2
326	в этой	8	2
327	что же	2	2
328	как их	1	2
329	приводит нас	3	2
330	главным образом	1	2
331	мог бы	1	2
332	наряду с	3	2
333	начиная с	1	2
334	могут быть	7	2
335	ее от	1	2
336	которое в	1	2
337	что все	9	2
338	во всей	3	2
339	в силу	14	2
340	на этот	9	2
341	же в	2	2
342	жизни и	2	2
343	такой же	4	2
344	происходит в	3	2
345	как будто	2	2
346	он сам	2	2
347	в случае	2	2
348	поскольку она	1	2
349	точка зрения	8	2
350	бы в	6	2
351	исключительно в	1	2
352	не можем	2	2
353	и наконец	3	2
354	что на	2	2
355	есть не	3	2
356	которые они	3	2
357	к нему	4	2
358	меньше чем	1	2
359	на родной	1	1
360	ничего иного	1	1
361	его мысль	1	1
362	представить себе	2	1
363	во всем	2	1
364	находим в	1	1
365	других более	1	1
366	что прежде	1	1
367	но тем	1	1
368	дает нам	1	1
369	и другие	13	1
370	одних и	1	1
371	что наряду	1	1
372	является в	2	1
373	в свое	2	1
374	в проблему	1	1
375	положения и	1	1
376	они должны	1	1
377	находятся в	3	1
378	действительно ли	3	1
379	все что	2	1
380	между таким	2	1
381	видели что	2	1
382	для всех	2	1
383	в более	2	1
384	в центре	2	1
385	что оно	9	1
386	к единому	1	1
387	к другу	4	1
388	один из	4	1
389	того обстоятельства	1	1
390	значение в	3	1
391	как тот	1	1
392	самой природе	2	1
