N	3gram	Losev_Dial	Russkaja
1	друг с другом	2	14
2	то же время	8	10
3	в то же	7	10
4	с точки зрения	18	9
5	в том что	12	7
6	на самом деле	3	6
7	во всяком случае	3	6
8	для того чтобы	1	6
9	а между тем	1	5
10	до сих пор	4	5
11	не может быть	4	4
12	на то что	4	4
13	более или менее	5	4
14	той или иной	4	3
15	в конце концов	4	3
16	вместе с тем	1	3
17	можно было бы	4	3
18	в данном случае	1	3
19	с тем чтобы	1	3
20	и то что	1	3
21	не может не	1	3
22	и не может	1	3
23	что он не	2	2
24	в том и	1	2
25	и в том	1	2
26	том и в	1	2
27	точно так же	3	2
28	но она не	1	2
29	и в другом	1	2
30	о том что	6	2
31	только в том	1	2
32	в себе и	1	2
33	сама по себе	12	2
34	к тому что	3	2
35	но и к	1	2
36	в другом случае	1	2
37	друг от друга	1	2
38	она не может	1	2
39	и вместе с	1	2
40	что и то	1	1
41	ставит себя в	1	1
42	привести только к	1	1
43	в самом деле	3	1
44	к своей будущей	1	1
45	говорить не о	1	1
46	на точку зрения	2	1
47	к освобождению от	1	1
48	и как бы	1	1
49	и в частности	4	1
50	и с точки	1	1
51	может и должно	1	1
52	могут не быть	1	1
53	дело в том	1	1
54	сказать только то	1	1
55	но в то	1	1
56	речь идет о	1	1
57	это конечно не	2	1
58	каждая из них	1	1
59	может привести только	1	1
60	что же это	1	1
61	мы уже знаем	4	1
62	это значило бы	1	1
63	и должно быть	3	1
64	заключается не в	1	1
65	уже знаем что	2	1
66	но для этого	1	1
67	так чтобы все	1	1
68	отнюдь не является	1	1
69	до известной степени	1	1
70	так же как	1	1
71	если бы все	1	1
72	тех или иных	1	1
73	и есть самое	1	1
74	есть то что	1	1
75	от того что	1	1
76	во всех этих	1	1
77	как бы ни	2	1
78	себя в то	1	1
79	в том чтобы	1	1
80	их нисколько не	1	1
81	по крайней мере	11	1
82	самом деле ничего	1	1
83	и ни от	1	1
84	ни на каком	1	1
85	а в том	1	1
86	несмотря на то	2	1
87	с самого начала	2	1
88	содержат в себе	2	1
89	и то и	3	1
90	так как это	2	1
91	и говорить что	1	1
92	сих пор мы	1	1
93	существу ничем не	1	1
94	но мы уже	2	1
95	никогда не был	1	1
96	таит в себе	1	1
97	не есть только	4	1
98	что же будет	1	1
99	было бы показать	1	1
100	на первый взгляд	2	1
101	что не только	1	1
102	представить себе что	1	1
103	в связи с	3	1
104	то же самое	3	1
105	по существу ничем	1	1
106	ее целиком в	1	1
107	что все это	1	1
108	тем не менее	3	1
109	вполне похож на	1	1
110	но все же	2	1
111	он на самом	1	1
112	несмотря на все	1	1
113	того и другого	2	1
114	только то что	6	1
115	том что для	1	1
116	себе но она	1	1
117	в себе черты	1	1
118	говорить о том	1	1
119	с ним в	1	1
120	в этом отношении	2	1
121	вопрос о том	1	1
122	потому что и	2	1
123	с другом в	1	1
124	жизни и в	2	1
125	прежде всего необходимо	2	1
126	и не только	4	1
127	в этом и	1	1
128	не просто в	1	1
129	что он есть	2	1
130	важно то что	1	1
131	это и есть	3	1
132	так же и	1	1
133	что в этих	1	1
134	но даже и	1	1
135	это как не	1	1
136	того ни другого	1	1
137	ни того ни	1	1
138	то и другое	3	1
139	что это как	1	1
140	можно сказать только	1	1
141	или хотя бы	2	1
142	с нею в	2	1
143	к тому же	2	1
144	ко всему этому	1	1
145	потому что они	2	1
146	и в этом	4	1
147	в полной мере	1	1
148	именно с точки	1	1
149	друг к другу	2	1
150	нечего и говорить	2	1
