N	3gram	Propp_Isto	Morfolog
1	и т д	36	60
2	в этих случаях	7	14
3	мы видим что	4	11
4	в этом случае	13	10
5	не может быть	6	9
6	в связи с	6	9
7	таким образом мы	3	7
8	по отношению к	2	7
9	мы увидим ниже	4	6
10	с точки зрения	1	6
11	тем не менее	6	6
12	в иное царство	7	6
13	наряду с этим	3	5
14	можно наблюдать что	3	5
15	подобно тому как	2	5
16	как мы увидим	4	5
17	с другой стороны	10	5
18	а также и	1	5
19	в том что	4	4
20	в ходе действия	1	4
21	не может считаться	1	4
22	в тех же	1	4
23	на самом деле	1	4
24	образом мы видим	1	4
25	не могут быть	1	4
26	но все же	6	4
27	чаще всего это	1	3
28	на то что	3	3
29	о том что	5	3
30	как и в	4	3
31	для того чтобы	3	3
32	в то время	3	3
33	состоит в том	1	3
34	может быть разрешен	1	3
35	в последнем случае	1	3
36	то время как	3	3
37	не в количестве	1	2
38	в сказке о	2	2
39	и тем не	2	2
40	о том как	4	2
41	мы увидим что	1	2
42	дело не в	1	2
43	на курьих ножках	1	2
44	для наших целей	1	2
45	друг на друга	1	2
46	и убивает его	1	2
47	он может быть	1	2
48	со стороны их	2	2
49	мы имеем когда	1	2
50	же может быть	1	2
51	т д в	1	2
52	в иных случаях	1	2
53	не что иное	1	2
54	это еще не	2	2
55	здесь можно наблюдать	1	2
56	друг за другом	1	2
57	точно так же	3	2
58	сказка в которой	1	2
59	мы уже видели	2	2
60	и таким образом	2	2
61	в данном случае	2	2
62	мы имеем в	2	2
63	при помощи которой	2	2
64	и в других	1	2
65	то мы имеем	1	2
66	но так как	3	2
67	но для наших	1	2
68	тех случаях когда	1	2
69	можно сделать из	1	2
70	во время боя	3	2
71	не менее она	1	2
72	во всяком случае	1	2
73	что иное как	1	2
74	в тех случаях	1	2
75	с одной стороны	7	2
76	в таких случаях	2	2
77	вне связи с	1	2
78	мы не будем	3	2
79	вопрос о том	1	2
80	отсюда видно что	1	2
81	может быть и	1	2
82	в немецкой сказке	2	1
83	на тот свет	1	1
84	при помощи которых	1	1
85	но то что	1	1
86	требуют особого внимания	1	1
87	сих пор не	1	1
88	есть не что	1	1
89	е мы опять	1	1
90	в море на	1	1
91	есть вторичное образование	1	1
92	пытается убить героя	1	1
93	т д здесь	1	1
94	между героем и	1	1
95	что в сказке	1	1
96	этот может быть	1	1
97	т д и	1	1
98	в свою очередь	1	1
99	к заключению что	5	1
100	с этим и	1	1
101	которые не могут	1	1
102	т д все	2	1
103	в тот момент	1	1
104	из волшебной книги	1	1
105	в подземное царство	1	1
106	чем перейти к	2	1
107	т д то	1	1
108	третий бой самый	1	1
109	мы уже знаем	1	1
110	они представляют собой	1	1
111	его убивают он	1	1
112	с этим в	1	1
113	не как помощник	1	1
114	как один из	1	1
115	что там где	1	1
116	пока просто отмечаем	1	1
117	в лесной избушке	1	1
118	в мифах и	1	1
119	то что он	2	1
120	имеется и в	2	1
121	но и здесь	1	1
122	его в печь	1	1
123	можно предположить что	3	1
124	и может быть	1	1
125	тот момент когда	1	1
126	и многие другие	1	1
127	видим что в	1	1
128	т е на	2	1
129	это одна из	1	1
130	в свое царство	1	1
131	своего помощника мы	1	1
132	то же в	2	1
133	т д такая	1	1
134	может входить в	1	1
