N	2gram	Trubetskoy	Freidism
1	таким образом	11	34
2	и не	19	34
3	точки зрения	11	31
4	не может	22	30
5	в этом	17	28
6	может быть	9	28
7	и в	14	28
8	прежде всего	8	26
9	в его	4	25
10	это –	1	22
11	мы можем	2	20
12	как бы	4	19
13	как мы	1	18
14	то что	13	17
15	вовсе не	1	16
16	с точки	9	15
17	точка зрения	1	15
18	все эти	2	15
19	так как	4	15
20	с ним	2	14
21	в своей	5	14
22	так и	1	14
23	самом деле	7	14
24	и все	1	13
25	как и	4	13
26	по отношению	2	13
27	но в	2	13
28	во всех	5	13
29	в самом	3	12
30	то же	11	12
31	ни в	2	12
32	что он	6	12
33	том что	9	12
34	точку зрения	4	12
35	для него	6	12
36	все это	6	12
37	– не	2	12
38	и потому	3	12
39	и наконец	2	12
40	только в	5	11
41	мы знаем	1	11
42	отношению к	1	11
43	его в	4	11
44	все что	4	10
45	один из	1	10
46	не только	9	10
47	и с	7	10
48	но и	10	10
49	конечно не	5	10
50	что же	4	10
51	никогда не	5	10
52	в том	17	10
53	мы уже	2	10
54	он не	5	10
55	не в	4	10
56	и на	5	9
57	те же	1	9
58	уже не	2	9
59	во всяком	9	9
60	совершенно не	2	9
61	мы не	1	9
62	к этому	1	9
63	к нему	2	9
64	а не	2	9
65	культурного творчества	1	9
66	мы должны	7	9
67	могут быть	1	9
68	при этом	5	8
69	все же	4	8
70	еще не	3	8
71	с этим	2	8
72	было бы	5	8
73	и вот	2	8
74	знаем что	3	8
75	а в	5	8
76	с другими	1	8
77	в ней	2	8
78	оно и	1	8
79	душевной жизни	1	8
80	всяком случае	6	8
81	что в	4	7
82	и к	6	7
83	не могут	4	7
84	связь с	1	7
85	в жизни	1	7
86	роль в	1	7
87	его жизни	1	7
88	хотя бы	5	7
89	если мы	1	7
90	до конца	1	7
91	что все	3	7
92	и для	6	7
93	из них	3	7
94	того что	3	7
95	не является	1	7
96	но не	4	7
97	об этом	1	7
98	и у	1	7
99	с самого	1	7
100	в нем	5	7
101	быть и	2	7
102	в этой	4	7
103	в себе	9	7
104	жизни и	4	7
105	и прежде	1	7
106	в то	10	7
107	если он	1	6
108	в корне	4	6
109	не менее	1	6
110	но мы	3	6
111	к тому	7	6
112	можно сказать	1	6
113	в основе	1	6
114	в свою	1	6
115	для того	6	6
116	же время	10	6
117	из этих	3	6
118	что такое	2	6
119	во время	2	6
120	на самом	6	6
121	в таком	2	6
122	большинстве случаев	2	6
123	в психике	1	6
124	она не	2	6
125	и что	2	6
126	и о	2	6
127	и только	5	6
128	для этого	3	6
129	всех этих	3	6
130	не можем	2	6
131	что это	3	5
132	в своих	6	5
133	ее в	2	5
134	с ними	1	5
135	вместе с	4	5
136	со стороны	4	5
137	на первый	1	5
138	тех же	1	5
139	того чтобы	8	5
140	говорить о	3	5
141	на основании	2	5
142	и те	2	5
143	самого начала	1	5
144	он сам	3	5
145	это не	1	5
146	в ее	1	5
147	что и	3	5
148	в которой	1	5
149	тому что	2	5
150	в этих	2	5
151	в себя	1	5
152	и по	3	5
153	таким путем	1	5
154	не было	3	5
155	как это	1	5
156	только то	1	5
157	от того	4	5
158	в большинстве	3	5
159	заключается в	1	5
160	что может	3	5
161	в общем	1	5
162	отнюдь не	7	5
163	а потому	5	4
164	уже знаем	1	4
165	это учение	2	4
166	борьбы с	1	4
167	сводится к	3	4
168	по себе	2	4
169	если бы	6	4
170	именно в	3	4
171	в собственном	1	4
172	себя и	5	4
173	этот вопрос	2	4
174	это и	1	4
175	данном случае	3	4
176	из тех	1	4
177	в данном	7	4
178	в котором	2	4
179	потому что	5	4
180	это только	2	4
181	не всегда	1	4
182	только на	2	4
183	а только	1	4
184	в истории	1	4
185	так же	2	4
186	отметить что	2	4
187	свою очередь	1	4
188	нет и	1	4
189	на него	1	4
190	в своем	6	4
191	одна из	3	4
192	и внешней	1	4
193	только с	2	4
194	но это	2	4
195	влияние на	1	4
196	что оно	3	4
197	и за	1	4
198	этом отношении	1	4
199	внутренней и	1	4
200	тем не	1	4
201	человека в	1	4
202	у него	2	4
203	в зависимости	1	4
204	но ведь	1	4
205	по своему	1	4
206	между собой	5	4
207	нисколько не	2	4
208	войти в	1	4
209	человека к	1	4
210	о себе	1	4
211	выражение в	1	4
212	это как	1	4
213	в таких	2	4
214	то ни	4	4
215	должны быть	1	4
216	в другом	3	4
217	личности и	1	4
218	к ней	1	4
219	главным образом	3	4
220	в области	2	4
221	с ее	1	4
222	себе самом	1	3
223	не так	2	3
224	для всех	6	3
225	до сих	5	3
226	на почве	2	3
227	и при	6	3
228	освободиться от	1	3
229	о которой	1	3
230	мы в	1	3
231	– к	1	3
232	этот принцип	1	3
233	для них	3	3
234	в результате	2	3
235	и тот	2	3
236	и даже	2	3
237	сил и	3	3
238	их в	2	3
239	психики и	1	3
240	к его	1	3
241	жизни в	5	3
242	приводит к	4	3
243	для настоящего	1	3
244	сейчас же	1	3
245	связано с	1	3
246	на этой	2	3
247	в обществе	1	3
248	он был	1	3
249	ни на	1	3
250	всем этим	2	3
251	можно ли	3	3
252	в совершенно	4	3
253	как на	8	3
254	тем же	1	3
255	и дать	1	3
256	о том	7	3
257	в сознании	3	3
258	на этот	1	3
259	а следовательно	3	3
260	того же	1	3
261	бы то	4	3
262	только не	1	3
263	и то	4	3
264	не поддается	1	3
265	они не	1	3
266	к себе	2	3
267	тому чтобы	4	3
268	к сознанию	1	3
269	этого не	2	3
270	на себя	2	3
271	возможно только	1	3
272	но для	2	3
273	такой же	1	3
274	случае не	1	3
275	и как	3	3
276	согласиться с	2	3
277	есть только	1	3
278	на все	1	3
279	человека является	1	3
280	своего учения	1	3
281	себе и	4	3
282	которой он	4	3
283	и таким	1	3
284	сих пор	5	3
285	остается в	2	3
286	ни один	1	3
287	между тем	5	3
288	когда он	1	3
289	и является	2	3
290	и ни	3	3
291	борьба с	1	3
292	дать ему	1	3
293	как не	1	3
294	человека с	1	3
295	центр тяжести	2	3
296	явление в	1	3
297	себя в	4	3
298	природы и	1	3
299	для образования	1	3
300	и от	2	3
301	и есть	2	3
302	на другие	1	3
303	чаще всего	1	3
304	же мы	1	3
305	оно может	1	3
306	на место	1	3
307	в эпоху	1	3
308	на это	2	3
309	однако и	1	2
310	и этот	3	2
311	отношению ко	1	2
312	самого себя	7	2
313	к этой	4	2
314	должна быть	2	2
315	которых мы	1	2
316	тогда когда	4	2
317	для себя	2	2
318	человек может	1	2
319	которые на	1	2
320	и их	1	2
321	в применении	1	2
