N	3gram	Bakhtin_Fr	Formalny
1	с точки зрения	5	40
2	не может быть	4	29
3	на самом деле	4	21
4	то же время	14	20
5	в то же	14	20
6	в связи с	5	16
7	по отношению к	1	12
8	в истории литературы	1	12
9	в самом деле	2	11
10	так и в	1	11
11	в этом отношении	7	11
12	в его целом	1	10
13	в зависимости от	1	10
14	в большинстве случаев	5	9
15	с другой стороны	2	9
16	и не может	1	9
17	для того чтобы	8	8
18	до сих пор	3	8
19	вместе с тем	2	8
20	как мы видели	4	8
21	с одной стороны	2	8
22	более или менее	2	7
23	в свою очередь	1	7
24	в том что	8	6
25	и в то	3	6
26	в данном случае	4	6
27	может быть и	1	6
28	одной стороны и	1	5
29	в отличие от	3	5
30	в значительной степени	1	5
31	до известной степени	4	5
32	связи с этим	3	5
33	мы не можем	1	5
34	и не в	2	4
35	тем не менее	1	4
36	в конце концов	1	4
37	как раз и	1	4
38	в ее целом	1	4
39	но и в	3	4
40	как и все	5	4
41	в лучшем случае	1	4
42	подобно тому как	2	4
43	с самого начала	3	4
44	хотя бы в	2	4
45	и не могут	2	4
46	и до конца	1	4
47	нет и не	1	4
48	не перестает быть	1	4
49	и тот же	2	3
50	мы уже знаем	1	3
51	так и от	1	3
52	в том числе	6	3
53	было бы нелепо	1	3
54	друг с другом	2	3
55	вместо того чтобы	1	3
56	том числе и	3	3
57	быть и речи	1	3
58	можно говорить о	2	3
59	уже знаем что	1	3
60	то же самое	3	3
61	самом же деле	4	3
62	только то что	1	3
63	на самом же	4	3
64	на первый план	3	3
65	и в этой	2	3
66	их отношения к	1	3
67	с тем и	1	3
68	в ней и	2	3
69	а не как	1	3
70	потому что он	3	3
71	один и тот	1	3
72	и в частности	1	3
73	но в то	6	3
74	и не менее	1	3
75	как мы увидим	1	3
76	не могло не	2	3
77	с начала и	1	3
78	с ее помощью	1	3
79	во всех областях	1	3
80	ровно ничего не	2	3
81	ни о каком	1	3
82	начала и до	1	3
83	а в связи	1	2
84	большое место в	2	2
85	нам в корне	1	2
86	все то что	5	2
87	о том как	2	2
88	более того можно	1	2
89	тем путем что	1	2
90	но это единство	1	2
91	одной из своих	1	2
92	в предыдущей главе	1	2
93	в изобразительных искусствах	1	2
94	друг от друга	1	2
95	в строгом смысле	1	2
96	но и с	1	2
97	именно потому что	1	2
98	между тем как	2	2
99	и прежде всего	4	2
100	и в общем	1	2
101	и в других	1	2
102	влияние и на	1	2
103	нужно сказать что	4	2
104	в своей книге	1	2
105	так же и	1	2
106	мы видели что	2	2
107	лишь тогда когда	1	2
108	именно в этом	1	2
109	как таковой он	1	2
110	в пределе вовсе	1	2
111	место в жизни	1	2
112	оставаясь в пределах	1	2
113	в это время	1	2
114	как и в	1	2
115	между ними и	1	2
116	от того что	1	2
117	ничего общего с	1	2
118	но и самый	1	2
119	этом отношении очень	1	2
120	на этот вопрос	1	2
121	в одной из	2	2
122	и с точки	2	2
123	если мы отвлечемся	1	2
124	же время и	1	2
125	дело в том	4	2
126	в отрыве от	2	2
127	так как они	3	2
128	не только в	1	2
129	не одна а	1	2
130	так же как	4	2
131	в виду что	1	2
132	и от всего	1	2
133	в следующей главе	1	2
134	что и в	2	2
135	ни в чем	1	2
136	в литературе как	1	2
137	такого подхода к	1	1
138	что он не	1	1
139	менее всего можно	1	1
140	уже говорили что	1	1
141	он полагает что	1	1
142	в самом начале	2	1
143	как и во	2	1
144	тем более не	1	1
145	несмотря на их	1	1
146	и как бы	2	1
147	искусстве и в	1	1
148	и если в	1	1
149	бы при этом	1	1
150	том что это	1	1
151	во все стороны	1	1
152	вполне понятно что	1	1
153	главе нашей работы	1	1
154	но вместе с	1	1
155	это значило бы	1	1
156	это единство не	1	1
157	как это утверждает	1	1
158	огромном большинстве случаев	1	1
159	можем сказать что	1	1
160	есть еще одна	1	1
161	эта тенденция к	1	1
162	одним из первых	1	1
163	еще одна очень	1	1
164	мы здесь не	1	1
165	нет почти ни	1	1
166	самом деле в	1	1
167	жизни и прежде	2	1
168	и связанные с	2	1
169	как они его	1	1
170	он и не	1	1
171	и др но	1	1
172	в самой действительности	1	1
173	он не может	1	1
174	теперь мы можем	1	1
175	оказывается вовсе не	1	1
176	он стал бы	1	1
177	от всех форм	1	1
178	в том же	1	1
179	в коем случае	1	1
180	во внешнем мире	1	1
181	и во всех	3	1
182	находится в противоречии	1	1
183	нелепо думать что	1	1
184	так например в	1	1
185	если они не	1	1
186	здесь все время	1	1
187	нами в предыдущей	1	1
188	имеет никакого отношения	1	1
189	возвращает нас к	1	1
190	очень характерно для	1	1
191	таковы основные моменты	3	1
192	и то же	1	1
193	все это уже	1	1
194	с помощью которых	2	1
195	если бы и	1	1
196	одного и того	1	1
197	в корне неверным	1	1
198	оказывает определяющее влияние	1	1
199	на фоне этих	1	1
200	в искусстве и	2	1
201	и в конце	1	1
202	не боится мира	1	1
203	в этом плане	1	1
204	мы можем сказать	1	1
205	прежде всего мы	1	1
206	здесь не в	3	1
207	это конечно не	4	1
208	точки зрения более	1	1
209	это нисколько не	1	1
210	это не просто	1	1
211	в конце жизни	2	1
212	в этой книге	1	1
213	в этой области	1	1
214	бы нелепо думать	1	1
215	в нем нет	1	1
216	мы все время	1	1
217	не было понято	1	1
218	в чем не	1	1
219	переходит в другое	2	1
220	существует как бы	1	1
221	а потому что	1	1
222	таким образом в	3	1
223	а с другой	1	1
224	не могло быть	1	1
225	они вовсе не	2	1
226	и в нашем	1	1
227	может быть конечно	1	1
228	есть не что	1	1
229	что в основе	1	1
230	и того же	1	1
231	но в особенности	1	1
232	мы видели совершенно	1	1
233	как в его	1	1
234	и там где	1	1
235	по этому поводу	1	1
236	не подлежит конечно	1	1
237	так как он	1	1
238	все это не	1	1
239	существенную роль играет	2	1
240	чем же объясняется	1	1
241	с помощью всех	1	1
242	это целое и	1	1
243	дело идет не	1	1
244	по существу это	1	1
245	и как таковой	1	1
246	этого слова но	1	1
247	и речи о	1	1
248	в общем не	1	1
249	теми или иными	1	1
250	а также и	4	1
251	мы видим что	2	1
252	и в европейском	1	1
253	как своего рода	1	1
254	особенно важное значение	1	1
255	они вообще не	1	1
256	человек не боится	1	1
257	но он не	1	1
258	и некоторые другие	1	1
259	одна очень существенная	1	1
260	дело шло о	1	1
261	той или иной	1	1
262	является не только	1	1
263	не по существу	1	1
264	большей или меньшей	1	1
265	не могли не	1	1
266	строится творится и	1	1
267	на своем пути	1	1
268	свою серьезность и	1	1
269	мы еще вернемся	1	1
270	и только в	1	1
271	между жизнью и	1	1
272	ни в истории	2	1
273	сказать что и	3	1
274	в этом явлении	1	1
275	не нуждается в	2	1
276	в чем же	3	1
277	не имеет никакого	1	1
