N	2gram	Tiupa_Anal	Stilisti
1	и в	30	42
2	как бы	15	30
3	не только	30	28
4	и т.п	13	25
5	прежде всего	8	22
6	и т.д	4	21
7	хотя бы	4	18
8	внутренней речи	9	18
9	то же	12	16
10	но и	29	16
11	и не	33	14
12	может быть	33	13
13	не может	26	13
14	как и	23	12
15	что мы	3	11
16	мы уже	2	11
17	точки зрения	10	11
18	в этом	31	10
19	в себе	17	10
20	и как	6	10
21	мы должны	2	10
22	как мы	3	10
23	отнюдь не	22	10
24	мы не	1	9
25	при этом	20	9
26	все же	4	9
27	эти слова	1	9
28	то что	11	9
29	для того	4	9
30	в то	10	9
31	таким образом	5	8
32	так как	3	8
33	с тем	1	8
34	речевого общения	1	8
35	в ней	1	8
36	тем самым	9	8
37	что же	3	8
38	с его	3	8
39	ничего не	10	8
40	и на	10	7
41	так и	16	7
42	слов и	2	7
43	только в	8	7
44	в которой	3	7
45	зависимости от	1	7
46	и его	9	7
47	потому что	3	7
48	того чтобы	3	7
49	и тем	4	7
50	же время	7	7
51	было бы	4	7
52	и той	1	7
53	той же	4	7
54	и от	1	7
55	в зависимости	1	7
56	а не	25	7
57	никогда не	4	7
58	во всех	5	6
59	в его	15	6
60	ситуацией и	1	6
61	не в	17	6
62	говорящего и	1	6
63	в нем	3	6
64	в конце	4	6
65	в процессе	2	6
66	но ведь	1	6
67	на его	4	6
68	бы в	3	6
69	точкой зрения	1	6
70	в свою	1	6
71	речи и	2	6
72	одно и	2	6
73	в этой	12	6
74	точку зрения	1	6
75	слова в	1	6
76	мы будем	1	6
77	или иной	8	6
78	в области	4	6
79	в той	8	5
80	в самом	12	5
81	то есть	19	5
82	уже в	1	5
83	и их	2	5
84	с точки	6	5
85	те же	3	5
86	не является	3	5
87	все время	1	5
88	внутренняя речь	1	5
89	самом деле	3	5
90	но все	1	5
91	и с	2	5
92	но в	11	5
93	тому что	2	5
94	вместе с	6	5
95	того или	3	5
96	а с	3	5
97	мы увидим	1	5
98	как это	5	5
99	и является	4	5
100	а в	11	5
101	же самое	3	5
102	в нашем	3	5
103	художественного творчества	2	5
104	в сознании	6	5
105	и то	4	5
106	или иного	3	5
107	независимо от	2	5
108	и наконец	2	5
109	одной и	1	4
110	всего в	3	4
111	были бы	1	4
112	и к	5	4
113	мы видим	1	4
114	один из	4	4
115	всех своих	1	4
116	что это	1	4
117	на него	3	4
118	все это	2	4
119	в качестве	38	4
120	в одном	3	4
121	влияние на	1	4
122	его в	2	4
123	слова как	1	4
124	если бы	6	4
125	и все	5	4
126	во внутренней	2	4
127	социальной группы	1	4
128	так сказать	1	4
129	к своему	2	4
130	у нас	1	4
131	в словах	2	4
132	да и	2	4
133	уже не	6	4
134	к тому	12	4
135	о том	11	4
136	вопроса о	4	4
137	той или	8	4
138	можно сказать	6	4
139	языка и	2	4
140	было в	1	4
141	зрения в	2	4
142	о своей	2	4
143	его внутренней	1	4
144	не что	5	4
145	можно было	1	4
146	свою очередь	1	4
147	или иное	1	4
148	на это	2	4
149	так же	1	4
150	лишь в	12	4
151	в целом	9	4
152	себя в	8	4
153	в данной	1	4
154	тем же	1	4
155	что именно	2	4
156	повествования о	1	4
157	тех или	3	4
158	само собой	1	4
159	не просто	2	4
160	то или	1	4
161	того что	5	4
162	не к	3	4
163	внутренней жизни	1	3
164	представить себе	1	3
165	не так	3	3
166	этом случае	4	3
167	ответ на	3	3
168	что оно	1	3
169	без внутренней	1	3
170	короче говоря	1	3
171	и здесь	1	3
172	та же	1	3
173	приближается к	1	3
174	совершенно не	2	3
175	если он	1	3
176	для нас	1	3
177	художественное творчество	2	3
178	иметь дело	1	3
179	в том	36	3
180	или иных	3	3
181	отношения к	4	3
182	несмотря на	5	3
183	для него	5	3
184	хотя и	4	3
185	в разных	1	3
186	ни на	1	3
187	в ее	2	3
188	из которых	4	3
189	высказывания с	1	3
190	этих слов	1	3
191	на самом	2	3
192	и уже	1	3
193	что и	5	3
194	в виду	2	3
195	быть может	2	3
196	долгое время	1	3
197	между ними	1	3
198	связи с	2	3
199	и даже	10	3
200	здесь мы	1	3
201	в основе	6	3
202	форму высказывания	1	3
203	сознания не	1	3
204	внутреннюю речь	1	3
205	всякое высказывание	1	3
206	все эти	3	3
207	как в	3	3
208	по своему	1	3
209	том что	21	3
210	бы мы	1	3
211	вследствие этого	5	3
212	роль в	3	3
213	об этом	1	3
214	слова о	2	3
215	перед нами	1	3
216	еще не	5	3
217	но при	2	3
218	его и	3	3
219	то он	3	3
220	нуждается в	9	3
221	мертвых душ	1	3
222	в котором	5	3
223	в устах	2	3
224	если не	2	3
225	т.п и	1	3
226	этом мы	1	3
227	как предмет	4	3
228	между тем	7	3
229	высказывания и	3	3
230	языком и	1	3
231	во второй	3	3
232	не знает	4	3
233	в частности	32	3
234	только на	3	3
235	не с	8	3
236	в тех	1	3
237	связь между	1	3
238	в начале	3	3
239	конце фразы	1	3
240	и слово	2	3
241	ведь если	1	3
242	внешняя речь	1	3
243	их в	1	3
244	мы ни	1	3
245	не становится	3	3
246	нет и	2	3
247	не будет	3	3
248	сказать что	2	3
249	высказывания в	4	3
250	может показаться	1	3
251	жизни и	1	3
252	этого слова	10	3
253	и внутренняя	1	3
254	и эта	1	3
255	не мог	3	3
256	и для	3	3
257	это не	7	3
258	из них	2	3
259	только одна	1	2
260	речи то	1	2
261	и всего	2	2
262	для всех	1	2
263	в душе	1	2
264	и он	1	2
265	очевидно что	1	2
266	что иное	6	2
267	как с	1	2
268	художественного высказывания	3	2
269	должно быть	2	2
270	зависит от	1	2
271	и вследствие	1	2
272	и при	1	2
273	и потому	2	2
274	каждый из	3	2
275	мы имеем	9	2
276	еще более	1	2
277	с самим	3	2
278	и сознание	1	2
279	помощи языка	1	2
280	этом отношении	5	2
281	с ним	6	2
282	о чем	3	2
283	что то	1	2
284	но как	1	2
285	да ведь	1	2
286	для них	1	2
287	в отношении	2	2
288	с другими	4	2
289	это слово	1	2
290	будет иметь	1	2
291	иными словами	1	2
292	фразы в	1	2
293	смысле этого	1	2
294	как нечто	1	2
295	с собой	1	2
296	но это	1	2
297	слова не	1	2
298	в их	8	2
299	и сознания	1	2
300	сказать не	1	2
301	связь с	1	2
302	в своих	1	2
303	не было	1	2
304	на этот	2	2
305	материал для	1	2
306	или в	2	2
307	том же	2	2
308	общественного сознания	1	2
309	в наших	1	2
310	прежде чем	2	2
311	равно как	1	2
312	своего собеседника	1	2
313	или несколько	1	2
314	но не	13	2
315	конечно мы	1	2
316	тем что	2	2
317	или хотя	1	2
318	слово в	1	2
319	на наш	6	2
320	я и	8	2
321	говорить в	1	2
322	в жизни	1	2
323	наш язык	1	2
