N	3gram	Bakhtin_sl	Narrotol
1	в том что	4	18
2	в данном случае	3	17
3	не только в	3	13
4	в отличие от	12	11
5	по отношению к	2	11
6	о том что	2	9
7	не может быть	11	8
8	тем не менее	2	8
9	той или иной	13	8
10	то же время	15	8
11	в то же	15	8
12	в этом отношении	2	8
13	в известном смысле	2	6
14	можно сказать что	1	6
15	с одной стороны	7	6
16	для того чтобы	1	5
17	в свою очередь	3	5
18	но и в	2	5
19	и вследствие этого	1	5
20	к тому что	2	4
21	во всяком случае	7	4
22	и не может	2	3
23	а в том	1	3
24	до сих пор	4	3
25	в первом случае	2	3
26	иметь в виду	1	3
27	речь идет о	1	3
28	в зависимости от	4	3
29	в связи с	2	3
30	а также и	3	3
31	того или иного	2	3
32	на то что	1	3
33	с точки зрения	11	3
34	дело в том	1	3
35	существенную роль в	1	3
36	в той или	12	2
37	и не в	1	2
38	бы и не	1	2
39	все то что	1	2
40	которая не может	1	2
41	и в то	6	2
42	и т п	49	2
43	здесь не только	1	2
44	но и на	1	2
45	более или менее	5	2
46	и то же	2	2
47	в частности в	1	2
48	сами по себе	1	2
49	а между тем	2	2
50	может быть не	1	2
51	так и по	1	2
52	не могло быть	1	2
53	в нем не	1	2
54	не только на	2	2
55	не только не	2	2
56	не входит в	1	2
57	перед нами не	1	2
58	и чужого слова	2	2
59	хотя и не	1	2
60	своего и чужого	4	2
61	но и здесь	3	2
62	но все же	1	2
63	между тем это	1	2
64	к одному из	1	2
65	чужого слова в	5	2
66	с той или	1	2
67	одно и то	2	2
68	можно было бы	2	2
69	с установкой на	4	2
70	тем или иным	1	2
71	у него есть	1	1
72	одной стороны и	2	1
73	то и в	1	1
74	на территории почти	1	1
75	и столь же	1	1
76	в меньшей степени	1	1
77	иной идеологической сферой	1	1
78	далеко не исчерпывается	1	1
79	по себе а	1	1
80	в отвлечении от	1	1
81	или иной степени	12	1
82	до известной степени	3	1
83	охвата с той	1	1
84	кишащее будущими и	1	1
85	в большинстве случаев	11	1
86	даже в самых	1	1
87	исторически реален язык	1	1
88	бывшими языками отмирающими	1	1
89	и в другом	2	1
90	чужих слов в	1	1
91	с большей или	1	1
92	отделяет себя от	1	1
93	во всех его	8	1
94	то или иное	1	1
95	однако и здесь	1	1
96	чопорными языковыми аристократами	1	1
97	в первый раз	1	1
98	аристократами языковыми парвеню	1	1
99	как только в	1	1
100	что они не	1	1
101	и борьба своего	1	1
102	в том числе	1	1
103	в языки более	1	1
104	реален язык как	1	1
105	т п не	1	1
106	по всей вероятности	3	1
107	на протяжении веков	1	1
108	зрения здесь не	1	1
109	того же национального	2	1
110	или иной идеологической	1	1
111	одного из персонажей	1	1
112	имеет дело не	2	1
113	как бы не	1	1
114	так или иначе	1	1
115	отношении к автору	1	1
116	так и в	5	1
117	друг с другом	2	1
118	языками отмирающими чопорными	1	1
119	взаимодействие и борьба	1	1
120	территории почти каждого	1	1
121	в особенности в	1	1
122	а также в	1	1
123	себе самому и	1	1
124	такая композиционная форма	1	1
125	одно без другого	3	1
126	одна из существенных	1	1
127	нем не только	1	1
128	большей или меньшей	5	1
129	по аналогии с	1	1
130	один из этих	1	1
131	каждого из этих	1	1
132	героя и не	1	1
133	широтою социального охвата	1	1
134	или даже вовсе	1	1
135	в чем не	1	1
136	том что в	1	1
137	там где язык	1	1
138	то ни было	1	1
139	не может не	5	1
140	и даже не	1	1
141	но в этом	2	1
142	а не в	1	1
143	а не с	1	1
144	зависимости от социального	1	1
145	и в рамках	1	1
146	соединяется с его	1	1
147	и не столько	1	1
148	в стороне от	1	1
149	том числе и	1	1
150	с другой стороны	5	1
151	бы то ни	1	1
152	то есть от	2	1
153	а не только	1	1
154	претендентами в языки	1	1
155	в чем же	1	1
156	в значительной степени	6	1
157	языки более или	1	1
158	парвеню бесчисленными претендентами	1	1
159	языковыми парвеню бесчисленными	1	1
160	и потому не	1	1
161	может быть только	3	1
162	и т д	7	1
163	в евгении онегине	3	1
164	в этих случаях	1	1
165	два смысловых и	1	1
166	и ценностных кругозора	1	1
167	к чужому слову	6	1
168	то есть в	1	1
169	они могут быть	6	1
170	никогда не бывает	1	1
171	к тому или	1	1
172	даже не столько	1	1
173	и особенно в	1	1
174	будущими и бывшими	1	1
175	т п все	1	1
176	и точек зрения	1	1
177	менее удачливыми с	1	1
178	в противном случае	1	1
179	одно из существеннейших	1	1
180	дело не с	2	1
181	даже в лирике	1	1
182	по крайней мере	1	1
183	как разноречивое становление	1	1
184	как это было	1	1
185	не с языком	1	1
186	язык как разноречивое	1	1
187	происходит напряженное взаимодействие	1	1
188	в мировой литературе	2	1
189	смешаны два высказывания	1	1
190	в последние десятилетия	1	1
191	не до конца	1	1
192	почти каждого высказывания	2	1
193	историческом так и	1	1
194	разноречивое становление кишащее	1	1
195	сопротивление или поддержка	1	1
196	этой точки зрения	1	1
197	как и в	2	1
198	как один из	1	1
199	в одном высказывании	1	1
200	борьба своего и	1	1
201	и в них	2	1
202	и не было	1	1
203	языковыми аристократами языковыми	1	1
204	жизни но и	1	1
205	одной из них	1	1
206	социального охвата с	1	1
207	чужом для него	1	1
208	бесчисленными претендентами в	1	1
209	и иных форм	1	1
210	удачливыми с большей	1	1
211	в то время	2	1
212	высказывания происходит напряженное	1	1
213	до достоевского и	1	1
214	точки зрения на	4	1
215	в большей или	3	1
216	напряженное взаимодействие и	2	1
217	в герое нашего	1	1
218	же национального языка	2	1
219	меньшей широтою социального	1	1
220	за ним всегда	1	1
221	уже не на	1	1
222	или менее удачливыми	1	1
223	и с точки	1	1
224	отмирающими чопорными языковыми	1	1
225	его жизни и	1	1
226	в области поэтики	1	1
227	на протяжении всего	1	1
228	как мы видели	2	1
229	и все его	1	1
230	мы не знаем	2	1
231	с таким же	1	1
232	на мировую литературу	1	1
233	отношению к себе	1	1
234	и его голос	1	1
235	то время как	2	1
236	каждого высказывания происходит	1	1
237	с самого начала	1	1
238	или меньшей широтою	1	1
239	том что он	1	1
240	в своем собственном	1	1
241	как и у	1	1
242	у него нет	2	1
243	идеологической сферой применения	1	1
244	смысловых и ценностных	2	1
245	и бывшими языками	1	1
246	как он сам	1	1
247	чем он был	1	1
248	то же слово	2	1
249	уже не только	2	1
250	становление кишащее будущими	1	1
251	ни в чем	1	1
252	с этой точки	1	1
253	герое нашего времени	1	1
254	слове но и	2	1
255	мы не можем	1	1
256	как сопротивление или	1	1
257	но с другой	1	1
258	может быть и	2	1
