N	4gram	Vygotskiy_	Analitik
1	в то же время	2	14
2	состоит в том что	1	7
3	не что иное как	2	6
4	одного и того же	1	6
5	есть не что иное	1	5
6	и не может быть	1	4
7	в том что он	1	4
8	в том или ином	1	4
9	не в том чтобы	2	3
10	одни и те же	3	3
11	по крайней мере в	1	3
12	дело в том что	1	3
13	одной и той же	5	3
14	бы то ни было	1	3
15	искусства в том и	1	2
16	той мере в какой	1	2
17	с этой точки зрения	5	2
18	ни в коем случае	1	2
19	в той мере в	1	2
20	не может быть признано	1	2
21	в такой же мере	1	2
22	один и тот же	2	2
23	заключается в том что	7	2
24	но в таком случае	1	2
25	в коем случае не	1	2
26	одно и то же	1	2
27	прибавим к этому что	1	1
28	и в том что	1	1
29	что и процессы его	1	1
30	само по себе а	1	1
31	не может быть сведена	2	1
32	и разумное толкование которое	1	1
33	в том что по	1	1
34	произведению следует рассматривать при	1	1
35	и в самом деле	3	1
36	хотел сказать своим произведением	1	1
37	том и состоит что	1	1
38	в том случае если	2	1
39	читатель тому или иному	1	1
40	что в произведении искусства	1	1
41	рассматривать при этом как	1	1
42	толкование которое дает художник	1	1
43	том и заключается что	1	1
44	тех или иных элементов	1	1
45	и процессы пользования им	1	1
46	до тех пор пока	2	1
47	дает художник или читатель	1	1
48	в том смысле что	1	1
49	процессы его создания и	1	1
50	которое дает художник или	1	1
51	существенная сторона искусства в	1	1
52	одного сознания к другому	1	1
53	следует рассматривать при этом	1	1
54	этой точки зрения может	1	1
55	только тогда когда оно	1	1
56	о том что по	1	1
57	сторона искусства в том	1	1
58	в таком случае в	1	1
59	может быть сведена к	2	1
60	разумное толкование которое дает	1	1
61	но это отнюдь не	1	1
62	иному произведению следует рассматривать	1	1
63	в том и заключается	2	1
64	никак не может быть	3	1
65	и процессы его создания	1	1
66	от одного сознания к	1	1
67	приходит к выводу что	2	1
68	создания и процессы пользования	1	1
69	то же самое что	2	1
70	и там и здесь	1	1
71	в том числе и	1	1
72	состоит в том чтобы	2	1
73	о том что искусство	1	1
74	а между тем в	1	1
75	так же точно и	3	1
76	этом как позднейшую рационализацию	1	1
77	процессы пользования им оказываются	1	1
78	заключается что и процессы	1	1
79	понимается при этом как	1	1
80	несмотря на то что	2	1
81	на то что все	1	1
82	при этом как позднейшую	1	1
83	что по крайней мере	1	1
84	они принадлежат к числу	1	1
85	сознательное и разумное толкование	1	1
86	же самое что и	2	1
87	с другой стороны и	2	1
88	ни на что не	1	1
89	и заключается что и	1	1
90	в собственном смысле слова	2	1
91	его создания и процессы	1	1
92	художник или читатель тому	1	1
93	в одном из двух	1	1
94	приводит к тому что	1	1
95	или иному произведению следует	1	1
96	хотя и не всегда	1	1
97	одним и тем же	1	1
98	в том и состоит	2	1
99	самая существенная сторона искусства	1	1
100	между тем оказывается что	1	1
101	в том что мы	1	1
102	не в том что	1	1
103	или читатель тому или	1	1
104	тому или иному произведению	1	1
105	но и в том	1	1
