N	3gram	Ircho_Kome	DiskursI
1	в том что	13	28
2	в отличие от	3	26
3	по отношению к	5	17
4	с одной стороны	5	14
5	в данном случае	1	12
6	то же время	5	10
7	той или иной	1	10
8	о том что	6	9
9	в то же	5	8
10	состоит в том	1	8
11	в этом отношении	3	8
12	как и в	2	7
13	так и в	1	6
14	в соответствии с	2	6
15	к тому же	12	6
16	но при этом	1	5
17	то же самое	2	5
18	с другой стороны	6	5
19	в первую очередь	5	5
20	в значительной степени	1	5
21	что же касается	1	5
22	не только в	1	5
23	на мой взгляд	1	5
24	подобно тому как	1	5
25	тем не менее	2	4
26	в частности в	2	4
27	и прежде всего	1	4
28	не более чем	2	4
29	в наше время	1	4
30	как будто бы	1	3
31	говоря уже о	4	3
32	в том числе	4	3
33	более или менее	1	3
34	в качестве примера	1	3
35	того или иного	1	3
36	в том случае	1	3
37	в обоих случаях	3	3
38	по аналогии с	1	3
39	том числе и	1	3
40	можно говорить о	1	3
41	но не менее	1	3
42	мы имеем дело	1	3
43	не говоря уже	4	3
44	в одной из	1	3
45	том что в	1	3
46	во всяком случае	4	3
47	лицо к которому	1	2
48	мере в какой	1	2
49	и столь же	2	2
50	бы то ни	4	2
51	в большинстве случаев	2	2
52	по своему происхождению	2	2
53	еще в одном	1	2
54	одних и тех	1	2
55	из них в	1	2
56	речь идет о	5	2
57	большей или меньшей	1	2
58	то ни было	4	2
59	в новое время	2	2
60	и в том	1	2
61	в одном из	4	2
62	могла бы быть	1	2
63	но и в	2	2
64	том что ни	1	2
65	так и не	1	2
66	только в том	1	2
67	и тех же	1	2
68	каждый из них	2	2
69	как мы видели	1	2
70	с самого начала	2	2
71	тех случаях когда	1	2
72	так и на	1	2
73	том случае если	1	2
74	из того же	1	2
75	в тех случаях	1	2
76	едва ли не	6	2
77	и не только	1	2
78	что он не	2	1
79	но в более	1	1
80	благодаря тому что	1	1
81	время от времени	1	1
82	но все эти	1	1
83	на этом фоне	1	1
84	как и во	1	1
85	в этот период	1	1
86	трагедии и в	1	1
87	имеет в виду	1	1
88	в себе хоровую	1	1
89	так и для	1	1
90	и даже не	1	1
91	до нас в	1	1
92	вслед за этим	1	1
93	и вернуться к	1	1
94	в применении к	1	1
95	в самых общих	1	1
96	в чем не	1	1
97	это не означает	1	1
98	к одному и	1	1
99	в этом смысле	2	1
100	по сравнению с	1	1
101	не следует упускать	1	1
102	ничего не знаем	1	1
103	легко представить себе	1	1
104	том что на	1	1
105	для того чтобы	3	1
106	дошли до нас	1	1
107	таким же образом	1	1
108	у него в	1	1
109	друг от друга	2	1
110	что у него	3	1
111	так или иначе	4	1
112	все же достаточно	1	1
113	сам по себе	1	1
114	именно в этой	1	1
115	по общему мнению	1	1
116	до сих пор	3	1
117	следует упускать из	1	1
118	героя нашего времени	1	1
119	в отношении к	1	1
120	но прежде всего	1	1
121	о соотношении в	1	1
122	нас не дошли	1	1
123	и таким образом	2	1
124	как правило в	1	1
125	следует отнести и	1	1
126	как одного из	1	1
127	приходит в голову	1	1
128	одно из двух	1	1
129	в рамках этой	1	1
130	к участию в	1	1
131	в связи с	3	1
132	на этот раз	5	1
133	одной из сторон	1	1
134	и каждый из	1	1
135	ближе к концу	1	1
136	к одной из	1	1
137	но все же	1	1
138	к этому времени	3	1
139	и в тексте	1	1
140	внешней и внутренней	3	1
141	может и не	1	1
142	во второй половине	3	1
143	в ответ на	1	1
144	за то что	4	1
145	не знаем и	1	1
146	какую бы то	1	1
147	вместе с тем	4	1
148	все тот же	1	1
149	признания в любви	1	1
150	на то что	2	1
151	в этом же	2	1
152	и тому же	1	1
153	почти столь же	1	1
154	даже не только	1	1
155	не заметить что	1	1
156	в это время	3	1
157	в целом ряде	1	1
158	то что в	1	1
159	может быть в	1	1
160	не в состоянии	3	1
161	представляет его себе	1	1
162	жизни но и	1	1
163	тем более что	1	1
164	почти одновременно с	1	1
165	в действие в	1	1
166	и один из	1	1
167	вождя афинской демократии	1	1
168	хотя и не	1	1
169	в трагедии и	1	1
170	у того же	1	1
171	другой стороны в	1	1
172	не что иное	1	1
173	а нередко и	1	1
174	до нас не	1	1
175	можно было бы	3	1
176	именно здесь в	1	1
177	только потому что	2	1
178	и все остальные	1	1
179	одному и тому	1	1
180	в пределах одного	1	1
181	том что он	4	1
182	мы ничего не	1	1
183	самых общих чертах	1	1
184	а не для	1	1
185	том что они	1	1
186	что иное как	1	1
187	до наших дней	1	1
188	внешнее и внутреннее	1	1
189	не последнюю роль	1	1
190	и на его	1	1
191	одна из них	2	1
192	и представляет его	1	1
193	в предисловии к	1	1
194	хоть и не	5	1
195	к этому же	1	1
196	ни в чем	1	1
197	имеем дело с	1	1
198	после того как	3	1
199	в другом случае	1	1
