N	2gram	Voloshinov	VerxiiNi
1	и в	13	26
2	таким образом	6	22
3	в этом	2	15
4	вместе с	1	15
5	точки зрения	7	13
6	как бы	6	12
7	в том	2	11
8	не только	6	10
9	может быть	8	10
10	что в	3	9
11	так как	3	9
12	связи с	1	9
13	но и	3	9
14	в области	2	9
15	в общем	2	8
16	и у	1	8
17	и не	8	8
18	в индии	1	8
19	с другой	2	8
20	но не	1	8
21	с одной	2	7
22	в эпоху	1	7
23	связанные с	2	7
24	том что	2	7
25	потому что	1	7
26	одной стороны	2	7
27	то что	6	7
28	но в	4	7
29	к нему	1	7
30	так и	3	6
31	в конце	1	6
32	несмотря на	2	6
33	все это	4	6
34	в отношении	2	6
35	представление о	1	6
36	все эти	2	6
37	все же	5	6
38	к тому	2	6
39	мы должны	6	6
40	и т.д	5	6
41	с точки	5	6
42	в себе	3	6
43	того же	1	6
44	и к	2	5
45	в его	7	5
46	более или	1	5
47	в мире	1	5
48	не имеет	2	5
49	или менее	1	5
50	того чтобы	1	5
51	для того	1	5
52	так же	2	5
53	лишь в	4	5
54	отношение к	1	5
55	одной из	1	5
56	а не	2	5
57	и для	3	5
58	никогда не	3	5
59	в самом	2	4
60	то же	4	4
61	только в	6	4
62	учение о	2	4
63	что он	1	4
64	и вместе	1	4
65	в которых	1	4
66	в течение	2	4
67	и тогда	1	4
68	и что	1	4
69	далеко не	1	4
70	а в	2	4
71	в этой	1	4
72	не может	8	4
73	в виде	1	4
74	в то	1	4
75	в нем	2	4
76	к сожалению	2	3
77	с этой	2	3
78	и при	2	3
79	при этом	2	3
80	для него	2	3
81	тем не	1	3
82	и если	1	3
83	если бы	2	3
84	в которой	3	3
85	с самого	2	3
86	в связи	2	3
87	и как	1	3
88	как о	1	3
89	же как	1	3
90	не менее	2	3
91	хотя бы	5	3
92	в значительной	1	3
93	в одном	3	3
94	не вполне	1	3
95	и о	1	3
96	отношению к	3	3
97	в своем	1	3
98	подойти к	2	3
99	к этому	1	3
100	для всех	1	2
101	один из	1	2
102	и здесь	1	2
103	ему в	1	2
104	связанных с	2	2
105	иной характер	1	2
106	только что	1	2
107	уже в	2	2
108	мы имеем	1	2
109	этом отношении	1	2
110	те же	2	2
111	не как	3	2
112	не исчерпывается	2	2
113	прежде всего	9	2
114	одно из	1	2
115	со всеми	1	2
116	в них	2	2
117	связь с	1	2
118	из него	1	2
119	не было	1	2
120	психической жизни	1	2
121	этой точки	1	2
122	не в	3	2
123	а также	2	2
124	в виду	1	2
125	одним из	1	2
126	творца и	1	2
127	в процессе	5	2
128	с одним	1	2
129	но когда	1	2
130	при таком	1	2
131	на все	1	2
132	должно было	1	2
133	связанный с	1	2
134	ничего общего	3	2
135	от тела	1	2
136	особенно в	1	2
137	еще не	1	2
138	мы можем	4	2
139	людей и	1	2
140	что мы	1	2
141	если не	1	2
142	но при	1	2
143	наконец в	2	2
144	между тем	2	2
145	не всегда	1	2
146	значительной мере	1	2
147	быть и	1	2
148	сознании и	1	2
149	связана с	3	2
150	ни один	3	2
151	и является	2	2
152	вслед за	2	2
153	и это	1	2
154	в начале	1	2
155	превращается в	3	2
156	конечно не	1	2
157	по своей	1	2
158	же время	1	2
159	самого начала	2	2
160	или иное	1	2
161	состоит в	1	2
162	же самое	1	2
163	среди них	1	2
164	тех пор	4	2
165	общего с	3	2
166	сказать что	1	2
167	в образе	1	2
168	к которому	1	2
169	но если	1	2
170	в разных	1	2
171	на то	1	2
172	с его	1	2
173	и все	3	2
174	для этого	1	2
175	то или	1	2
176	с телом	2	2
177	в самой	1	2
178	и особенно	1	2
179	пути к	2	2
180	тот же	2	2
181	и наконец	5	2
182	вплоть до	1	2
183	его можно	1	2
184	и сами	1	2
185	которые только	2	1
186	этого и	1	1
187	природы и	1	1
188	и произошло	1	1
189	мы видим	2	1
190	благодаря трудам	1	1
191	можно говорить	1	1
192	и этот	2	1
193	с момента	1	1
194	она и	1	1
195	только некоторые	1	1
196	они не	1	1
197	данном случае	2	1
198	что такое	1	1
199	эта особенность	1	1
200	как средство	1	1
201	должно быть	1	1
202	на три	1	1
203	того как	1	1
204	произведений которые	1	1
205	как к	1	1
206	за исключением	1	1
207	о сущности	1	1
208	с системой	1	1
209	сознании не	1	1
210	для себя	2	1
211	смысле слова	2	1
212	сложнее и	1	1
213	но такая	1	1
214	тяготением к	2	1
215	что мир	1	1
216	которых он	1	1
217	но такой	1	1
218	однако этот	1	1
219	в ее	3	1
220	но тем	1	1
221	явствует что	1	1
222	выбор и	2	1
223	и через	1	1
224	единиц в	1	1
225	развития не	1	1
226	это и	1	1
227	в широком	1	1
228	это слово	1	1
229	этом следует	1	1
230	то не	1	1
231	другой стороны	2	1
232	но одно	2	1
233	не является	4	1
234	с их	1	1
235	по мере	1	1
236	в их	3	1
237	в данном	2	1
238	лежит в	1	1
239	его в	1	1
240	в своих	2	1
241	самом деле	3	1
242	что к	1	1
243	более детальному	1	1
244	заключается в	1	1
245	тем что	2	1
246	привела к	1	1
247	бытия то	1	1
248	тела и	3	1
249	она является	2	1
250	в музыке	5	1
251	если он	1	1
252	помимо этого	2	1
253	призыв к	1	1
254	но далеко	1	1
255	эта способность	1	1
256	как и	3	1
257	с ними	2	1
258	их в	1	1
259	вряд ли	3	1
260	себя как	1	1
261	похожим на	3	1
262	только то	1	1
263	в своей	4	1
264	на эту	1	1
265	на этом	1	1
266	как в	2	1
267	никто не	1	1
268	является лишь	1	1
269	проникают в	1	1
270	ли не	1	1
271	на одном	1	1
272	от этого	2	1
273	является для	1	1
274	в такой	1	1
275	ничего в	1	1
276	один и	1	1
277	о которых	1	1
278	и следовательно	2	1
279	важное значение	1	1
280	грамматики и	2	1
281	в себя	1	1
282	вследствие этого	1	1
283	роль в	2	1
284	в каждой	1	1
285	всей своей	2	1
286	из одного	1	1
287	в чем	2	1
288	эта связь	1	1
289	не произойдет	1	1
290	существующего в	1	1
291	же есть	1	1
292	в догматической	1	1
293	в одной	1	1
294	тем более	1	1
295	и своей	1	1
296	что они	2	1
297	бы в	2	1
298	с этим	3	1
299	нет ничего	2	1
300	не имеющие	1	1
301	еще и	4	1
302	материалом для	2	1
303	там где	2	1
304	и отчасти	2	1
305	находит свое	1	1
306	не существует	1	1
307	и других	1	1
308	и более	1	1
309	для создания	1	1
310	да и	3	1
311	и пр	7	1
312	отличие от	1	1
313	жизни он	1	1
314	его может	1	1
315	мы уже	2	1
316	другими словами	1	1
317	эти слова	1	1
318	говорить не	1	1
319	входит в	2	1
320	но даже	1	1
321	не должно	1	1
322	мы не	4	1
323	явления природы	1	1
324	совсем не	1	1
325	которые и	1	1
326	в ней	2	1
327	но это	1	1
328	как из	1	1
329	в этот	2	1
330	порвать с	1	1
331	с помощью	2	1
332	что касается	1	1
333	к тем	1	1
334	только на	1	1
335	и их	7	1
336	в которую	2	1
337	не приходится	1	1
338	к одному	3	1
339	материи и	1	1
340	иметь в	1	1
341	по отношению	3	1
342	телом и	2	1
343	и до	1	1
344	от своего	2	1
345	этот вопрос	1	1
346	между отдельными	1	1
347	себе в	1	1
348	когда мы	1	1
349	как совершенно	1	1
350	бы по	1	1
351	как известно	1	1
352	соприкасается с	1	1
353	в нашей	1	1
354	было бы	4	1
355	и несколько	1	1
356	художественном творчестве	1	1
357	и глубоко	1	1
358	правда тот	1	1
359	в отличие	1	1
360	элементов в	1	1
361	не совсем	1	1
362	к двум	1	1
363	впервые в	1	1
364	найти в	1	1
365	по себе	1	1
366	и превращается	1	1
367	а у	1	1
368	могут быть	2	1
369	сдвиг в	1	1
370	не можем	1	1
371	человека и	1	1
372	которое мы	2	1
373	соответствии с	2	1
374	языка как	3	1
375	не знаем	1	1
376	и есть	1	1
377	во всей	2	1
378	с духом	1	1
379	в ряд	2	1
380	времени в	1	1
381	связи со	1	1
382	в сознании	4	1
383	необходимо чтобы	1	1
384	что она	1	1
385	и должно	2	1
386	такой же	1	1
387	бы быть	1	1
388	этого слова	1	1
389	перекинуть мост	1	1
390	и его	12	1
391	неизменная и	1	1
392	его к	1	1
393	а как	2	1
394	и никогда	1	1
395	только с	1	1
396	может и	1	1
397	с ее	1	1
398	и тот	1	1
399	пусть эта	1	1
400	но для	3	1
401	должны быть	1	1
402	на словах	1	1
403	при всяком	1	1
404	и ее	2	1
405	сливаются в	1	1
406	думать что	2	1
407	есть не	2	1
408	и самый	1	1
409	чуть ли	1	1
410	пустоту и	1	1
