N	4gram	Vinokur_Ku	Myshleni
1	заключается в том что	2	43
2	одного и того же	2	17
3	состоит в том что	4	17
4	с этой точки зрения	3	16
5	одной и той же	1	15
6	одно и то же	1	12
7	в собственном смысле слова	1	9
8	в силу того что	2	9
9	все более и более	1	8
10	только в том что	1	8
11	в том что он	3	8
12	не что иное как	2	6
13	одном и том же	1	6
14	точно так же как	3	6
15	в той мере в	6	5
16	а с другой стороны	2	5
17	и вместе с тем	1	5
18	ответ на этот вопрос	1	5
19	в том смысле что	1	5
20	той мере в какой	6	4
21	что с точки зрения	1	4
22	в тех случаях когда	2	4
23	в том что мы	1	4
24	и то же слово	1	4
25	является то обстоятельство что	1	4
26	есть не что иное	1	4
27	несмотря на то что	1	4
28	находит свое выражение в	1	3
29	но для того чтобы	1	3
30	ни в какой мере	1	3
31	мы имеем в виду	1	3
32	в том что оно	2	3
33	в том что она	1	3
34	дело в том что	1	3
35	ответить на этот вопрос	1	3
36	можно было бы назвать	1	3
37	бы то ни было	1	3
38	само по себе не	1	2
39	сводится к тому чтобы	1	2
40	в зависимости от того	1	2
41	в то же время	4	2
42	которую можно было бы	1	2
43	для того чтобы с	1	2
44	именно в силу того	1	2
45	и в другом случае	1	2
46	лишь в той мере	2	2
47	и с точки зрения	1	2
48	убеждает нас в том	1	2
49	в том случае если	3	2
50	о том что в	1	2
51	есть в сущности говоря	1	2
52	как это часто бывает	1	2
53	чтобы ответить на этот	1	2
54	только для того чтобы	2	2
55	нас в том что	1	2
56	в одно и то	1	2
57	только тогда когда он	1	1
58	и в том что	1	1
59	в том и в	1	1
60	том и в другом	1	1
61	для того чтобы вообще	1	1
62	сводится в сущности к	1	1
63	и с другой стороны	1	1
64	невозможно с точки зрения	1	1
65	прежде всего то что	1	1
66	не может быть решена	1	1
67	и в силу этого	1	1
68	когда речь идет о	1	1
69	том случае если бы	1	1
70	иначе как с помощью	2	1
71	можно было бы привести	2	1
72	мере в какой они	1	1
73	на самых низких ступенях	1	1
74	а вместе с тем	1	1
75	и в самом деле	4	1
76	но во всяком случае	1	1
77	со своей точки зрения	1	1
78	о том что он	1	1
79	не сказал бы что	1	1
80	только о том что	1	1
81	речи с другой стороны	1	1
82	в каждый данный момент	1	1
83	в этом случае он	1	1
84	стадию в историческом развитии	1	1
85	в одном и том	1	1
86	после того как мы	1	1
87	шаг вперед в области	1	1
88	в предисловии к книге	1	1
89	в целом и в	1	1
90	в одном ряду с	1	1
91	прежде всего потому что	2	1
92	зависит не только от	1	1
93	в этом отношении и	1	1
94	во всяком случае все	1	1
95	с точки зрения законов	1	1
96	ничего принципиально нового в	1	1
97	что оно приводит к	1	1
98	зависит прежде всего от	1	1
99	силу того что они	1	1
100	которые хотя и не	1	1
101	а следовательно и в	1	1
102	что это действительно так	1	1
103	это не могло не	1	1
104	но не до конца	1	1
105	он несет на себе	1	1
106	и в другом отношении	1	1
107	что можно было бы	1	1
108	он был бы вполне	1	1
109	в живой речи в	1	1
110	все дело в том	1	1
111	в том смысле как	1	1
112	чтобы показать что в	1	1
113	и в то же	1	1
114	то это потому что	1	1
115	не только потому что	3	1
116	до тех пор пока	1	1
117	языка по сравнению с	1	1
118	речи но для того	1	1
119	не говоря уже о	1	1
120	и приводит к положению	1	1
121	именно в силу своей	1	1
122	для того чтобы дать	2	1
123	к которому он принадлежит	1	1
124	и на самых низких	1	1
125	по отношению к которому	1	1
126	для того чтобы быть	2	1
127	с первого же момента	1	1
128	и во многих других	1	1
129	свидетельствуют о том что	1	1
130	по мере того как	3	1
131	это можно было бы	1	1
132	также и тогда когда	1	1
133	в том что на	1	1
134	но с другой стороны	1	1
135	только потому что оно	1	1
136	смысле этого слова и	1	1
137	можно было бы сказать	2	1
138	если бы речь шла	1	1
139	для того чтобы в	1	1
140	можно говорить и о	1	1
141	из того факта что	1	1
142	в этом последнем случае	1	1
143	и пр и пр	2	1
144	оно заключается в том	1	1
145	возразить против того что	1	1
146	во всех этих случаях	1	1
147	потому что оно имеет	1	1
148	и не потому что	1	1
149	с точки зрения грамматической	1	1
150	на том основании что	1	1
151	только в той мере	1	1
152	что они разумеют под	1	1
