N	2gram	Losev_Prob	KFilosof
1	может быть	39	45
2	в его	10	42
3	в нем	13	32
4	не может	14	29
5	и не	56	28
6	и в	62	28
7	в котором	3	24
8	не есть	57	22
9	для меня	4	22
10	в себе	23	21
11	только в	33	18
12	и его	12	18
13	в своем	7	17
14	в ее	6	17
15	а не	28	17
16	в этом	25	15
17	для него	4	13
18	не в	21	13
19	точки зрения	14	13
20	к нему	3	12
21	ни в	17	12
22	но не	6	12
23	и это	11	12
24	в своей	8	11
25	все эти	14	11
26	во всех	4	11
27	из себя	5	11
28	все это	9	10
29	это не	10	10
30	в едином	1	10
31	с точки	9	10
32	и есть	9	10
33	от себя	2	10
34	и для	5	10
35	в целом	9	10
36	в их	2	9
37	и все	13	9
38	но и	20	9
39	как бы	11	9
40	для нее	2	9
41	не было	6	8
42	если бы	9	8
43	быть только	1	8
44	было бы	14	8
45	едином и	1	8
46	лишь в	1	8
47	жизни и	7	8
48	себя в	4	8
49	во всем	2	7
50	и здесь	8	7
51	что и	11	7
52	вовсе не	62	7
53	уже не	12	7
54	совершенно не	7	7
55	то что	42	7
56	я должен	1	7
57	конечно не	3	7
58	на основе	1	7
59	для себя	6	7
60	момент в	1	7
61	и только	10	7
62	отнюдь не	16	7
63	ее и	2	6
64	мир как	1	6
65	должно быть	1	6
66	не значит	3	6
67	но все	5	6
68	но эта	4	6
69	я не	1	6
70	не имеет	12	6
71	в смысле	2	6
72	смысл и	1	6
73	в том	35	6
74	и действительно	2	6
75	отношение к	1	6
76	он не	10	6
77	но это	13	6
78	от его	4	5
79	со всем	2	5
80	то же	23	5
81	ко всему	1	5
82	мы имеем	7	5
83	не только	33	5
84	с ним	11	5
85	я могу	3	5
86	но как	6	5
87	и единственной	1	5
88	его в	4	5
89	не знает	1	5
90	в основе	3	5
91	но в	17	5
92	именно в	4	5
93	бы быть	5	5
94	но ведь	2	5
95	как и	15	5
96	все же	10	5
97	себя и	1	5
98	еще не	12	5
99	время и	2	5
100	хотя бы	6	5
101	в одном	4	5
102	от своей	1	5
103	а в	9	5
104	единое и	3	5
105	его как	3	5
106	в контексте	3	5
107	и единственный	1	5
108	там где	1	5
109	никогда не	7	5
110	что в	11	4
111	поскольку мы	1	4
112	познания и	1	4
113	должна быть	1	4
114	и весь	2	4
115	при этом	9	4
116	ни было	5	4
117	что это	3	4
118	о нем	2	4
119	не как	1	4
120	для нас	23	4
121	прежде всего	13	4
122	в своих	2	4
123	как его	1	4
124	нет в	2	4
125	с ними	2	4
126	в категориях	1	4
127	том что	25	4
128	в чем	5	4
129	в каком	9	4
130	могло бы	3	4
131	но можно	1	4
132	входит в	3	4
133	только как	3	4
134	нисколько не	2	4
135	во всей	3	4
136	здесь мы	5	4
137	времени и	4	4
138	тем самым	9	4
139	чем не	4	4
140	быть в	2	4
141	всех своих	1	4
142	из него	2	4
143	жизни но	2	3
144	от него	2	3
145	и может	4	3
146	положения и	1	3
147	и на	4	3
148	здесь нет	1	3
149	мы не	15	3
150	был бы	1	3
151	тогда когда	1	3
152	для которой	4	3
153	и этот	3	3
154	того что	10	3
155	сознания и	2	3
156	на самом	13	3
157	ясно что	11	3
158	а все	1	3
159	в виду	20	3
160	и тот	2	3
161	и делает	1	3
162	самом деле	6	3
163	в некотором	2	3
164	тем что	8	3
165	но для	3	3
166	стороны в	1	3
167	отвлечения от	1	3
168	что этот	1	3
169	не дает	1	3
170	единый и	1	3
171	рядом с	1	3
172	не менее	24	3
173	для этой	1	3
174	по своему	6	3
175	бы не	2	3
176	здесь не	11	3
177	один и	2	3
178	войти в	1	3
179	поскольку он	1	3
180	себе и	4	3
181	и другого	1	3
182	той или	22	3
183	в каждом	1	3
184	себя не	3	3
185	это и	11	3
186	того или	8	3
187	бы и	7	3
188	в конкретной	1	3
189	ясно и	1	3
190	что не	4	3
191	но здесь	1	3
192	не должен	1	3
193	и ни	5	3
194	не должно	1	3
195	в другом	4	3
196	для того	5	3
197	в ней	12	3
198	быть и	3	3
199	не имеем	1	3
200	и та	1	3
201	этом смысле	5	3
202	от того	2	3
203	я буду	1	3
204	человека и	1	3
205	мы здесь	2	3
206	целом и	1	3
207	нет и	1	3
208	только с	5	3
209	могут быть	2	3
210	принципа для	1	3
211	общее и	9	3
212	предмета в	1	3
213	до конца	1	3
214	котором мы	1	3
215	о том	14	3
216	тем как	1	3
217	в то	18	3
218	для которого	1	3
219	а следовательно	1	3
220	или иного	5	3
221	независимо от	4	3
222	всех этих	6	3
223	тот же	1	3
224	и тем	16	3
225	ничего не	4	3
226	котором он	2	3
227	были бы	5	2
228	бы то	5	2
229	как к	1	2
230	и эти	1	2
231	действительно ли	1	2
232	каждый отдельный	1	2
233	бы он	2	2
234	и мы	1	2
235	и содержания	2	2
236	ему в	1	2
237	может не	1	2
238	чего не	1	2
239	можно ли	8	2
240	и того	1	2
241	случае мы	1	2
242	дело с	3	2
243	еще более	3	2
244	конечно в	1	2
245	тому что	5	2
246	действительного бытия	1	2
247	а это	6	2
248	единства и	1	2
249	это уже	4	2
250	тем не	23	2
251	так и	16	2
252	жить и	1	2
253	из которых	6	2
254	в принципе	1	2
255	и то	17	2
256	и за	2	2
257	в качестве	10	2
258	мышление и	1	2
259	нами в	2	2
260	это есть	5	2
261	этих предметов	1	2
262	и когда	4	2
263	и само	1	2
264	по себе	36	2
265	в виде	20	2
