N	3gram	Losev_Prob	SlovoVZh
1	по отношению к	2	11
2	не может быть	2	7
3	можно сказать что	4	5
4	в том что	13	4
5	дело в том	4	4
6	то ни было	2	3
7	до сих пор	3	3
8	этой точки зрения	2	3
9	и не в	2	3
10	бы то ни	4	3
11	тем не менее	8	3
12	эти и подобные	1	2
13	это не так	1	2
14	на самом деле	2	2
15	в какой степени	1	2
16	в жизни и	1	2
17	то же самое	2	2
18	с этой стороны	1	2
19	в данном случае	5	2
20	мы все время	1	2
21	с одной стороны	5	2
22	с другой стороны	7	2
23	зависит от того	1	2
24	с точки зрения	13	2
25	и подобные им	1	2
26	но тем не	1	2
27	в настоящее время	7	2
28	в такой же	1	2
29	все же не	3	1
30	сам по себе	3	1
31	и таким образом	1	1
32	о том что	14	1
33	как одно из	1	1
34	ни в какой	4	1
35	все эти моменты	1	1
36	в самом деле	1	1
37	даже тогда когда	1	1
38	является для него	2	1
39	совершенно ясно что	1	1
40	как единство и	1	1
41	все более и	1	1
42	таким образом мы	1	1
43	в свою очередь	2	1
44	ничего общего с	2	1
45	для нас и	1	1
46	и в частности	4	1
47	как мы уже	1	1
48	сама по себе	2	1
49	в том же	1	1
50	ясно что здесь	3	1
51	ни в коем	3	1
52	как бы подводит	1	1
53	во всяком случае	6	1
54	в нем и	2	1
55	в коем случае	3	1
56	но в то	2	1
57	хотя бы не	1	1
58	имеем дело с	1	1
59	и отнюдь не	1	1
60	равно как и	2	1
61	и тем же	1	1
62	и что она	1	1
63	с самого начала	3	1
64	с большим трудом	1	1
65	в нем по	1	1
66	то что я	1	1
67	по аналогии с	1	1
68	с ним в	2	1
69	можно было бы	2	1
70	в этом отношении	4	1
71	бы даже и	1	1
72	и к его	1	1
73	то же время	1	1
74	далеко не всегда	3	1
75	между тем как	1	1
76	тех или иных	2	1
77	здесь таким образом	1	1
78	для нас не	2	1
79	да и всякого	1	1
80	все эти и	2	1
81	и прежде всего	2	1
82	более или менее	1	1
83	но и в	2	1
84	более и более	1	1
85	в то же	2	1
86	в чем не	2	1
87	то время как	4	1
88	том что поэт	1	1
89	едва ли кто-нибудь	2	1
90	том что в	1	1
91	мы имеем дело	1	1
92	и в этом	1	1
93	по крайней мере	8	1
94	ни в чем	2	1
95	коем случае нельзя	1	1
96	в то время	4	1
97	конца дело в	1	1
98	в этом смысле	4	1
99	в русской литературе	3	1
100	является для нас	1	1
101	здесь вовсе не	2	1
102	в виду не	1	1
103	но все же	2	1
104	какой степени не	1	1
105	до конца дело	1	1
106	не обходится без	1	1
107	каких бы то	1	1
108	одним и тем	1	1
109	всей жизни в	1	1
110	к тому же	5	1
111	друг к другу	1	1
112	может быть только	6	1
