N	3gram	Tiupa_Narr	formyVre
1	и т п	2	32
2	то же время	7	21
3	в то же	7	18
4	в связи с	3	15
5	с точки зрения	2	15
6	друг с другом	1	13
7	для того чтобы	4	12
8	но и в	4	12
9	не только в	12	11
10	и в то	2	10
11	до сих пор	3	10
12	и того же	2	9
13	одного и того	2	9
14	в большинстве случаев	1	8
15	в том числе	1	8
16	к себе самому	3	8
17	и т д	1	7
18	не может быть	6	7
19	в отличие от	6	7
20	в этом отношении	5	7
21	друг от друга	1	6
22	а также и	1	6
23	мы еще вернемся	1	6
24	с одной стороны	5	6
25	в том что	11	5
26	одной стороны и	1	5
27	в то время	1	5
28	том числе и	1	5
29	то есть в	1	5
30	той или иной	6	5
31	как и в	1	5
32	одно и то	2	5
33	и то же	2	5
34	и не только	1	5
35	на протяжении всего	1	5
36	по отношению к	5	4
37	не для того	1	4
38	и в других	1	4
39	не могло быть	2	4
40	как если бы	2	4
41	друг на друга	2	4
42	но все же	1	4
43	с другой стороны	1	4
44	связи с этим	1	4
45	как раз в	3	4
46	во всяком случае	2	4
47	то время как	1	4
48	может быть и	1	4
49	в той или	1	3
50	и как бы	1	3
51	до нас в	1	3
52	до известной степени	1	3
53	по сравнению с	1	3
54	в этом процессе	1	3
55	может быть только	1	3
56	сами по себе	2	3
57	но при этом	3	3
58	в зависимости от	3	3
59	в чем не	1	3
60	в нем не	2	3
61	а не в	1	3
62	как мы увидим	1	3
63	сих пор еще	1	3
64	как раз и	1	3
65	то же самое	3	3
66	к новой жизни	1	3
67	же как и	1	3
68	о том что	3	3
69	так же как	1	3
70	существенную роль в	3	3
71	так и в	1	3
72	ни в чем	1	3
73	у него есть	1	2
74	жизни то есть	1	2
75	или иной степени	1	2
76	можно сказать что	5	2
77	здесь не только	2	2
78	своей собственной жизни	2	2
79	но для того	1	2
80	еще вернемся к	1	2
81	в строгом смысле	1	2
82	по природе своей	1	2
83	в частности в	2	2
84	начало и конец	3	2
85	в особенности в	1	2
86	отношения к себе	1	2
87	в соответствии с	7	2
88	в данном случае	12	2
89	к тому же	8	2
90	но в этом	1	2
91	в произведении и	1	2
92	же время они	1	2
93	добрых и злых	1	2
94	человек в нем	1	2
95	в нашем случае	1	2
96	в свою очередь	2	2
97	на другой день	4	2
98	себе самому и	1	2
99	т п все	1	2
100	и та же	1	2
101	у него нет	1	2
102	не было и	2	2
103	и в самом	1	2
104	еще не выделился	1	2
105	бросается в глаза	1	2
106	жизни но и	1	2
107	как и все	1	2
108	дело в том	2	2
109	и все его	1	2
110	жизни и смерти	1	2
111	к тому что	4	2
112	в новое и	1	2
113	в лице своих	1	2
114	одна и та	1	2
115	и не могло	1	2
116	по своей природе	1	2
117	женщин и детей	1	2
118	времени и пространстве	6	2
119	это прежде всего	1	2
120	в основе своей	1	2
121	к жизни и	1	2
122	и хронотопа в	1	1
123	события эти происходят	1	1
124	едином но сложном	1	1
125	в самом начале	1	1
126	тем более не	1	1
127	в его событийной	1	1
128	только в литературе	1	1
129	сложном событии которое	1	1
130	при этом все	1	1
131	в той же	1	1
132	становясь при этом	1	1
133	точки зрения но	1	1
134	на том что	1	1
135	в этом смысле	1	1
136	как слушатели-читатели события	1	1
137	то что не	1	1
138	и в другом	1	1
139	во всех его	1	1
140	но и на	2	1
141	в первый раз	1	1
142	с этой точки	1	1
143	в самом деле	3	1
144	в художественной литературе	1	1
145	произведение в его	1	1
146	он вовсе не	1	1
147	тем не менее	6	1
148	их между собой	1	1
149	она входит в	1	1
150	бы не было	1	1
151	не становясь при	1	1
152	на протяжении веков	1	1
153	качестве одной из	1	1
154	самого рассказывания в	2	1
155	более или менее	2	1
156	но они не	1	1
157	длительности и на	1	1
158	событие о котором	1	1
159	мы можем обозначить	1	1
160	в себе самом	2	1
161	объединены в едином	1	1
