N	3gram	Bakhtin_Fr	SlovoVZh
1	по отношению к	2	11
2	не может быть	5	7
3	можно сказать что	3	5
4	в том что	6	4
5	дело в том	2	4
6	так как если	1	4
7	как если бы	1	4
8	до сих пор	7	3
9	это как бы	2	3
10	имеет в виду	1	3
11	и не может	2	3
12	находит свое выражение	1	2
13	эти и подобные	1	2
14	имеем в виду	2	2
15	да и вообще	1	2
16	на самом деле	2	2
17	в какой степени	1	2
18	мы можем сказать	1	2
19	в отношении к	1	2
20	с одной стороны	2	2
21	с другой стороны	1	2
22	до известной степени	2	2
23	смысл и значение	1	2
24	с точки зрения	6	2
25	и подобные им	1	2
26	в настоящее время	1	2
27	для него не	1	1
28	сами по себе	1	1
29	общения между ними	1	1
30	подчеркнем еще раз	1	1
31	о том что	3	1
32	свою связь с	1	1
33	включает в себя	3	1
34	но несмотря на	3	1
35	бы они ни	1	1
36	в этом достаточно	1	1
37	в самом деле	1	1
38	еще раз подчеркнуть	2	1
39	два основных момента	1	1
40	можно определить как	1	1
41	несмотря на это	1	1
42	чтобы убедиться в	1	1
43	все более и	1	1
44	и эта позиция	1	1
45	и вещами она	1	1
46	адекватное выражение в	1	1
47	и значение этой	1	1
48	и в частности	2	1
49	а между тем	1	1
50	и та же	1	1
51	то что для	2	1
52	как и в	1	1
53	на ранних ступенях	1	1
54	как мы уже	8	1
55	но прежде всего	3	1
56	в так называемой	1	1
57	во всяком случае	2	1
58	в литературе и	1	1
59	и др и	1	1
60	самом же деле	3	1
61	но в то	2	1
62	в них всегда	1	1
63	но в ней	1	1
64	сказать что и	1	1
65	только то что	1	1
66	на все моменты	1	1
67	подобно тому как	2	1
68	еще раз что	1	1
69	раз подчеркнуть что	1	1
70	здесь же мы	1	1
71	на самом же	3	1
72	речь и в	1	1
73	и в нем	1	1
74	одна и та	1	1
75	то что мы	1	1
76	в приведенном нами	1	1
77	в области науки	1	1
78	с ним в	1	1
79	в основе своей	2	1
80	определяется прежде всего	1	1
81	в этом отношении	5	1
82	он еще не	1	1
83	то же время	5	1
84	свое выражение в	1	1
85	далеко не всегда	1	1
86	и др все	2	1
87	тех или иных	1	1
88	как не может	1	1
89	все эти и	1	1
90	и прежде всего	4	1
91	его эстетической сущности	1	1
92	но и в	5	1
93	в них и	1	1
94	более и более	1	1
95	в то же	5	1
96	мы имеем в	1	1
97	в значительной степени	4	1
98	почти полностью утрачивают	1	1
99	это прежде всего	1	1
100	в условиях буржуазной	1	1
101	они как бы	1	1
102	здесь мы должны	1	1
103	все эти три	1	1
104	или хотя бы	1	1
105	но все это	2	1
106	не может стать	1	1
107	но все же	3	1
108	и стиль и	1	1
109	особый тип общения	1	1
110	мы уже сказали	4	1
111	суждения и оценки	1	1
112	все разобранные нами	2	1
113	и здесь мы	1	1
114	убедиться в этом	1	1
115	к тому же	1	1
116	может быть только	1	1
