N	2gram	Vygotskiy_	slovoVRo
1	и в	47	92
2	и т	1	82
3	может быть	20	59
4	и его	14	59
5	в нем	6	59
6	и не	27	51
7	не только	36	44
8	не может	23	41
9	но и	19	39
10	до конца	8	37
11	в этом	47	36
12	а не	7	34
13	во всех	9	32
14	точки зрения	39	30
15	так и	8	30
16	языка и	6	29
17	могут быть	7	29
18	и др	1	29
19	в пределах	3	29
20	в его	7	27
21	слова в	7	26
22	языка в	2	25
23	все это	5	25
24	как бы	13	24
25	слова и	10	24
26	то же	16	23
27	чужой речи	1	23
28	и на	4	22
29	в сущности	16	21
30	как в	7	21
31	не в	7	21
32	вовсе не	3	21
33	в процессе	12	20
34	в то	10	20
35	его слово	1	19
36	прежде всего	9	19
37	как мы	24	19
38	с ним	5	18
39	как и	19	18
40	же время	1	18
41	или иной	2	18
42	таким образом	38	17
43	оно не	3	17
44	и даже	3	17
45	все же	7	17
46	в основе	5	17
47	в истории	1	17
48	все эти	7	17
49	в большинстве	2	17
50	при этом	4	16
51	в них	3	16
52	к своему	1	16
53	отличие от	4	16
54	но в	9	16
55	в той	7	15
56	и с	5	15
57	с точки	31	15
58	той или	2	15
59	там где	7	15
60	только в	24	14
61	в отличие	4	14
62	так сказать	1	14
63	отношении к	4	13
64	в слове	11	13
65	на фоне	3	13
66	это не	6	13
67	с другой	7	13
68	с его	1	13
69	точка зрения	2	13
70	рядом с	2	13
71	и следовательно	8	13
72	и для	5	13
73	и к	11	12
74	в отношении	9	12
75	еще не	5	12
76	во всяком	2	12
77	никогда не	7	12
78	и потому	3	12
79	или в	2	12
80	словом и	10	12
81	а в	3	12
82	отношение к	8	12
83	и наконец	4	12
84	один из	3	11
85	в этих	2	11
86	большинстве случаев	2	11
87	для него	6	11
88	с одной	7	11
89	языка как	1	11
90	язык в	2	11
91	на его	3	11
92	в плане	3	11
93	одной стороны	7	11
94	слова как	5	11
95	и их	7	10
96	и все	5	10
97	уже не	1	10
98	все они	1	10
99	лишь в	3	10
100	в своем	3	10
101	может не	1	10
102	в том	38	10
103	с другими	5	10
104	она не	7	10
105	в себе	14	10
106	далеко не	1	10
107	всех этих	1	10
108	пределах одного	1	9
109	в основном	4	9
110	в своей	4	9
111	конечно не	2	9
112	сказать что	18	9
113	языка а	1	9
114	этом случае	15	9
115	так как	25	9
116	здесь в	2	9
117	его в	7	9
118	одна из	2	9
119	в их	4	9
120	в смысле	9	9
121	и других	5	9
122	он не	5	9
123	одним из	3	9
124	и от	6	9
125	но не	13	9
126	с ее	2	9
127	к нему	5	9
128	более того	2	9
129	в самом	15	8
130	для нас	4	8
131	не могут	9	8
132	может стать	2	8
133	зависимости от	6	8
134	в значительной	3	8
135	все время	3	8
136	с этим	5	8
137	в зависимости	6	8
138	языка но	2	8
139	человека в	1	8
140	всяком случае	1	8
141	входит в	3	8
142	в одной	6	8
143	и часто	1	8
144	в ней	5	8
145	во всем	4	7
146	еще более	1	7
147	кроме того	1	7
148	язык как	1	7
149	но все	2	7
150	о нем	1	7
151	например в	5	7
152	связанные с	3	7
153	том что	28	7
154	слова к	7	7
155	перед нами	3	7
156	другого языка	1	7
157	известной степени	2	7
158	значительной степени	1	7
159	но именно	3	7
160	слово и	10	7
161	здесь не	1	7
162	в романах	1	7
163	друг друга	9	7
164	того же	7	7
165	мышления и	16	7
166	у него	2	7
167	не было	1	7
168	связи с	4	7
169	и непосредственно	3	7
170	в таком	2	7
171	удельный вес	1	7
172	мы уже	5	7
173	также и	2	7
174	ту же	4	7
175	за пределы	2	7
176	с которым	1	7
177	в целом	7	7
178	что в	23	6
179	и здесь	5	6
180	дело с	3	6
181	даже в	2	6
182	в одном	4	6
183	ни в	3	6
184	другой стороны	3	6
185	по себе	5	6
186	именно в	9	6
187	одновременно и	3	6
188	себя и	2	6
189	можно сказать	9	6
190	по своим	2	6
191	в свою	3	6
192	наконец в	3	6
193	говорить о	1	6
194	слов и	6	6
195	и там	3	6
196	как к	4	6
197	одной плоскости	2	6
198	мы сказали	1	6
199	в качестве	9	6
200	слово не	4	6
201	на этом	4	6
202	между тем	2	6
203	и слова	6	6
204	стороны и	6	6
205	к языку	1	6
206	между словом	8	6
207	он в	1	6
208	точку зрения	4	6
209	которые в	5	6
210	ничего не	2	6
211	в чисто	2	6
212	и при	2	5
213	каждый данный	1	5
214	не как	1	5
215	а затем	2	5
216	в результате	3	5
217	в рамки	1	5
218	к его	3	5
219	они не	2	5
220	по отношению	10	5
221	вместе с	19	5
222	не менее	6	5
223	о том	5	5
224	но оно	1	5
225	его и	2	5
226	не является	4	5
227	в данном	7	5
228	и более	2	5
229	мы не	10	5
230	для того	24	5
231	с помощью	18	5
232	только на	5	5
233	связанных с	2	5
234	всех областях	1	5
235	речи в	31	5
236	той же	13	5
237	отношению к	9	5
238	со словом	1	5
239	но он	3	5
240	как такового	2	5
241	между этими	3	5
242	остается в	2	5
243	уже в	3	5
244	хотя и	4	5
245	этом отношении	7	5
246	с их	2	5
247	в каждый	1	5
248	слова не	1	5
249	как его	1	5
250	должен быть	1	5
251	в других	2	5
252	в каждом	3	5
253	а как	1	5
254	данный момент	1	5
255	слова с	5	5
256	не знает	3	5
257	и может	2	5
258	не с	3	5
259	почти всегда	3	5
260	слова его	1	5
261	конца и	2	5
262	оно может	2	5
263	и по	6	5
264	для этого	4	5
265	имеет дело	1	5
266	языка его	2	4
267	прямо и	4	4
268	до сих	6	4
269	по существу	2	4
270	мы найдем	1	4
271	оно и	1	4
272	языке и	2	4
273	оно было	1	4
274	обстоит дело	2	4
275	в большей	2	4
276	в другой	4	4
277	те же	1	4
278	в виду	5	4
279	для всех	2	4
280	среди других	1	4
281	со всеми	2	4
282	слове в	1	4
283	если бы	8	4
284	где они	4	4
285	слово может	1	4
286	слове но	2	4
287	отношения к	5	4
288	его на	1	4
289	всегда в	2	4
290	что он	13	4
291	от его	2	4
292	так же	26	4
293	языка так	2	4
294	которая не	1	4
295	как только	1	4
296	на первый	1	4
297	к тому	13	4
298	зрения и	1	4
299	друг с	6	4
300	поэзии и	2	4
301	дело не	1	4
302	того чтобы	26	4
303	лежат в	1	4
304	в другом	3	4
305	но эти	2	4
306	случае она	1	4
307	тогда когда	12	4
308	и уже	1	4
309	и слово	4	4
310	с этой	5	4
311	языковой системы	1	4
312	от других	1	4
313	речь на	1	4
314	в чем	5	4
315	свою очередь	3	4
316	ибо он	1	4
317	и во	5	4
318	в известной	1	4
319	с этими	1	4
320	он может	1	4
321	и речи	19	4
322	к предмету	6	4
323	связано с	4	4
324	но это	4	4
325	в системе	3	4
326	его как	1	4
327	из них	2	4
328	того что	27	4
329	формы и	1	4
330	он должен	1	4
331	лишь тогда	1	4
332	все его	1	4
333	что оно	9	4
334	значение в	3	4
335	одной из	4	4
336	том же	7	4
337	момент его	1	4
338	как раз	6	4
339	в литературе	1	4
340	что и	4	4
341	они в	1	4
342	в виде	2	4
343	в которой	16	4
344	здесь как	2	4
345	это слово	1	4
346	и как	7	4
347	же как	14	4
348	следовательно и	1	4
349	только и	5	4
350	в условиях	1	4
351	в себя	4	4
352	с другом	6	4
353	из одного	2	4
354	от предмета	2	4
355	сих пор	6	4
356	остается вне	1	4
357	выражение в	6	4
358	но как	3	4
359	первый план	1	4
360	разрыв между	4	4
361	эти слова	1	4
362	в частности	4	4
363	одним словом	2	4
364	одно и	3	4
365	не были	1	4
366	или как	1	4
367	и о	4	4
368	в понимании	2	4
369	вообще не	6	4
370	в лучшем	3	4
371	разговорный язык	1	4
372	речи и	36	4
373	образом в	5	4
374	языка с	2	4
375	и дальше	1	4
376	из этого	4	4
377	лучшем случае	3	4
378	и ее	3	4
379	есть как	1	4
380	мы видели	10	4
381	и другие	1	3
382	связи и	3	3
383	собственном смысле	4	3
384	все что	7	3
385	первой и	3	3
386	и самое	2	3
387	еще раз	1	3
388	же слово	1	3
389	самого предмета	1	3
390	речи но	12	3
391	основе ее	1	3
392	его с	3	3
393	ним и	1	3
394	смысле слова	1	3
395	в разных	6	3
396	не приходится	1	3
397	в форме	1	3
398	и то	10	3
399	интерес к	2	3
400	и свой	2	3
401	нас в	4	3
402	речи как	9	3
403	в связи	1	3
404	нами в	6	3
405	и создает	1	3
406	исторического развития	3	3
407	в более	1	3
408	этого процесса	3	3
409	в первом	6	3
410	и единство	1	3
411	с таким	3	3
412	ближайшим образом	1	3
413	тем что	14	3
414	или на	1	3
415	чужой речью	1	3
416	в собственном	4	3
417	притом в	1	3
418	в одно	1	3
419	языка на	2	3
420	предмета и	3	3
421	и внутренней	3	3
422	слова оно	2	3
423	не его	1	3
424	этот процесс	1	3
425	от этого	3	3
426	действительности в	3	3
427	в диалоге	1	3
428	отличается от	6	3
429	было бы	12	3
430	связана с	4	3
431	как это	7	3
432	не должно	1	3
433	которых мы	5	3
434	всем этим	3	3
435	в зоне	2	3
436	и второй	1	3
437	не могло	3	3
438	в этой	7	3
439	и различные	1	3
440	целый ряд	6	3
441	и до	3	3
442	и те	1	3
443	как оно	2	3
444	формах и	1	3
445	и вообще	3	3
446	пародии на	1	3
447	без всякого	2	3
448	если мы	6	3
449	из подчиненных	1	3
450	такая же	1	3
451	на него	1	3
452	входят в	2	3
453	в сознании	11	3
454	но эта	2	3
455	мы говорили	3	3
456	этого слова	5	3
457	до известной	2	3
458	только с	2	3
459	внутренней речи	78	3
460	на котором	4	3
461	слова может	3	3
462	движения и	1	3
463	они были	1	3
464	еще на	1	3
465	именно к	1	3
466	форм и	5	3
467	или наоборот	1	3
468	сторону всякого	1	3
469	не исчерпывает	2	3
470	должно быть	3	3
471	время и	1	3
472	на том	2	3
473	быть тем	1	3
474	от всякой	2	3
475	по ту	1	3
476	речь но	1	3
477	чем в	5	3
478	его от	2	3
479	входить в	1	3
480	слово оно	1	3
481	дело в	1	3
482	сама по	1	3
483	тому что	14	3
484	в стороне	1	3
485	и без	2	3
486	не есть	4	3
487	является лишь	1	3
488	на все	1	3
489	зрения не	1	3
490	того и	2	3
491	если она	1	3
492	между собой	15	3
493	в новом	2	3
494	в свете	9	3
495	это было	2	3
496	и это	2	3
497	не был	1	3
498	как слово	2	3
499	к слову	14	3
500	свое выражение	8	3
501	и почти	1	3
502	может и	3	3
503	в такой	6	3
504	потому что	26	3
505	языке как	1	3
506	и тем	10	3
507	во второй	5	3
508	из этих	6	3
509	но она	1	3
510	тем и	2	3
511	и вне	1	3
512	в нее	1	3
513	на всю	1	3
514	его так	1	3
515	ту сторону	1	3
516	дальнейшего развития	1	3
517	условия для	1	3
518	речь и	5	3
519	к этому	2	3
520	данном случае	5	3
521	такой же	4	3
522	языка у	2	3
523	включает в	2	3
524	менее всего	3	3
525	нуждается в	5	3
526	степени и	1	3
527	вещей и	1	3
528	становится в	1	3
529	как для	2	3
530	с которыми	3	2
531	можно говорить	2	2
532	та же	2	2
533	за ним	3	2
534	мы и	5	2
535	от необходимости	1	2
536	уже говорили	2	2
537	и свою	1	2
538	эти три	2	2
539	некоторой степени	1	2
540	к действительности	2	2
541	из всех	5	2
542	до некоторой	1	2
543	этого второго	1	2
544	привело к	3	2
545	связанное с	1	2
546	слове можно	1	2
547	как он	1	2
548	для них	1	2
549	от этих	1	2
550	до последнего	1	2
551	том и	3	2
552	и которые	3	2
553	связь с	1	2
554	особого рода	1	2
555	этой точки	4	2
556	все то	1	2
557	и она	2	2
558	ни о	1	2
559	этой линии	1	2
560	с ней	3	2
561	заключается в	14	2
562	существенно и	1	2
563	из самых	1	2
564	но по	1	2
565	является основным	1	2
566	то время	8	2
567	и внутренне	1	2
568	а именно	1	2
569	дело идет	1	2
570	значение приобретает	1	2
571	на себе	1	2
572	приводит к	10	2
573	эти условия	1	2
574	понимания в	1	2
575	из которого	3	2
576	в известном	2	2
577	слово от	1	2
578	основное отличие	1	2
579	слове и	1	2
580	но мы	5	2
581	себя от	2	2
582	всем его	2	2
583	соединение в	1	2
584	по своему	11	2
585	остается неизменной	1	2
586	и могут	2	2
587	перестает быть	1	2
588	это и	7	2
589	ни к	1	2
590	речи является	3	2
591	то что	40	2
592	говорящих на	1	2
593	в котором	6	2
594	его отношение	2	2
595	отнести к	1	2
596	на языке	1	2
597	в пределе	3	2
598	нас и	2	2
599	мы увидим	1	2
600	то и	5	2
601	предмету и	1	2
602	о которых	3	2
603	только как	2	2
604	в двух	2	2
605	другом в	1	2
606	оно как	1	2
607	жестов и	1	2
608	речи не	7	2
609	своим собственным	1	2
610	к своей	1	2
611	время в	3	2
612	значение для	2	2
613	но они	1	2
614	на пути	1	2
615	случае не	2	2
616	самого слова	3	2
617	ее с	1	2
618	кажется нам	1	2
619	совершенно не	2	2
620	с общей	1	2
621	тот факт	2	2
622	в новых	1	2
623	цели и	1	2
624	при анализе	1	2
625	самого начала	13	2
626	как например	1	2
627	это единство	2	2
628	но этот	2	2
629	несмотря на	2	2
630	которые являются	1	2
631	в прошлом	1	2
632	к ним	1	2
633	и связанное	1	2
634	нет и	4	2
635	в сфере	8	2
636	она может	2	2
637	своем собственном	1	2
638	проблема эта	1	2
639	и у	1	2
640	в основу	1	2
641	в определенных	4	2
642	сущности и	1	2
643	в нашем	6	2
644	это отношение	3	2
645	параллельно с	1	2
646	для всего	2	2
647	что все	6	2
648	во всей	3	2
649	восприятием и	2	2
650	не умеет	2	2
651	есть только	3	2
652	на ряд	1	2
653	момент в	3	2
654	и лингвистика	1	2
655	речь о	1	2
656	речи все	1	2
657	а следовательно	1	2
658	у них	2	2
659	не из	2	2
660	не просто	1	2
661	контакта с	1	2
662	чем это	5	2
663	в ее	7	2
664	и становится	1	2
665	свои собственные	1	2
666	иногда в	1	2
667	чтобы понять	1	2
668	образом на	1	2
669	на них	1	2
670	своего развития	4	2
671	от всякого	1	2
672	известном смысле	2	2
673	ближе к	2	2
674	слов так	1	2
675	одного из	2	2
676	слова для	1	2
677	только не	14	2
678	речь в	8	2
679	мы видим	10	2
680	данного круга	1	2
681	не можем	4	2
682	но прежде	1	2
683	и функции	2	2
684	того как	6	2
685	что уже	2	2
686	как отношение	1	2
687	слов в	1	2
688	тем не	4	2
689	как у	1	2
690	есть в	5	2
691	зрения самого	2	2
692	конкретного и	2	2
693	что для	3	2
694	на самом	3	2
695	у нас	3	2
696	разрыва между	1	2
697	и есть	4	2
698	обособляется в	1	2
699	слова есть	2	2
700	без всяких	1	2
701	не для	2	2
702	слова во	1	2
703	этого не	1	2
704	ее от	2	2
705	слова которые	1	2
706	из важнейших	4	2
707	в другую	3	2
708	что она	8	2
709	как увидим	2	2
710	что не	2	2
711	это возможно	1	2
712	только два	1	2
713	в равной	2	2
714	в какой	6	2
715	между ними	8	2
716	то в	4	2
717	и само	1	2
718	время как	7	2
719	себя как	1	2
720	почти до	1	2
721	в области	5	2
722	при таком	2	2
723	есть все	1	2
724	остановимся на	1	2
725	широты и	1	2
726	и оно	1	2
