N	2gram	Tiupa_Anal	Dialekti
1	не есть	6	181
2	т е	2	159
3	и не	14	120
4	и т	1	82
5	по себе	6	79
6	а не	16	78
7	и в	36	77
8	точки зрения	3	72
9	может быть	19	71
10	не только	40	66
11	то что	5	59
12	и есть	1	55
13	ничего не	3	54
14	не может	3	53
15	и даже	12	47
16	в мифе	1	47
17	с точки	2	46
18	что это	1	46
19	потому что	1	45
20	как бы	14	43
21	и что	2	42
22	не имеет	1	41
23	вовсе не	2	41
24	в том	16	40
25	в этом	19	39
26	то же	7	39
27	что такое	1	39
28	что она	3	38
29	в себе	7	38
30	что он	5	37
31	том что	19	37
32	прежде всего	7	37
33	так что	2	36
34	это не	4	36
35	что в	15	34
36	в нем	3	34
37	и все	3	33
38	того что	4	33
39	но и	26	32
40	все это	5	31
41	сказать что	2	30
42	отнюдь не	7	30
43	и как	5	30
44	было бы	6	29
45	так и	19	29
46	как и	27	28
47	никогда не	7	27
48	в виду	1	26
49	крайней мере	5	26
50	не в	9	26
51	по крайней	5	26
52	сама по	3	26
53	есть и	1	26
54	говорить о	6	25
55	учение о	1	25
56	и то	2	25
57	есть не	2	25
58	есть ни	1	24
59	но это	3	24
60	если бы	2	24
61	таким образом	4	23
62	в то	8	23
63	это и	4	23
64	и вот	2	23
65	я не	3	22
66	что не	3	21
67	в чем	2	21
68	личности и	4	21
69	она не	3	21
70	и с	1	20
71	о том	9	20
72	что и	10	20
73	что все	1	20
74	в таком	2	20
75	только в	9	20
76	совершенно не	3	20
77	уже не	9	20
78	как раз	8	20
79	и вообще	1	20
80	в самом	7	19
81	не менее	9	19
82	в своем	7	19
83	как это	7	19
84	что мы	2	19
85	и его	18	19
86	же время	7	18
87	хотя бы	1	18
88	не что	1	18
89	с другой	10	18
90	что иное	1	18
91	что же	1	18
92	жизни и	2	18
93	иное как	1	18
94	в особенности	4	17
95	можно сказать	5	17
96	в сущности	5	17
97	той или	6	17
98	должно быть	1	17
99	в основе	2	17
100	он есть	1	17
101	но если	1	17
102	только не	3	16
103	тем не	3	16
104	сам по	2	16
105	само по	1	16
106	в своей	12	16
107	да и	3	16
108	мы не	4	16
109	об этом	3	16
110	все же	6	15
111	так же	1	15
112	то в	4	15
113	несмотря на	2	15
114	мы уже	2	15
115	но только	1	15
116	самом деле	2	15
117	хотя и	4	15
118	личности в	5	15
119	и о	1	15
120	на то	1	15
121	или нет	1	14
122	а именно	1	14
123	есть то	1	14
124	с ним	2	14
125	не было	3	14
126	д и	1	14
127	и ее	3	14
128	я уже	2	14
129	таком случае	2	14
130	жизнь и	3	14
131	и потому	3	14
132	и только	1	14
133	и к	7	13
134	говорит о	3	13
135	другой стороны	7	13
136	отличается от	1	13
137	что они	3	13
138	он не	9	13
139	в силу	2	13
140	с ее	3	13
141	но в	8	13
142	в ней	2	13
143	субъекта и	3	13
144	вы не	1	13
145	собственно говоря	1	13
146	именно в	4	12
147	с этим	4	12
148	вопрос о	1	12
149	миф и	2	12
150	не говорит	1	12
151	но как	4	12
152	но не	13	12
153	могут быть	4	12
154	никак не	1	12
155	не могут	2	12
156	перед нами	7	12
157	еще не	7	12
158	и если	2	12
159	и тогда	1	12
160	и тут	1	12
161	все эти	2	12
162	тем более	3	12
163	и может	2	12
164	а в	17	12
165	что если	1	11
166	в них	4	11
167	от всего	2	11
168	в данном	12	11
169	только на	1	11
170	быть в	1	11
171	не о	2	11
172	и тем	3	11
173	должны быть	1	11
174	из них	4	11
175	тех или	1	11
176	оно есть	1	11
177	можно только	1	11
178	та же	1	11
179	себе не	1	11
180	ничем не	1	11
181	мы имеем	5	11
182	или в	4	11
183	есть в	2	11
184	его не	3	11
185	мы должны	1	11
186	только то	1	11
187	в одну	3	11
188	во всем	5	10
189	с этой	1	10
190	одно из	3	10
191	в результате	6	10
192	в жизни	2	10
193	к тому	10	10
194	во всяком	6	10
195	только как	1	10
196	для того	1	10
197	на себе	1	10
198	мы видим	1	10
199	в ее	5	10
200	от этого	1	10
201	и для	4	10
202	если же	1	10
203	за пределы	3	10
204	оно не	2	10
205	нет никакой	1	10
206	времени и	1	10
207	если мы	1	10
208	в его	12	10
209	в их	7	10
210	это было	2	10
211	идеи и	1	10
212	в частности	19	10
213	как мы	4	10
214	как будто	1	10
215	может и	1	10
216	при этом	19	9
217	случае не	1	9
218	не как	3	9
219	быть может	1	9
220	в этих	2	9
221	и на	5	9
222	мир и	1	9
223	в противоположность	3	9
224	ничто не	1	9
225	в одном	4	9
226	превращается в	3	9
227	и он	4	9
228	мы можем	2	9
229	не нуждается	1	9
230	же как	1	9
231	бы в	1	9
232	на этом	2	9
233	и по	3	9
234	утверждать что	1	9
235	подобно тому	4	9
236	с ними	2	9
237	то время	1	9
238	как о	3	9
239	и более	1	9
240	той же	7	9
241	всех этих	1	9
242	и от	3	9
243	или иной	9	9
244	а если	1	9
245	в истории	1	9
246	тому как	3	9
247	от него	1	8
248	даже в	6	8
249	в разных	1	8
250	в отношении	2	8
251	в дальнейшем	2	8
252	при условии	2	8
253	уже о	2	8
254	уже и	1	8
255	всегда и	2	8
256	себя в	6	8
257	с одной	3	8
258	и внешнего	1	8
259	или иная	1	8
260	по одному	1	8
261	не будет	3	8
262	этом смысле	1	8
263	в этой	10	8
264	или иначе	5	8
265	в одной	2	8
266	один из	6	8
267	и из	1	8
268	не на	1	8
269	когда мы	2	8
270	у меня	1	8
271	у нас	1	8
272	на самом	1	8
273	бы и	2	8
274	как нечто	1	8
275	и без	3	8
276	того или	6	8
277	но она	1	8
278	все что	2	7
279	мы и	1	7
280	говоря уже	1	7
281	тем что	3	7
282	зависимости от	1	7
283	но он	1	7
284	мира и	2	7
285	не всегда	4	7
286	точно так	1	7
287	личность и	1	7
288	как на	1	7
289	он сам	2	7
290	от себя	3	7
291	грань между	2	7
292	что уже	1	7
293	и сама	1	7
294	связи с	1	7
295	не знает	2	7
296	есть явление	1	7
297	во внимание	1	7
298	в конце	6	7
299	в связи	1	7
300	в мире	17	7
301	а только	1	7
302	то ни	1	7
303	его как	3	7
304	и при	1	7
305	из которых	2	7
306	так или	5	7
307	заключается в	1	7
308	отношения к	6	7
309	как в	9	7
310	со стороны	12	7
311	же есть	1	7
312	только одно	1	7
313	в сравнении	2	7
314	и больше	1	7
315	для меня	1	7
316	и об	1	7
317	что здесь	1	7
318	с его	15	7
319	он должен	1	7
320	и всякий	1	7
321	есть нарушение	1	7
322	что этот	1	7
323	эти две	1	7
324	и я	3	7
325	не говоря	1	7
326	и их	3	7
327	из этих	4	7
328	тем самым	8	7
329	нуждается в	2	7
330	о чем	5	6
331	у пушкина	3	6
332	уже в	5	6
333	есть миф	1	6
334	одной стороны	3	6
335	в другом	3	6
336	в себя	6	6
337	но они	2	6
338	ни вообще	1	6
339	в зависимости	1	6
340	одна из	6	6
341	тут же	1	6
342	во всех	4	6
343	для своего	3	6
344	по своей	5	6
345	в которой	1	6
346	я и	6	6
347	можно было	2	6
348	того кто	1	6
349	с полной	1	6
350	с тем	2	6
351	вместе с	3	6
352	себя и	2	6
353	о котором	2	6
354	еще и	4	6
355	ни к	3	6
356	того чтобы	1	6
357	это все	1	6
358	но лишь	2	6
359	но о	1	6
360	мог бы	3	6
361	всяком случае	6	6
362	для него	8	6
363	они не	2	6
364	внутреннее и	1	6
365	того как	1	6
366	сравнении с	2	6
367	ее в	2	6
368	то мы	1	6
369	с их	3	6
370	но с	3	6
371	по существу	1	6
372	и религии	1	6
373	по своему	3	6
374	его в	4	6
375	как все	1	6
376	бы ни	1	6
377	мере в	2	6
378	может иметь	1	6
379	дело не	3	6
380	но я	1	6
381	личности на	1	6
382	не с	3	6
383	оказывается что	1	6
384	стороны и	1	6
385	на всю	1	6
386	в один	1	6
387	отношение к	2	6
388	и прежде	2	6
389	для этого	1	6
390	в той	3	5
391	в сферу	1	5
392	до сих	1	5
393	в своих	3	5
394	если он	1	5
395	например в	2	5
396	что по	4	5
397	их в	1	5
398	в одно	2	5
399	тем или	2	5
400	в это	1	5
401	речь идет	3	5
402	но даже	1	5
403	е о	2	5
404	и той	2	5
405	одной и	2	5
406	солнце и	1	5
407	не обязательно	1	5
408	и еще	1	5
409	как я	1	5
410	к этому	3	5
411	уже по	2	5
412	и становится	1	5
413	едва ли	6	5
414	гораздо более	3	5
415	все его	2	5
416	что у	3	5
417	в качестве	22	5
418	тому же	7	5
419	свободы и	1	5
420	тот кто	2	5
421	есть само	1	5
422	личности с	1	5
423	и у	1	5
424	сих пор	1	5
425	оно и	1	5
426	она хочет	1	5
427	жизнь личности	1	5
428	своей и	1	5
429	чаще всего	1	5
430	же мы	1	5
431	независимо от	1	5
432	одного и	4	5
433	были бы	3	5
434	если в	3	5
435	то я	1	5
436	из того	1	5
437	во-первых это	1	5
438	с целью	1	5
439	и так	1	5
440	состоит из	1	5
441	не является	5	5
442	в течение	1	5
443	во мне	1	5
444	тех пор	2	5
445	для нее	1	5
446	со всей	1	5
447	и во	1	5
448	во времени	1	5
449	обе стороны	1	5
450	зависит от	1	5
451	что одна	1	5
452	он и	4	5
453	что с	1	5
454	ведь это	1	5
455	становления и	1	5
456	с той	3	5
457	из этого	1	5
458	раз и	1	5
459	бы это	2	5
460	только к	2	5
461	когда он	2	5
462	говоря о	1	5
463	или как	1	5
464	к ней	1	5
465	конце концов	1	5
466	и наконец	1	5
467	что на	3	5
468	вплоть до	5	5
469	объекта и	3	4
470	и мира	1	4
471	еще более	1	4
472	общения с	1	4
473	нас в	1	4
474	далее в	2	4
475	и само	1	4
476	жизнь в	2	4
477	из нее	1	4
478	из самых	1	4
479	в собственном	1	4
480	свою собственную	1	4
481	в этот	1	4
482	и должно	1	4
483	с другим	1	4
484	к ним	1	4
485	о ней	1	4
486	и все-таки	1	4
487	время и	1	4
488	в состоянии	2	4
489	мы знаем	1	4
490	с тех	1	4
491	у него	2	4
492	чем собственно	1	4
493	к чему	2	4
494	самого по	1	4
495	будто бы	1	4
496	на себя	5	4
497	но ведь	1	4
498	мифа с	1	4
499	что время	1	4
500	в каждом	4	4
501	о себе	4	4
502	личность в	1	4
503	если не	1	4
504	хотя в	2	4
505	и является	3	4
506	таково же	1	4
507	из двух	1	4
508	не по	1	4
509	мы будем	1	4
510	себе как	1	4
511	иначе не	1	4
512	их понимание	1	4
513	а потому	1	4
514	и здесь	4	4
515	это уже	1	4
516	сама жизнь	1	4
517	со всеми	2	4
518	в нас	2	4
519	границы и	1	4
520	в словах	1	4
521	без которых	1	4
522	который не	2	4
523	видим что	1	4
524	своей собственной	1	4
525	потому и	1	4
526	не видно	2	4
527	с нею	2	4
528	стороны не	1	4
529	данном случае	11	4
530	личности как	2	4
531	этом отношении	3	4
532	себя самого	1	4
533	то самое	1	4
534	здесь в	2	4
535	них и	1	4
536	в общем	4	4
537	в глубине	3	4
538	говорят о	1	4
539	бы мы	1	4
540	но уже	1	4
541	к жизни	5	4
542	на них	1	4
543	как формы	2	4
544	только лишь	2	4
545	что касается	5	4
546	человека и	2	4
547	и всех	1	4
548	говорил о	1	4
549	но эта	2	4
550	же в	5	4
551	такой же	2	4
552	своим собственным	1	4
553	ведь и	2	4
554	к богу	1	4
555	не можем	1	4
556	себе а	1	4
557	что было	1	3
558	для всех	5	3
559	очевидно что	2	3
560	к этой	2	3
561	мысли и	1	3
562	не бывает	1	3
563	нас к	2	3
564	в первом	2	3
565	от одного	1	3
566	на мир	1	3
567	в новую	2	3
568	к самому	2	3
569	этой стороны	1	3
570	отца и	1	3
571	тогда не	2	3
572	и смерти	1	3
573	а лишь	2	3
574	на природу	1	3
575	не могли	1	3
576	которой не	1	3
577	из жизни	1	3
578	и внешнее	1	3
579	говорит что	1	3
580	нечто или	1	3
581	от своего	3	3
582	в чистом	2	3
583	всего этого	1	3
584	я с	7	3
585	она ни	1	3
586	на него	1	3
587	во всей	1	3
588	не умеет	1	3
589	исходит из	2	3
590	к ее	2	3
591	и мало	1	3
592	себе самом	2	3
593	мира где	1	3
594	имеем дело	4	3
595	с другими	1	3
596	не от	2	3
597	стремится к	1	3
598	то она	1	3
599	же самой	1	3
600	на земле	1	3
601	уже давно	1	3
602	зрения и	1	3
603	о которых	2	3
604	куда же	1	3
605	не был	1	3
606	я был	1	3
607	здесь как	2	3
608	нами как	1	3
609	а с	2	3
610	совсем не	1	3
611	между тем	8	3
612	не так	2	3
613	не более	2	3
614	не мог	4	3
615	в москве	1	3
616	и отличается	1	3
617	как известно	3	3
618	я в	15	3
619	культуры и	1	3
620	или иного	5	3
621	и сейчас	1	3
622	как нельзя	3	3
623	для себя	2	3
624	на почве	3	3
625	стороны в	1	3
626	и делает	1	3
627	мы понимаем	1	3
628	однако что	4	3
629	о самом	1	3
630	претендует на	2	3
631	солнца и	1	3
632	в слове	5	3
633	от его	2	3
634	к другому	1	3
635	всякая личность	1	3
636	все они	2	3
637	бы не	1	3
638	тех же	2	3
639	да еще	1	3
640	в отдельности	2	3
641	или иных	1	3
642	о своем	4	3
643	вслед за	1	3
644	целый ряд	1	3
645	реальности в	1	3
646	никаких оснований	1	3
647	но без	2	3
648	входить в	1	3
649	тем же	1	3
650	по преимуществу	3	3
651	одной из	6	3
652	же самого	1	3
653	здесь не	8	3
654	сама она	1	3
655	исторических фактов	1	3
656	тот же	3	3
657	одних и	2	3
658	в свое	4	3
659	хома брут	1	3
660	только его	1	3
661	как у	3	3
662	для нас	1	3
663	указание на	3	3
664	место в	4	3
665	однако не	2	3
666	истории не	2	3
667	и вы	1	3
668	указывает на	3	3
669	выдумка а	1	3
670	является не	1	3
671	при таком	1	3
672	так в	4	3
673	к своему	1	3
674	по его	4	3
675	когда же	1	3
676	ко всему	2	3
677	отличие от	5	3
678	на свои	1	3
679	или иную	1	3
680	если наконец	1	3
681	церкви и	2	3
682	ту или	1	3
683	но всегда	2	3
684	во время	2	3
685	просто не	1	3
686	в свою	9	3
687	в искусстве	3	3
688	нового времени	4	3
689	далеко не	8	3
690	как то	1	3
691	и самой	1	3
692	идет о	2	3
693	лишь в	9	3
694	мифом и	1	3
695	нас самих	1	3
696	можно судить	1	3
697	в голову	1	3
698	и тех	2	3
699	или точнее	2	3
700	возможна только	1	3
701	случае в	1	2
702	еще раз	1	2
703	человеческой жизни	2	2
704	выводу что	1	2
705	которая в	2	2
706	собою все	1	2
707	строго говоря	1	2
708	не вызывает	1	2
709	по общему	1	2
710	те же	3	2
711	его от	1	2
712	имеем не	1	2
713	по способу	1	2
714	встречается в	1	2
715	не предполагает	2	2
716	это далеко	1	2
717	и сам	8	2
718	до полного	1	2
719	жизни или	1	2
720	на свою	3	2
721	мысль о	3	2
722	она является	1	2
723	уже на	1	2
724	том или	1	2
725	меня в	1	2
726	имеет место	3	2
727	роль в	5	2
728	поскольку он	3	2
729	все их	1	2
730	условии что	1	2
731	при всей	2	2
732	реальности и	1	2
733	и отчасти	1	2
734	она же	1	2
735	он был	3	2
736	своей природе	1	2
737	чему не	1	2
738	не должен	2	2
739	миф это	1	2
740	это его	1	2
741	искусства и	1	2
742	одной общей	1	2
743	во многих	2	2
744	времени в	3	2
745	или все	1	2
746	уже было	2	2
747	а когда	1	2
748	о них	1	2
749	а между	1	2
750	ни одного	1	2
751	себе в	1	2
752	свою очередь	7	2
753	любви к	2	2
754	в глаза	2	2
755	убедиться в	1	2
756	мере не	1	2
757	данное произведение	2	2
758	и остается	1	2
759	и формы	1	2
760	обратим внимание	2	2
761	не становится	1	2
762	еще нет	1	2
763	тем кто	2	2
764	в нашем	4	2
765	к которому	2	2
766	с этими	1	2
767	в груди	1	2
768	быть ни	1	2
769	нас а	1	2
770	и всякого	1	2
771	именно с	1	2
772	от них	1	2
773	и чувства	1	2
774	в системе	1	2
775	то о	1	2
776	начало и	1	2
777	своего развития	1	2
778	или иным	2	2
779	ближе к	2	2
780	себя самой	1	2
781	он только	1	2
782	ее и	1	2
783	по природе	3	2
784	нами не	1	2
785	явления как	1	2
786	но еще	1	2
787	проявляется в	1	2
788	то для	1	2
789	обычно не	1	2
790	а ведь	1	2
791	не мыслится	1	2
792	на стадии	1	2
793	все прочие	1	2
794	достаточно было	1	2
795	как можно	1	2
796	и других	1	2
797	в полной	3	2
798	слово о	1	2
799	на этот	1	2
800	как его	1	2
801	как видим	1	2
802	между ними	3	2
803	место и	1	2
804	именно такова	3	2
805	и оказывается	2	2
806	больше и	1	2
807	должно было	1	2
808	в сторону	2	2
809	это ведет	1	2
810	не узнал	2	2
811	ли что	1	2
812	а для	3	2
813	вопроса о	2	2
814	всех своих	1	2
815	и мир	1	2
816	человек как	1	2
817	лишь ее	1	2
818	и понимает	1	2
819	становится и	1	2
820	но при	1	2
821	существенно не	1	2
822	ни была	1	2
823	но зато	2	2
824	в тех	2	2
825	не могла	2	2
826	а все	1	2
827	который мы	1	2
828	перед лицом	4	2
829	этот вопрос	1	2
830	с ней	1	2
831	да да	1	2
832	но вы	1	2
833	тот или	3	2
834	однако в	6	2
835	оба они	1	2
836	и др	1	2
837	его личности	1	2
838	силу своей	1	2
839	сторону и	1	2
840	образом в	1	2
841	его внутренней	1	2
842	ни за	1	2
843	перед нею	1	2
844	его можно	1	2
845	бы я	1	2
846	себе этот	1	2
847	на деле	1	2
848	во втором	4	2
849	из возможных	1	2
850	они и	1	2
851	них в	1	2
852	то есть	15	2
853	также что	1	2
854	жизни а	1	2
855	этого и	1	2
856	исторического бытия	1	2
857	и прочих	1	2
858	и далее	2	2
859	не требует	1	2
860	первых двух	2	2
861	в область	1	2
862	разного рода	1	2
863	к выводу	1	2
864	то с	1	2
865	или к	2	2
866	за это	1	2
867	единая и	1	2
868	сознание не	1	2
869	привносит в	1	2
870	которое как	2	2
871	имеет значение	1	2
872	существенно и	1	2
873	в малом	1	2
874	на месте	2	2
875	другой как	1	2
876	доходит до	1	2
877	к его	2	2
878	жизни в	4	2
879	цветов и	1	2
880	этом его	1	2
881	на их	1	2
882	всей своей	1	2
883	природе своей	4	2
884	своей жизни	2	2
885	но оно	1	2
886	вечных мук	1	2
887	входя в	1	2
888	и состоит	1	2
889	не имеют	1	2
890	смерти и	1	2
891	и заключается	1	2
892	в становлении	2	2
893	совпадает с	4	2
894	и между	1	2
895	объекта в	1	2
896	связана с	1	2
897	наконец в	3	2
898	не должно	3	2
899	могла бы	3	2
900	если для	1	2
901	внимание на	4	2
902	слова и	1	2
903	есть он	1	2
904	и теперь	1	2
905	и луны	1	2
906	а о	2	2
907	частности и	1	2
908	и до	2	2
909	есть имя	2	2
910	друг от	1	2
911	же если	1	2
912	было и	1	2
913	нет в	1	2
914	же только	1	2
915	неотделима от	1	2
916	художественное произведение	1	2
917	как некое	1	2
918	ее не	1	2
919	нашего анализа	1	2
920	но от	1	2
921	или с	1	2
922	только при	1	2
923	субъектом и	3	2
924	к истории	1	2
925	в аспекте	1	2
926	с чужой	1	2
927	по этой	1	2
928	это случилось	1	2
929	жизни не	1	2
930	был в	1	2
931	жизни но	4	2
932	бывает в	1	2
933	и каким	1	2
934	как к	2	2
935	мы могли	3	2
936	день и	1	2
937	не во	1	2
938	целое и	1	2
939	делает их	1	2
940	он как	1	2
941	не для	2	2
942	бы на	1	2
943	его и	1	2
944	и новое	1	2
945	в полном	2	2
946	первый момент	1	2
947	ли от	1	2
948	в широком	1	2
949	оно живет	1	2
950	чем он	1	2
951	раз в	1	2
952	от своих	1	2
953	с которым	1	2
954	осуществляется в	2	2
955	ко второму	4	2
956	от друга	1	2
957	на нее	1	2
958	дело в	3	2
959	с теми	1	2
960	однако они	1	2
961	ни одна	1	2
962	бы быть	2	2
963	и вовсе	1	2
964	так если	1	2
965	заметил что	1	2
966	в такой	1	2
967	чем мы	1	2
