N	2gram	Propp_Isto	Sovremen
1	не может	10	17
2	может быть	31	12
3	точки зрения	3	12
4	таким образом	21	11
5	мы не	6	9
6	в этом	20	7
7	и в	44	7
8	мы можем	6	6
9	в результате	1	6
10	каждый раз	1	6
11	только одна	3	6
12	как и	12	6
13	ничего не	4	6
14	и не	19	6
15	с точки	1	5
16	в стадии	1	5
17	прежде всего	7	5
18	что же	1	5
19	все эти	11	5
20	и наконец	2	5
21	в дальнейшем	6	4
22	а в	9	4
23	так как	19	4
24	вопрос о	5	4
25	это не	8	4
26	не только	17	4
27	мы должны	7	4
28	в развитии	2	4
29	с помощью	1	4
30	как бы	4	4
31	если мы	1	4
32	в зависимости	1	4
33	их в	7	4
34	жизни и	4	4
35	вместе с	26	4
36	в целом	4	4
37	же это	1	4
38	в том	13	4
39	зависимости от	1	4
40	из них	4	4
41	мы видели	9	4
42	и к	3	3
43	и потому	2	3
44	видели что	2	3
45	на этой	5	3
46	и мы	3	3
47	с самого	1	3
48	уже в	4	3
49	то же	9	3
50	у каждого	1	3
51	при этом	4	3
52	мы получаем	1	3
53	в два	1	3
54	поэтому мы	1	3
55	не в	11	3
56	а не	5	3
57	для нас	6	3
58	все это	4	3
59	мы получим	1	3
60	как он	6	3
61	в одном	2	3
62	у нас	1	3
63	а все	1	3
64	самого начала	1	3
65	в конце	1	3
66	ведь это	1	3
67	было бы	2	3
68	ли мы	1	3
69	в этой	5	3
70	из двух	2	3
71	он в	3	3
72	и все	4	3
73	его развития	2	3
74	на две	1	3
75	в себе	1	3
76	следующим образом	1	3
77	ясно что	5	3
78	что она	3	3
79	он может	4	3
80	одна из	6	3
81	состоит из	4	3
82	все же	17	3
83	в области	1	3
84	отнюдь не	1	3
85	в нем	10	3
86	но мы	5	3
87	но в	7	3
88	еще не	16	3
89	с этим	7	2
90	что в	18	2
91	этих двух	1	2
92	тем не	6	2
93	в самом	1	2
94	дает нам	2	2
95	совершенно не	2	2
96	мы видим	12	2
97	и что	13	2
98	отличие от	1	2
99	такие же	1	2
100	друг с	2	2
101	которой он	2	2
102	ее на	2	2
103	и пр	6	2
104	то и	1	2
105	с одной	7	2
106	в отличие	1	2
107	такого рода	2	2
108	в свою	3	2
109	из этих	5	2
110	в его	16	2
111	во всяком	1	2
112	не будем	6	2
113	мы знаем	12	2
114	не дает	2	2
115	в которую	2	2
116	можно назвать	1	2
117	что это	8	2
118	или же	6	2
119	что при	5	2
120	быть и	1	2
121	в некоторых	6	2
122	по мнению	1	2
123	из которых	7	2
124	только один	3	2
125	что такое	1	2
126	может иметь	2	2
127	на его	1	2
128	в науке	1	2
129	все те	1	2
130	у него	7	2
131	не могут	2	2
132	в виде	13	2
133	а на	2	2
134	свою очередь	1	2
135	и даже	4	2
136	самом деле	2	2
137	в которой	4	2
138	но все	8	2
139	некоторое время	2	2
140	же самое	1	2
141	тот или	1	2
142	как мы	9	2
143	скажем в	1	2
144	тем же	1	2
145	и во	1	2
146	той же	2	2
147	могут быть	9	2
148	в таком	2	2
149	уже не	14	2
150	не знаем	3	2
151	и есть	3	2
152	и они	5	2
153	что все	4	2
154	или иной	1	2
155	на этот	2	2
156	такой же	3	2
157	на этом	5	2
158	но очень	1	2
159	роль в	3	2
160	не менее	6	2
161	этой стадии	4	2
162	приводит к	2	2
163	и по	3	2
164	может дать	1	2
165	на котором	3	2
166	с другом	2	2
167	в один	1	2
168	известных нам	2	2
169	каждого из	1	2
170	знаем что	10	2
171	тот же	1	2
172	пока наконец	1	2
173	носит название	1	2
174	всяком случае	1	2
175	он должен	2	2
176	во всех	3	1
177	можно наблюдать	5	1
178	все они	1	1
179	что один	1	1
180	именно к	1	1
181	это и	3	1
182	с новой	1	1
183	его и	2	1
184	этом случае	13	1
185	в свое	2	1
186	искать в	1	1
187	влечет за	1	1
188	во втором	1	1
189	то он	2	1
190	человека в	5	1
191	но как	2	1
192	и живой	1	1
193	то они	1	1
194	чем же	1	1
195	не является	1	1
196	из многих	1	1
197	в данном	3	1
198	до сих	7	1
199	все его	2	1
200	он уже	1	1
201	и более	3	1
202	та же	2	1
203	же они	1	1
204	считая что	1	1
205	от его	1	1
206	что иное	1	1
207	видим что	5	1
208	в процессе	1	1
209	данном случае	2	1
210	в очень	2	1
211	ли это	2	1
212	не имеют	2	1
213	связи с	10	1
214	например у	2	1
215	здесь нет	3	1
216	живое существо	2	1
217	если в	4	1
218	и эту	1	1
219	очень часто	4	1
220	указать на	1	1
221	мы уже	6	1
222	такую же	2	1
223	почти не	1	1
224	же этот	1	1
225	все стадии	1	1
226	его с	3	1
227	идет о	1	1
228	она не	7	1
229	наших целей	1	1
230	в течение	2	1
231	чтобы он	3	1
232	она в	2	1
233	ним и	2	1
234	что уже	1	1
235	одной стороны	7	1
236	и ни	1	1
237	на другой	1	1
238	это то	2	1
239	на друга	1	1
240	одна и	2	1
241	мы имеем	22	1
242	и у	3	1
243	для наших	1	1
244	быть в	1	1
245	в другом	2	1
246	в древней	2	1
247	совсем не	1	1
248	потом и	1	1
249	несмотря на	3	1
250	это только	2	1
251	том как	5	1
252	в ней	8	1
253	которых он	1	1
254	на ней	2	1
255	друг на	1	1
256	уже к	1	1
257	что эта	2	1
258	мы опять	3	1
259	они подчиняются	1	1
260	на куски	1	1
261	это значит	2	1
262	хотя и	1	1
263	с другой	11	1
264	и тогда	2	1
265	а это	1	1
266	в этот	2	1
267	с ним	9	1
268	это уже	2	1
269	на которых	1	1
270	он не	5	1
271	же необходимо	1	1
272	и из	3	1
273	под руководством	1	1
274	за собой	5	1
275	два основных	1	1
276	не соответствует	1	1
277	но тем	1	1
278	легче будет	1	1
279	не будет	1	1
280	что с	2	1
281	те же	1	1
282	между двумя	7	1
283	аналогии с	1	1
284	ей не	1	1
285	а затем	7	1
286	мы в	1	1
287	как у	2	1
288	увидим что	3	1
289	эта сторона	2	1
290	совпадают с	1	1
291	только на	2	1
292	но они	1	1
293	пока не	1	1
294	меньше и	1	1
295	и всегда	1	1
296	имеет только	1	1
297	и соответственно	1	1
298	всего мы	1	1
299	остановиться на	1	1
300	все что	5	1
301	каким же	2	1
302	и при	3	1
303	силы в	1	1
304	на самом	1	1
305	здесь в	1	1
306	на которой	4	1
307	образом из	1	1
308	совершенно так	3	1
309	из нескольких	1	1
310	xix века	1	1
311	ни в	2	1
312	появление в	1	1
313	от другого	1	1
314	а при	1	1
315	и от	1	1
316	нами в	1	1
317	по отношению	2	1
318	еще в	2	1
319	кто же	1	1
320	и наш	1	1
321	утверждает что	1	1
322	стороны и	1	1
323	переносятся на	2	1
324	конечно не	1	1
325	и тот	1	1
326	и те	1	1
327	эта функция	1	1
328	только в	8	1
329	вообще на	1	1
330	дословном переводе	1	1
331	отличать от	1	1
332	этот вопрос	2	1
333	функции в	1	1
334	бы два	1	1
335	же время	1	1
336	и может	2	1
337	не случайно	1	1
338	в ином	3	1
339	так же	14	1
340	его в	17	1
341	или как	3	1
342	себе в	3	1
343	должен был	1	1
344	с человеком	2	1
345	чем в	1	1
346	в своих	4	1
347	не представляет	2	1
348	не было	2	1
349	без всяких	4	1
350	с его	3	1
