N	3gram	Losev_Prob	KulturaY
1	и т д	20	42
2	для того чтобы	4	38
3	с точки зрения	9	36
4	в том что	17	33
5	в самом деле	1	29
6	можно было бы	6	25
7	тем не менее	23	19
8	во всяком случае	8	19
9	то обстоятельство что	1	19
10	с другой стороны	11	17
11	в зависимости от	3	16
12	до сих пор	4	14
13	в том чтобы	1	14
14	по крайней мере	9	13
15	только потому что	3	13
16	в связи с	9	12
17	не может быть	5	11
18	в этом смысле	5	10
19	о том что	8	10
20	вместе с тем	1	9
21	того или иного	5	9
22	само по себе	5	8
23	на самом деле	5	8
24	не только в	2	8
25	в этом случае	8	8
26	и тем не	6	7
27	только в том	2	7
28	с одной стороны	2	7
29	хотя бы и	2	6
30	в отличие от	2	6
31	к тому же	1	6
32	только тогда когда	1	6
33	той или иной	16	6
34	этой точки зрения	2	6
35	было бы сказать	1	6
36	в то же	10	6
37	не говоря уже	1	6
38	в первую очередь	3	6
39	в свое время	1	6
40	то или иное	3	5
41	дело не в	4	5
42	с этой точки	1	5
43	так и в	2	5
44	потому что он	6	5
45	речь идет о	1	5
46	более или менее	2	5
47	в данном случае	12	5
48	и в этом	6	5
49	но все же	1	5
50	что же касается	5	5
51	не потому что	1	5
52	на этот вопрос	1	5
53	как мы видели	2	5
54	то же в	1	4
55	д и т	5	4
56	мы говорим о	2	4
57	так или иначе	2	4
58	сам по себе	10	4
59	том что он	2	4
60	в первом случае	1	4
61	смысле этого слова	1	4
62	и того же	1	4
63	но также и	2	4
64	а в том	1	4
65	к тому что	1	4
66	к вопросу о	1	4
67	в нашем смысле	8	4
68	одного и того	1	4
69	в том и	1	4
70	т д и	5	4
71	и потому что	1	4
72	на то что	2	4
73	заключается в том	5	4
74	только то что	4	4
75	и вовсе не	6	4
76	точно так же	5	4
77	так же как	3	4
78	тот или иной	4	4
79	о том как	4	3
80	в той же	1	3
81	в таком случае	7	3
82	совершенно ясно что	1	3
83	в конце концов	4	3
84	тех или иных	7	3
85	точки зрения в	1	3
86	тех случаях когда	1	3
87	мы приходим к	1	3
88	как раз и	5	3
89	с тем что	1	3
90	в известном смысле	1	3
91	точки зрения на	1	3
92	те или иные	6	3
93	в тех случаях	1	3
94	сама по себе	11	3
95	а не просто	5	3
96	то тем самым	2	3
97	от того что	1	3
98	в том смысле	4	3
99	ни в какой	1	3
100	здесь можно было	1	3
101	в виду не	1	3
102	и не в	2	3
103	ясно что в	2	3
104	и если мы	3	3
105	в настоящее время	4	3
106	в то время	6	3
107	тот же звук	1	3
108	вовсе не потому	1	3
109	что и в	3	3
110	только для того	1	3
111	с тем чтобы	1	3
112	принять во внимание	1	3
113	в таких случаях	2	3
114	в какой мере	1	3
115	обратить внимание на	2	3
116	но с другой	2	3
117	что он не	2	2
118	в вопросе о	1	2
119	в той или	7	2
120	а может быть	2	2
121	это не значит	1	2
122	ни в каком	8	2
123	и прежде всего	3	2
124	том смысле что	4	2
125	а следовательно и	1	2
126	но если это	1	2
127	только о том	2	2
128	по существу же	1	2
129	в каждом из	1	2
130	того чтобы не	1	2
131	уже не в	1	2
132	здесь прежде всего	1	2
133	мы сразу же	1	2
134	и в таком	1	2
135	имеется в виду	6	2
136	у нас в	2	2
137	что в живом	1	2
138	в собственном смысле	1	2
139	не выходит за	2	2
140	по себе не	1	2
141	вовсе не в	2	2
142	когда мы говорим	5	2
143	в том числе	1	2
144	мы могли бы	3	2
145	и в других	2	2
146	и тот же	1	2
147	потому что она	1	2
148	друг от друга	3	2
149	но даже и	7	2
150	и то же	5	2
151	по своему содержанию	6	2
152	уже потому что	1	2
153	сами по себе	8	2
154	формы и содержания	1	2
155	русской классической литературы	1	2
156	таких словах как	1	2
157	ничего общего с	2	2
158	таким образом если	1	2
159	иметь в виду	2	2
160	это и значит	2	2
161	и в то	2	2
162	потому что оно	1	2
163	но в том	2	2
164	далеко еще не	1	2
165	хотя и не	2	2
166	ли в этом	1	2
167	в целом и	1	2
168	что даже в	1	2
169	тем самым мы	1	2
170	бы то ни	5	2
171	в буквальном смысле	2	2
172	из того что	1	2
173	тем что он	1	2
174	собственном смысле слова	1	2
175	а то и	1	2
176	если мы теперь	1	2
177	в узком смысле	1	2
178	но он не	1	2
179	и тем же	1	2
180	это вовсе не	5	2
181	один и тот	1	2
182	в каком смысле	1	2
183	том или ином	3	2
184	сама в себе	1	2
185	в результате этого	1	2
186	и дает нам	1	2
187	можно сказать что	2	2
188	то что мы	3	2
189	и той же	1	2
190	поскольку речь идет	1	2
191	по сравнению с	3	2
192	таким образом в	1	2
193	до некоторой степени	1	2
194	мы видели выше	1	2
195	какой мере не	1	2
196	вовсе еще не	2	2
197	а только в	1	2
198	не что иное	6	2
199	в таких словах	1	2
200	одним и тем	1	2
201	может быть не	1	2
202	можно ли в	2	2
203	одной и той	1	2
204	мы не знаем	2	2
205	мы имеем в	1	2
206	а вовсе не	3	2
207	что иное как	6	2
208	что же такое	3	2
209	несколько слов о	1	2
210	все подобного рода	2	2
211	ровно ничего не	2	2
212	потому что они	2	2
213	может быть и	3	2
214	из них как	1	1
215	должны были бы	1	1
216	указывает нам на	1	1
217	свободу и т	1	1
218	или несколько или	1	1
219	ясно что слово	1	1
220	и если для	1	1
221	получает свое значение	1	1
222	значит также и	1	1
223	имеет в виду	1	1
224	и свое собственное	1	1
225	то это вовсе	1	1
226	смысле слова и	3	1
227	в то или	1	1
228	и каждый раз	1	1
229	себе еще не	1	1
230	точка зрения на	1	1
231	слова и только	1	1
232	для этого необходимо	2	1
233	на месте и	1	1
234	в литературе и	1	1
235	никак не может	3	1
236	для этого достаточно	1	1
237	отнюдь не является	3	1
238	приходим к проблеме	1	1
239	ни на какие	2	1
240	с первого взгляда	3	1
241	войне и мире	1	1
242	каждый раз в	1	1
243	имеются в виду	1	1
244	и с большим	1	1
245	здесь может быть	1	1
246	то что не	1	1
247	ничего не говорит	1	1
248	совсем другое дело	2	1
249	одна от другой	2	1
250	если же мы	1	1
251	и в нашем	1	1
252	мышления т е	1	1
253	да и вообще	1	1
254	того или другого	3	1
255	говоря уже об	1	1
256	имеет своим предметом	2	1
257	прежде всего что	1	1
258	не значит что	2	1
259	то что обычно	1	1
260	которых идет речь	1	1
261	о котором говорилось	1	1
262	но оно не	1	1
263	и независимо от	2	1
264	т д мы	1	1
265	а именно что	1	1
266	это не есть	1	1
267	крайней мере в	1	1
268	эту точку зрения	1	1
269	научном ни в	1	1
270	не говоря о	1	1
271	и о разных	1	1
272	который может быть	1	1
273	но все дело	1	1
274	слова а в	2	1
275	при этом в	1	1
276	во что бы	1	1
277	в подлинном смысле	1	1
278	свидетельствует о том	1	1
279	и после этого	1	1
280	тогда когда мы	1	1
281	но и с	1	1
282	имеют в виду	1	1
283	когда имеется в	1	1
284	в живом языке	1	1
285	то это не	2	1
286	нас и без	1	1
287	уже по одному	2	1
288	кто не понимает	1	1
289	во втором случае	1	1
290	то мы и	1	1
291	ли сказать что	2	1
292	которая так и	2	1
293	т д в	1	1
294	и не столь	1	1
295	о том или	2	1
296	широком смысле слова	2	1
297	все более и	1	1
298	именно потому что	3	1
299	пользуясь своим языком	1	1
300	нельзя представлять себе	1	1
301	не в той	3	1
302	есть не что	6	1
303	ни в научном	1	1
304	то же что	1	1
305	ни при чем	1	1
306	бы и не	1	1
307	по себе еще	1	1
308	и может рассматриваться	1	1
309	но может быть	1	1
310	когда говорят о	1	1
311	уже теряет свой	1	1
312	остался бы для	1	1
313	но только в	2	1
314	не так уж	2	1
315	в языке и	1	1
316	только в пределах	2	1
317	вместе со всей	1	1
318	и тем самым	3	1
319	которые никак не	1	1
320	котором говорилось выше	1	1
321	в том или	2	1
322	если не считать	1	1
323	и никогда не	1	1
324	в таком понимании	1	1
325	и что такое	1	1
326	знак и т	1	1
327	если это так	1	1
328	то ясно что	2	1
329	что именно в	1	1
330	этом смысле есть	1	1
331	не только не	5	1
332	мы должны сказать	6	1
333	такие слова как	1	1
334	не имеет ничего	3	1
335	все это можно	1	1
336	что в этом	1	1
337	то ни было	4	1
338	для нас значение	2	1
339	также и то	5	1
340	в качестве основного	1	1
341	но это уже	1	1
342	которая может быть	1	1
343	по себе и	2	1
344	и вопрос о	1	1
345	то же самое	17	1
346	мы говорили выше	2	1
347	до того что	2	1
348	на этот раз	3	1
349	значении этого слова	1	1
350	и говорить о	2	1
351	но все это	1	1
352	это так то	1	1
353	не нуждается в	1	1
354	но что же	1	1
355	и в вопросе	1	1
356	то и дело	1	1
357	и в его	3	1
358	все дело в	1	1
359	но еще и	1	1
360	в одном случае	4	1
361	потому что и	1	1
362	здесь то и	1	1
363	не о чем	1	1
364	из области не	1	1
365	то это значит	3	1
366	что он есть	2	1
367	для нас в	1	1
368	несет на себе	3	1
369	но это не	1	1
370	будет заметить что	1	1
371	а во втором	1	1
372	все же есть	2	1
373	и в этой	1	1
374	и не может	1	1
375	живой речи в	1	1
376	то ни стало	1	1
377	и здесь не	1	1
378	само собой разумеется	1	1
379	в этих случаях	1	1
380	той же формы	1	1
381	поэтому когда мы	1	1
382	далее что и	1	1
383	нас в том	1	1
384	несколько или даже	1	1
385	у нас только	1	1
386	нам пришлось бы	1	1
387	что в такой	1	1
388	кроме того еще	1	1
389	литературе и искусстве	1	1
390	мы перестаем понимать	1	1
391	является не только	1	1
392	то что его	1	1
393	не допускаются в	1	1
394	заключается не в	1	1
395	мы находим в	2	1
396	две или три	1	1
397	как же это	1	1
398	в каждой из	1	1
399	ясности и точности	1	1
400	ни о каких	2	1
401	вообще а только	1	1
402	в научном ни	1	1
403	это не мешает	1	1
404	но и в	2	1
405	будет у нас	1	1
406	только в его	1	1
407	то он уже	1	1
408	мы говорим что	1	1
409	не есть нечто	2	1
410	что вся эта	2	1
411	чем в слове	1	1
412	было бы в	1	1
413	но это же	1	1
414	в чем же	2	1
415	которое мы имели	1	1
416	ступени культурного развития	1	1
417	будто бы и	3	1
418	если мы имеем	1	1
419	известной ступени культурного	1	1
420	без всякого затруднения	1	1
421	столько же сколько	2	1
422	нашем смысле слова	7	1
423	имеем в виду	4	1
424	может быть очень	5	1
425	весьма и весьма	1	1
426	узком смысле слова	2	1
427	ту или иную	3	1
428	а только ради	1	1
429	в себе и	2	1
430	отчет в том	3	1
431	хотя бы о	1	1
432	как и в	2	1
433	в соединении с	1	1
434	для одной и	1	1
435	какой бы то	1	1
436	это можно было	1	1
437	точки зрения их	1	1
438	к выводу что	1	1
439	и не было	2	1
440	то для этого	1	1
441	где это слово	1	1
442	к самому этому	1	1
443	но тут же	1	1
444	одному тому что	1	1
445	как впрочем и	1	1
446	т д все	1	1
447	должны сказать что	5	1
448	обыденной и повседневной	1	1
449	связи с этим	1	1
450	этот вопрос мы	1	1
451	одна на другую	1	1
452	более и более	1	1
453	тому или иному	1	1
454	который в данном	1	1
455	только в контексте	1	1
456	вовсе уже не	1	1
457	и может быть	2	1
458	можно ли сказать	3	1
459	язык и вместо	1	1
460	то время как	6	1
461	в войне и	1	1
462	себе и не	1	1
463	и для нас	1	1
464	не имеет никакого	3	1
465	и здесь мы	2	1
466	и вместо него	1	1
467	в некотором отношении	2	1
468	и тем что	2	1
469	не было бы	3	1
470	те смысловые оттенки	1	1
471	вовсе не есть	12	1
472	что бы то	1	1
473	состоит из трех	1	1
474	на известной ступени	1	1
475	пушкина мы не	1	1
476	и в частности	4	1
477	от всякого другого	1	1
478	и с точки	2	1
479	и вовсе уже	1	1
480	независимо от их	1	1
481	далеко не все	1	1
482	дело в том	4	1
483	которое мы находим	2	1
484	таким образом к	1	1
485	не имеется в	1	1
486	еще не существует	1	1
487	и другие но	1	1
488	ответ на этот	1	1
489	одно и то	4	1
490	так по крайней	1	1
491	зрения в качестве	1	1
492	и все его	1	1
493	том что и	1	1
494	что дело здесь	1	1
495	так как они	1	1
496	но все они	1	1
497	это и не	3	1
498	бы для этого	1	1
499	нет и в	1	1
500	этом случае он	1	1
501	такое словосочетание как	1	1
502	да и то	2	1
503	по одному тому	1	1
504	того целого которое	1	1
505	но можно ли	1	1
506	свое время в	1	1
507	это уже не	2	1
508	д все это	1	1
509	во всех этих	1	1
510	уже не просто	1	1
511	но в этой	1	1
512	которые могут быть	1	1
513	перед собой проблему	1	1
514	слова как они	1	1
515	та или иная	4	1
516	так что в	2	1
517	есть прежде всего	3	1
518	содержат в себе	1	1
519	сказать несколько слов	1	1
520	и то что	8	1
521	есть таким образом	1	1
522	не есть вопрос	1	1
523	не может обойтись	2	1
524	выходит за пределы	1	1
525	к другой и	2	1
526	в качестве основной	1	1
527	уж вовсе не	1	1
528	и все же	1	1
529	как мы сказали	2	1
530	еще и потому	1	1
531	потому что иначе	1	1
532	искусства и литературы	1	1
533	между прочим и	1	1
534	в том виде	4	1
535	и не только	1	1
536	если мы будем	1	1
537	если мы возьмем	4	1
538	же звук который	1	1
539	до конца и	1	1
540	мы находим и	1	1
541	мы не можем	2	1
542	не менее по	1	1
543	если бы он	2	1
544	в другом случае	2	1
545	для чего-то и	1	1
546	к учению о	1	1
547	это было бы	2	1
548	как указание на	1	1
