N	3gram	Bakhtin_Fr	Istorich
1	с другой стороны	1	46
2	мы видим что	1	30
3	до сих пор	7	30
4	в этом случае	1	29
5	с одной стороны	2	28
6	мы знаем что	1	26
7	в том что	6	25
8	не может быть	5	24
9	но все же	3	23
10	о том что	3	22
11	мы имеем в	1	19
12	не только в	5	19
13	в связи с	1	17
14	мы видели что	1	16
15	по отношению к	2	14
16	на то что	1	14
17	но и в	5	12
18	как мы видели	2	12
19	в тех случаях	1	11
20	мы здесь имеем	1	11
21	во всех этих	2	11
22	как и в	1	10
23	тех случаях когда	1	10
24	друг с другом	2	9
25	таким образом и	1	8
26	на этот вопрос	2	8
27	подобно тому как	2	8
28	в большинстве случаев	2	7
29	во всяком случае	2	7
30	так например в	1	7
31	потому что он	1	7
32	и в других	2	6
33	и здесь мы	1	6
34	к тому же	1	6
35	но это не	1	6
36	так как он	1	6
37	для того чтобы	2	5
38	в отличие от	4	5
39	в том чтобы	1	5
40	в том числе	10	5
41	до наших дней	1	5
42	в другом месте	2	5
43	так и в	3	5
44	на самом деле	2	5
45	на этой стадии	1	5
46	не только на	1	4
47	и может быть	1	4
48	только то что	1	4
49	с точки зрения	6	4
50	в одной из	1	4
51	содержит в себе	2	4
52	сами по себе	1	4
53	в это время	2	4
54	можно сказать что	3	4
55	и в особенности	1	4
56	все то что	1	3
57	и многие другие	1	3
58	один из них	1	3
59	не только с	1	3
60	не только не	1	3
61	этот вопрос мы	2	3
62	в одном из	1	3
63	в подземное царство	1	3
64	если бы она	1	3
65	дело в том	2	3
66	мы уже говорили	12	3
67	по сравнению с	2	3
68	в средние века	12	3
69	целый ряд других	1	3
70	но и на	2	3
71	такие выражения как	1	3
72	и др все	2	3
73	это означает что	1	3
74	не может его	1	3
75	говорит об этом	1	3
76	но он не	1	3
77	таким образом в	1	3
78	и целый ряд	1	3
79	что в нем	1	3
80	и не только	1	3
81	и в области	1	3
82	она никогда не	1	2
83	все же она	1	2
84	он как бы	2	2
85	в себя и	1	2
86	на самых ранних	1	2
87	в самом деле	1	2
88	далеко не всегда	1	2
89	друг от друга	1	2
90	в особенности в	1	2
91	сказать что в	1	2
92	том числе и	7	2
93	как если бы	1	2
94	самом же деле	3	2
95	вплоть до наших	1	2
96	на самом же	3	2
97	в одном месте	1	2
98	и вступает в	1	2
99	не раньше чем	1	2
100	в силу того	1	2
101	вместе со своим	1	2
102	на первый план	1	2
103	к тому чтобы	1	2
104	и даже в	2	2
105	но все это	2	2
106	это так называемая	1	2
107	свою связь с	1	2
108	в наши задачи	1	2
109	главным образом в	1	2
110	не могут быть	2	2
111	и в нем	1	2
112	не только как	1	2
113	одной стороны он	1	2
114	и связанные с	1	2
115	в меньшей степени	1	2
116	это уже не	3	2
117	видеть в нем	2	2
118	это одна из	1	2
119	но этот же	1	2
120	вовсе не в	2	2
121	здесь же мы	1	2
122	может быть только	1	2
123	в других местах	1	2
124	так и с	1	2
125	это конечно не	1	2
126	в книге о	2	2
127	роль в жизни	1	2
128	его связь с	4	2
129	и прежде всего	4	2
130	из них не	1	2
131	связанные с ними	1	2
132	и в том	2	2
133	и не может	2	2
134	то что было	1	2
135	кроме того он	1	2
136	силу того что	1	2
137	и др в	2	2
138	в царстве мертвых	1	2
139	большей или меньшей	7	2
140	в борьбе с	1	2
141	не потому что	1	2
142	был связан с	1	2
143	и той же	1	2
144	в тех же	1	2
145	но для нас	1	2
146	одной и той	1	2
147	и ничего не	1	2
148	только потому что	1	2
149	они никогда не	1	2
150	мы будем называть	1	2
151	том что он	1	2
152	может быть названо	1	2
153	вне связи с	1	2
154	лежит в основе	1	2
155	всегда выступает как	1	1
156	со второй половины	2	1
157	еще одну особенность	1	1
