N	2gram	Propp_Isto	Formalny
1	и в	44	95
2	т е	27	94
3	и не	19	78
4	может быть	31	66
5	в этом	20	61
6	не может	10	57
7	и пр	6	53
8	вовсе не	6	53
9	таким образом	21	52
10	и его	15	51
11	так и	9	50
12	точки зрения	3	47
13	в нем	10	42
14	в его	16	42
15	прежде всего	7	41
16	с точки	1	40
17	как и	12	39
18	и т	39	37
19	в самом	1	35
20	не в	11	35
21	а не	5	34
22	в процессе	1	34
23	но и	16	33
24	то же	9	32
25	самом деле	2	32
26	не только	17	30
27	в пределах	5	28
28	в том	13	26
29	отнюдь не	1	26
30	если бы	5	26
31	то что	16	25
32	при этом	4	24
33	в своей	3	24
34	на почве	1	24
35	лишь в	2	24
36	на самом	1	24
37	с помощью	1	23
38	было бы	2	23
39	связи с	10	23
40	в ней	8	23
41	в то	5	22
42	и ее	1	22
43	и с	8	21
44	что в	18	21
45	в истории	7	21
46	как бы	4	21
47	между ними	2	20
48	с тем	9	20
49	не менее	6	20
50	входит в	5	20
51	как мы	9	20
52	и от	1	20
53	же время	1	20
54	место в	1	20
55	в их	1	20
56	по себе	2	19
57	хотя бы	2	19
58	т д	36	19
59	не могут	2	19
60	все это	4	19
61	все же	17	18
62	в связи	6	18
63	должна быть	3	18
64	только в	8	18
65	и все	4	18
66	с его	3	18
67	все эти	11	18
68	социальной жизни	3	17
69	как в	11	17
70	во всяком	1	16
71	с другой	11	16
72	так же	14	16
73	всяком случае	1	16
74	в искусстве	1	16
75	совершенно не	2	16
76	потому что	18	16
77	с другими	4	15
78	его в	17	15
79	бы в	1	15
80	во всех	3	15
81	и на	11	15
82	так как	19	15
83	но в	7	15
84	в литературе	1	15
85	в жизни	1	14
86	только на	2	14
87	в своем	3	14
88	в ее	4	14
89	в этой	5	14
90	что он	29	14
91	вместе с	26	14
92	еще не	16	14
93	если мы	1	14
94	и потому	2	14
95	жизни и	4	14
96	в целом	4	14
97	в результате	1	13
98	тем что	12	13
99	что и	11	13
100	говорит он	2	13
101	ни в	2	13
102	могут быть	9	13
103	независимо от	1	13
104	как таковой	1	13
105	сводится к	1	13
106	со стороны	6	13
107	что же	1	13
108	того что	3	13
109	она не	7	13
110	а в	9	13
111	там где	11	12
112	уже не	14	12
113	к тому	1	12
114	по отношению	2	12
115	как это	5	12
116	и здесь	12	12
117	оно не	1	12
118	того чтобы	3	12
119	и для	3	12
120	отношению к	2	12
121	никогда не	5	11
122	что они	3	11
123	между тем	1	11
124	зависимости от	1	11
125	они не	5	11
126	это и	3	11
127	для него	2	11
128	в основе	3	11
129	но не	8	11
130	не как	5	10
131	другой стороны	10	10
132	в своих	4	10
133	в дальнейшем	6	10
134	конечно не	1	10
135	в зависимости	1	10
136	не было	2	10
137	не есть	1	10
138	здесь и	2	10
139	он не	5	10
140	главным образом	2	10
141	материала в	1	10
142	мы видели	9	10
143	как о	1	10
144	не является	1	10
145	тем же	1	10
146	друг друга	5	10
147	формы и	3	10
148	и др	6	10
149	мы не	6	10
150	по существу	2	10
151	и как	5	10
152	и даже	4	9
153	языка в	1	9
154	не могло	2	9
155	мы знаем	12	9
156	совсем не	1	9
157	одним словом	1	9
158	бы ни	1	9
159	в языке	1	9
160	язык и	2	9
161	в свою	3	9
162	здесь не	3	9
163	но это	10	9
164	ничего не	4	9
165	у нас	1	9
166	быть и	1	9
167	и может	2	9
168	и к	3	8
169	в них	3	8
170	и те	1	8
171	в данном	3	8
172	одной стороны	7	8
173	мы ни	1	8
174	следует что	1	8
175	с одной	7	8
176	ясно что	5	8
177	же как	12	8
178	в других	4	8
179	сих пор	7	8
180	из этого	3	8
181	всех этих	2	8
182	до сих	7	8
183	что это	8	8
184	с этим	7	8
185	роль в	3	8
186	на основе	1	8
187	это не	8	8
188	должен быть	2	8
189	для того	3	8
190	в области	1	8
191	для этого	3	8
192	же и	1	7
193	но все	8	7
194	является для	1	7
195	мы увидим	6	7
196	даже и	2	7
197	свою очередь	1	7
198	сказать что	2	7
199	к этому	5	7
200	из них	4	7
201	время в	2	7
202	от этого	6	7
203	смысл и	1	7
204	в систему	1	7
205	в себе	1	7
206	в особенности	6	7
207	во втором	1	7
208	не на	1	7
209	том что	12	7
210	чем же	1	7
211	единства и	1	7
212	и более	3	7
213	войти в	1	7
214	в одной	5	7
215	того или	1	7
216	стороны и	1	7
217	как их	1	7
218	как к	1	7
219	как таковое	2	7
220	и только	1	7
221	и наконец	2	7
222	те же	1	6
223	в этих	7	6
224	как она	1	6
225	если он	2	6
226	например в	11	6
227	их в	7	6
228	о том	11	6
229	и отчасти	1	6
230	он был	2	6
231	от его	1	6
232	и других	5	6
233	в которой	4	6
234	но для	4	6
235	в конце	1	6
236	и это	5	6
237	на этом	5	6
238	материал и	1	6
239	и тем	7	6
240	должны быть	2	6
241	один из	6	6
242	они и	1	6
243	его с	3	6
244	с ним	9	6
245	сам по	1	6
246	ее и	3	6
247	к его	2	6
248	его и	2	6
249	из этих	5	6
250	именно на	2	6
251	той же	2	6
252	этого слова	1	6
253	у них	2	6
254	данном случае	2	6
255	уже в	4	6
256	в формах	2	6
257	ее в	8	6
258	смысле этого	1	6
259	так в	5	6
260	особенно в	2	6
261	его не	3	6
262	не по	3	6
263	в частности	9	6
264	тем самым	2	6
265	отношение к	3	6
266	такой же	3	6
267	тому что	1	6
268	с этой	4	5
269	даже в	4	5
270	в виду	1	5
271	как они	1	5
272	равно как	1	5
273	в мире	1	5
274	правда в	1	5
275	так например	3	5
276	перестает быть	1	5
277	можно сказать	2	5
278	в котором	2	5
279	то это	8	5
280	вопрос о	5	5
281	должно было	3	5
282	и сюжет	1	5
283	как на	3	5
284	характерно что	2	5
285	к нему	5	5
286	то в	2	5
287	хотя и	1	5
288	что не	3	5
289	а только	1	5
290	могло бы	1	5
291	мы можем	6	5
292	мы уже	6	5
293	или же	6	5
294	и что	13	5
295	его как	1	5
296	друг другу	1	5
297	и по	3	5
298	а как	3	5
299	в него	5	5
300	не так	1	5
301	если в	4	5
302	в основном	5	5
303	же является	1	5
304	функции в	1	5
305	должен был	1	5
306	что оно	4	5
307	между которыми	1	5
308	даже не	2	5
309	приводит к	2	5
310	не имеет	4	5
311	ни на	1	5
312	то он	2	5
313	то и	1	5
314	в отличие	1	5
315	одной из	3	5
316	и то	5	5
317	очень характерно	1	5
318	для нас	6	5
319	в широком	1	5
320	виду что	1	5
321	на все	2	5
322	без всякой	1	5
323	отличие от	1	5
324	тому как	2	5
325	одни и	1	5
326	мы должны	7	5
327	таким же	5	5
328	борьба с	1	5
329	еще в	2	5
330	от того	1	5
331	одного из	3	5
332	по аналогии	1	5
333	слова в	1	5
334	же в	3	5
335	может и	1	5
336	что было	1	4
337	от него	2	4
338	и другие	5	4
339	мы и	3	4
340	со всем	1	4
341	можно и	1	4
342	к этой	3	4
343	или на	3	4
344	к другим	1	4
345	он является	2	4
346	эта связь	5	4
347	только как	1	4
348	но даже	2	4
349	в каких	1	4
350	формы его	1	4
351	между двумя	7	4
352	увидим что	3	4
353	превращается в	10	4
354	самого начала	1	4
355	себе в	3	4
356	на него	10	4
357	во всей	1	4
358	одна из	6	4
359	на котором	3	4
360	того же	3	4
361	едва ли	1	4
362	в некоторых	6	4
363	тем не	6	4
364	что такое	1	4
365	и этим	6	4
366	очевидно что	3	4
367	в таком	2	4
368	тогда когда	3	4
369	под влиянием	2	4
370	в целях	3	4
371	бы она	1	4
372	не будет	1	4
373	этот вопрос	2	4
374	должны были	3	4
375	или иное	2	4
376	он в	3	4
377	что для	1	4
378	и сами	1	4
379	та же	2	4
380	в последнем	2	4
381	был бы	1	4
382	героя в	11	4
383	оно было	1	4
384	подобно тому	2	4
385	это положение	1	4
386	и действительно	6	4
387	это время	2	4
388	нет в	2	4
389	аналогии с	1	4
390	думать что	2	4
391	дальнейшее развитие	1	4
392	впечатление что	1	4
393	идет о	1	4
394	наконец в	1	4
395	нем и	3	4
396	целый ряд	4	4
397	знаем что	10	4
398	им в	2	4
399	тот или	1	4
400	и во	1	4
401	и о	2	4
402	литература в	1	4
403	но если	2	4
404	входящих в	1	4
405	они были	2	4
406	он должен	2	4
407	новые формы	1	4
408	зависит от	4	4
409	о нем	3	4
