N	2gram	Losev_Prob	KFilosof
1	может быть	29	45
2	в его	12	42
3	в нем	14	32
4	не может	18	29
5	и не	63	28
6	и в	64	28
7	в котором	5	24
8	не есть	49	22
9	для меня	1	22
10	в себе	16	21
11	только в	19	18
12	и его	3	18
13	в своем	7	17
14	в ее	3	17
15	а не	21	17
16	в этом	30	15
17	для него	2	13
18	не в	6	13
19	точки зрения	5	13
20	к нему	5	12
21	мир в	1	12
22	ни в	13	12
23	но не	13	12
24	и это	13	12
25	в своей	8	11
26	все эти	15	11
27	во всех	9	11
28	из себя	1	11
29	все это	11	10
30	это не	7	10
31	с точки	3	10
32	его целом	1	10
33	и есть	7	10
34	и для	10	10
35	в целом	1	10
36	в их	7	9
37	и все	9	9
38	но и	23	9
39	как бы	18	9
40	для нее	1	9
41	не было	7	8
42	если бы	8	8
43	быть только	3	8
44	со стороны	2	8
45	было бы	16	8
46	лишь в	4	8
47	жизни и	1	8
48	себя в	1	8
49	и здесь	8	7
50	со мной	1	7
51	этот момент	1	7
52	что и	2	7
53	должен быть	1	7
54	вовсе не	60	7
55	уже не	9	7
56	совершенно не	7	7
57	то что	72	7
58	конечно не	3	7
59	для себя	9	7
60	момент в	2	7
61	и только	7	7
62	отнюдь не	15	7
63	ее и	1	6
64	должно быть	3	6
65	не значит	4	6
66	но все	5	6
67	этот акт	3	6
68	но эта	3	6
69	я не	1	6
70	в теоретических	1	6
71	не имеет	8	6
72	и я	1	6
73	в смысле	2	6
74	смысл и	3	6
75	в том	19	6
76	и их	4	6
77	и действительно	1	6
78	отношение к	1	6
79	место в	2	6
80	он не	5	6
81	но это	11	6
82	мира в	2	6
83	проникает в	1	5
84	от его	1	5
85	со всем	2	5
86	то же	10	5
87	ко всему	1	5
88	мы имеем	3	5
89	не только	37	5
90	с ним	4	5
91	но как	11	5
92	его в	9	5
93	не знает	4	5
94	в основе	4	5
95	но в	19	5
96	именно в	5	5
97	бы быть	1	5
98	но ведь	6	5
99	как и	7	5
100	все же	7	5
101	себя и	1	5
102	еще не	18	5
103	что я	1	5
104	время и	2	5
105	хотя бы	15	5
106	ни одно	1	5
107	а в	7	5
108	единое и	2	5
109	я и	2	5
110	его как	2	5
111	никогда не	8	5
112	что в	21	4
113	познания и	1	4
114	должна быть	2	4
115	и весь	4	4
116	при этом	8	4
117	ни было	1	4
118	что это	4	4
119	о нем	3	4
120	не как	2	4
121	для нас	11	4
122	прежде всего	17	4
123	с другим	1	4
124	в своих	3	4
125	как его	2	4
126	нет в	1	4
127	за свое	1	4
128	мира и	1	4
129	том что	26	4
130	в чем	3	4
131	в каком	7	4
132	могло бы	1	4
133	но можно	2	4
134	и жизни	1	4
135	входит в	4	4
136	только как	2	4
137	нисколько не	3	4
138	во всей	4	4
139	могла бы	1	4
140	между тем	3	4
141	здесь мы	1	4
142	времени и	1	4
143	тем самым	11	4
144	к ним	1	4
145	акт и	1	4
146	быть в	1	4
147	из него	1	4
148	ближе к	2	3
149	от него	1	3
150	и может	2	3
151	общих понятий	1	3
152	и на	11	3
153	слово не	1	3
154	здесь нет	3	3
155	на язык	2	3
156	и пр	4	3
157	мы не	6	3
158	был бы	6	3
159	тогда когда	4	3
160	всем его	1	3
161	и этот	4	3
162	того что	18	3
163	где он	1	3
164	сознания и	4	3
165	на самом	9	3
166	ясно что	7	3
167	а все	1	3
168	в виду	10	3
169	и тот	2	3
170	и делает	3	3
171	самом деле	10	3
172	в некотором	1	3
173	тем что	10	3
174	но для	3	3
175	людей и	1	3
176	в акте	1	3
177	в корне	2	3
178	отвлечения от	1	3
179	что этот	2	3
180	не дает	1	3
181	единый и	2	3
182	не менее	26	3
183	для этой	2	3
184	по своему	14	3
185	бы не	4	3
186	здесь не	9	3
187	один и	1	3
188	его жизни	1	3
189	может дать	1	3
190	войти в	3	3
191	лишь как	1	3
192	поскольку он	2	3
193	себе и	2	3
194	в момент	2	3
195	и другого	1	3
196	но конечно	1	3
197	той или	10	3
198	в каждом	1	3
199	себя не	1	3
200	того или	8	3
201	бы и	5	3
202	в конкретной	1	3
203	данный момент	1	3
204	ясно и	2	3
205	что не	8	3
206	и ни	7	3
207	лежат в	1	3
208	не должно	1	3
209	в другом	2	3
210	для того	10	3
211	в ней	1	3
212	а эта	2	3
213	быть и	5	3
214	вступает в	1	3
215	и та	2	3
216	смысл в	1	3
