N	3gram	Voloshinov	Problemy
1	то же время	6	26
2	в то же	6	26
3	с точки зрения	15	25
4	по отношению к	11	18
5	к себе самому	1	18
6	о себе самом	1	17
7	в этом смысле	2	16
8	на самом деле	4	15
9	не может быть	14	14
10	в большинстве случаев	5	12
11	но в то	3	11
12	в конце концов	2	11
13	до сих пор	3	10
14	в самом деле	10	9
15	с самого начала	5	9
16	во всяком случае	8	9
17	в том что	9	8
18	в его целом	2	8
19	и не может	3	8
20	друг с другом	1	8
21	и в то	1	7
22	в одной плоскости	1	7
23	как раз и	2	7
24	бы то ни	3	7
25	к нему и	1	7
26	и т д	1	7
27	как бы в	1	7
28	между тем как	1	6
29	в отличие от	2	6
30	то ни было	2	6
31	как и все	1	6
32	том что он	2	6
33	хотя бы и	2	5
34	сам по себе	4	5
35	в зависимости от	4	5
36	по ту сторону	4	5
37	в высшей степени	6	5
38	той или иной	1	5
39	по крайней мере	1	5
40	но все же	1	5
41	и в нем	1	5
42	можно было бы	1	5
43	вполне понятно что	1	4
44	к тому чтобы	3	4
45	и наконец в	1	4
46	его отношение к	2	4
47	тем не менее	4	4
48	друг на друга	1	4
49	так и в	3	4
50	а между тем	1	4
51	смысле этого слова	1	4
52	и прежде всего	7	4
53	может быть даже	1	4
54	о том что	3	4
55	в этом отношении	4	4
56	хотя и не	1	4
57	он и не	1	4
58	а вовсе не	3	4
59	может быть и	6	4
60	все то что	3	3
61	что она не	1	3
62	желание смерти отца	1	3
63	точку зрения на	3	3
64	можно сказать что	5	3
65	а может быть	1	3
66	и то же	1	3
67	как мы уже	5	3
68	но при этом	1	3
69	в настоящее время	1	3
70	то же что	1	3
71	в данном случае	4	3
72	не только не	1	3
73	выходит за пределы	2	3
74	это вовсе не	4	3
75	все без исключения	1	3
76	того что он	1	3
77	как мы знаем	1	3
78	и о своем	1	3
79	но и не	1	3
80	того и другого	1	3
81	что он сам	2	3
82	в каждом слове	1	3
83	на этот вопрос	3	3
84	все же не	1	3
85	в узком смысле	2	3
86	как мы видели	8	3
87	в другом человеке	1	3
