N	2gram	Voloshinov	Freidism
1	и не	1	34
2	точки зрения	1	31
3	не может	4	30
4	может быть	1	28
5	и в	3	28
6	в его	1	25
7	с точки	1	15
8	и все	1	13
9	то же	1	12
10	для него	1	12
11	один из	2	10
12	не только	1	10
13	но и	1	10
14	и на	1	9
15	а не	1	9
16	с другими	1	8
17	в ней	1	8
18	в то	1	7
19	не менее	1	6
20	к тому	1	6
21	же время	1	6
22	из этих	1	6
23	конечно и	1	5
24	тех же	1	5
25	тому что	1	5
26	во второй	1	5
27	если бы	1	4
28	подхода к	1	4
29	и истории	1	4
30	нет и	1	4
31	в центре	2	3
32	при анализе	1	3
33	и социальной	1	3
34	мы видим	1	3
35	социального общения	2	3
36	ни один	1	3
37	бы в	1	2
38	вполне понятно	1	2
39	он в	1	2
40	смысл и	1	2
41	речь и	1	2
42	в особенности	1	1
43	этой проблемы	1	1
44	исходя из	1	1
45	и должно	1	1
46	его от	1	1
47	литературного произведения	1	1
48	на примере	1	1
49	на месте	1	1
50	так называемая	1	1
51	позицию занимает	1	1
52	борьбе современных	1	1
53	и заставляет	1	1
54	истории но	1	1
55	и больше	1	1
56	нуждаются в	1	1
57	этого общения	1	1
58	лучше всего	1	1
59	русской литературы	1	1
60	именно с	1	1
61	права и	1	1
62	бы на	1	1
63	или иными	1	1
64	понимания этого	1	1
65	влияния на	1	1
66	на нее	1	1
67	с теми	1	1
68	вещей и	1	1
69	и форму	1	1
70	в каждом	1	1
71	первая часть	1	1
72	связи с	1	1
73	можно назвать	1	1
74	из крупнейших	1	1
75	превращается у	1	1
76	с самых	1	1
77	анализа и	1	1
78	крупнейших представителей	1	1
79	может и	1	1
