N	4gram	Bakhtin_Fr	StatiiOP
1	дело в том что	4	9
2	в то же время	14	9
3	в том что в	1	4
4	совершенно так же как	2	2
5	в том числе и	3	2
6	и в то же	3	2
7	но в то же	6	2
8	но вместе с тем	1	2
9	в той или иной	1	2
10	во всех трех случаях	1	1
11	которая является не только	1	1
12	до сих пор еще	2	1
13	а с другой стороны	1	1
14	для того чтобы не	1	1
15	которой можно было бы	2	1
16	быть конечно и речи	1	1
17	не может быть и	1	1
18	в связи с этим	3	1
19	между тем как в	1	1
20	нечего и говорить о	1	1
21	но на самом деле	1	1
22	одной и той же	1	1
23	в самом деле в	1	1
24	во всей мировой литературе	1	1
25	может быть и речи	1	1
26	они свидетельствуют о том	1	1
27	конечно далеко не все	1	1
28	с одной стороны в	1	1
29	одно и то же	1	1
30	вместе с тем он	1	1
31	но дело в том	1	1
32	для того чтобы получить	1	1
33	до сих пор не	1	1
34	в одной из своих	1	1
35	говорить о том что	1	1
36	в каждом из этих	1	1
37	так же как и	2	1
