N	3gram	Voloshinov	Mirosoze
1	не может быть	23	28
2	в том что	9	9
3	но он не	1	9
4	а не в	3	9
5	это и есть	2	9
6	в дневнике писателя	1	8
7	для того чтобы	7	7
8	в высшей степени	5	7
9	и в нем	1	6
10	о том что	2	6
11	есть прежде всего	2	6
12	там и здесь	1	6
13	и там и	1	6
14	до сих пор	10	5
15	в отношении к	7	5
16	но и в	3	5
17	не было бы	3	5
18	прежде всего в	1	5
19	может быть и	8	5
20	по отношению к	9	4
21	в конце концов	3	4
22	в нем нет	4	4
23	мужчины и женщины	1	4
24	от того что	2	4
25	добро и зло	1	4
26	и в самом	1	4
27	на то что	2	4
28	не что иное	1	4
29	можно было бы	2	4
30	у него нет	1	4
31	что иное как	1	4
32	для этого необходимо	1	3
33	– все это	2	3
34	для него не	1	3
35	как бы не	1	3
36	том что он	3	3
37	к тому что	4	3
38	а не только	1	3
39	одна и та	1	3
40	и не было	1	3
41	по сравнению с	1	3
42	это значит что	1	3
43	и той же	2	3
44	и та же	1	3
45	как и все	2	3
46	одной и той	2	3
47	так же как	2	3
48	в значительной степени	3	3
49	же как и	2	3
50	выходит за пределы	1	3
51	с тем что	1	3
52	во всяком случае	4	3
53	как и в	1	3
54	это не значит	1	2
55	смысле этого слова	6	2
56	в этом направлении	1	2
57	не только в	2	2
58	а не к	2	2
59	атмосфера в которой	1	2
60	как и во	1	2
61	хотя бы и	1	2
62	лежит в основе	2	2
63	по природе своей	1	2
64	все более и	2	2
65	в ней нет	1	2
66	одну и ту	1	2
67	в наше время	1	2
68	достоевский в дневнике	1	2
69	и не может	11	2
70	и для него	1	2
71	и во всяком	1	2
72	тем что в	1	2
73	и те же	5	2
74	и есть та	1	2
75	и ту же	1	2
76	не находит себе	1	2
77	в себе и	1	2
78	более и более	2	2
79	нас не было	1	2
80	и тот и	1	2
81	тот и другой	1	2
82	он не знает	2	2
83	тем что он	1	2
84	у нас не	3	2
85	подобно тому как	1	2
86	в котором не	1	2
87	не могут быть	3	2
88	друг для друга	1	2
89	никогда не может	1	2
90	в этом отношении	4	2
91	и он сам	1	1
92	но ведь это	1	1
93	не может отказаться	1	1
94	к нему не	1	1
95	но ведь как	1	1
96	а может быть	1	1
97	социальной среды и	1	1
98	не было в	1	1
99	том что это	1	1
100	быть и речи	4	1
101	ничего общего не	1	1
102	что это –	1	1
103	этого слова как	1	1
104	и добро и	1	1
105	никогда не будет	1	1
106	и отличается от	1	1
107	и других представителей	1	1
108	на том что	1	1
109	человека не есть	1	1
110	и тогда когда	1	1
111	не менее чем	1	1
112	самым основным и	1	1
113	прежде всего –	1	1
114	он ни был	1	1
115	оно должно быть	1	1
116	одни и те	5	1
117	был бы не	1	1
118	в самом деле	13	1
119	для себя и	1	1
120	– принадлежит к	1	1
121	в своей основе	1	1
122	это не есть	1	1
123	они не могут	1	1
124	но они не	1	1
125	но и он	1	1
126	во втором случае	1	1
127	для других –	1	1
128	во многих отношениях	1	1
129	все внешнее –	1	1
130	друг с другом	2	1
131	жизни в этом	2	1
132	а между тем	1	1
133	в зависимости от	2	1
134	возможно лишь в	1	1
135	вместо того чтобы	1	1
136	между этими двумя	2	1
137	социальной среды в	1	1
138	все же и	1	1
139	даже и в	1	1
140	по ту сторону	1	1
141	в отличие от	7	1
142	точки зрения в	1	1
143	же этот процесс	1	1
144	значит конечно что	1	1
145	погрузиться в стихию	1	1
146	может быть понята	1	1
147	со свободой и	1	1
148	и в основе	1	1
149	организма но и	1	1
150	в какой форме	1	1
151	что вопрос о	1	1
152	с другой стороны	6	1
153	точном смысле слова	1	1
154	свет и на	1	1
155	и в том	1	1
156	могли бы быть	1	1
157	в той же	1	1
158	и речи о	3	1
159	для него как	2	1
160	только может быть	1	1
161	прежде всего как	1	1
162	слова для него	1	1
163	сих пор не	1	1
164	к нему и	1	1
165	нем нет ничего	1	1
166	не проникает в	1	1
167	той или иной	5	1
168	и как бы	1	1
169	вообще не существует	1	1
170	значение не только	1	1
171	и должно быть	1	1
172	но и это	1	1
173	большое место в	1	1
174	и вот в	1	1
175	с точки зрения	31	1
176	в чем же	2	1
177	это – чисто	1	1
178	ней нет ничего	1	1
179	с одним из	1	1
180	xix века и	1	1
181	и землю и	1	1
182	выходят за пределы	3	1
183	ни в какой	2	1
184	а иногда и	2	1
185	друг друга не	1	1
186	лицом к лицу	1	1
187	и не в	3	1
188	а следовательно и	2	1
189	не значит конечно	1	1
190	непосредственно примыкает к	1	1
191	только в этом	1	1
192	на почве этого	1	1
193	в то же	7	1
194	во всех своих	1	1
195	всего того что	1	1
196	до тех пор	2	1
197	отношению к нему	1	1
198	оно прежде всего	1	1
199	и к новому	1	1
200	то же время	7	1
201	на самом деле	5	1
202	того как он	1	1
203	ищет не столько	1	1
204	по преимуществу во	1	1
205	понять друг друга	1	1
206	они не имеют	1	1
207	так как они	1	1
208	так же не	1	1
209	и найдет свое	1	1
210	под ним не	1	1
211	личности он –	1	1
212	во всех этих	1	1
213	находятся в состоянии	1	1
214	всего может быть	1	1
215	к одному знаменателю	2	1
216	и в свою	1	1
217	природной и социальной	1	1
218	точки зрения так	1	1
219	того чтобы сделать	1	1
220	того же самого	1	1
221	и потому в	1	1
222	не было указано	1	1
223	совершается переход от	1	1
224	с одной стороны	2	1
225	что же такое	1	1
226	но и сама	1	1
227	жизни и в	1	1
228	существуют лишь в	1	1
229	нет и не	2	1
230	сама по себе	2	1
