N	3gram	Vygotskiy_	Problema
1	о том что	8	39
2	в том что	20	37
3	и т д	6	33
4	то же самое	12	30
5	в данном случае	5	28
6	во всяком случае	6	25
7	с другой стороны	5	25
8	с точки зрения	11	25
9	в таком случае	1	23
10	сам по себе	2	21
11	и то что	3	20
12	на то что	16	19
13	ни в каком	2	18
14	для того чтобы	17	17
15	то есть в	1	17
16	точно так же	3	16
17	то что мы	3	15
18	как будто бы	1	14
19	до сих пор	6	14
20	не что иное	1	14
21	что иное как	1	14
22	в этом случае	1	14
23	ничего общего с	2	13
24	это значит что	2	13
25	сами по себе	3	13
26	того или иного	2	13
27	на самом деле	3	13
28	можно было бы	6	13
29	не может быть	3	12
30	так или иначе	1	12
31	в каком случае	1	12
32	и в частности	1	12
33	и в этом	6	12
34	можно сказать что	1	12
35	в то время	4	12
36	то время как	3	12
37	с одной стороны	6	11
38	и тем самым	1	10
39	не только не	3	10
40	вместе с тем	3	10
41	более или менее	1	10
42	вовсе не является	1	10
43	только то что	3	10
44	каком случае не	1	9
45	по этому поводу	1	9
46	взятые сами по	1	9
47	не имеет ничего	1	9
48	то и другое	3	9
49	может быть и	1	9
50	никак не может	3	8
51	только в том	5	8
52	потому что он	3	8
53	это вовсе не	1	8
54	заключается в том	10	8
55	о том как	3	7
56	к тому же	2	7
57	те или иные	1	7
58	и если мы	2	7
59	то или иное	1	7
60	с самого начала	10	7
61	в том или	1	7
62	мы находим в	1	7
63	так же и	1	7
64	это и есть	2	7
65	обратить внимание на	1	7
66	и как бы	2	6
67	в самом деле	29	6
68	и то же	3	6
69	то это значит	1	6
70	это то что	1	6
71	не имеет никакого	3	6
72	ни в какой	2	6
73	то что в	5	6
74	в том смысле	2	6
75	на первый взгляд	1	6
76	в этом отношении	1	6
77	указывает на то	4	5
78	свидетельствует о том	1	5
79	а также и	1	5
80	мы говорили выше	1	5
81	не имеют ничего	1	5
82	имеем в виду	2	5
83	так же как	2	5
84	взятый сам по	1	5
85	в том виде	2	5
86	том смысле что	1	5
87	мы могли бы	4	5
88	до некоторой степени	1	5
89	в зависимости от	1	5
90	по себе и	1	5
91	том виде как	1	5
92	а вовсе не	2	5
93	в какой мере	3	5
94	том или ином	1	5
95	имеют ничего общего	1	5
96	но если мы	1	5
97	какой мере не	1	5
98	одно и то	3	5
99	том что он	3	5
100	что в нем	3	5
101	же как и	1	5
102	потому что они	2	5
103	дело не в	1	4
104	как мы уже	1	4
105	как это мы	1	4
106	и вместе с	3	4
107	но все же	1	4
108	что мы выше	1	4
109	в том чтобы	2	4
110	этой точки зрения	2	4
111	до тех пор	2	4
112	не было бы	2	4
113	и в своей	1	4
114	также и в	1	4
115	это было бы	2	4
116	здесь не только	1	4
117	и независимо от	1	4
118	уже с самого	1	4
119	но как мы	1	4
120	а с другой	1	4
121	мы все же	1	4
122	общего с тем	1	4
123	в это время	1	4
124	не потому что	1	4
125	то есть как	1	4
126	и не было	1	4
127	и с точки	1	4
128	как мы видели	2	4
129	подобно тому как	1	4
130	никакого отношения к	1	4
131	так что в	1	4
132	то обстоятельство что	1	4
133	начала до конца	1	3
134	чем перейти к	1	3
135	то что он	3	3
136	и тут же	1	3
137	бы не было	1	3
138	потому что она	1	3
139	дело вовсе не	1	3
140	таким образом что	2	3
141	мы никогда не	1	3
142	но если бы	2	3
143	в отличие от	1	3
144	и того же	1	3
145	не имеют никакого	1	3
146	имел в виду	1	3
147	к тому что	5	3
148	ни к какому	1	3
149	тем самым мы	1	3
150	не то что	4	3
151	в тех случаях	1	3
152	за то что	1	3
153	ни о каких	1	3
154	что не только	1	3
155	как и в	1	3
156	или вернее сказать	1	3
157	здесь мы имеем	1	3
158	одной стороны это	1	3
159	несмотря на свою	2	3
160	с тем что	3	3
161	как мы увидим	2	3
162	жизни и в	1	3
163	с этой точки	2	3
164	тот факт что	3	3
165	должны были бы	2	3
166	никак не могут	1	3
167	мы уже видели	1	3
168	по сравнению с	1	3
169	мы увидим ниже	2	3
170	вовсе не в	2	3
171	и представить себе	1	3
172	жизнь в ее	1	3
173	но это только	1	3
174	одного и того	1	3
175	случае не может	1	3
176	то что она	3	3
177	не в той	1	3
178	хотя бы в	1	3
179	бросается в глаза	2	3
180	это не просто	3	3
181	если бы мы	1	3
182	не так уж	1	3
183	том что в	1	3
184	и никогда не	2	3
185	тому что в	1	3
186	и может быть	3	3
187	вне и независимо	1	3
188	от того что	1	3
189	будто бы и	1	3
190	к выводу что	1	3
191	говорить о том	3	3
192	так как они	1	3
193	и ничего не	1	3
194	имеют никакого отношения	1	3
195	и все они	1	3
196	в сущности говоря	10	3
197	вовсе не то	1	2
198	все больше и	2	2
199	не только то	1	2
200	том что это	1	2
201	и т п	7	2
202	только там где	1	2
203	если же мы	2	2
204	о которых мы	5	2
205	в отвлеченном виде	1	2
206	прав в том	1	2
207	а в том	1	2
208	с ним в	2	2
209	не совпадает с	2	2
210	сказать что все	1	2
211	совершенно ясно что	10	2
212	и к его	1	2
213	таким образом если	1	2
214	но только в	1	2
215	это и значит	1	2
216	мы все время	3	2
217	в том единственном	1	2
218	уже это одно	3	2
219	каждой из них	1	2
220	что в этом	2	2
221	потому что не	1	2
222	и все прочие	2	2
223	заключается не в	2	2
224	есть не просто	1	2
225	для нас и	1	2
226	всего того что	1	2
227	т д все	1	2
228	связи с этой	1	2
229	на действительность и	1	2
230	то есть на	1	2
231	и до наших	1	2
232	в своей поэме	1	2
233	до такой степени	3	2
234	однако вовсе не	1	2
235	один и тот	1	2
236	в виду не	1	2
237	но и не	1	2
238	тем и другим	1	2
239	значит что и	1	2
240	то что является	1	2
241	мы не можем	2	2
242	ни одна из	1	2
243	и все другие	1	2
244	и в своем	1	2
245	мы только что	1	2
246	д все это	1	2
247	по самому своему	1	2
248	том что всякое	1	2
249	и что в	2	2
250	и все же	1	2
251	нам кажется что	1	2
252	не могли бы	1	2
253	что он не	4	2
254	и тот же	1	2
255	а не только	1	2
256	больше и больше	2	2
257	мы имеем в	1	2
258	кто иной как	1	2
259	в которой они	1	2
260	еще не вполне	1	2
261	и для всякой	1	2
262	хотя она и	1	2
263	перед нами в	1	2
264	могло бы быть	1	2
265	все более и	4	2
266	что все эти	2	2
267	к тому или	1	2
268	из них не	1	2
269	что здесь мы	1	2
270	так как он	1	2
271	в свою очередь	3	2
272	и в том	1	2
273	или хотя бы	1	2
274	и не может	1	2
275	то есть мы	1	2
276	тому или иному	1	2
277	никогда не может	2	2
278	внимание на то	3	2
279	в том и	2	2
280	тем что в	2	2
281	все это является	1	2
282	не кто иной	1	2
283	что в результате	1	2
284	в том случае	4	2
285	и ни о	1	2
286	только в самом	1	2
287	и той же	3	2
288	только на одну	1	2
289	едва ли можно	1	2
290	если мы хотим	1	2
291	выходить за пределы	1	2
292	мы встречаемся с	1	2
293	более и более	4	2
294	а только ее	1	2
295	и здесь мы	1	2
296	же мы возьмем	1	2
297	как раз в	3	2
298	одной и той	3	2
299	то естественно что	1	2
300	что и здесь	1	2
301	и то и	3	2
302	что мы получаем	1	2
303	и в самом	15	2
304	и что он	1	2
305	в предисловии к	2	2
306	в основе своей	1	2
307	если мы будем	2	2
308	человека когда он	1	1
309	исследователи уже давно	1	1
310	одного из них	2	1
311	в одном и	1	1
312	имеет в виду	1	1
313	к этому что	1	1
314	что она не	1	1
315	кажется как бы	1	1
316	казалось бы если	1	1
317	никогда не можем	1	1
318	что в ней	3	1
319	мы указали только	1	1
320	в том как	2	1
321	каждый раз в	1	1
322	что при такой	1	1
323	он в данном	1	1
324	без начала и	1	1
325	и в другом	2	1
326	том что такое	1	1
327	мере в какой	1	1
328	в прямом смысле	2	1
329	и дает нам	1	1
330	содержания и формы	1	1
331	и она тоже	1	1
332	чтобы при помощи	1	1
333	басне может быть	1	1
334	за последние десятилетия	1	1
335	во всей этой	1	1
336	в своей основе	1	1
337	это не есть	1	1
338	и что она	2	1
339	вступает в свои	1	1
340	которая казалось бы	1	1
341	указывает только на	1	1
342	самом деле если	2	1
343	басню в целом	1	1
344	что речь идет	1	1
345	начала и конца	1	1
346	и в первом	1	1
347	так как она	1	1
