N	4gram	Bakhtin_Fr	DiskursI
1	в то же время	5	8
2	дело в том что	2	5
3	в том числе и	7	3
4	и не может быть	2	2
5	в тех случаях когда	1	2
6	одной и той же	1	2
7	и в то же	2	2
8	в тех или иных	1	1
9	определяет и не ограничивает	1	1
10	роль в этом отношении	1	1
11	по отношению к миру	1	1
12	и до настоящего времени	1	1
13	большей или меньшей степени	7	1
14	в той или иной	5	1
15	в большей или меньшей	7	1
16	не определяет и не	1	1
17	верха и низа и	1	1
18	нет и не может	1	1
19	лишь в тех случаях	1	1
20	или во всяком случае	1	1
21	в том что он	1	1
22	с одной стороны он	1	1
23	тех или иных отношениях	1	1
24	громадное значение в истории	1	1
