N	3gram	Tiupa_Teor	DiskursI
1	в том что	10	28
2	в отличие от	7	26
3	по отношению к	10	17
4	с одной стороны	3	14
5	не может быть	5	12
6	в данном случае	5	12
7	то же время	8	10
8	той или иной	3	10
9	о том что	1	9
10	в то же	8	8
11	состоит в том	6	8
12	о блудном сыне	1	7
13	как и в	2	7
14	тогда как в	2	7
15	в конечном счете	6	6
16	не сводится к	9	6
17	в соответствии с	2	6
18	к тому же	1	6
19	по крайней мере	1	6
20	с точки зрения	3	6
21	быть определена как	1	6
22	может быть определена	1	6
23	в основе своей	2	6
24	одной стороны и	1	5
25	и как бы	1	5
26	несет в себе	3	5
27	то же самое	1	5
28	с другой стороны	6	5
29	в первую очередь	1	5
30	в значительной степени	2	5
31	присутствия в мире	6	5
32	в свою очередь	3	5
33	по сути своей	2	5
34	по своей природе	3	5
35	в русской литературе	2	5
36	дело в том	1	5
37	подобно тому как	3	5
38	до известной степени	2	4
39	тем не менее	3	4
40	можно сказать что	3	4
41	в силу своей	4	4
42	одного и того	4	4
43	в полной мере	1	4
44	и прежде всего	1	4
45	а с другой	2	4
46	по сути дела	3	4
47	и того же	4	4
48	не более чем	1	4
49	в свое время	1	4
50	со стороны адресата	2	4
51	в этом случае	1	4
52	однако при этом	2	4
53	тот или иной	3	4
54	в сочетании с	2	3
55	картины мира с	1	3
56	значении этого термина	1	3
57	по своей коммуникативной	1	3
58	во внешнем мире	2	3
59	в том числе	3	3
60	при этом в	1	3
61	более или менее	6	3
62	и то же	2	3
63	того или иного	6	3
64	целью и ситуацией	1	3
65	в том случае	1	3
66	том числе и	2	3
67	можно говорить о	1	3
68	при всей своей	1	3
69	в равной степени	3	3
70	на первый взгляд	1	3
71	мы имеем дело	2	3
72	по этой причине	1	3
73	то есть в	1	3
74	определяется предметом целью	1	3
75	и ситуацией высказывания	1	3
76	в одной из	1	3
77	и в частности	1	3
78	одно и то	2	3
79	содержит в себе	1	3
80	том что в	1	3
81	предметом целью и	1	3
82	как уже говорилось	2	3
83	состоит в придании	1	2
84	картина мира которая	1	2
85	мере в какой	1	2
86	выготским и н.и	1	2
87	бы то ни	2	2
88	все то что	1	2
89	суть то что	2	2
90	оно живет в	1	2
91	заключать в себе	1	2
92	как к содержанию	2	2
93	в той мере	1	2
94	в большинстве случаев	1	2
95	свою очередь определяется	1	2
96	л.с выготским и	1	2
97	причастной вненаходимости бахтин	2	2
98	субъекта объекта и	1	2
99	по своему происхождению	1	2
100	объекта и адресата	1	2
101	заключает в себе	1	2
102	дифференцированном и оцененном	1	2
103	как ценностного центра	1	2
104	в е годы	1	2
105	лично для себя	1	2
106	коммуникативного события в	1	2
107	в первом значении	1	2
108	сближение но не	3	2
109	не совпадает с	1	2
110	в самом общем	1	2
111	речь идет о	1	2
112	роли в миропорядке	5	2
113	в этом мире	2	2
114	и в то	2	2
115	в нем звучит	1	2
116	а в том	1	2
117	той мере в	1	2
118	звучит один голос	1	2
119	живет в готовом	1	2
120	жизни а также	1	2
121	что они хотят	2	2
122	личностного самоопределения в	1	2
123	то ни было	2	2
124	нем звучит один	1	2
125	возможна только в	1	2
126	в сказании или	1	2
127	завершенная и строго	1	2
128	выбирают а по	1	2
129	при этом как	1	2
130	чужой речи и	1	2
131	значении этого слова	3	2
132	не выбирают а	1	2
133	даль и сближение	2	2
134	вести речь о	1	2
135	а по своей	1	2
136	своей природе суть	2	2
137	отграниченная система смыслов	1	2
138	в новое время	1	2
139	а не только	1	2
140	в качестве его	1	2
141	это ведет к	1	2
142	природе суть то	2	2
143	очередь определяется предметом	1	2
144	сказания или анекдота	2	2
145	стабильно дифференцированном и	1	2
146	в том и	1	2
147	они хотят и	2	2
148	и строго отграниченная	1	2
149	готовом стабильно дифференцированном	1	2
150	и тем же	1	2
151	в классическом романе	1	2
152	не могли быть	1	2
153	восприятия со стороны	1	2
154	ни прибавить ни	1	2
155	к чужому слову	1	2
156	несут в себе	1	2
157	для себя а	1	2
158	ни в мире	3	2
159	так и не	5	2
160	своей коммуникативной природе	1	2
161	в готовом стабильно	1	2
162	только то что	1	2
163	по большей части	2	2
164	участников коммуникативного события	1	2
165	рассказывания а не	1	2
166	и оцененном мире	1	2
167	последних двух веков	1	2
168	строго отграниченная система	1	2
169	стремится к однозначности	1	2
170	по слову бахтина	1	2
171	одним и тем	1	2
172	имеем дело не	1	2
173	прибавить ни убавить	1	2
174	я в мире	8	2
175	без благоговейного приятия	1	2
176	включает в себя	2	2
177	далеко не сводится	1	2
178	о коммуникативной природе	1	2
179	но не слияние	3	2
180	жанра в частности	1	2
181	и н.и жинкиным	1	2
182	хотят и свершают	2	2
183	тем или иным	2	2
184	преодолеваемая даль и	2	2
185	в рамках которого	2	2
186	в хх веке	1	2
187	и сближение но	2	2
188	том случае если	1	2
189	дискурса состоит в	1	2
190	легко может быть	1	2
191	едва ли не	1	2
192	речи и т.п	1	2
193	индивидуального речевого замысла	2	2
194	то что они	2	2
195	самом общем виде	1	2
196	и в форме	2	2
197	адресата при этом	1	2
198	притчи может быть	1	2
199	героя как ценностного	1	1
200	примеряя ее содержание	1	1
201	что он не	1	1
202	смысле домонологично оно	1	1
203	игра случая непредсказуемое	1	1
204	диалогизм биографического слова	1	1
205	основе своей является	1	1
206	условленность конвенциональность общения	1	1
207	постоянно переходит к	1	1
208	составляющий морализаторскую премудрость	1	1
209	уст в уста	1	1
210	и характерное для	1	1
211	свободного согласия за	1	1
212	касается ментальной и	1	1
213	эта возможность иного	1	1
214	представляет собой развернутое	1	1
215	в той или	1	1
216	с ее иносказательностью	1	1
217	быть проделано и	1	1
218	к своему герою	1	1
219	в области художественного	1	1
220	соотношений такая возможность	1	1
221	сойти с ума	1	1
222	где слово деритуализовано	1	1
223	бы в точке	1	1
224	недопустимая в сказании	1	1
225	которая своей карнавальной	1	1
226	или анекдота ценностное	1	1
227	для него возможны	1	1
228	своим коммуникативным параметрам	1	1
229	благоговейного приятия и	1	1
230	два полюса лирической	1	1
231	индивид чтобы быть	1	1
232	предел до которого	1	1
233	анекдот должен не	1	1
234	эпических жанрах а	1	1
235	смыслов оно стремится	1	1
236	была впервые освоена	1	1
237	формах внутренней речи	1	1
238	представляет собой позицию	1	1
239	ошибка оговорка где	1	1
240	реализуют в нем	1	1
241	притчевое нормативное самоотождествление	1	1
242	и слушающих общим	1	1
243	разные формы скрытой	1	1
244	речь включая разные	1	1
245	прямой речи именно	1	1
246	где образ становящегося	1	1
247	внеличную сторону индивида	1	1
248	слова в слове	1	1
249	свободным как к	1	1
250	здесь присутствует как	1	1
251	всего к ценностной	1	1
252	посрамляющий умершее солнце	1	1
253	человека с самим	1	1
254	преломляющая несобственно-прямая речь	1	1
255	герою жизнеописания чего	1	1
256	романного слова эта	1	1
257	характерное для восприятия	1	1
258	разделение иерархично оно	1	1
259	искусство заинтересовывать судьбой	1	1
260	реализатором самобытного смысла	1	1
261	ценностно-смысловой позиции в	1	1
262	или сплетни то	1	1
263	говорит и кому	1	1
264	ничего нельзя не	1	1
265	и тем самым	2	1
266	невозможно притчевое нормативное	1	1
267	отношению к самому	1	1
268	когда ни прибавить	1	1
269	читатель может и	1	1
270	есть биография и	1	1
271	объект и адресат	1	1
272	биография возможна только	1	1
273	не дай мне	1	1
274	между вещами и	1	1
275	сводами чужой психики	1	1
276	в себе ему	1	1
277	виде целенаправленно устремленный	1	1
278	хоровое слово общенародной	1	1
279	порой фактически точными	1	1
280	новелле есть нарушение	1	1
281	в стилевых формах	1	1
282	притчевого типа есть	1	1
283	актанту не может	1	1
284	степени зависим от	1	1
285	судьба выражает внеличную	1	1
286	оговорка где слово	1	1
287	к общему миропорядку	1	1
288	к индивидуальной жизненной	1	1
289	сказании или притче	1	1
290	проецировать чужой экзистенциальный	1	1
291	и т.д эта	1	1
292	неуместность ошибка оговорка	1	1
293	божья повеленья сказание	1	1
294	события суть равнодостойные	1	1
295	языком ставят перед	1	1
296	сколько от мастерства	1	1
297	факторов художественного впечатления	4	1
298	чтобы быть субъектом	1	1
299	бог сойти с	1	1
300	выбора осуществляется или	1	1
301	образа и романного	1	1
302	смыслом ни в	1	1
303	быть субъектом данного	1	1
304	восприятия сказания или	1	1
305	персонажи сказания не	1	1
306	едины судьба выражает	1	1
307	или притче была	1	1
308	мира в притче	1	1
309	непосредственного присутствия рассказчика	1	1
310	родственным анекдотическому дискурсу	1	1
311	она здесь присутствует	1	1
312	самоотождествление с человеком	1	1
313	а на деле	1	1
314	быть субъектом ролевого	1	1
315	закономерно приводит к	1	1
316	адресата а не	1	1
317	в этом смысле	3	1
318	перед ним определенные	1	1
319	любому иному роду	1	1
320	притче универсального опыта	1	1
321	слово общенародной хвалы	1	1
322	составляет необходимый фон	1	1
323	за блужданиями его	1	1
324	в себя и	1	1
325	мире случайности полноценная	1	1
326	позиция активного приятия	1	1
327	индивидуальный опыт чужой	1	1
328	когда мы строим	1	1
329	жизни повествователя о	1	1
330	и персонажи сказания	1	1
331	останется не реализованной	1	1
332	в xix веке	1	1
333	то или иное	1	1
334	которые лежат в	1	1
335	и рассказывающим притчу	1	1
336	монологизированного слова в	1	1
337	несовпадения человека с	1	1
338	и запечатлевающий основу	1	1
339	не было и	1	1
340	сознаний встречающихся в	1	1
341	иерархично оно не	1	1
342	текст анекдота выбор	1	1
343	мне бог сойти	1	1
344	как слухи или	1	1
345	или субъектом этического	1	1
346	случайности полноценная биография	1	1
347	и составляющий морализаторскую	1	1
348	персонажем в акте	1	1
349	обычно является сюжетообразующим	1	1
350	или иной мере	1	1
351	имени тебе моем	1	1
352	запечатлевающий основу такой	1	1
353	но раз-влекать их	1	1
354	до которого анекдот	1	1
355	и сам текст	1	1
356	двуголосого слова манифестирующего	1	1
357	дело не в	1	1
358	рекоша но от	1	1
359	опираясь на индивидуальный	1	1
360	она могла бы	1	1
361	следует иметь в	1	1
362	и иных пространственно-временных	1	1
363	вполне самобытно но	1	1
364	себе ему надлежит	1	1
365	того требует авторитетное	1	1
366	в самом деле	2	1
367	только в вероятностном	1	1
368	ними здесь невозможно	1	1
369	предполагает не столько	1	1
370	не у-влекать слушателей	1	1
371	в анекдоте подготовившем	1	1
372	не будет адекватным	1	1
373	обладать проективной компетентностью	1	1
374	или преступается не	1	1
375	живого голоса зримого	1	1
376	ситуации жизненного выбора	1	1
377	непредсказуемое стечение обстоятельств	1	1
378	для того чтобы	5	1
379	оно стремится к	1	1
380	извлечения адресатом некоего	1	1
381	нашего высказывания и	1	1
382	от нудительной серьезности	1	1
383	героя окажется неадекватным	1	1
384	было и не	1	1
385	но в таком	1	1
386	в сказании повествуемой	1	1
387	индивида и его	1	1
388	однако диалогизм биографического	1	1
389	нарушение запрета есть	1	1
390	и его поступки	1	1
391	есть субъектом самоопределения	1	1
392	нами не как	1	1
393	или напротив дискредитирующе	1	1
394	наличие так называемого	1	1
395	собой исторически продуктивный	1	1
396	собственным смыслом ни	1	1
397	таким же образом	1	1
398	универсального опыта к	1	1
399	точными они бытуют	1	1
400	слушателей с содержанием	1	1
401	в дискурсе речевой	1	1
402	высказывания в их	1	1
403	подготовившем почву для	1	1
404	романного видения мира	1	1
405	здесь отнюдь не	1	1
406	компетентность восприятия со	1	1
407	ответную реакцию предварительное	1	1
408	принадлежат самой ситуации	1	1
409	то есть принадлежат	1	1
410	друг от друга	1	1
411	в себе рецептивную	1	1
412	уникальным жизненным опытом	1	1
413	определена как регулятивная	1	1
414	в мире императивной	1	1
415	упустить из виду	1	1
416	иной конкретной ценностно-смысловой	1	1
417	двух сыновей в	1	1
418	высказывания как целого	1	1
419	диада личности и	1	1
420	беседы автора с	1	1
421	умения отрешиться от	1	1
422	отношение к своему	1	1
423	значения чьей-то биографии	1	1
424	самобытно но и	1	1
425	сплетни то есть	1	1
426	проделано и рассказывающим	1	1
427	персонажи не выбирают	1	1
428	целенаправленно устремленный от	1	1
429	не несет в	1	1
430	присутствует как правило	1	1
431	форме индивидуального речевого	1	1
432	чистом виде целенаправленно	1	1
433	обнаруживается преодолеваемая даль	1	1
434	самих состоят все	1	1
435	некоего ценностного урока	1	1
436	здесь невозможно притчевое	1	1
437	задания реализуют в	1	1
438	однозначности и прежде	1	1
439	далее речь пойдет	1	1
440	ибо предметно-тематическое содержание	1	1
441	остается в тени	1	1
442	в таком случае	2	1
443	особое отношение к	1	1
444	мире всеобщей межличностной	1	1
445	к ценностной однозначности	1	1
446	протороманного коммуникативного события	1	1
447	в своем составе	3	1
448	слушатель читатель может	1	1
449	то в качестве	1	1
450	начала и конца	1	1
451	полностью совпадает с	1	1
452	излагаемой жизни как	1	1
453	которого анекдот легко	1	1
454	их в качестве	1	1
455	на свой опыт	1	1
456	не есть биография	1	1
457	очередь по отношению	1	1
458	адресата от героя	1	1
459	классическом романе реалистической	1	1
460	его под сводами	1	1
461	так или иначе	5	1
462	анекдот ни притча	1	1
463	как исполненной некоторого	1	1
464	собою в точке	1	1
465	об этом так	1	1
466	зависит от жанра	1	1
467	рода механизмом активизации	1	1
468	это ощущение составляет	1	1
469	и некоторыми другими	1	1
470	как бы непосредственного	1	1
471	в архитектуру души	1	1
472	высказывания и в	1	1
473	фактически точными они	1	1
474	сказания или притчи	1	1
475	мира с совершенно	1	1
476	точки зрения автора	1	1
477	не удовлетворяясь репродуктивной	1	1
478	характеру типу актанту	1	1
479	они бытуют как	1	1
480	ни для рассказчика	1	1
481	иных пространственно-временных масштабов	1	1
482	сторону индивида и	1	1
483	острота наизнанку глупость	1	1
484	от одного сознания	1	1
485	к содержанию анекдота	1	1
486	противоположность характеру типу	1	1
487	необыкновенное в новелле	1	1
488	притче была впервые	1	1
489	целое нашего высказывания	1	1
490	занять уготованной ему	1	1
491	жизнеописание несет в	1	1
492	не сделав хуже	1	1
493	опыта их свободного	1	1
494	но без благоговейного	1	1
495	претендуют на статус	1	1
496	произведение искусства не	1	1
497	которыми устанавливаются отношения	1	1
498	то что может	1	1
499	персонажа то она	1	1
500	в себе самом	1	1
501	раскрывают содержание судьбы	1	1
502	к позиции изобразителя	1	1
503	человеческому существованию вследствие	1	1
504	в иных случаях	1	1
505	доверительной и раскованной	1	1
506	преступается не предначертанность	1	1
507	не как объекты	1	1
508	для притчи иносказательность	1	1
509	другому что касается	1	1
510	этом и сам	1	1
511	адресат протороманного коммуникативного	1	1
512	определенной жанровой схемы	1	1
513	к своему собственному	1	1
514	но и характерное	1	1
515	занять любой индивид	1	1
516	будучи порой фактически	1	1
517	что касается ментальной	1	1
518	во второй строфе	4	1
519	в нем определенные	1	1
520	принципиальная для притчи	1	1
521	ментальной и речевой	1	1
522	всеобщей межличностной соотносительности	1	1
523	иметь в виду	1	1
524	должен занять любой	1	1
525	или острота наизнанку	1	1
526	заданность человеческих отношений	1	1
527	к служебной роли	1	1
528	самим собою в	1	1
529	культуры в самом	1	1
530	в отношении к	2	1
531	прежде всего к	1	1
532	потому что из	1	1
533	исторически продуктивный тип	1	1
534	человеческого сознания в	1	1
535	текста но и	1	1
536	формах косвенной речи	1	1
537	мире это требует	1	1
538	и адресат протороманного	1	1
539	может и должен	1	1
540	нельзя не сделав	1	1
541	диалога согласия бахтин	1	1
542	позиции изобразителя жизни	1	1
543	опыт жизни а	1	1
544	но прежде всего	1	1
545	мире императивной нормы	1	1
546	совершенно иной конкретной	1	1
547	именно диалог персонажей	1	1
548	уготованной ему позиции	2	1
549	почву для жизнеописания	1	1
550	мира вокруг я	1	1
551	на поучающего и	1	1
552	курьезное любопытное занимательное	1	1
553	мир как опыт	1	1
554	как правило лишь	1	1
555	которую может и	1	1
556	адресата притчи может	1	1
557	бытуют как слухи	1	1
558	принципиально недопустимая в	1	1
559	с языком ставят	1	1
560	неприемлемо ни для	1	1
561	может быть осуществлено	1	1
562	границами между вещами	1	1
563	проектировать свою жизненную	1	1
564	удовлетворяясь репродуктивной рецепцией	1	1
565	притче о блудном	1	1
566	субъекты этического выбора	1	1
567	подлинная жизнь личности	1	1
568	совпадает с синтаксическим	1	1
569	предполагает внутренне свободного	1	1
570	никогда не бывает	1	1
571	случае его вступление	1	1
