N	4gram	Tiupa_Hudo	Analitik
1	в то же время	11	14
2	состоит в том что	3	7
3	мы имеем дело с	1	5
4	в том что он	1	4
5	во времени и пространстве	1	4
6	дело в том что	1	3
7	между повествователем и героем	1	3
8	с этой точки зрения	1	2
9	в полном соответствии с	1	2
10	одних и тех же	2	2
11	в такой же мере	2	2
12	найти себя в другом	1	2
13	представляет собой один из	1	2
14	заключается в том что	1	2
15	себя в другом найдя	1	2
16	другом найдя другого в	1	2
17	найдя другого в себе	1	2
18	и того и другого	1	2
19	но в то же	3	2
20	в другом найдя другого	1	2
21	совокупности факторов художественного впечатления	1	2
22	одна и та же	1	1
23	впервые в русской литературе	1	1
24	с темной родинкой и	1	1
25	притча в паремию пословично-афористическую	1	1
26	героя и читателя в	2	1
27	роли в миропорядке то	1	1
28	его недуховность была бы	1	1
29	могу стать самим собою	1	1
30	которому казалось бы место	1	1
31	и в этом случае	1	1
32	мягкую белую шею с	1	1
33	и в самом деле	4	1
34	том и состоит что	1	1
35	полные розовые щеки на	1	1
36	щеки на мягкую белую	1	1
37	в том случае если	2	1
38	не могу обойтись без	1	1
39	есть на самом деле	1	1
40	себе во взаимоотражении во	1	1
41	другого в себе во	1	1
42	а притча в паремию	1	1
43	лишь по отношению к	1	1
44	без другого я должен	1	1
45	ни то ни другое	1	1
46	другого не могу стать	1	1
47	своего незаместимого места в	1	1
48	барышня с кротким мягким	1	1
49	не будем забывать что	1	1
50	можно было бы определить	1	1
51	я не могу обойтись	1	1
52	была бы постепенно снята	1	1
53	личности я не могу	1	1
54	определений таков что душевная	1	1
55	во взаимоотражении во взаимоприятии	1	1
56	розовые щеки на мягкую	1	1
57	не только в рамках	1	1
58	в качестве некоторого я	1	1
59	другого я должен найти	1	1
60	это была тихая добродушная	1	1
61	жалостливая барышня с кротким	1	1
62	перед нами не как	1	1
63	мягким взглядом очень здоровая	1	1
64	почти то же самое	1	1
65	мы уже говорили о	1	1
66	но как субъекты этического	1	1
67	состоит как раз в	1	1
68	не может претендовать на	1	1
69	дамы с собачкой и	1	1
70	на самом же деле	1	1
71	и дело здесь не	1	1
72	я не байрон я	1	1
73	не в состоянии заменить	1	1
74	я должен найти себя	1	1
75	недуховность была бы постепенно	1	1
76	и состоит что он	1	1
77	так и не наступает	1	1
78	добродушная жалостливая барышня с	1	1
79	в паремию пословично-афористическую сентенцию	1	1
80	без другого не могу	1	1
81	на ее полные розовые	1	1
82	не могу стать самим	1	1
83	только в том что	3	1
84	глядя на ее полные	1	1
85	анекдот конденсируется в остроту	1	1
86	в самом деле не	1	1
87	то же самое что	2	1
88	не только в том	2	1
89	вступает в противоречие с	1	1
90	том что он не	1	1
91	тихая добродушная жалостливая барышня	1	1
92	при таком взгляде на	1	1
93	в том числе и	1	1
94	нет я не байрон	1	1
95	предстают перед нами не	1	1
96	незаместимого места в мире	1	1
97	с самим собою в	1	1
98	а между тем в	1	1
99	в конечном счете в	1	1
100	так или иначе в	1	1
101	могу обойтись без другого	1	1
102	специфически человеческий способ существования	1	1
103	бы постепенно снята а	1	1
104	в самом деле в	1	1
105	стать самим собою без	1	1
106	была тихая добродушная жалостливая	1	1
107	на мягкую белую шею	1	1
108	не байрон я другой	1	1
109	лишь в том случае	1	1
110	несмотря на то что	1	1
111	кротким мягким взглядом очень	1	1
112	как раз в том	1	1
113	но с другой стороны	1	1
114	в себе во взаимоотражении	1	1
115	должен найти себя в	1	1
116	напомним в этой связи	1	1
117	и к себе самому	1	1
118	таков что душевная характеристика	1	1
119	дело не только в	2	1
120	как субъекты этического выбора	1	1
121	белую шею с темной	1	1
122	ее полные розовые щеки	1	1
123	о себе как о	1	1
124	раз в том что	1	1
125	с кротким мягким взглядом	1	1
126	а так она подхваченная	1	1
127	обойтись без другого не	1	1
128	перед нами своего рода	1	1
129	по нашему убеждению повести	1	1
130	и дело не только	1	1
131	постепенно снята а так	1	1
132	упускать из виду что	1	1
133	автора героя и читателя	2	1
134	приводит к тому что	2	1
135	и в этом смысле	1	1
136	шею с темной родинкой	1	1
137	самим собою без другого	1	1
138	в том и состоит	1	1
139	собою без другого я	1	1
140	не в том что	1	1
141	вновь как и в	1	1
142	и содержит в себе	1	1
143	нами не как объекты	1	1
144	снята а так она	1	1
145	и точность словесного выражения	1	1
