N	2gram	Ircho_Kome	Psycholo
1	то что	8	193
2	и в	40	190
3	в том	19	163
4	что в	12	123
5	потому что	8	114
6	том что	19	113
7	и что	2	108
8	может быть	16	107
9	таким образом	13	102
10	в этом	9	100
11	то есть	1	97
12	все время	2	86
13	в самом	5	82
14	как бы	3	80
15	для того	3	78
16	того чтобы	4	78
17	что он	11	76
18	не только	12	75
19	на то	3	73
20	и не	19	73
21	что она	3	71
22	точки зрения	7	69
23	и т	11	69
24	не может	3	68
25	если мы	1	66
26	так же	4	63
27	так как	6	63
28	было бы	8	56
29	если бы	4	55
30	то же	7	54
31	о том	12	54
32	при этом	5	52
33	как и	12	51
34	что и	10	50
35	а не	1	50
36	что это	5	49
37	сказать что	1	46
38	по себе	2	46
39	только в	6	46
40	в сущности	3	46
41	говорит что	1	45
42	к тому	15	45
43	в искусстве	1	45
44	не в	8	45
45	ясно что	9	43
46	в этой	9	43
47	и все	4	42
48	вместе с	8	41
49	как это	7	40
50	но и	14	40
51	с и	5	40
52	как раз	4	39
53	того что	1	39
54	же самое	2	38
55	т п	7	38
56	и это	3	37
57	и как	3	36
58	с тем	5	35
59	вовсе не	3	34
60	как на	2	34
61	и если	2	34
62	и его	17	34
63	тому что	4	33
64	все же	7	33
65	что все	1	33
66	когда он	1	33
67	в себе	3	32
68	все это	7	32
69	он не	5	31
70	мы не	4	31
71	в его	8	31
72	в ней	2	31
73	как будто	3	30
74	как в	8	30
75	с одной	5	29
76	и для	4	29
77	одной стороны	5	29
78	в нем	8	29
79	что они	4	28
80	и когда	1	28
81	мы можем	6	28
82	в своих	2	27
83	в основе	1	27
84	и на	9	27
85	а в	9	27
86	с другой	7	27
87	в трагедии	3	26
88	так что	6	26
89	совершенно не	1	26
90	только что	2	25
91	и здесь	6	25
92	жизни и	4	25
93	до сих	3	24
94	до конца	3	24
95	тем что	5	24
96	указывает на	2	24
97	в целом	6	24
98	в своем	6	23
99	сих пор	3	23
100	из этого	2	23
101	один из	9	23
102	целый ряд	2	23
103	для этого	2	23
104	могут быть	3	23
105	казалось бы	3	22
106	с этим	5	22
107	из них	16	22
108	что у	6	22
109	между тем	9	22
110	и даже	5	22
111	т д	4	22
112	в котором	6	21
113	в двух	6	21
114	в которых	1	21
115	той же	3	21
116	в своей	3	21
117	ни в	9	21
118	в конце	7	21
119	что эта	1	21
120	как мы	5	21
121	и вот	4	21
122	и только	1	21
123	другой стороны	6	20
124	в то	14	20
125	тот же	5	20
126	мы имеем	1	20
127	дело с	3	20
128	несмотря на	5	20
129	на этом	3	20
130	там где	1	20
131	это не	2	20
132	все эти	1	20
133	в одном	10	19
134	мы уже	1	19
135	в какой	2	19
136	в ее	2	19
137	у него	6	19
138	с этой	3	18
139	в которой	9	18
140	можно было	5	18
141	но в	6	18
142	зависимости от	1	18
143	в каком	1	18
144	вслед за	4	18
145	на самом	1	18
146	но не	3	18
147	действующих лиц	8	18
148	перед нами	1	18
149	в виду	2	17
150	во всяком	4	17
151	время как	6	17
152	что для	1	17
153	из этих	5	17
154	но это	2	17
155	одна из	4	17
156	у нас	3	17
157	и о	3	17
158	и к	2	16
159	из которых	5	16
160	к этому	8	16
161	та же	1	16
162	сводится к	1	16
163	то это	3	16
164	самого начала	2	16
165	с самого	3	16
166	в таком	1	16
167	же как	3	16
168	и тем	2	16
169	не имеет	1	16
170	формы и	1	16
171	так и	17	16
172	тому как	1	16
173	от того	3	16
174	в результате	5	15
175	в них	7	15
176	только на	2	15
177	что именно	3	15
178	во всех	4	15
179	мы знаем	5	15
180	о которых	6	15
181	не могут	1	15
182	о котором	1	15
183	и потому	1	15
184	в зависимости	1	15
185	которых мы	2	15
186	утверждает что	1	15
187	далеко не	1	15
188	еще не	7	15
189	для него	1	15
190	в частности	7	15
191	в совершенно	1	14
192	хотя бы	2	14
193	но он	2	14
194	очевидно что	1	14
195	главным образом	4	14
196	то время	8	14
197	в художественном	1	14
198	это только	1	14
199	того как	3	14
200	прежде всего	8	14
201	такой же	2	14
202	что на	4	14
203	те же	1	14
204	в жизни	1	14
205	при таком	1	14
206	этих двух	1	14
207	бы в	3	14
208	стоит только	1	14
209	столь же	9	14
210	в стихе	2	14
211	всяком случае	4	14
212	этом отношении	3	14
213	с той	2	14
214	или в	5	14
215	к которым	1	14
216	по существу	1	14
217	в области	3	14
218	с ним	1	14
219	само по	1	14
220	именно в	5	13
221	не могли	2	13
222	на искусство	1	13
223	а с	1	13
224	могла бы	2	13
225	отнюдь не	2	13
226	с такой	2	13
227	в той	2	13
228	речь идет	6	13
229	едва ли	16	13
230	и он	1	13
231	говорит он	1	13
232	указывает что	2	13
233	могло бы	1	13
234	как он	2	13
235	должен был	1	13
236	со стороны	3	13
237	и другие	3	12
238	в этих	5	12
239	их в	1	12
240	не менее	6	12
241	может служить	2	12
242	в основу	1	12
243	того же	4	12
244	в самой	2	12
245	сам по	1	12
246	в свою	2	12
247	и уже	2	12
248	состоит в	1	12
249	но если	4	12
250	и этот	1	12
251	и другое	1	12
252	идет о	5	12
253	это в	1	12
254	конце концов	4	12
255	и очень	2	12
256	совершенно очевидно	1	12
257	и с	8	12
258	например в	1	12
259	что по	3	12
260	что его	1	12
261	что не	1	12
262	этой точки	1	12
263	действия и	1	12
264	ничего не	4	12
265	об этом	2	12
266	что эти	1	12
267	так например	1	11
268	конечно не	1	11
269	не было	1	11
270	о смерти	1	11
271	мы видели	2	11
272	подобно тому	1	11
273	сравнению с	1	11
274	по сравнению	1	11
275	и поэтому	2	11
276	на этот	5	11
277	уже в	9	11
278	раз в	2	11
279	на все	3	11
280	и других	7	11
281	отличие от	4	11
282	исходя из	1	11
283	исходит из	1	11
284	по поводу	7	11
285	его в	6	11
286	ли это	2	11
287	были бы	1	11
