N	2gram	Vygotskiy_	Tragedij
1	и в	65	18
2	в романе	2	10
3	в этом	37	9
4	не только	16	8
5	и на	7	7
6	и не	20	7
7	может быть	33	7
8	и с	4	7
9	как бы	29	7
10	что он	23	6
11	у него	6	6
12	но в	5	6
13	и его	8	6
14	это не	7	5
15	несмотря на	7	5
16	что это	19	5
17	так и	3	5
18	это очень	1	5
19	все же	10	5
20	в дальнейшем	1	5
21	то же	17	5
22	как и	12	5
23	не может	17	5
24	в то	5	5
25	а я	5	5
26	что в	36	4
27	в себе	9	4
28	и даже	4	4
29	он всегда	1	4
30	все это	12	4
31	прежде всего	2	4
32	и все	14	4
33	я не	9	4
34	этот образ	1	4
35	об этом	4	4
36	еще не	3	4
37	но и	6	4
38	том что	28	4
39	и что	29	4
40	так же	12	4
41	то что	61	4
42	в этой	20	4
43	в нем	8	4
44	но это	6	4
45	в целом	8	4
46	и он	5	3
47	что с	4	3
48	один из	7	3
49	должно быть	1	3
50	уже в	1	3
51	в его	11	3
52	для него	4	3
53	в своем	8	3
54	с ним	6	3
55	о чем	1	3
56	что вы	1	3
57	и сам	1	3
58	что за	4	3
59	в конце	5	3
60	эпизод с	2	3
61	и как	10	3
62	в мире	3	3
63	как в	8	3
64	никто не	1	3
65	что образ	2	3
66	то есть	30	3
67	при этом	10	3
68	жизнь и	2	3
69	как это	13	3
70	тем самым	4	3
71	к людям	1	3
72	с ее	5	3
73	мог бы	1	3
74	как будто	13	3
75	отнюдь не	2	3
76	все эти	7	3
77	к нему	2	3
78	о жизни	1	2
79	в самом	41	2
80	не так	4	2
81	и то	10	2
82	ребенка и	1	2
83	раз он	1	2
84	в душе	1	2
85	еще раз	3	2
86	и здесь	9	2
87	данном случае	5	2
88	это был	2	2
89	в том	46	2
90	он и	1	2
91	с тем	14	2
92	в ее	9	2
93	ее морали	1	2
94	по мнению	2	2
95	говорит о	6	2
96	как у	2	2
97	что и	7	2
98	из своих	1	2
99	ни в	6	2
100	бы и	2	2
101	но при	2	2
102	отвечает ему	1	2
103	чем он	1	2
104	к области	1	2
105	в русском	1	2
106	по словам	2	2
107	что все	10	2
108	не могут	2	2
109	в виде	5	2
110	его в	5	2
111	по контрасту	1	2
112	этим объясняется	1	2
113	как же	2	2
114	не в	12	2
115	но этого	1	2
116	в первом	3	2
117	но все	2	2
118	даже на	1	2
119	но эта	3	2
120	было в	1	2
121	из самых	1	2
122	в таком	6	2
123	между этими	1	2
124	ничем не	3	2
125	этими двумя	2	2
126	как говорит	2	2
127	имеет в	2	2
128	знает что	1	2
129	и это	13	2
130	очень важно	1	2
131	она как	1	2
132	во сне	1	2
133	уже не	2	2
134	к тому	18	2
135	о том	17	2
136	перед нами	12	2
137	не был	1	2
138	с первого	1	2
139	не имеет	8	2
140	что эти	5	2
141	и я	3	2
142	бросается в	2	2
143	в данном	5	2
144	ее к	1	2
145	только к	1	2
146	что этот	5	2
147	отличие от	1	2
148	она должна	3	2
149	он был	3	2
150	то и	3	2
151	потому что	26	2
152	ее жизни	1	2
153	так что	10	2
154	времени в	1	2
155	в рассказе	9	2
156	он не	11	2
157	по поводу	1	2
158	в частности	3	2
159	но они	2	2
160	в это	1	2
161	точно так	3	2
162	в одном	9	2
163	говорит что	17	2
164	и до	4	2
165	в глаза	3	2
166	в отличие	1	2
167	отношение к	2	2
168	не за	1	2
169	о его	2	2
170	до конца	5	2
171	в глазах	1	2
172	столь же	5	2
173	что она	34	2
174	одна из	6	2
175	что говорит	1	2
