N	4gram	Berdyaev_O	VelikijI
1	что есть необычайного гадательного	1	3
2	есть необычайного гадательного и	1	3
3	все что есть необычайного	1	3
4	путь которым можно было	1	2
5	сильных? нет нам дороги	1	2
6	десятки тысяч великих и	1	2
7	как бы и не	1	2
8	необычайного гадательного и неопределенного	1	2
9	тебе дороги лишь десятки	1	2
10	великих и сильных? нет	1	2
11	вместо того чтобы овладеть	1	2
12	лишь десятки тысяч великих	1	2
13	легенда о великом инквизиторе	2	2
14	бы и не любя	1	2
15	дороги лишь десятки тысяч	1	2
16	поступил как бы и	1	2
17	нет нам дороги и	1	2
18	и сильных? нет нам	1	2
19	душа что не в	1	1
20	чудом и жаждал свободной	1	1
21	гордостью указать на этих	1	1
22	в простоте своей и	1	1
23	что их было всего	1	1
24	им ее еще больше	1	1
25	их веры тебе была	1	1
26	мучениями душевное царство человека	1	1
27	лишь к избранным и	1	1
28	хочешь идти в мир	1	1
29	ее и обременил ее	1	1
30	человек был устроен бунтовщиком	1	1
31	тысячи лет назад не	1	1
32	остальные? и чем виноваты	1	1
33	вспомни что их было	1	1
34	тогда полторы тысячи лет	1	1
35	людях слишком высоко ибо	1	1
36	не чудесной жаждал свободной	1	1
37	чем виновата слабая душа	1	1
38	ушел от гордых и	1	1
39	не сошел с креста	1	1
40	их было всего только	1	1
41	и своим что наконец-то	1	1
42	ты лишь к избранным	1	1
43	ты судил о людях	1	1
44	не было для человека	1	1
45	может ли он сравниться	1	1
46	свобода и хлеб земной	1	1
47	что не могли вытерпеть	1	1
48	детей свободы свободной любви	1	1
49	людей а потому поступил	1	1
50	от гордых и воротился	1	1
51	а не чудесной жаждал	1	1
52	они и страшатся ибо	1	1
53	что не в силах	1	1
54	свободой людей ты увеличил	1	1
55	или тебе дороги лишь	1	1
56	за тобою прельщенный и	1	1
57	ее мучениями душевное царство	1	1
58	силах вместить столь страшных	1	1
59	но и тут ты	1	1
60	заслугу себе и своим	1	1
61	своем не могут и	1	1
62	устроен бунтовщиком разве бунтовщики	1	1
63	все что было не	1	1
64	ты можешь с гордостью	1	1
65	полторы тысячи лет назад	1	1
66	веры а не чудесной	1	1
67	любви а не рабских	1	1
68	взял все что есть	1	1
69	лет назад не ты	1	1
70	столь страшных даров? да	1	1
71	людей ты увеличил им	1	1
72	поработить человека чудом и	1	1
73	силам людей а потому	1	1
74	и то богов а	1	1
75	руками с каким-то обетом	1	1
76	на этих детей свободы	1	1
77	себе и своим что	1	1
78	земной вдоволь для всякого	1	1
79	сделали так для того	1	1
80	было для человека и	1	1
81	этих детей свободы свободной	1	1
82	ибо конечно они невольники	1	1
83	слишком высоко ибо конечно	1	1
84	малосильны порочны ничтожны и	1	1
85	любви человека чтобы свободно	1	1
86	высоко ибо конечно они	1	1
87	и вечно неблагородного людского	1	1
88	увеличил им ее еще	1	1
89	во имя твое но	1	1
90	и идешь с голыми	1	1
91	неблагородного людского племени с	1	1
92	умножил ее и обременил	1	1
93	для человека и для	1	1
94	жаждал свободной веры а	1	1
95	свободы свободной любви свободной	1	1
96	свободной любви свободной и	1	1
97	и чем виноваты остальные	1	1
98	веры тебе была дороже	1	1
99	ты ли так часто	1	1
100	и сделали так для	1	1
101	ужаснувшим но и тут	1	1
102	нам дороги и слабые	1	1
103	избранным и для избранных?	1	1
104	чем виноваты остальные слабые	1	1
105	с тобой а с	1	1
106	не рабских восторгов невольника	1	1
107	только несколько тысяч да	1	1
108	да и то богов	1	1
109	что опять-таки не захотел	1	1
110	и тут ты судил	1	1
111	боятся они и страшатся	1	1
112	свободной любви а не	1	1
113	человека и для человеческого	1	1
114	легенде о великом инквизиторе	3	1
115	да неужто же и	1	1
116	ли так часто тогда	1	1
117	того что могучие? чем	1	1
118	дороже всего еще тогда	1	1
119	не в силах вместить	1	1
120	осмыслить которого боятся они	1	1
121	и осмыслить которого боятся	1	1
122	остальные слабые люди что	1	1
123	возжелал свободной любви человека	1	1
124	а не рабских восторгов	1	1
125	ибо ничего и никогда	1	1
126	не могут и осмыслить	1	1
127	указать на этих детей	1	1
128	которого боятся они и	1	1
129	страшных даров? да неужто	1	1
130	каким-то обетом свободы которого	1	1
131	с голыми руками с	1	1
132	пошел он за тобою	1	1
133	отверг единственный путь которым	1	1
134	обременил ее мучениями душевное	1	1
135	он сравниться в глазах	1	1
136	любви свободной и великолепной	1	1
137	что могучие? чем виновата	1	1
138	же и впрямь приходил	1	1
139	вдоволь для всякого вместе	1	1
140	была дороже всего еще	1	1
141	ты не сошел с	1	1
142	тут ты судил о	1	1
143	они в простоте своей	1	1
144	а потому поступил как	1	1
145	могут быть никогда и	1	1
146	даров? да неужто же	1	1
147	никогда не было для	1	1
148	вечно порочного и вечно	1	1
149	что малосильны порочны ничтожны	1	1
150	богов а остальные? и	1	1
151	с гордостью указать на	1	1
152	его ужаснувшим но и	1	1
153	и хлеб земной вдоволь	1	1
154	человека чудом и жаждал	1	1
155	к избранным и для	1	1
156	человеческого общества невыносимее свободы	1	1
157	но вспомни что их	1	1
158	он за тобою прельщенный	1	1
159	мир и идешь с	1	1
160	вместить столь страшных даров?	1	1
161	порочны ничтожны и бунтовщики	1	1
162	а с ним вот	1	1
163	чтобы овладеть свободой людей	1	1
164	в глазах слабого вечно	1	1
165	обетом свободы которого они	1	1
166	чтобы свободно пошел он	1	1
167	и великолепной жертвы их	1	1
168	твое но вспомни что	1	1
169	бунтовщиком разве бунтовщики могут	1	1
170	христа в аристократизме в	1	1
171	душевное царство человека вовеки	1	1
172	навсегда его ужаснувшим но	1	1
173	не с тобой а	1	1
174	свободной любви человека чтобы	1	1
175	потому что опять-таки не	1	1
176	свободной и великолепной жертвы	1	1
177	но может ли он	1	1
178	свободой ты умножил ее	1	1
179	небесный но может ли	1	1
180	несколько тысяч да и	1	1
181	было не по силам	1	1
182	о людях слишком высоко	1	1
183	и страшатся ибо ничего	1	1
184	ты умножил ее и	1	1
185	а остальные? и чем	1	1
186	в заслугу себе и	1	1
187	всего только несколько тысяч	1	1
188	то богов а остальные?	1	1
189	идти в мир и	1	1
190	вечно неблагородного людского племени	1	1
191	не могли вытерпеть того	1	1
192	неужто же и впрямь	1	1
193	я ушел от гордых	1	1
