N	2gram	Voloshinov	Problema
1	и в	16	182
2	и не	4	152
3	вовсе не	1	145
4	то что	3	144
5	не есть	2	113
6	не только	7	104
7	в этом	9	88
8	может быть	17	82
9	в том	3	81
10	том что	3	81
11	только в	4	73
12	сказать что	7	72
13	но и	4	70
14	у нас	1	68
15	и даже	4	66
16	даже и	1	63
17	не менее	2	58
18	о том	2	57
19	а не	1	56
20	так и	4	56
21	но в	4	55
22	ни в	5	51
23	для нас	2	50
24	отнюдь не	4	48
25	и вообще	2	48
26	было бы	2	46
27	прежде всего	9	45
28	в своей	2	45
29	что в	3	44
30	в его	4	44
31	все эти	5	43
32	то же	2	42
33	как раз	1	42
34	таким образом	9	42
35	если мы	2	42
36	и что	1	40
37	и то	1	40
38	что он	2	40
39	так как	4	40
40	что мы	2	40
41	во всяком	3	39
42	не может	8	39
43	в этой	4	39
44	как бы	5	39
45	той или	1	38
46	в данном	1	38
47	хотя бы	4	37
48	в нем	4	37
49	точки зрения	8	36
50	еще не	5	36
51	и все	4	36
52	в виду	1	34
53	уже не	1	34
54	и с	8	34
55	как и	2	34
56	же самое	1	33
57	или иной	1	33
58	но не	1	32
59	едва ли	3	32
60	так же	2	31
61	связи с	1	31
62	что такое	5	31
63	в конце	1	31
64	но это	2	31
65	все это	4	31
66	и для	2	30
67	с другой	1	30
68	в связи	1	29
69	все же	1	29
70	можно сказать	4	29
71	как мы	4	29
72	что же	1	28
73	данном случае	1	28
74	мы не	2	28
75	а в	3	28
76	и о	2	28
77	и это	6	27
78	и как	3	27
79	хотя и	1	27
80	ничего общего	1	27
81	ничего не	1	27
82	крайней мере	3	26
83	вместе с	3	26
84	по крайней	3	26
85	и его	8	26
86	мы можем	9	25
87	и на	4	25
88	с точки	6	25
89	всяком случае	3	25
90	с тем	1	24
91	на самом	4	24
92	в нашем	1	24
93	не имеет	1	24
94	по своему	2	23
95	только и	2	23
96	при этом	6	23
97	в качестве	1	23
98	и притом	3	23
99	то и	1	23
100	и к	6	22
101	только на	3	22
102	можно ли	1	22
103	никогда не	2	22
104	нет ничего	1	22
105	есть в	2	22
106	его в	4	22
107	и есть	3	22
108	что и	2	22
109	другими словами	2	22
110	в самом	2	21
111	мы должны	1	21
112	и ее	4	21
113	говорить о	2	21
114	и только	9	21
115	для того	1	20
116	но как	2	20
117	можно было	1	20
118	и потому	3	20
119	несмотря на	1	20
120	в них	2	19
121	с ним	2	19
122	самом деле	6	19
123	в каком	2	19
124	но если	1	19
125	уже в	1	19
126	этом смысле	3	19
127	он не	2	19
128	если бы	1	19
129	жизни и	3	19
130	в этих	3	18
131	того же	2	18
132	не будет	2	18
133	и ни	1	18
134	мы и	1	18
135	не существует	2	18
136	того чтобы	1	18
137	в ней	1	18
138	без всякого	1	17
139	что они	1	17
140	во всех	3	17
141	значение и	1	17
142	и здесь	1	17
143	мы уже	2	17
144	совсем не	2	17
145	что здесь	1	17
146	это и	1	17
147	совершенно не	8	17
148	что она	1	16
149	как это	3	16
150	же в	1	16
151	для этого	2	16
152	в одно	2	16
153	к тому	1	16
154	но даже	1	16
155	между собою	2	16
156	случае не	1	16
157	и сам	1	15
158	с этим	2	15
159	в чем	5	15
160	у него	2	15
161	что не	2	15
162	общего с	1	15
163	здесь в	1	15
164	в частности	2	15
165	об его	2	14
166	уже и	1	14
167	с другими	3	14
168	сих пор	3	14
169	а это	1	14
170	говорит о	1	14
171	нас в	1	14
172	до сих	3	14
173	не что	1	14
174	то ни	1	14
175	за пределы	2	14
176	что иное	1	14
177	иное как	1	14
178	же и	1	13
179	только при	1	13
180	мы имеем	1	13
181	здесь только	1	13
182	в области	3	13
183	иной раз	1	13
184	учение о	3	13
185	дело в	1	13
186	в другом	1	12
187	с одной	1	12
188	и можно	1	12
189	для них	1	12
190	на первый	2	12
191	в начале	2	12
192	не являются	1	12
193	в смысле	1	12
194	что это	2	12
195	но именно	1	12
196	не будем	1	12
197	бы то	1	11
198	жизни в	1	11
199	тот же	1	11
200	одной стороны	1	11
201	никак нельзя	1	11
202	по поводу	1	11
203	к нему	1	11
204	только не	1	11
205	что его	1	11
206	без всякой	1	11
207	не могут	2	11
208	имеет значение	1	11
209	и самого	1	11
210	вообще не	2	11
211	и их	4	11
212	в нашей	1	11
213	есть то	1	10
214	что для	1	10
215	один из	2	10
216	художественного творчества	4	10
217	со всеми	2	10
218	что оно	2	10
219	в году	1	10
220	в одном	3	10
221	отличается от	1	10
222	все время	1	10
223	быть только	1	10
224	однако в	1	10
225	не имеют	1	10
226	внимание на	1	10
227	только то	2	10
228	что если	1	9
229	в своих	1	9
230	их в	3	9
231	вопрос о	1	9
232	нет и	2	9
233	тогда когда	1	9
234	однако не	1	9
235	но эта	1	9
236	она не	1	9
237	которые в	1	9
238	в жизни	2	9
239	только для	5	9
240	не был	1	9
241	мы говорили	1	9
242	поэтому и	2	9
243	с ней	1	9
244	а может	2	9
245	это было	1	9
246	и наконец	4	9
247	во всем	1	8
248	заметим что	1	8
249	только что	1	8
250	с этой	2	8
251	мы считаем	1	8
252	он был	1	8
253	конечно не	6	8
254	во всей	2	8
255	а наоборот	1	8
256	что при	1	8
257	от этого	1	8
258	между собой	2	8
259	а потом	1	8
260	и по	2	8
261	с ее	4	8
262	и самый	1	8
263	к сожалению	1	8
264	из этих	2	8
265	на его	1	8
266	еще в	1	8
267	мы сейчас	1	8
268	в период	1	8
269	для всех	4	8
270	как они	1	8
271	входит в	1	8
272	ни было	2	8
273	но ведь	2	8
274	мы здесь	1	8
275	и особенно	1	8
276	и этот	2	8
277	это уже	1	8
278	в сознании	1	8
279	для него	6	8
280	а то	1	8
281	с самого	4	8
282	как он	1	8
283	предметов и	1	7
284	иным как	1	7
285	меньше всего	2	7
286	мы скажем	1	7
287	а с	1	7
288	оно не	2	7
289	быть даже	1	7
290	это только	1	7
291	чем не	3	7
292	являются только	1	7
293	на этот	1	7
294	себе но	1	7
295	перейти к	1	7
296	это в	1	7
297	не можем	2	7
298	что на	2	7
299	еще более	1	7
300	он является	1	7
301	на этой	3	7
302	не чем	1	7
303	и значение	3	7
304	самого начала	4	7
305	же как	2	7
306	чем иным	1	7
307	даже не	3	7
308	в науке	2	7
309	не на	2	7
310	и так	2	7
311	в основе	3	7
312	времени и	1	7
313	человека но	1	7
314	ее в	2	7
315	сознания и	2	7
316	в эпоху	1	7
317	мира и	3	7
318	может иметь	2	7
319	философии и	1	6
320	в порядке	1	6
321	первый взгляд	1	6
322	себе все	1	6
323	только как	3	6
324	не всегда	1	6
325	с самой	1	6
326	имеем в	1	6
327	а ведь	1	6
328	мы еще	1	6
329	жизнь в	1	6
330	в общем	3	6
331	сказать о	1	6
332	в него	5	6
333	понятия и	2	6
334	и делает	1	6
335	отношения к	3	6
336	том смысле	1	6
337	зависимости от	1	6
338	но оно	3	6
339	и об	1	6
340	могут быть	3	6
341	и всегда	1	6
342	идеи и	1	6
343	и может	4	6
344	есть и	2	6
345	уже у	1	6
346	есть прежде	1	6
347	и того	1	6
348	как на	1	6
349	под названием	1	6
350	нельзя сказать	1	6
351	не знает	2	6
352	но отнюдь	2	6
353	же мы	1	6
354	во время	3	6
355	из тех	2	6
356	для меня	2	6
357	с его	7	6
358	этом отношении	1	6
359	входить в	1	6
360	первый план	1	6
361	когда он	1	6
362	об ее	1	5
363	в этот	2	5
364	это же	1	5
365	и еще	1	5
366	к этому	2	5
367	я не	1	5
368	быть очень	1	5
369	только путем	1	5
370	оно и	2	5
371	говорили что	1	5
372	нам кажется	2	5
373	но зато	2	5
374	сводится к	2	5
375	подобно тому	1	5
376	нам в	1	5
377	да еще	2	5
378	и вся	2	5
379	часто и	1	5
380	что может	1	5
381	для всего	1	5
382	о нем	1	5
383	ведь это	1	5
384	с теми	1	5
385	представляет собою	1	5
386	по его	1	5
387	человека в	1	5
388	человека и	1	5
389	этой теории	2	5
390	все что	4	5
391	сам же	1	5
392	в каких	1	5
393	во многих	1	5
394	и общества	1	5
395	и мышления	1	5
396	с этими	1	5
397	себя в	1	5
398	по мнению	1	5
399	как его	1	5
400	одна из	1	5
401	в свете	1	5
402	метафоры и	1	5
403	для его	1	5
404	хотя в	1	5
405	о его	1	5
406	образом и	1	5
407	в область	2	5
408	или к	1	5
409	они не	2	5
410	говорить об	1	5
411	или что	1	5
412	его не	1	5
413	тому как	1	5
414	в пределах	2	5
415	от того	1	5
416	чего же	1	5
417	лишь в	1	5
418	отношение к	5	5
419	и прежде	1	5
420	в известной	1	5
421	со всем	1	4
422	живое существо	1	4
423	в духе	1	4
424	в мир	2	4
425	к другим	2	4
426	но мы	4	4
427	свой смысл	1	4
428	а вместе	1	4
429	ничто не	1	4
430	любви к	1	4
431	к ним	2	4
432	именно так	1	4
433	теории и	1	4
434	как нам	1	4
435	время и	1	4
436	существует только	2	4
437	является и	1	4
438	пока только	1	4
439	в эту	1	4
440	смысл и	1	4
441	нашего сознания	1	4
442	где же	1	4
443	что только	1	4
444	от нее	1	4
445	говорит и	1	4
446	особого рода	1	4
447	для нашего	1	4
448	можно назвать	2	4
449	и они	1	4
450	и пр	12	4
451	в свою	1	4
452	я в	1	4
453	той же	1	4
454	именно то	1	4
455	это просто	1	4
456	это именно	1	4
457	с их	3	4
458	художественных образов	1	4
459	на одном	1	4
460	но всегда	1	4
461	мы сказали	1	4
462	дело с	1	4
463	по всему	2	4
464	на какую-нибудь	1	4
465	в корне	1	4
466	мы только	1	4
467	мы увидим	1	4
468	конечно и	1	4
469	имеем дело	1	4
470	момент в	2	4
471	ее не	1	4
472	этот мир	1	4
473	это мы	1	4
474	и она	3	4
475	но к	1	4
476	коем случае	1	4
477	кажется что	2	4
478	всей этой	1	4
479	и др	3	4
480	с чем	1	4
481	с которым	1	4
482	бы оно	1	4
483	в человеческом	1	4
484	в сущности	1	4
485	этой точки	1	4
486	он будет	1	4
487	случае нельзя	1	4
488	себя и	2	4
489	из него	1	4
490	мог бы	1	4
491	с нею	2	4
492	дает нам	1	4
493	на путях	1	4
494	в коем	1	4
495	исследования мы	1	4
496	при таком	1	4
497	войти в	2	4
498	что эти	1	4
499	в разных	1	4
500	и почти	1	4
501	так чтобы	1	4
502	на всю	1	4
503	всей его	1	4
504	и часто	1	4
505	на это	1	4
506	бы он	1	4
507	образов и	2	4
508	эти два	1	4
509	этот мотив	1	4
510	это содержание	1	4
511	они являются	1	3
512	в душе	2	3
513	и говорить	2	3
514	есть та	1	3
515	всех действительных	1	3
516	всем этим	1	3
517	всего как	1	3
518	страха и	1	3
519	находится в	2	3
520	в атмосфере	1	3
521	не будут	1	3
522	но так	1	3
523	мы видим	2	3
524	и мы	2	3
525	к их	1	3
526	есть еще	1	3
527	о смерти	1	3
528	вещей и	1	3
529	я и	6	3
530	и представить	1	3
531	а для	1	3
532	на чем	1	3
533	только одним	1	3
534	вторая часть	1	3
535	его к	1	3
536	новых и	1	3
537	и та	1	3
538	для человека	1	3
539	как акт	1	3
540	от своего	1	3
541	и чувств	2	3
542	случае только	1	3
543	связанные с	2	3
544	сравнению с	3	3
545	сейчас же	1	3
546	не входит	1	3
547	мысли и	4	3
548	по сравнению	3	3
549	знаем что	2	3
550	имеет и	1	3
551	к предмету	1	3
552	мышления в	1	3
553	борьбу с	1	3
554	в свои	1	3
555	например о	1	3
556	пока не	1	3
557	этих двух	1	3
558	и других	2	3
559	в самых	1	3
560	ни один	1	3
561	даже самое	1	3
562	и жизни	1	3
563	одного и	1	3
564	в голову	2	3
565	что было	1	3
566	науки о	1	3
567	которая была	1	3
568	которая в	1	3
569	а во-вторых	1	3
570	ведь когда	1	3
571	эти термины	1	3
572	и такие	1	3
573	с помощью	2	3
574	который только	1	3
575	о ней	1	3
576	сознания с	1	3
577	весь мир	1	3
578	что между	1	3
579	не говорит	1	3
580	выше мы	1	3
581	делает его	1	3
