N	4gram	Medvedev_F	KulturaY
1	той мере в какой	1	7
2	в той мере в	1	7
3	в то же время	13	6
4	с этой точки зрения	1	5
5	и т п в	2	5
6	не говоря уже о	1	5
7	и т п все	1	5
8	в зависимости от того	1	4
9	было бы сказать что	1	4
10	и пр и пр	4	4
11	в том случае если	1	3
12	большей или меньшей степени	1	3
13	в большей или меньшей	1	3
14	только в том случае	1	3
15	лишь в том случае	1	3
16	именно в том и	1	3
17	не в том что	1	3
18	в том смысле что	2	2
19	т п все эти	1	2
20	что на самом деле	1	2
21	не что иное как	1	2
22	и в то же	4	2
23	то во всяком случае	1	2
24	и в том что	1	1
25	поэтики должна быть положена	1	1
26	поэзии является слово в	1	1
27	должна быть положена классификация	1	1
28	что он в своем	1	1
29	и в этом случае	1	1
30	было бы отрицать что	1	1
31	все это не могло	1	1
32	в широком смысле слова	1	1
33	случае действительно было бы	1	1
34	в самом деле ведь	1	1
35	слово в основу систематического	1	1
36	не для того чтобы	1	1
37	вряд ли нужно доказывать	1	1
38	не выходит за пределы	1	1
39	все более и более	3	1
40	не с точки зрения	1	1
41	является слово в основу	1	1
42	сводится к тому чтобы	1	1
43	ведь на самом деле	1	1
44	не сам по себе	1	1
45	собственном смысле этого слова	1	1
46	роковую роль в истории	2	1
47	чтобы вслед за этим	1	1
48	и не может быть	4	1
49	в том отношении что	1	1
50	ли нужно доказывать что	1	1
51	иметь в виду что	1	1
52	нет почти ни одного	1	1
53	не может и не	1	1
54	с точки зрения их	2	1
55	что бы то ни	3	1
56	с точки зрения ее	1	1
57	в связи с этим	4	1
58	мере в какой они	1	1
59	положена классификация фактов языка	1	1
60	была бы уже не	1	1
61	мы говорим о языке	1	1
62	быть положена классификация фактов	1	1
63	материалом поэзии является слово	1	1
64	в том или ином	1	1
65	связывается с тем что	1	1
66	мы имеем в виду	1	1
67	в этом смысле можно	1	1
68	как это делается в	1	1
69	основу систематического построения поэтики	1	1
70	это не могло не	1	1
71	построения поэтики должна быть	1	1
72	роль в истории научного	1	1
73	бы то ни было	1	1
74	систематического построения поэтики должна	1	1
75	т е она не	1	1
76	что и в этом	1	1
77	и с точки зрения	1	1
78	бы то ни стало	3	1
79	о языке как о	1	1
80	в основу систематического построения	1	1
81	и в этом отношении	1	1
82	во что бы то	3	1
83	ни на минуту не	1	1
84	что же это за	1	1
85	есть не что иное	1	1
