N	2gram	Bakhtin_Fr	PoTuStor
1	может быть	10	17
2	и в	68	16
3	таким образом	22	9
4	в этом	28	9
5	прежде всего	23	9
6	и только	1	9
7	совершенно не	1	8
8	точки зрения	8	8
9	и с	15	8
10	не может	5	8
11	и его	26	8
12	не только	21	7
13	сказать что	3	7
14	с его	6	7
15	и к	4	6
16	при этом	5	6
17	для него	7	6
18	самом деле	5	6
19	к отцу	1	6
20	и это	5	6
21	конечно не	4	6
22	с точки	4	6
23	что такое	1	5
24	ни в	6	5
25	все эти	16	5
26	только для	6	5
27	в чем	3	5
28	еще не	3	5
29	как бы	7	5
30	ту сторону	1	5
31	отношение к	11	5
32	нуждается в	4	5
33	в него	1	5
34	все что	4	4
35	для всех	1	4
36	и на	16	4
37	так как	7	4
38	все это	6	4
39	в его	21	4
40	художественного творчества	1	4
41	мысли и	2	4
42	так и	8	4
43	на самом	7	4
44	по ту	1	4
45	его в	7	4
46	и даже	7	4
47	и все	16	4
48	с ними	4	4
49	только в	9	4
50	и не	25	4
51	но мы	1	4
52	можно сказать	2	4
53	с самого	1	4
54	но и	17	4
55	хотя бы	2	4
56	и их	5	4
57	самого начала	1	4
58	в этой	15	4
59	как мы	18	4
60	отнюдь не	1	4
61	в нем	12	4
62	с ее	1	4
63	в один	2	4
64	и ее	3	4
65	и наконец	5	4
66	но в	20	4
67	и вот	4	3
68	до сих	6	3
69	на язык	1	3
70	в основном	7	3
71	в том	12	3
72	мы знаем	3	3
73	те же	6	3
74	с другими	1	3
75	с их	5	3
76	между ними	4	3
77	в конечном	1	3
78	их в	7	3
79	отношения к	2	3
80	и как	5	3
81	что в	14	3
82	и она	1	3
83	том что	6	3
84	большинстве случаев	3	3
85	вместе с	4	3
86	на этом	3	3
87	в этих	8	3
88	мира и	4	3
89	сравнению с	2	3
90	во всех	8	3
91	но оно	2	3
92	во всяком	2	3
93	и потому	6	3
94	в основе	7	3
95	и притом	1	3
96	по сравнению	2	3
97	как это	1	3
98	только на	4	3
99	в одном	7	3
100	и значение	1	3
