N	2gram	Vygotskiy_	EvropaiC
1	таким образом	38	34
2	в том	55	31
3	и в	55	24
4	том что	30	20
5	все эти	7	19
6	то что	47	18
7	не может	30	18
8	может быть	35	17
9	до сих	8	15
10	все же	9	15
11	сих пор	8	15
12	точки зрения	32	14
13	в этом	21	13
14	все это	11	13
15	самом деле	19	12
16	с этим	7	12
17	между тем	6	12
18	в своем	3	12
19	но и	12	11
20	культуры и	1	11
21	все что	4	10
22	мы знаем	8	10
23	не только	25	10
24	так и	6	10
25	как и	25	10
26	во всех	4	10
27	как бы	11	10
28	что в	39	9
29	при этом	28	9
30	в результате	4	9
31	не в	19	9
32	и все	8	9
33	и не	24	9
34	потому что	27	9
35	и что	28	9
36	на то	17	9
37	того же	3	9
38	в самом	18	8
39	с точки	12	8
40	касается до	1	8
41	более или	3	8
42	ясно что	22	8
43	или менее	3	8
44	к тому	8	8
45	для того	12	8
46	если бы	10	8
47	того чтобы	13	8
48	а между	1	8
49	так же	29	8
50	знаем что	4	8
51	идет речь	1	8
52	а и	1	8
53	из этих	6	8
54	так как	28	7
55	что при	8	7
56	того что	15	7
57	что и	27	7
58	на самом	6	7
59	что он	17	7
60	в психике	1	7
61	не менее	9	7
62	из этого	5	7
63	о том	11	7
64	вместе с	10	7
65	в этой	5	7
66	в сознании	6	7
67	в силу	4	7
68	по существу	6	7
69	для этого	1	7
70	мы можем	6	6
71	и на	6	6
72	несмотря на	8	6
73	с ним	2	6
74	что с	5	6
75	только в	18	6
76	тому же	4	6
77	от друга	1	6
78	в мире	1	6
79	отличается от	4	6
80	друг от	1	6
81	еще не	2	6
82	и если	4	6
83	должна быть	3	6
84	так что	8	6
85	и при	3	6
86	тогда как	1	6
87	как на	6	6
88	в общем	2	6
89	с другой	7	6
90	в то	8	6
91	у них	2	6
92	и для	9	6
93	и к	5	5
94	как к	2	5
95	а потому	5	5
96	ничем не	1	5
97	между собою	1	5
98	должно быть	2	5
99	в состоянии	4	5
100	в его	8	5
101	из всех	4	5
102	что это	12	5
103	другой стороны	7	5
104	у него	4	5
105	его в	3	5
106	в которой	6	5
107	но все	1	5
108	и с	5	5
109	именно в	1	5
110	и без	3	5
111	по своему	2	5
112	на все	6	5
113	случае если	2	5
114	по сравнению	3	5
115	сравнению с	3	5
116	не будет	4	5
117	и их	4	5
118	народа к	1	5
119	оказывается что	5	5
120	далеко не	7	5
121	его собственной	1	5
122	в себе	6	5
123	и от	4	5
124	что все	10	5
125	столь же	6	5
126	как будто	10	5
127	к этому	5	5
128	в пользу	1	5
129	в целом	8	5
130	из них	4	5
131	но в	5	5
132	иначе говоря	6	4
133	не так	2	4
134	и то	4	4
135	социальной жизни	1	4
136	то они	1	4
137	поэтому что	1	4
138	ее и	2	4
139	та же	4	4
140	этой области	4	4
141	на вопрос	4	4
142	в психологии	13	4
143	которых мы	4	4
144	из того	2	4
145	хотя и	3	4
146	тем не	6	4
147	совершенно не	7	4
148	из которых	5	4
149	это есть	6	4
150	в их	4	4
151	связи с	2	4
152	что его	5	4
153	будет тем	1	4
154	в конце	6	4
155	в таком	5	4
156	с тем	11	4
157	состоит из	2	4
158	не есть	4	4
159	не могут	6	4
160	между собой	1	4
161	то ясно	1	4
162	и у	6	4
163	как сказано	1	4
164	что та	1	4
165	и сейчас	4	4
166	том случае	3	4
167	а с	2	4
168	что мы	9	4
169	данный момент	1	4
170	хотя бы	4	4
171	то ни	2	4
172	в такой	2	4
173	мы должны	4	4
174	для меня	1	4
175	что эта	4	4
176	целый ряд	12	4
177	признать что	1	4
178	и т.д	1	4
179	отношение к	3	4
180	что для	5	4
181	что как	1	4
182	том же	4	4
183	и проч	1	4
184	в области	12	4
185	он не	8	4
186	конце концов	6	4
187	если мы	21	4
188	в одну	2	4
189	то же	17	4
190	совершенно так	1	4
191	никогда не	13	4
192	во всем	5	3
193	бы то	3	3
194	на почве	3	3
195	от него	2	3
196	что оно	4	3
197	самих себя	1	3
198	только те	1	3
199	данном случае	1	3
200	только что	3	3
201	и по	7	3
202	которые не	3	3
203	с одной	6	3
204	тогда когда	7	3
205	даже в	2	3
206	ни было	2	3
207	в нашем	1	3
208	в разных	1	3
209	и говорить	2	3
210	как у	1	3
211	для нас	5	3
212	ему приходится	1	3
213	на нас	2	3
214	прежде всего	5	3
215	у нас	4	3
216	одно из	2	3
217	же не	1	3
218	коренным образом	1	3
219	говорить что	1	3
220	целом ряде	2	3
221	в этих	6	3
222	чем в	2	3
223	ко всем	1	3
224	от тех	1	3
225	что по	5	3
226	в нем	5	3
227	заключается в	15	3
228	основанные на	1	3
229	представление о	6	3
230	очевидно что	7	3
231	очень много	1	3
232	в жизни	5	3
233	в связи	3	3
234	же как	8	3
