N	3gram	Vygotskiy_	KFilosof
1	не может быть	3	11
2	с точки зрения	11	10
3	того или иного	2	3
4	один и тот	1	3
5	это не есть	1	3
6	не было бы	2	3
7	на самом деле	3	3
8	и в своей	1	3
9	и тот же	1	3
10	и в этом	6	3
11	в том что	20	2
12	ни в каком	2	2
13	и может быть	3	2
14	то или иное	1	2
15	имеем в виду	2	2
16	не имеем в	1	2
17	она могла бы	1	2
18	во всех отношениях	1	2
19	здесь мы имеем	1	2
20	и та же	3	2
21	а не из	1	2
22	одна и та	2	2
23	для нас важно	1	2
24	сих пор не	1	1
25	лежит в основе	1	1
26	в которую я	1	1
27	в свою очередь	3	1
28	мы не имеем	1	1
29	и как бы	2	1
30	тогда оказалось бы	1	1
31	вместе с тем	3	1
32	было бы совершенно	2	1
33	в конечном счете	1	1
34	во всяком случае	6	1
35	а не к	1	1
36	ни о каких	1	1
37	на то что	16	1
38	и во всех	2	1
39	в противоречие с	2	1
40	в том смысле	2	1
41	в себя и	1	1
42	не в этом	1	1
43	то же самое	12	1
44	конечно не в	1	1
45	могло бы быть	1	1
46	ясно что это	1	1
47	мы будем говорить	1	1
48	дело не в	1	1
49	в том случае	4	1
50	он не может	1	1
51	не есть еще	1	1
52	может быть понято	1	1
53	нас как бы	1	1
54	для того чтобы	17	1
55	только в том	5	1
56	как и всякое	1	1
57	здесь мы видим	2	1
58	согласиться с тем	1	1
59	с ним в	2	1
60	бы не было	1	1
61	если бы оно	1	1
62	не в том	2	1
63	потому что в	2	1
64	ее жизни и	1	1
65	не совпадает с	2	1
66	не может жить	1	1
67	отношения к ним	1	1
68	было дано в	1	1
69	к которой мы	1	1
70	отчетливо и ясно	1	1
71	если бы я	1	1
72	одного и того	1	1
73	вытекает из самого	1	1
74	со всех сторон	1	1
75	формы и содержания	1	1
76	в противном случае	1	1
77	именно в этой	1	1
78	ли это что	1	1
79	все это только	1	1
80	до сих пор	6	1
81	не потому что	1	1
82	как и на	1	1
83	по самому своему	1	1
84	я не могу	3	1
85	с него как	1	1
86	того что в	1	1
87	в первом случае	1	1
88	смысле этого слова	5	1
89	мы никогда не	1	1
90	в лучшем случае	2	1
91	то все же	1	1
92	и в своем	1	1
93	жизни и смерти	1	1
94	вместо того чтобы	3	1
95	и тем самым	1	1
96	и всякий другой	1	1
97	лежащий в основе	1	1
98	и то что	3	1
99	не зависит от	1	1
100	только при этом	1	1
101	в зависимости от	1	1
102	как если бы	3	1
103	и того же	1	1
104	она не живет	1	1
105	дело когда я	1	1
106	заключать в себе	1	1
107	это событие в	1	1
108	но в этом	1	1
109	я позволю себе	1	1
110	и в ее	1	1
111	она может быть	1	1
112	и все же	1	1
113	никогда не может	2	1
114	может быть дано	1	1
115	должен быть представлен	1	1
116	к тому что	5	1
117	не решает дела	1	1
118	все это в	1	1
119	и только для	1	1
120	событие в его	1	1
121	во всех остальных	1	1
122	место в этом	1	1
123	быть представлен как	1	1
124	это и есть	2	1
125	же самое что	2	1
126	у меня есть	1	1
127	мы не можем	2	1
128	свой смысл и	1	1
129	в основе своей	1	1
130	и в своих	2	1
131	может быть и	1	1
