N	2gram	Losev_Vesc	Formalny
1	и в	44	95
2	т е	79	94
3	и не	57	78
4	может быть	37	66
5	в этом	17	61
6	не может	44	57
7	и пр	10	53
8	вовсе не	11	53
9	таким образом	16	52
10	и его	4	51
11	так и	4	50
12	точки зрения	10	47
13	в нем	6	42
14	в его	5	42
15	прежде всего	17	41
16	с точки	6	40
17	как и	15	39
18	и т	37	37
19	в самом	13	35
20	не в	14	35
21	а не	34	34
22	но и	19	33
23	то же	12	32
24	самом деле	7	32
25	не только	48	30
26	в пределах	1	28
27	в том	15	26
28	отнюдь не	8	26
29	если бы	8	26
30	то что	47	25
31	при этом	1	24
32	в своей	6	24
33	на почве	6	24
34	лишь в	1	24
35	на самом	1	24
36	было бы	24	23
37	связи с	1	23
38	в ней	14	23
39	в то	11	22
40	и ее	19	22
41	и с	11	21
42	что в	11	21
43	в истории	3	21
44	как бы	19	21
45	между ними	6	20
46	с тем	8	20
47	не менее	11	20
48	как мы	6	20
49	и от	4	20
50	же время	4	20
51	в их	4	20
52	по себе	22	19
53	хотя бы	9	19
54	т д	36	19
55	не могут	1	19
56	все это	7	19
57	все же	18	18
58	в связи	1	18
59	должна быть	8	18
60	только в	23	18
61	и все	6	18
62	с его	2	18
63	все эти	5	18
64	и их	11	18
65	как раз	16	17
66	социальной жизни	1	17
67	как в	3	17
68	во всяком	4	16
69	с другой	8	16
70	так же	4	16
71	всяком случае	2	16
72	совершенно не	11	16
73	потому что	25	16
74	именно в	2	15
75	все время	1	15
76	должно быть	8	15
77	с другими	8	15
78	его в	8	15
79	бы в	9	15
80	во всех	5	15
81	и на	2	15
82	так как	17	15
83	но в	8	15
84	в жизни	5	14
85	только на	3	14
86	в своем	9	14
87	в ее	8	14
88	в этой	4	14
89	что он	7	14
90	вместе с	4	14
91	еще не	12	14
92	если мы	12	14
93	и потому	8	14
94	жизни и	6	14
95	в целом	3	14
96	в результате	9	13
97	тем что	7	13
98	языка как	2	13
99	что и	11	13
100	ни в	11	13
101	как его	1	13
102	могут быть	1	13
103	независимо от	5	13
104	как таковой	1	13
105	сводится к	4	13
106	со стороны	9	13
107	что же	17	13
108	того что	16	13
109	как ее	2	13
110	она не	9	13
111	а в	6	13
112	уже не	15	12
113	к тому	3	12
114	в действительности	7	12
115	как это	4	12
116	и здесь	5	12
117	оно не	6	12
118	того чтобы	4	12
119	и для	13	12
120	лишь как	2	12
121	социальной действительности	4	11
122	никогда не	5	11
123	что они	12	11
124	то ни	13	11
125	зависимости от	1	11
126	они не	1	11
127	это и	12	11
128	для него	8	11
129	этом отношении	2	11
130	в основе	4	11
131	в общем	1	11
132	но не	9	11
133	слова и	7	11
134	не как	2	10
135	другой стороны	3	10
136	в своих	3	10
137	в первом	2	10
138	в дальнейшем	1	10
139	раз и	2	10
140	конечно не	2	10
141	в зависимости	1	10
142	бы то	12	10
143	не было	4	10
144	не есть	79	10
145	здесь и	1	10
146	действительности и	5	10
147	он не	4	10
148	если же	5	10
149	главным образом	3	10
150	с ее	10	10
151	мы видели	3	10
152	как о	5	10
153	в слове	2	10
154	не является	3	10
155	тем же	2	10
156	формы и	1	10
157	мы не	8	10
158	по существу	3	10
159	и как	12	10
160	не о	2	10
161	еще более	4	9
162	и даже	12	9
