N	3gram	Bakhtin_Pr	Hudozhes
1	по отношению к	12	10
2	в том что	6	8
3	в то же	13	7
4	в отличие от	4	7
5	то же время	13	7
6	с другой стороны	6	6
7	более или менее	4	6
8	той или иной	1	5
9	для того чтобы	1	5
10	так или иначе	1	4
11	того или иного	1	4
12	не может быть	8	4
13	мы имеем в	1	3
14	с точки зрения	21	3
15	в этом смысле	12	3
16	имеем в виду	1	3
17	в том числе	1	3
18	тем не менее	2	3
19	можно сказать что	2	3
20	подобно тому как	3	3
21	в связи с	1	3
22	с одной стороны	1	3
23	в той или	1	2
24	в свою очередь	1	2
25	бы то ни	3	2
26	но он не	1	2
27	до известной степени	1	2
28	этой точки зрения	2	2
29	в том и	2	2
30	в самом деле	6	2
31	в таком случае	1	2
32	как бы не	1	2
33	в противном случае	1	2
34	в отношении к	3	2
35	том числе и	1	2
36	в этом мире	1	2
37	тех или иных	1	2
38	и в форме	1	2
39	и в то	2	2
40	во всей его	2	2
41	том что он	5	2
42	тем или иным	1	2
43	то ни было	2	2
44	сама по себе	5	2
45	к тому что	1	2
46	в известном смысле	1	2
47	в равной степени	1	2
48	в значительной степени	1	2
49	может быть и	2	2
50	точно так же	1	1
51	быть не может	1	1
52	что он не	1	1
53	в художественном произведении	1	1
54	может быть это	1	1
55	искусства и в	1	1
56	отношение между ними	1	1
57	но в отличие	1	1
58	отношение к своему	1	1
59	все то что	3	1
60	может быть назван	1	1
61	и для него	1	1
62	я и мир	1	1
63	человека и его	2	1
64	себе еще не	4	1
65	отношению к автору	1	1
66	с ним как	1	1
67	как бы вбирает	1	1
68	человека с человеком	1	1
69	по себе а	1	1
70	к чужому слову	6	1
71	та или иная	1	1
72	уст в уста	1	1
73	в известной степени	1	1
74	он не только	2	1
75	по крайней мере	2	1
76	заключается в том	1	1
77	это возможно в	1	1
78	и со всеми	1	1
79	входит в его	1	1
80	к нему как	1	1
81	но в таком	1	1
82	по ту сторону	2	1
83	не была бы	2	1
84	о том что	2	1
85	для него не	2	1
86	прямого авторского слова	1	1
87	одной стороны и	1	1
88	в себе и	2	1
89	как и в	3	1
90	какой бы то	1	1
91	а в то	2	1
92	таком случае это	1	1
93	не только к	1	1
94	ивана карамазова в	1	1
95	как один из	2	1
96	с самим собою	2	1
97	как впрочем и	1	1
98	и здесь остается	1	1
99	в этих случаях	2	1
100	друг от друга	1	1
101	как более или	1	1
102	в настоящее время	3	1
103	не совпадает с	1	1
104	в то время	2	1
105	при этом не	1	1
106	сознания а в	1	1
107	отношению к нему	2	1
108	в самом произведении	2	1
109	к самому герою	1	1
110	каждая из этих	1	1
111	высказывания и в	1	1
112	несмотря на свою	1	1
113	точки зрения автора	1	1
114	то что может	1	1
115	именно потому что	2	1
116	и в частности	1	1
117	таким образом и	2	1
118	иметь в виду	1	1
119	он ни был	2	1
120	но в то	7	1
121	в лучшем случае	2	1
122	ибо и в	1	1
123	в зависимости от	5	1
124	по себе еще	4	1
125	в его сознании	1	1
126	чего нет в	1	1
127	никогда не бывает	1	1
128	так же как	1	1
129	видения мира и	1	1
130	собственного сознания а	1	1
131	авторской позиции и	1	1
132	в том или	1	1
133	своими корнями в	1	1
134	в этом случае	1	1
135	при условии что	1	1
136	а в том	1	1
137	сознания при этом	1	1
138	к тому же	2	1
139	принадлежащих к различным	1	1
140	они ни были	1	1
141	и для автора	1	1
142	и по отношению	1	1
143	с самим собой	1	1
144	своей индивидуальности и	1	1
145	же время оно	2	1
146	речи и соответственно	1	1
147	и в пределах	1	1
148	нормативного сознания и	1	1
149	но не в	1	1
150	и в жизни	1	1
151	в себе в	1	1
152	жизни а не	1	1
153	не в одном	2	1
154	в своей жизни	1	1
155	не могут быть	1	1
156	в романе достоевского	6	1
157	на первый взгляд	1	1
158	то же самое	1	1
159	не входит в	4	1
160	и в сущности	2	1
161	чужой речи и	1	1
162	документ но и	1	1
163	и на его	1	1
164	только то что	2	1
165	как бы в	6	1
166	из уст в	1	1
167	его можно лишь	1	1
168	перед нами не	1	1
169	точки зрения и	1	1
170	а не только	1	1
171	является одним из	1	1
172	это и есть	1	1
173	в ее составе	1	1
174	отношения к миру	1	1
175	прежде всего в	1	1
176	он и сам	1	1
177	в виду что	1	1
178	и в том	1	1
179	художественного творчества он	1	1
180	одно из условий	1	1
181	в полной мере	1	1
182	не во внешних	1	1
