N	4gram	Vygotskiy_	Literetu
1	в то же время	1	21
2	состоит в том что	3	8
3	с этой точки зрения	4	5
4	исходит из того что	1	4
5	с одной стороны и	4	3
6	в том числе и	2	3
7	но с другой стороны	1	3
8	только в том что	2	2
9	до тех пор пока	1	2
10	по отношению ко всему	1	2
11	одно и то же	3	2
12	не удивительно поэтому что	2	1
13	во всей своей полноте	1	1
14	не что иное как	1	1
15	лишь в той мере	2	1
16	слово позабыл что я	1	1
17	в чертог теней вернется	1	1
18	вопрос о том как	1	1
19	прежде всего в том	1	1
20	по одним и тем	1	1
21	с одной стороны к	1	1
22	что я хотел сказать	1	1
23	и не может быть	2	1
24	и в соответствии с	1	1
25	в том что в	2	1
26	состоит как раз в	1	1
27	только на то что	1	1
28	речь в этом случае	3	1
29	нет и не может	2	1
30	одного и того же	3	1
31	и вместе с тем	2	1
32	о том что они	1	1
33	всего в том что	1	1
34	в такой же мере	3	1
35	сказать и мысль бесплотная	1	1
36	то же время в	1	1
37	и мысль бесплотная в	1	1
38	в каждый данный момент	1	1
39	мысль бесплотная в чертог	1	1
40	в том что он	2	1
41	только по отношению к	1	1
42	в свою очередь при	1	1
43	бесплотная в чертог теней	1	1
44	позабыл что я хотел	1	1
45	приводит к тому что	3	1
46	одним и тем же	2	1
47	хотел сказать и мысль	1	1
48	мы имеем дело с	1	1
49	я хотел сказать и	1	1
50	я слово позабыл что	1	1
