1	по отношению к	6	11
2	не может быть	11	7
3	можно сказать что	3	5
4	в том что	47	4
5	дело в том	9	4
6	может быть и	2	3
7	тем не менее	8	3
8	до сих пор	19	3
9	бы то ни	3	3
10	этой точки зрения	1	3
11	и по отношению	1	3
12	и не в	3	3
13	и не может	1	3
14	то ни было	2	3
15	то же самое	2	2
16	одно и то	1	2
17	с точки зрения	14	2
18	с одной стороны	4	2
19	в какой степени	2	2
20	в такой же	1	2
21	в зависимости от	2	2
22	с этой стороны	1	2
23	находит свое выражение	1	2
24	в данном случае	7	2
25	на самом деле	8	2
26	с другой стороны	13	2
27	в жизни и	2	2
28	это не так	2	2
29	и то же	1	2
30	в отношении к	1	2
31	в настоящее время	2	2
32	что не может	2	2
33	если бы оно	1	1
34	о самом себе	1	1
35	уже и сейчас	1	1
36	сами по себе	4	1
37	ни в чем	1	1
38	в том и	1	1
39	тесную связь с	1	1
40	и таким образом	1	1
41	не нуждаются в	1	1
42	как уже сказано	1	1
43	в свою очередь	2	1
44	от того кто	1	1
45	и в этом	7	1
46	в самом деле	9	1
47	такой же степени	1	1
48	имеем дело с	2	1
49	как например в	4	1
50	то что оно	1	1
51	более и более	2	1
52	сих пор не	1	1
53	в том же	5	1
54	в русской литературе	3	1
55	но сами по	1	1
56	же время не	1	1
57	то время как	5	1
58	по крайней мере	6	1
59	в то время	7	1
60	связь с ней	1	1
61	убедиться в этом	1	1
62	же как и	1	1
63	во всяком случае	13	1
64	ничего общего с	4	1
65	о том что	29	1
66	но в то	2	1
67	с самого начала	5	1
68	только то что	1	1
69	мы имеем в	2	1
70	том что в	6	1
71	к вопросу о	1	1
72	в то же	9	1
73	одним и тем	3	1
74	и тем же	3	1
75	можно было бы	9	1
76	они ни были	1	1
77	это прежде всего	2	1
78	в этом отношении	24	1
79	является то что	1	1
80	чтобы убедиться в	1	1
81	и в частности	1	1
82	то что я	2	1
83	он не должен	1	1
84	каких бы то	1	1
85	является для нас	1	1
86	что здесь слово	1	1
87	ни в какой	1	1
88	но уже в	1	1
89	но все же	7	1
90	то же время	9	1
91	о чем говорят	1	1
92	нам кажется что	1	1
93	сам по себе	2	1
94	на этом основании	1	1
95	iv прежде всего	1	1
96	есть в ней	1	1
97	одному и тому	1	1
98	на протяжении всей	2	1
99	о том кто	2	1
100	того чтобы не	1	1
101	бы они ни	1	1
102	но и вся	1	1
103	в ее отношении	1	1
104	так же как	6	1
105	более или менее	3	1
106	и на этом	1	1
107	самом деле в	1	1
108	между тем как	2	1
109	все более и	2	1
110	не может особенно	1	1
111	друг к другу	1	1
112	то что для	1	1
113	в смысле я	1	1
114	одной точки зрения	1	1
115	как это делает	1	1
116	так как в	3	1
117	что мы имеем	2	1
118	и проч все	1	1
119	точки зрения как	1	1
120	в так называемой	1	1
121	тогда когда имеется	1	1
122	но все это	3	1
123	с жизнью и	1	1
124	как и в	2	1
125	в высшей степени	1	1
126	говорит о том	5	1
127	свое выражение в	2	1
128	но и в	5	1
129	и тому же	1	1
130	показать хотя бы	1	1
131	того что именно	2	1
132	не совпадают с	1	1
133	как на самом	1	1
134	богатым и разнообразным	1	1
135	в лучшем случае	3	1
136	в этом направлении	1	1
137	ее отношении к	1	1
138	может быть ни	1	1
139	для него не	1	1
140	мы имеем дело	1	1
141	а между тем	2	1
142	по себе не	1	1
143	в этом смысле	6	1
144	в определенную эпоху	2	1
145	сих пор мы	1	1
146	к тому же	3	1
147	в значительной степени	3	1
