N	2gram	Vygotskiy_	Marksizm
1	точки зрения	27	69
2	может быть	15	64
3	и в	33	63
4	и не	18	55
5	как бы	11	53
6	не может	31	47
7	с точки	12	46
8	и его	6	41
9	в этом	43	39
10	таким образом	30	38
11	в процессе	37	33
12	как мы	20	32
13	языка и	6	31
14	в пределах	6	31
15	лишь в	1	30
16	не только	28	29
17	речи в	7	29
18	то же	12	28
19	в нем	10	28
20	но и	14	27
21	связи с	9	25
22	речи и	8	25
23	самом деле	9	25
24	в самом	10	24
25	как и	13	24
26	прежде всего	5	24
27	только в	21	23
28	так и	8	23
29	и т.п	2	23
30	в том	44	22
31	то что	48	22
32	а не	14	22
33	при этом	9	20
34	так сказать	1	20
35	для него	9	20
36	если мы	9	20
37	не в	10	19
38	если бы	13	19
39	том что	41	19
40	в его	15	19
41	языка в	1	18
42	в ее	1	18
43	внутренней речи	7	18
44	в слове	1	18
45	и для	3	18
46	но в	9	18
47	вовсе не	2	18
48	все же	5	17
49	в сущности	17	17
50	по отношению	19	16
51	ни было	1	16
52	речь в	3	16
53	слова и	3	16
54	и как	7	16
55	в то	5	16
56	с помощью	32	15
57	во всех	3	15
58	в связи	6	15
59	отнюдь не	2	15
60	что он	40	15
61	отношению к	19	15
62	в данном	4	14
63	хотя бы	5	14
64	в смысле	3	14
65	в своей	5	13
66	так же	22	13
67	речи мы	3	13
68	то ни	1	13
69	в направлении	1	13
70	что в	33	13
71	и здесь	2	13
72	не является	7	13
73	того чтобы	26	13
74	было бы	18	13
75	ничего не	6	13
76	мы не	6	13
77	слова в	3	13
78	для того	20	12
79	того же	13	12
80	бы то	2	12
81	в результате	9	12
82	между тем	5	12
83	он не	13	12
84	в основе	12	12
85	высшей степени	3	12
86	является не	2	12
87	а в	5	12
88	в высшей	3	12
89	не столько	3	11
90	на материале	1	11
91	и того	8	11
92	к нему	4	11
93	мы уже	4	11
94	и что	18	11
95	и от	2	11
96	до сих	3	11
97	и на	11	11
98	и все	2	11
99	как в	7	11
100	еще не	11	11
101	друг друга	1	11
102	так как	20	11
103	на самом	3	11
104	все эти	9	11
105	в ней	2	11
106	сих пор	3	11
107	без исключения	1	10
108	именно в	8	10
109	во всяком	4	10
110	самого начала	8	10
111	с другой	11	10
112	сказать что	18	10
113	к этому	7	10
114	никогда не	10	10
115	в своем	11	10
116	его в	6	10
117	в каждом	1	10
118	в основном	2	10
119	здесь мы	1	10
120	совершенно не	5	10
121	в отличие	3	10
122	с его	3	10
123	здесь в	1	10
124	и потому	3	10
125	с самого	8	10
126	отличие от	3	10
127	более того	1	10
128	к тому	14	9
129	одного и	9	9
130	только на	3	9
131	в нашем	5	9
132	точка зрения	8	9
133	в себе	4	9
134	рядом с	1	9
135	и следовательно	7	9
136	и это	3	9
137	а как	1	9
138	мы видели	10	9
139	что это	1	9
140	ни в	1	9
141	не имеет	7	9
142	и более	8	9
143	как целое	1	9
144	отношении к	2	9
145	это не	8	9
146	в истории	3	9
147	о языке	1	9
148	одной из	5	9
149	внутренняя речь	7	9
150	же самое	7	9
151	кроме того	2	8
152	мысли и	7	8
153	не как	3	8
154	другой стороны	9	8
155	но что	6	8
156	и даже	3	8
157	и с	7	8
158	направлении к	1	8
159	настоящее время	2	8
160	в данной	2	8
161	мы знаем	5	8
162	что и	11	8
163	у него	8	8
164	не было	1	8
165	что не	2	8
166	тому что	14	8
167	ясно что	2	8
168	мы можем	15	8
169	в форме	1	8
170	за пределы	4	8
171	столь же	5	8
172	в отношении	18	8
173	сводится к	1	8
174	в каком	2	8
175	к другому	3	8
176	перед нами	1	8
177	в свою	5	8
178	этого слова	3	8
179	в настоящее	2	8
180	с этим	9	8
181	у нас	4	8
182	смысле этого	2	8
183	в их	4	8
184	и их	4	8
185	и т.д	6	8
186	языковых форм	2	8
187	и ее	2	8
188	речь и	4	8
189	или иной	1	8
190	на то	6	8
191	от него	3	7
192	в этих	7	7
193	значения слова	1	7
194	не существует	1	7
195	в котором	2	7
196	и те	2	7
197	свою очередь	4	7
198	и формы	1	7
199	языка не	2	7
200	он сам	2	7
201	те же	6	7
202	как раз	5	7
203	в качестве	13	7
204	бы в	6	7
205	в этой	8	7
206	могут быть	7	7
207	оно может	2	7
208	там где	2	7
209	речи как	4	7
210	психологии и	1	7
211	с ними	4	7
212	может стать	2	7
213	на основе	6	7
214	прямой и	1	7
215	по себе	8	7
216	той же	7	7
217	до конца	3	7
218	о том	13	7
219	того что	34	7
220	конечно в	1	7
221	в начале	2	7
222	бы он	1	7
223	место в	2	7
224	в той	8	6
225	является в	2	6
226	по мере	6	6
227	теперь мы	1	6
228	в корне	2	6
229	входит в	1	6
230	одной стороны	10	6
231	в другом	7	6
232	язык в	1	6
233	знака в	1	6
234	в различных	3	6
235	как оно	1	6
236	с одной	10	6
237	из важнейших	1	6
238	между ними	5	6
239	не есть	4	6
240	всяком случае	2	6
241	должны быть	2	6
242	этот вопрос	8	6
243	с ее	1	6
244	должна быть	7	6
245	смысле слова	1	6
246	в единстве	2	6
247	зависимости от	3	6
248	ничего общего	6	6
249	не имеют	4	6
250	и между	7	6
251	что же	2	6
252	тем же	1	6
253	слово и	2	6
254	тот же	7	6
255	этот процесс	5	6
256	он и	1	6
257	все это	2	6
258	сознания и	3	6
259	слово в	3	6
260	в какой	8	6
261	вопрос о	15	6
262	мы должны	13	6
263	из этих	2	6
264	же в	2	6
265	еще более	5	5
266	формы в	1	5
267	о чем	3	5
268	в одном	3	5
269	нами в	4	5
270	в виду	4	5
271	в первом	4	5
272	понимания и	1	5
273	не менее	4	5
274	как на	4	5
275	от того	8	5
276	себя в	4	5
277	на язык	1	5
278	должно быть	10	5
279	что такое	6	5
280	как же	2	5
281	все время	3	5
282	объективной точки	1	5
283	от этого	1	5
284	в двух	1	5
285	и у	1	5
286	той или	1	5
287	но как	6	5
288	в целях	2	5
289	и тем	5	5
290	и является	6	5
291	же он	1	5
292	в конце	3	5
293	этой проблемы	1	5
294	то в	7	5
295	для себя	1	5
296	опираться на	3	5
297	языковых явлений	1	5
298	вместе с	9	5
299	да и	1	5
300	различие между	4	5
301	ее в	3	5
302	связана с	2	5
303	хотя и	1	5
304	из него	3	5
305	точку зрения	1	5
306	этом случае	5	5
307	форм и	2	5
308	в более	2	5
309	значение в	3	5
310	связи между	1	5
311	этом отношении	7	5
312	отсюда следует	1	5
313	то мы	1	5
314	или в	1	5
315	языку как	1	5
316	но не	13	5
317	по смыслу	3	5
318	в условиях	3	5
319	тем более	5	5
320	как слово	1	5
321	к одному	4	5
322	в данную	1	5
323	она не	2	5
324	одни и	1	5
325	гуманитарных наук	1	5
326	совершается в	4	5
327	и к	7	4
328	мы постараемся	4	4
329	только что	6	4
330	в них	3	4
331	связь с	1	4
332	но все	2	4
333	тем что	12	4
334	из всего	1	4
335	он является	1	4
336	обратное влияние	3	4
337	не прав	2	4
338	к другой	2	4
339	он был	1	4
340	этой связи	1	4
341	к проблеме	2	4
342	правда и	1	4
343	говорит что	7	4
344	перед ним	1	4
345	точке зрения	1	4
346	следующим образом	1	4
347	самого говорящего	1	4
348	в зависимости	2	4
349	во всей	3	4
350	исходит из	2	4
351	из них	6	4
352	едва ли	2	4
353	что они	8	4
354	влияние на	2	4
355	и он	3	4
356	несмотря на	3	4
357	не хватает	1	4
358	что все	9	4
359	не знает	6	4
360	в которой	8	4
361	из сознания	1	4
362	одним из	4	4
363	что она	3	4
364	но для	3	4
365	слово слово	1	4
366	во внутренней	1	4
367	сознания как	1	4
368	его значение	1	4
369	в других	2	4
370	но к	1	4
371	находит свое	2	4
372	для его	2	4
373	ведь в	1	4
374	не дает	2	4
375	и речи	1	4
376	но при	2	4
377	между двумя	4	4
378	к этим	2	4
379	так что	8	4
380	если же	1	4
381	всех других	1	4
382	в тех	2	4
383	и тот	5	4
384	из этого	3	4
385	его к	2	4
386	независимо от	3	4
387	имеет свою	5	4
388	и ту	1	4
389	к целому	3	4
390	от нее	1	4
391	не могут	7	4
392	со всеми	2	4
393	допустим что	1	4
394	критическому анализу	1	4
395	к его	4	4
396	быть понято	2	4
397	эта последняя	1	4
398	нет ничего	1	4
399	первом случае	2	4
400	в неразрывной	2	4
401	речи не	4	4
402	именно на	1	4
403	слов и	3	4
404	целый ряд	5	4
405	переход от	7	4
406	мог бы	1	4
407	только при	1	4
408	и то	9	4
409	только с	1	4
410	для второго	2	4
411	нас не	1	4
412	уже в	4	4
413	это и	3	4
414	можно сказать	7	4
415	места в	1	4
416	как она	3	4
417	или даже	2	4
418	в одной	2	4
419	свое выражение	1	4
420	чужого языка	1	4
421	может идти	3	4
422	как он	7	4
423	относится к	3	4
424	стороны и	3	4
425	одного из	1	4
426	жизни и	2	4
427	и прежде	1	4
428	в области	19	4
429	нуждается в	3	4
430	эти два	1	4
431	этому нужно	1	3
432	что было	2	3
433	они являются	2	3
434	языке и	1	3
435	не могло	1	3
436	в применении	1	3
437	однако и	1	3
438	даже в	1	3
439	в общей	1	3
440	что система	2	3
441	оно уже	1	3
442	в своих	5	3
443	ко всем	1	3
444	психология должна	1	3
445	с тем	9	3
446	как процесс	4	3
447	мы только	1	3
448	является для	2	3
449	на первый	2	3
450	в действительности	6	3
451	и история	2	3
452	не наоборот	1	3
453	или вернее	1	3
454	применении к	1	3
455	мы увидим	3	3
456	в этот	4	3
457	в руках	1	3
458	одной и	3	3
459	но они	2	3
460	говорить о	3	3
461	на пути	1	3
462	значительной степени	1	3
463	является как	2	3
464	всегда и	1	3
465	непосредственно из	1	3
466	находится в	2	3
467	увидим в	2	3
468	же слова	1	3
469	с ним	6	3
470	друг с	10	3
471	в системе	4	3
472	какое бы	1	3
473	ситуации и	1	3
474	мы видим	6	3
475	все его	1	3
476	на протяжении	2	3
477	от его	1	3
478	тем не	1	3
479	в научном	5	3
480	в тот	4	3
481	этими двумя	3	3
482	лежит в	5	3
483	прежде чем	2	3
484	или хотя	1	3
485	и вторым	1	3
486	между этими	3	3
487	этом последнем	1	3
488	в живом	1	3
489	между собой	17	3
490	речи или	1	3
491	действительности и	1	3
492	чтобы понять	2	3
493	это вполне	1	3
494	мы говорили	5	3
