N	3gram	Voloshinov	Hudozhes
1	по отношению к	11	10
2	в том что	4	8
3	в то же	1	7
4	то же время	1	7
5	с другой стороны	2	6
6	более или менее	1	6
7	в конечном счете	1	5
8	не может быть	7	4
9	мы имеем в	1	3
10	с точки зрения	2	3
11	в этом смысле	1	3
12	имеем в виду	2	3
13	в виду не	1	3
14	тем не менее	3	3
15	можно сказать что	5	3
16	и то же	2	3
17	одно и то	2	3
18	подобно тому как	1	3
19	с одной стороны	2	3
20	в свою очередь	1	2
21	бы то ни	3	2
22	и прежде всего	1	2
23	до известной степени	2	2
24	в русской литературе	1	2
25	этой точки зрения	3	2
26	искусства может быть	1	2
27	в том и	1	2
28	в самом деле	1	2
29	в коем случае	1	2
30	внутренней и внешней	1	2
31	в противном случае	1	2
32	включает в себя	1	2
33	ни в коем	1	2
34	в отношении к	2	2
35	тех или иных	1	2
36	отношению к герою	1	2
37	то ни было	3	2
38	сама по себе	1	2
39	в значительной степени	1	2
40	в основе своей	1	2
41	мы имеем дело	1	2
42	может быть и	3	2
43	лингвистической точки зрения	1	1
44	отношению к которому	1	1
45	в художественном произведении	3	1
46	искусства и в	1	1
47	занимать особую притом	1	1
48	точки зрения не	1	1
49	и для него	1	1
50	он еще не	1	1
51	отношению к автору	1	1
52	и тем же	1	1
53	притом двустороннюю позицию	1	1
54	позицию по отношению	1	1
55	незаместимое место в	1	1
56	по крайней мере	1	1
57	и для других	2	1
58	художественного произведения с	1	1
59	художественное произведение взятое	1	1
60	он должен занимать	1	1
61	при этом особенно	1	1
62	внутренней речи с	1	1
63	внутренней речи а	1	1
64	должен занимать особую	1	1
65	к нему как	1	1
66	свое незаместимое место	1	1
67	о том что	1	1
68	для него не	1	1
69	автору и по	1	1
70	жизни за пределами	1	1
71	случае мы имеем	1	1
72	одной стороны и	2	1
73	они не входят	1	1
74	во внутренней речи	1	1
75	как и в	1	1
76	какой бы то	1	1
77	особую притом двустороннюю	1	1
78	между тем это	1	1
79	и в пространстве	1	1
80	в настоящее время	2	1
81	не совпадает с	1	1
82	в то время	1	1
83	двустороннюю позицию в	1	1
84	в нашем примере	7	1
85	в событии художественного	1	1
86	нем по отношению	1	1
87	и в частности	1	1
88	одним и тем	1	1
89	место в событии	1	1
90	к автору и	2	1
91	но в то	1	1
92	в лучшем случае	1	1
93	в зависимости от	2	1
94	и его носителя	1	1
95	на второй план	1	1
96	творчества он должен	1	1
97	никогда не бывает	1	1
98	так же как	1	1
99	бы они ни	1	1
100	к тому же	1	1
101	они ни были	1	1
102	и по отношению	3	1
103	в нем по	1	1
104	в частности в	1	1
105	то же самое	2	1
106	к вопросу о	1	1
107	только то что	1	1
108	позицию в нем	1	1
109	в истории литературы	1	1
110	имеем дело с	1	1
111	художественного творчества он	1	1
112	при таком понимании	1	1
113	событии художественного творчества	1	1
