N	3gram	Tiupa_Anal	VerxiiNi
1	вместе с тем	1	8
2	с одной стороны	6	7
3	с точки зрения	6	6
4	во всяком случае	1	6
5	друг с другом	2	5
6	по крайней мере	4	5
7	а с другой	1	5
8	до сих пор	1	5
9	для того чтобы	3	5
10	в том числе	3	5
11	более или менее	2	5
12	том числе и	1	4
13	и вместе с	1	4
14	о том что	8	4
15	к тому же	6	4
16	в том что	13	3
17	и таким образом	1	3
18	в связи с	2	3
19	тем не менее	3	3
20	так или иначе	1	3
21	той или иной	8	2
22	не только для	1	2
23	на то что	2	2
24	то или иное	1	2
25	то ни было	3	2
26	этой точки зрения	2	2
27	то же самое	3	2
28	можно сказать что	1	2
29	бы то ни	3	2
30	в этом отношении	5	2
31	то же время	7	2
32	в том виде	1	2
33	в то же	9	2
34	том виде в	1	2
35	с этой точки	2	2
36	но и для	1	2
37	и в этом	4	2
38	в своей теоретической	1	1
39	сами по себе	3	1
40	но и как	1	1
41	под этим именем	1	1
42	в первом случае	2	1
43	самое следует сказать	1	1
44	хотя бы с	1	1
45	сказать что в	1	1
46	есть не более	1	1
47	в свою очередь	1	1
48	выход из себя	1	1
49	и тот же	2	1
50	а между тем	1	1
51	не только не	2	1
52	смысле этого слова	1	1
53	а вместе с	1	1
54	но в то	2	1
55	речь идет о	1	1
56	в то что	1	1
57	до известной степени	1	1
58	в соответствии с	2	1
59	не может быть	17	1
60	по отношению к	9	1
61	в данном случае	3	1
62	мы имеем в	1	1
63	человека для того	1	1
64	в том или	3	1
65	и все же	2	1
66	в отличие от	8	1
67	же время он	1	1
68	во всей своей	1	1
69	и не могут	1	1
70	а в том	1	1
71	следует сказать и	1	1
72	виде в каком	1	1
73	в себе не	1	1
74	говорить не приходится	1	1
75	в первую очередь	1	1
76	и того же	2	1
77	и т.д в	2	1
78	один и тот	1	1
79	как и ее	1	1
80	случае мы имеем	1	1
81	имеем в виду	1	1
82	том или ином	4	1
83	в широком смысле	2	1
84	и в сущности	1	1
85	на этот раз	1	1
86	в самом деле	3	1
87	в таком случае	5	1
88	быть и больше	1	1
89	что даже в	1	1
90	состоит в том	6	1
91	в рамках определенной	1	1
92	крайней мере в	1	1
93	сказать и о	1	1
94	с другой стороны	2	1
95	о том как	1	1
96	не в том	3	1
97	несмотря на его	1	1
98	свидетельствует о том	1	1
99	что и произошло	1	1
100	не совпадает с	1	1
101	только тогда когда	1	1
102	широком смысле этого	1	1
103	друг друга а	1	1
104	одного и того	2	1
105	в этом последнем	1	1
