N	3gram	Voloshinov	FransuaR
1	в том что	1	27
2	до сих пор	3	27
3	в большинстве случаев	3	22
4	с точки зрения	6	20
5	в этом отношении	1	20
6	для того чтобы	1	17
7	о том что	2	17
8	в связи с	1	16
9	сих пор еще	1	15
10	и прежде всего	1	14
11	не может быть	3	13
12	дело в том	1	13
13	с одной стороны	1	13
14	на самом деле	4	13
15	все то что	2	11
16	можно сказать что	3	11
17	таким образом и	1	10
18	той или иной	1	10
19	в данном случае	1	10
20	так и в	1	9
21	в свое время	1	9
22	в его целом	2	8
23	и в эпоху	1	8
24	в самом деле	2	7
25	нужно отметить что	1	7
26	можно было бы	1	7
27	на первый план	1	7
28	подобно тому как	1	7
29	во всех его	2	6
30	имеем в виду	1	6
31	но вернемся к	1	6
32	с самого начала	4	6
33	как мы сказали	1	6
34	в применении к	1	5
35	друг с другом	1	5
36	то же самое	1	5
37	со всеми его	1	5
38	по сравнению с	3	5
39	мы имеем в	1	5
40	во всяком случае	3	5
41	и с его	2	5
42	все же в	1	5
43	это и есть	1	5
44	но даже и	1	4
45	но несмотря на	1	4
46	по ту сторону	4	4
47	так как его	1	4
48	прежде всего на	1	4
49	никакому сомнению что	1	4
50	не нуждается в	2	4
51	связи с этим	1	4
52	так же как	2	4
53	в нем и	1	4
54	и связанные с	1	4
55	в году в	1	4
56	во всех областях	1	4
57	и др но	1	3
58	и того же	1	3
59	и т.п и	1	3
60	и др и	1	3
61	в разных местах	1	3
62	со всех сторон	1	3
63	вместе с тем	1	3
64	как мы знаем	1	3
65	как один из	1	3
66	оно ни было	1	3
67	несколько слов о	1	3
68	не дает нам	1	3
69	в этом смысле	3	3
70	одного и того	1	3
71	а с другой	1	3
72	бы то ни	1	3
73	и в этом	2	3
74	но в общем	2	3
75	бы оно ни	1	3
76	не что иное	1	3
77	в основе их	1	3
78	что иное как	1	3
79	вводит нас в	1	2
80	мы уже знаем	1	2
81	для него существует	1	2
82	чрезвычайно характерно для	1	2
83	в себя и	1	2
84	самом деле в	1	2
85	его отношение к	1	2
86	в коем случае	1	2
87	во внешнем мире	1	2
88	совершенно так же	1	2
89	в них и	1	2
90	уже знаем что	1	2
91	мы полагаем что	3	2
92	но мы уже	1	2
93	то ни было	1	2
94	в нем нет	2	2
95	и борьба с	1	2
96	или во всяком	1	2
97	тела и с	1	2
98	и может быть	2	2
99	так как он	1	2
100	это касается не	1	2
101	смысл и значение	1	2
102	и в чем	1	2
103	на этом моменте	1	2
104	конечно никакому сомнению	1	2
105	него существует только	1	2
106	характерно для всех	1	2
107	не могут быть	2	2
108	касается не только	1	2
109	в конечном счете	2	2
110	можем сказать что	1	2
111	только для того	1	2
112	же что и	1	2
113	связанных с ними	2	2
114	говорили что на	1	2
115	может быть только	1	2
116	мы знаем что	1	2
117	в некоторых отношениях	1	2
118	мы можем сказать	2	2
119	ни в коем	1	2
120	не подлежит конечно	1	2
121	было связано с	1	2
122	связанные с ним	1	2
123	можно определить как	2	2
124	но именно этот	1	2
125	остановимся прежде всего	1	2
126	и та же	1	2
127	его интересует только	1	2
128	подлежит конечно никакому	1	2
129	при всей их	1	2
130	же как и	1	2
131	одна и та	1	2
132	мы не можем	1	2
133	коем случае нельзя	1	2
134	и в известной	1	2
135	переносит центр тяжести	1	1
136	в этом легко	1	1
137	с его помощью	1	1
138	остановимся на некоторых	1	1
139	как раз того	1	1
140	мы можем коснуться	1	1
141	новых и новых	1	1
142	связанная с этим	1	1
143	лишь абстрактный момент	1	1
144	как и с	1	1
145	все это приводит	1	1
146	все эти столь	1	1
147	это приводит к	1	1
148	что между ними	1	1
149	из этих трех	1	1
150	что в них	1	1
151	в общем можно	1	1
152	прежде всего к	1	1
153	каждого из этих	1	1
154	а потому и	2	1
155	и таким образом	1	1
156	в чем не	3	1
157	как бы второе	1	1
158	и мы можем	1	1
159	что в этой	1	1
160	для него только	1	1
161	чем иным как	1	1
162	не может иметь	1	1
163	но вместе с	1	1
164	и пр в	1	1
165	и говорить о	1	1
166	как и всегда	1	1
167	он не был	1	1
168	его жизни в	1	1
169	а в конце	1	1
170	вместе с ним	1	1
171	к себе все	1	1
172	на них мы	1	1
173	как это было	1	1
174	этого метода в	1	1
175	этап в развитии	1	1
176	так и с	1	1
177	и об его	1	1
178	нет никаких оснований	2	1
179	поры до времени	1	1
180	пр и пр	2	1
181	и что он	1	1
182	он прежде всего	1	1
183	если мы отвлечемся	1	1
184	момент и момент	1	1
185	всех его моментах	1	1
186	до мельчайших подробностей	1	1
187	ранних ступенях развития	1	1
188	если б я	1	1
189	смысле они не	1	1
190	конечно не случайно	1	1
191	ни в чем	3	1
192	если бы он	1	1
193	роль в развитии	1	1
194	рано или поздно	1	1
195	первый план выдвигается	1	1
196	лежит на границе	1	1
197	влечет его к	1	1
198	во всей их	1	1
199	основе их лежит	1	1
200	если отвлечься от	1	1
201	что если б	1	1
202	жизни в этом	1	1
203	на вопрос о	1	1
204	и пр и	3	1
205	не чем иным	1	1
206	в этой плоскости	1	1
207	может быть ничего	1	1
208	конечно с точки	1	1
209	и таким путем	1	1
210	до поры до	1	1
211	несмотря на это	1	1
212	в высшей степени	1	1
213	но в основном	1	1
214	мы здесь имеем	1	1
215	в основном у	1	1
216	нет ничего удивительного	1	1
217	между ними уже	1	1
218	нечего и говорить	2	1
219	нуждается в особом	1	1
220	по аналогии с	2	1
221	таким образом к	1	1
222	самых широких кругах	1	1
223	что может быть	1	1
224	в этом своем	1	1
225	и теперь в	1	1
226	в самых широких	1	1
227	и как мы	1	1
228	один из моментов	1	1
229	мы увидим что	1	1
230	в этой борьбе	1	1
231	именно то что	1	1
232	говорить о том	1	1
233	чтобы войти в	1	1
234	и т.п наконец	1	1
235	перевести на язык	1	1
236	в свой круг	1	1
237	и связанных с	1	1
238	социальные и политические	1	1
239	и его школы	1	1
240	именно здесь в	1	1
241	для него уже	1	1
242	есть прежде всего	1	1
243	и его ученики	3	1
244	при всей ее	1	1
245	всяком случае не	1	1
246	находится во власти	1	1
247	на ранних ступенях	2	1
248	на первый взгляд	1	1
249	связанных как с	1	1
250	как это делает	1	1
251	этом легко убедиться	1	1
252	в материнское лоно	1	1
253	свой смысл и	1	1
254	т.п наконец в	1	1
