N	3gram	Nazirov_Vr	Dialekti
1	с точки зрения	2	46
2	по крайней мере	1	26
3	в том что	2	25
4	не может быть	2	18
5	тем не менее	1	16
6	то же время	4	15
7	в то же	4	14
8	и то же	1	12
9	с другой стороны	1	12
10	о том что	1	12
11	одно и то	1	12
12	на то что	1	11
13	имеется в виду	1	9
14	и в этом	1	9
15	это и есть	1	9
16	не только не	1	8
17	или по крайней	1	8
18	в то время	1	8
19	в этом смысле	1	8
20	точно так же	1	7
21	в связи с	3	7
22	и в то	1	6
23	во всяком случае	1	6
24	может быть и	1	6
25	в конце концов	1	5
26	на первый план	1	5
27	до сих пор	1	5
28	что в нем	1	5
29	так же как	1	4
30	с тех пор	1	4
31	но это не	1	4
32	равно как и	1	4
33	связи с этим	1	4
34	в этом отношении	1	4
35	что это за	1	3
36	и не может	1	3
37	то что я	1	3
38	о том как	1	3
39	не было бы	1	3
40	но в то	2	3
41	речь идет о	1	3
42	а с точки	1	2
43	и с тех	1	2
44	это не просто	1	2
45	не забудем что	1	2
46	– это не	1	2
47	в свою очередь	1	2
48	не с точки	1	2
49	в это время	1	2
50	не лучше ли	1	2
51	же время и	1	2
52	мне и я	1	2
53	– одна из	1	2
54	и то что	1	2
55	на первый взгляд	1	2
56	к нему с	1	2
57	о котором уже	1	1
58	общего ни с	1	1
59	в этот момент	2	1
60	это дает нам	1	1
61	такая же как	1	1
62	идет пока только	1	1
63	– т е	1	1
64	он как бы	1	1
65	что в ней	1	1
66	он и не	1	1
67	все равно не	1	1
68	и что в	2	1
69	все что ни	1	1
70	что у него	1	1
71	говорит о себе	1	1
72	но при этом	1	1
73	в глубине души	1	1
74	нам не помогут	1	1
75	знали что он	1	1
76	независимо от того	1	1
77	и никогда не	1	1
78	не имеет никаких	1	1
79	же возникает вопрос	1	1
80	на этот раз	1	1
81	имел в виду	3	1
82	а с другой	1	1
83	и о том	2	1
84	что для нас	1	1
85	это то что	1	1
86	– это и	1	1
87	и перед ними	1	1
88	мы приближаемся к	1	1
89	но и это	1	1
90	заключается в том	1	1
91	и что он	1	1
92	ней ничего не	1	1
93	каждый из них	1	1
94	может быть иначе	1	1
95	а следовательно и	1	1
96	что он сам	1	1
97	а между тем	1	1
98	все же не	1	1
99	только об одном	1	1
100	это конечно гораздо	1	1
101	всего то что	1	1
102	как раз в	2	1
103	речь идет пока	1	1
104	он сам в	1	1
105	в свете этой	1	1
106	сама жизнь и	1	1
107	и в котором	1	1
108	то же только	1	1
109	в романе достоевского	1	1
110	как бы в	1	1
111	в другой раз	1	1
112	то что они	1	1
113	в той же	1	1
114	пока только о	1	1
