N	3gram	Ircho_Kome	Sovremen
1	в зависимости от	1	4
2	с самого начала	2	3
3	то же самое	2	2
4	во всяком случае	4	2
5	тем не менее	2	2
6	так как он	1	2
7	в отличие от	3	2
8	он может быть	1	1
9	все же это	1	1
10	то ни было	4	1
11	в том что	13	1
12	но все эти	1	1
13	в и в	1	1
14	как и во	1	1
15	до сих пор	3	1
16	а может быть	1	1
17	до наших дней	1	1
18	представление о том	2	1
19	и тот же	1	1
20	в новое время	2	1
21	но уже в	1	1
22	не что иное	1	1
23	одна и та	1	1
24	и та же	1	1
25	в первом же	1	1
26	в связи с	3	1
27	и еще более	1	1
28	ни в один	1	1
29	может быть в	1	1
30	в обоих случаях	3	1
31	в том случае	1	1
32	той или иной	1	1
33	же мере в	1	1
34	и во всех	1	1
35	что иное как	1	1
36	в данном случае	1	1
37	но все же	1	1
38	мы уже знаем	1	1
39	одна из них	2	1
40	и прежде всего	1	1
41	с одной стороны	5	1
42	легла в основу	1	1
43	в этой области	2	1
44	в одном случае	1	1
45	так же как	1	1
46	по аналогии с	1	1
47	то же время	5	1
48	с новой силой	1	1
49	по отношению к	5	1
50	в то же	5	1
51	бы то ни	4	1
52	в начале нашего	1	1
53	на этот раз	5	1
54	к одному и	1	1
55	можно было бы	3	1
56	в этом смысле	2	1
