N	3gram	Bakhtin_Fr	Problema
1	о том что	4	39
2	в том что	4	37
3	то же самое	1	30
4	в настоящее время	1	30
5	в связи с	2	29
6	в данном случае	1	28
7	той или иной	1	26
8	во всяком случае	1	25
9	с другой стороны	2	25
10	с точки зрения	4	25
11	содержит в себе	1	23
12	в конце концов	5	23
13	сам по себе	2	21
14	и то что	1	20
15	в этом смысле	1	19
16	то есть в	6	17
17	в то же	12	17
18	до сих пор	3	14
19	не что иное	1	14
20	что иное как	1	14
21	ничего общего с	1	13
22	на самом деле	1	13
23	можно было бы	2	13
24	и в этом	1	12
25	в то время	1	12
26	дело в том	2	11
27	есть не что	1	11
28	с одной стороны	3	11
29	в той или	1	10
30	и тем самым	1	10
31	более или менее	3	10
32	не только в	1	10
33	по этому поводу	1	9
34	имеет ничего общего	1	9
35	не имеет ничего	1	9
36	что же касается	1	9
37	самом же деле	1	8
38	на самом же	1	8
39	вовсе не являются	1	8
40	потому что он	1	8
41	заключается в том	1	8
42	о том как	3	7
43	к тому же	1	7
44	но и в	2	7
45	с самого начала	1	7
46	в том или	2	7
47	в значительной мере	1	7
48	мы находим в	2	7
49	это и есть	1	7
50	в самом деле	3	6
51	так и в	3	6
52	то что в	2	6
53	и в его	2	6
54	или иной мере	1	6
55	на первый план	2	6
56	есть прежде всего	1	6
57	здесь не в	1	6
58	в этом отношении	3	6
59	в литературе и	2	5
60	свидетельствует о том	2	5
61	все это есть	1	5
62	а также и	3	5
63	имеем в виду	2	5
64	взятый сам по	1	5
65	та или иная	1	5
66	в том числе	4	5
67	до некоторой степени	1	5
68	и прежде всего	2	5
69	по себе и	1	5
70	том или ином	2	5
71	том что он	1	5
72	что в нем	1	5
73	потому что они	1	5
74	друг от друга	1	4
75	как мы уже	4	4
76	том числе и	2	4
77	они вовсе не	1	4
78	но все же	1	4
79	у нас и	1	4
80	и тем же	1	4
81	мы находим и	1	4
82	в другом случае	1	4
83	в себе все	2	4
84	то есть только	2	4
85	на первом плане	1	4
86	именно потому что	1	4
87	а с другой	1	4
88	а именно в	1	4
89	и во всяком	1	4
90	в это время	1	4
91	не потому что	1	4
92	и не в	1	4
93	именно то что	1	4
94	одним и тем	1	4
95	как мы видели	4	4
96	во всех этих	1	4
97	никакого отношения к	1	4
98	так что в	1	4
99	в новое время	1	4
100	то обстоятельство что	1	4
101	друг к другу	1	4
102	одной стороны и	1	3
103	то что он	1	3
104	мы здесь не	1	3
105	о чем мы	1	3
106	в результате этого	1	3
107	и того же	1	3
108	имел в виду	1	3
109	который в своем	1	3
110	до того что	1	3
111	как и вообще	1	3
112	за то что	4	3
113	божественная комедия данте	1	3
114	в чем же	2	3
115	как и в	2	3
116	нужно сказать и	1	3
117	но уже в	2	3
118	к самому предмету	1	3
119	с тем что	1	3
120	как мы увидим	2	3
121	что и в	1	3
122	мы уже видели	2	3
123	и есть то	2	3
124	одного и того	1	3
125	хотя и в	2	3
126	как мы сказали	1	3
127	том что в	1	3
128	не в силах	1	3
129	и может быть	1	3
130	не есть нечто	1	3
131	то есть с	2	3
132	но в то	3	3
133	мы не знаем	1	3
134	античного мифа о	1	3
135	и все они	2	3
136	после того как	6	3
137	по отношению к	3	2
138	как и его	1	2
139	но оказывается что	1	2
140	таким образом уже	1	2
141	с ним в	1	2
142	не совпадает с	1	2
143	сказать что в	1	2
144	но только в	1	2
145	здесь говорится о	1	2
146	и во всем	1	2
147	что в этом	1	2
148	и по своему	1	2
149	всего того что	1	2
150	том что море	1	2
151	связи с этой	1	2
152	не только для	1	2
153	что в конце	1	2
154	и до наших	2	2
155	за что и	1	2
156	в их конкретности	1	2
157	все дело в	1	2
158	которые находятся в	1	2
159	таким образом в	2	2
160	по содержанию своему	1	2
161	и это не	1	2
162	по самому своему	1	2
163	выходит за пределы	1	2
164	а так как	1	2
165	людей в этом	1	2
166	себе и в	1	2
167	является одним из	1	2
168	как и во	1	2
169	о котором мы	4	2
170	в себе в	1	2
171	мы имеем в	2	2
172	как бы оно	1	2
173	в том же	1	2
174	и многих других	1	2
175	в известной мере	1	2
176	все эти образы	3	2
177	и не имеет	1	2
178	то же что	1	2
179	между собой и	1	2
180	вовсе не на	1	2
181	в свою очередь	3	2
182	и для всех	1	2
183	что он есть	1	2
184	и в том	1	2
185	в том и	1	2
186	так и самого	1	2
187	он должен быть	1	2
188	а в дальнейшем	1	2
189	тем что в	1	2
190	одним из самых	2	2
191	здесь как и	1	2
192	а следовательно и	2	2
193	в нем и	1	2
194	то есть от	1	2
195	а только в	1	2
196	как раз в	1	2
197	пространстве и времени	1	2
198	не существует но	1	2
199	и в литературе	2	2
200	и в самом	1	2
201	и что он	1	2
202	в предисловии к	1	2
203	и не только	1	2
204	в себе и	1	2
205	в основе своей	1	2
206	мы уже сказали	2	2
207	с представлением о	1	1
208	имеет в виду	1	1
209	не есть отвлеченное	1	1
210	о которой мы	1	1
211	вполне понятно что	2	1
212	новых и новых	1	1
213	что именно здесь	1	1
214	а для этого	1	1
215	в большинстве случаев	9	1
216	между небом и	1	1
217	не обходится и	1	1
218	и в другом	1	1
219	поэтому и в	1	1
220	человеческого рода и	1	1
221	есть не только	1	1
222	и то обстоятельство	1	1
223	они сыграли свою	1	1
224	для нашего восприятия	2	1
225	которые в обычных	1	1
226	таким образом на	1	1
227	в античной традиции	1	1
228	весь этот образ	1	1
229	это не есть	1	1
230	и на начало	1	1
231	в новом свете	1	1
232	и все это	2	1
233	как в его	1	1
234	однако не в	1	1
235	но в одном	1	1
236	при помощи которого	1	1
237	подлежит никакому сомнению	1	1
238	эти заимствованы из	1	1
239	мы остановимся на	1	1
240	начало и конец	1	1
241	при этом ни	1	1
242	из них в	1	1
243	в тот момент	1	1
244	мы уже указывали	2	1
245	и даже больше	2	1
246	смысле этого слова	1	1
247	не должна казаться	1	1
248	речь идет о	1	1
249	из земли с	1	1
