N	2gram	Bakhtin_Fr	KulturaY
1	и в	105	84
2	в том	17	74
3	потому что	6	68
4	не только	24	60
5	точки зрения	10	59
6	в этом	22	57
7	было бы	4	53
8	и не	34	52
9	может быть	11	47
10	что в	4	44
11	том что	9	44
12	того чтобы	3	44
13	в самом	7	41
14	для того	2	41
15	у нас	1	38
16	хотя бы	2	37
17	самом деле	3	37
18	так как	11	36
19	с точки	6	36
20	в области	10	34
21	таким образом	5	33
22	а не	1	33
23	если бы	1	32
24	можно было	4	32
25	не в	4	30
26	и пр	5	30
27	в его	24	30
28	прежде всего	26	30
29	все же	10	29
30	не менее	2	28
31	того что	3	28
32	все эти	15	28
33	уже не	3	26
34	в языке	1	26
35	в силу	1	26
36	то что	7	25
37	вовсе не	25	25
38	не может	9	25
39	с другой	3	24
40	еще не	8	24
41	то же	6	23
42	с помощью	1	23
43	только в	16	23
44	так и	16	23
45	по себе	1	20
46	во всяком	2	20
47	но и	20	20
48	тем что	5	19
49	о том	5	19
50	что он	5	19
51	языка и	1	19
52	всяком случае	2	19
53	но в	16	19
54	и с	8	18
55	с тем	1	18
56	к тому	3	18
57	в сущности	20	18
58	в качестве	1	18
59	связи с	5	18
60	между тем	5	18
61	вместе с	1	18
62	как бы	33	18
63	все это	16	18
64	в той	5	17
65	можно говорить	3	17
66	другой стороны	1	17
67	как это	1	17
68	слова и	1	17
69	как раз	3	17
70	это не	4	17
71	в виду	5	16
72	что и	2	16
73	что не	3	16
74	тот же	4	16
75	ничего не	3	16
76	но не	7	16
77	при этом	10	15
78	именно в	6	15
79	как на	4	15
80	в нашем	3	15
81	том чтобы	1	15
82	не было	3	15
83	один из	5	15
84	по отношению	2	15
85	ни к	2	15
86	целый ряд	2	15
87	только потому	1	15
88	того как	1	15
89	а в	4	15
90	лишь в	4	15
91	в них	13	14
92	и на	25	14
93	сказать что	12	14
94	хотя и	4	14
95	что такое	1	14
96	в связи	2	14
97	я не	1	14
98	сих пор	7	14
99	в ней	7	14
100	до сих	7	14
101	как мы	12	14
102	мы имеем	1	14
103	также и	3	14
104	отношению к	2	14
105	между прочим	2	13
106	в этой	11	13
107	там где	3	13
108	не могут	4	13
109	в которых	1	13
110	той же	1	13
111	для нас	5	13
112	это и	3	13
113	по существу	2	13
114	в пределах	3	13
115	и его	24	13
116	с этой	1	12
117	говорить о	1	12
118	в результате	1	12
119	но также	1	12
120	того же	1	12
121	ясно что	1	12
122	этот вопрос	2	12
123	могут быть	4	12
124	как в	6	12
125	однако не	1	12
126	для этого	1	12
127	те же	1	11
128	должен быть	1	11
129	в своем	11	11
130	речи и	2	11
131	он не	3	11
132	в нем	16	11
133	и здесь	4	11
134	должна быть	1	11
135	еще и	6	11
136	совершенно не	5	11
137	из этих	7	11
138	и если	1	11
139	этом отношении	5	11
140	уже в	5	11
141	в их	6	11
142	в таких	2	11
143	в какой	2	11
144	или иной	5	11
145	в особенности	7	10
146	как и	15	10
147	речь идет	1	10
148	так же	2	10
149	конечно не	2	10
150	к этому	2	10
151	несмотря на	5	10
152	бы в	2	10
153	не просто	3	10
154	в общем	4	10
155	в то	5	10
156	вряд ли	1	10
157	со стороны	1	10
158	в письмах	1	10
159	с этим	1	10
160	они не	1	10
161	на фоне	4	10
162	того или	1	10
163	тех же	3	10
164	тем самым	1	10
165	от того	2	10
166	что слово	3	9
167	в своей	8	9
168	можно сказать	4	9
169	что все	1	9
170	xix века	6	9
171	в которой	1	9
172	но для	3	9
173	рядом с	9	9
174	здесь не	3	9
175	или иного	1	9
176	ни в	1	9
177	что мы	2	9
178	не потому	1	9
179	подобного рода	1	9
180	но это	5	9
181	и для	3	9
182	и вот	5	9
183	ли не	1	9
184	но уже	1	9
185	на то	2	9
186	в целом	3	9
187	своего рода	2	8
188	в этих	6	8
189	но все	5	8
190	в первую	1	8
191	что они	2	8
192	по преимуществу	3	8
193	с одной	2	8
194	тому же	1	8
195	в таком	2	8
196	не есть	1	8
197	в чем	2	8
198	смысл и	1	8
199	в своих	8	8
200	в тех	5	8
201	мы видели	3	8
202	а потому	1	8
203	был бы	1	8
204	да и	5	8
205	то и	1	8
206	слов и	2	8
207	с его	9	8
208	этом случае	1	8
209	независимо от	1	8
210	на самом	6	8
211	и как	2	8
212	об этом	2	8
213	в частности	6	8
214	далеко не	6	8
215	и о	4	8
216	же в	4	8
217	что на	1	8
218	же и	1	7
219	например в	3	7
220	всякого рода	1	7
221	в котором	1	7
222	в одном	8	7
223	учение о	2	7
224	так сказать	5	7
225	чуть ли	1	7
226	одной стороны	2	7
227	в процессе	2	7
228	есть язык	1	7
229	с ним	6	7
230	сводится к	1	7
231	как о	1	7
232	с ними	2	7
233	и более	4	7
234	в истории	5	7
235	как например	2	7
236	до конца	4	7
237	на этот	3	7
238	языка но	1	7
239	в самой	5	7
240	в г	3	7
241	и вовсе	5	7
242	есть в	6	7
243	и потому	14	7
244	она не	2	7
245	не знает	6	7
246	только как	1	7
247	что касается	3	7
248	как он	1	7
249	даже в	6	6
250	только для	1	6
251	отличается от	1	6
252	на этой	5	6
253	не всегда	1	6
254	можно ли	1	6
255	что как	1	6
256	именно с	1	6
257	по поводу	2	6
258	со специфическими	1	6
259	на язык	2	6
260	мы знаем	1	6
261	в ее	5	6
262	не столько	1	6
263	и именно	2	6
264	от этого	1	6
265	той или	5	6
266	на этом	2	6
267	так называемые	2	6
268	внутренняя форма	1	6
269	за пределы	10	6
270	то или	1	6
271	или иное	1	6
272	мы называем	1	6
273	главным образом	6	6
274	его к	2	6
275	первую очередь	1	6
276	не на	2	6
277	разумеется не	1	6
278	оно не	2	6
279	если не	1	6
280	перед нами	1	6
281	роль в	6	6
282	на основе	1	6
283	же время	5	6
284	в отличие	4	6
285	тем же	1	6
286	свое время	5	6
287	литературного языка	1	6
288	в свое	6	6
289	в себе	7	6
290	мы не	1	6
291	что с	1	6
292	или в	2	6
293	что эти	1	6
294	это конечно	1	6
295	отличие от	5	6
296	говоря о	2	6
297	только то	1	6
298	это только	1	6
299	приводит к	2	6
300	как к	3	6
301	которые в	1	6
302	нуждается в	1	6
303	же это	1	6
304	и к	7	5
305	очень много	1	5
306	еще более	6	5
307	в большей	8	5
308	нас в	1	5
309	и даже	10	5
310	в духе	9	5
311	языка на	1	5
312	нельзя было	1	5
313	даже и	5	5
314	в другом	2	5
315	превращается в	6	5
316	отметить что	2	5
317	и еще	5	5
318	ни одного	1	5
319	кроме того	2	5
320	точка зрения	3	5
321	никогда не	11	5
322	и он	3	5
323	на протяжении	9	5
324	к себе	3	5
325	время в	3	5
326	как же	1	5
327	в конце	3	5
328	и у	7	5
329	у него	2	5
330	здесь как	1	5
331	но как	3	5
332	в форме	6	5
333	так что	1	5
334	всех этих	10	5
335	в кругу	1	5
336	и при	1	5
337	в область	1	5
338	мы в	1	5
339	интерес к	2	5
340	речи как	1	5
341	в отношении	7	5
342	конечно и	4	5
343	широком смысле	1	5
344	относится к	4	5
345	на примере	1	5
346	не будем	1	5
347	а это	1	5
348	о нем	4	5
349	и от	3	5
350	мы находим	4	5
351	а на	1	5
352	но с	2	5
353	материал для	1	5
354	так в	4	5
355	по своему	9	5
356	это так	1	5
357	только не	1	5
358	и их	3	5
359	мы должны	2	5
360	как не	1	5
361	пр и	1	5
362	лишь как	1	5
363	отношение к	9	5
364	и только	1	5
365	есть не	1	5
366	еще раз	4	4
367	мы и	4	4
368	и работает	1	4
369	или иных	1	4
370	о чем	3	4
371	одно из	7	4
372	как они	1	4
373	эта не	1	4
374	как об	1	4
375	зрения на	3	4
376	представление о	2	4
377	само собою	1	4
378	так например	3	4
379	связано с	2	4
380	и где	1	4
381	бы однако	1	4
382	вот почему	1	4
383	этой речи	1	4
384	до того	1	4
385	на те	1	4
386	к которому	2	4
387	как я	1	4
388	не мог	1	4
389	и становится	2	4
390	из них	7	4
391	и выражения	2	4
392	к нему	5	4
393	всего в	1	4
394	несколько слов	1	4
395	не говорят	1	4
396	но еще	1	4
397	в году	13	4
398	подчеркнуть что	2	4
399	его в	7	4
400	то она	1	4
401	но он	5	4
402	не о	2	4
403	будто бы	1	4
404	что за	1	4
405	которое в	2	4
406	это есть	1	4
407	характер и	4	4
408	между ними	4	4
409	в ряду	3	4
410	о которых	2	4
411	себе и	2	4
412	и это	3	4
413	в смысле	2	4
414	остается в	1	4
415	выражение в	5	4
416	мы можем	2	4
417	в лучшем	1	4
418	эти слова	1	4
419	это действительно	1	4
420	как известно	2	4
421	могла бы	2	4
422	так называемого	1	4
423	что для	3	4
424	и все	7	4
425	же мы	1	4
426	и по	3	4
427	наше время	1	4
428	однако и	1	4
429	на деле	1	4
430	уже на	1	4
431	которых мы	1	4
432	о поэзии	1	4
433	это уже	4	4
434	из которых	2	4
435	я имею	1	4
436	нам в	1	4
437	здесь мы	2	4
