N	2gram	Ircho_Kome	KulturaY
1	и т	11	143
2	т е	14	102
3	т п	7	93
4	и в	40	84
5	в том	19	74
6	потому что	8	68
7	не только	12	60
8	точки зрения	7	59
9	в этом	9	57
10	было бы	8	53
11	и не	19	52
12	может быть	16	47
13	что в	12	44
14	том что	19	44
15	того чтобы	4	44
16	т д	4	42
17	в самом	5	41
18	для того	3	41
19	у нас	3	38
20	хотя бы	2	37
21	так как	6	36
22	в области	3	34
23	таким образом	13	33
24	а не	1	33
25	если бы	4	32
26	можно было	5	32
27	не в	8	30
28	в его	8	30
29	прежде всего	8	30
30	все же	7	29
31	не менее	6	28
32	того что	1	28
33	все эти	1	28
34	в силу	4	26
35	то что	8	25
36	вовсе не	3	25
37	не может	3	25
38	вопрос о	5	24
39	с другой	7	24
40	еще не	7	24
41	то же	7	23
42	с помощью	1	23
43	только в	6	23
44	так и	17	23
45	иными словами	1	22
46	тем не	3	21
47	по себе	2	20
48	во всяком	4	20
49	и что	2	20
50	но и	14	20
51	тем что	5	19
52	о том	12	19
53	что он	11	19
54	зависимости от	1	19
55	что же	2	19
56	всяком случае	4	19
57	но в	6	19
58	и с	8	18
59	с тем	5	18
60	к тому	15	18
61	в сущности	3	18
62	в качестве	8	18
63	связи с	3	18
64	между тем	9	18
65	вместе с	8	18
66	как бы	3	18
67	все это	7	18
68	в той	2	17
69	можно говорить	1	17
70	другой стороны	6	17
71	как это	7	17
72	что это	5	17
73	слова и	1	17
74	как раз	4	17
75	это не	2	17
76	в виду	2	16
77	в зависимости	1	16
78	что и	10	16
79	что не	1	16
80	тот же	5	16
81	ничего не	4	16
82	но не	3	16
83	при этом	5	15
84	именно в	5	15
85	в данном	1	15
86	как на	2	15
87	в нашем	2	15
88	не было	1	15
89	и тем	2	15
90	один из	9	15
91	по отношению	5	15
92	целый ряд	2	15
93	только потому	2	15
94	того как	3	15
95	а в	9	15
96	в них	7	14
97	и на	9	14
98	сказать что	1	14
99	хотя и	6	14
100	в связи	3	14
101	сих пор	3	14
102	в ней	2	14
103	до сих	3	14
104	если мы	1	14
105	как мы	5	14
106	мы имеем	1	14
107	также и	1	14
108	отношению к	5	14
109	что она	3	13
110	между прочим	2	13
111	в этой	9	13
112	там где	1	13
113	не случайно	1	13
114	не могут	1	13
115	в которых	1	13
116	той же	3	13
117	по существу	1	13
118	в пределах	1	13
119	и его	17	13
120	с этой	3	12
121	говорить о	3	12
122	в результате	5	12
123	того же	4	12
124	ясно что	9	12
125	а только	1	12
126	могут быть	3	12
127	как в	8	12
128	речь в	2	12
129	этого слова	1	12
130	однако не	2	12
131	в рамках	3	12
132	для этого	2	12
133	те же	1	11
134	должен быть	1	11
135	в своем	6	11
136	на себе	1	11
137	он не	5	11
138	в нем	8	11
139	и здесь	6	11
140	еще и	2	11
141	совершенно не	1	11
142	из этих	5	11
143	и если	2	11
144	этом отношении	3	11
145	уже в	9	11
146	в их	6	11
147	в какой	2	11
148	или иной	1	11
149	в особенности	1	10
150	в первом	2	10
151	как и	12	10
152	речь идет	6	10
153	так же	4	10
154	конечно не	1	10
155	к этому	8	10
156	несмотря на	5	10
157	бы в	3	10
158	ту же	2	10
159	этом смысле	2	10
160	в общем	2	10
161	в то	14	10
162	после того	3	10
163	со стороны	3	10
164	в каком	1	10
165	с этим	5	10
166	они не	1	10
167	бы и	1	10
168	тем более	1	10
169	того или	1	10
170	тех же	4	10
171	тем самым	1	10
172	от того	3	10
173	в своей	3	9
174	что все	1	9
175	в которой	9	9
176	очевидно что	1	9
177	рядом с	1	9
178	или иного	1	9
179	ни в	9	9
180	не имеет	1	9
181	но это	2	9
182	и для	4	9
183	дает нам	1	9
184	и вот	4	9
185	этого рода	2	9
186	а также	5	9
187	ли не	8	9
188	но уже	1	9
189	на то	3	9
190	в целом	6	9
191	в этих	5	8
192	но все	4	8
193	в первую	5	8
194	может служить	2	8
195	что они	4	8
196	с одной	5	8
197	это слово	4	8
198	тому же	14	8
199	в таком	1	8
200	тому что	4	8
201	в чем	3	8
202	в своих	2	8
203	в тех	5	8
204	отнюдь не	2	8
205	мы видели	2	8
206	да и	5	8
207	то и	3	8
208	тех пор	2	8
209	состоит в	1	8
210	с его	4	8
211	независимо от	5	8
212	на самом	1	8
213	и как	3	8
214	об этом	2	8
215	мере в	1	8
216	не говоря	4	8
217	в частности	7	8
218	далеко не	1	8
219	и о	3	8
220	же в	7	8
221	само по	1	8
222	что на	4	8
223	следует что	1	7
224	например в	1	7
225	казалось бы	3	7
226	всякого рода	1	7
227	нам не	1	7
228	в котором	6	7
229	в одном	10	7
230	на том	1	7
231	внимание на	1	7
232	а с	1	7
233	столь же	9	7
234	чуть ли	2	7
235	одной стороны	5	7
236	с ним	1	7
237	сводится к	1	7
238	с ними	2	7
239	и более	2	7
240	идет о	5	7
241	в свою	2	7
242	в истории	10	7
243	до конца	3	7
244	на этот	5	7
245	в самой	2	7
246	все равно	1	7
247	в г	28	7
248	смысле этого	1	7
249	и вовсе	3	7
250	не все	2	7
251	и потому	1	7
252	том случае	1	7
253	до тех	1	7
254	не знает	1	7
255	когда он	1	7
256	только как	1	7
257	что касается	5	7
258	как он	2	7
259	не следует	2	7
260	были бы	1	6
261	говоря уже	4	6
262	только что	2	6
263	даже в	3	6
264	в соответствии	2	6
265	только для	1	6
266	отличается от	1	6
267	на этой	1	6
268	не всегда	2	6
269	уже о	4	6
270	ср также	4	6
271	что именно	3	6
272	именно с	1	6
273	по поводу	7	6
274	гораздо более	2	6
275	мы знаем	5	6
276	в ее	2	6
277	не столько	1	6
278	приемов и	1	6
279	указывает что	2	6
280	от этого	2	6
281	той или	1	6
282	на этом	3	6
283	за пределы	2	6
284	главным образом	4	6
285	его к	1	6
286	е в	2	6
287	первую очередь	6	6
288	не на	1	6
289	если не	1	6
290	этой точки	1	6
291	содержание и	1	6
292	перед нами	1	6
293	роль в	2	6
294	на основе	1	6
295	когда в	3	6
296	же время	5	6
297	в отличие	3	6
298	соответствии с	2	6
299	тем же	2	6
300	в себе	3	6
301	данном случае	1	6
302	мы не	4	6
303	или в	5	6
304	этого не	1	6
305	то это	3	6
306	если и	1	6
307	как будто	3	6
308	что эти	1	6
309	это конечно	1	6
310	отличие от	4	6
311	п в	1	6
312	не с	1	6
313	говоря о	1	6
314	чтобы не	1	6
315	это только	1	6
316	приводит к	1	6
317	которые в	3	6
318	на себя	5	6
319	нуждается в	2	6
320	же это	1	6
321	и к	2	5
322	очень много	1	5
323	говорить и	1	5
324	еще более	2	5
325	думаю что	2	5
326	нас в	3	5
327	и даже	5	5
328	более или	1	5
329	в духе	3	5
330	на которых	1	5
331	уже выше	1	5
332	на мой	1	5
333	сплошь да	2	5
334	нельзя было	1	5
335	даже и	1	5
336	в другом	5	5
337	превращается в	1	5
338	отметить что	1	5
339	и еще	5	5
340	ни одного	2	5
341	могло бы	1	5
342	нам право	1	5
343	и он	1	5
344	на протяжении	14	5
345	к себе	1	5
346	время в	1	5
347	в конце	7	5
348	в двух	6	5
349	же касается	1	5
350	и у	3	5
351	у него	6	5
352	мой взгляд	1	5
353	всего лишь	1	5
354	и является	1	5
355	в форме	2	5
356	да рядом	2	5
357	так что	6	5
358	не так	1	5
359	также что	2	5
360	и при	1	5
361	бы привести	1	5
362	в область	1	5
363	интерес к	2	5
364	из того	2	5
365	в отношении	6	5
366	к его	3	5
367	о котором	1	5
368	то он	1	5
369	что наши	2	5
370	относится к	2	5
371	быть не	1	5
372	и тогда	1	5
373	но если	4	5
374	на вопрос	1	5
375	бы на	1	5
376	о нем	1	5
377	и от	2	5
378	мы находим	2	5
379	а на	2	5
380	материал для	2	5
381	слово в	1	5
382	более что	1	5
383	так в	6	5
384	по своему	5	5
385	или менее	2	5
386	и их	3	5
387	или иначе	4	5
388	отношение к	3	5
389	и только	1	5
390	в разговоре	1	5
391	еще раз	1	4
392	мы и	1	4
393	о чем	2	4
394	одно из	1	4
395	как об	1	4
396	зрения на	2	4
397	представление о	3	4
398	так например	1	4
399	ответить на	1	4
400	бы однако	1	4
401	так называемых	3	4
402	к этой	1	4
403	такие случаи	1	4
404	точно так	1	4
405	в различных	1	4
406	до того	1	4
407	так мы	1	4
408	всего этого	2	4
409	на те	2	4
410	именно так	1	4
411	быть в	1	4
412	к которому	4	4
413	что даже	1	4
414	не мог	4	4
415	из них	16	4
416	к нему	5	4
417	всего в	5	4
418	в году	3	4
419	аналогии с	2	4
420	его в	6	4
421	то она	1	4
422	но он	2	4
423	не о	1	4
424	не говорит	1	4
425	будто бы	2	4
426	же как	3	4
427	о которых	6	4
428	и это	3	4
429	чтобы понять	1	4
430	в каждом	2	4
431	выражение в	1	4
432	мы можем	6	4
433	ли это	2	4
434	эти слова	1	4
435	не дает	1	4
436	которые и	1	4
437	почти всегда	2	4
438	как известно	4	4
439	могла бы	2	4
