N	3gram	Voloshinov	DiskursI
1	в том что	2	28
2	в отличие от	1	26
3	по отношению к	3	17
4	с одной стороны	2	14
5	не может быть	4	12
6	в данном случае	2	12
7	то же время	1	10
8	в то же	1	8
9	состоит в том	1	8
10	в этом отношении	1	8
11	как и в	1	7
12	в конечном счете	1	6
13	с точки зрения	5	6
14	и как бы	1	5
15	то же самое	1	5
16	с другой стороны	2	5
17	подобно тому как	1	5
18	тем не менее	1	4
19	и не может	1	4
20	более или менее	1	3
21	и то же	2	3
22	того или иного	2	3
23	можно говорить о	1	3
24	но не менее	1	3
25	одно и то	3	3
26	том что в	1	3
27	все то что	1	2
28	того же автора	1	2
29	далеко не всегда	1	2
30	в науке о	1	2
31	а не как	1	2
32	только то что	1	2
33	включает в себя	1	2
34	с самого начала	2	2
35	в античной греции	1	2
36	тех случаях когда	1	2
37	в хх веке	1	2
38	в тех случаях	1	2
39	все же остается	1	2
40	а также и	1	2
41	прежде всего в	1	2
42	художественного произведения как	2	1
43	на себя и	1	1
44	так и для	1	1
45	в этой структуре	1	1
46	то или иное	1	1
47	следует иметь в	1	1
48	в самом деле	2	1
49	но далеко не	1	1
50	не только его	2	1
51	для того чтобы	1	1
52	иметь в виду	1	1
53	на всем протяжении	1	1
54	между тем как	1	1
55	не может иметь	1	1
56	в одном ряду	1	1
57	тех или иных	1	1
58	не только на	1	1
59	есть не что	2	1
60	и т.п и	3	1
61	в связи с	1	1
62	общих для них	1	1
63	несмотря на все	1	1
64	в другом месте	1	1
65	один из наиболее	1	1
66	в каждом индивидуальном	1	1
67	не должно быть	1	1
68	полном соответствии с	2	1
69	мы все же	1	1
70	равно как и	1	1
71	в полном соответствии	2	1
72	на то что	1	1
73	эстетического объекта и	1	1
74	ту или иную	1	1
75	вплоть до его	1	1
76	то что в	1	1
77	но столь же	1	1
78	в произведении как	1	1
79	и один из	1	1
80	на самом деле	1	1
81	не что иное	2	1
82	это и не	1	1
83	можно было бы	1	1
84	только потому что	1	1
85	в нем только	1	1
86	и есть не	1	1
87	выходит за пределы	1	1
88	и утверждаю что	1	1
89	та или иная	1	1
90	что иное как	2	1
91	в предисловии к	1	1
92	говорить и о	1	1
93	в виду что	1	1
94	нет и не	1	1
