N	3gram	Bakhtin_Pr	StatiiOP
1	в борисе годунове	1	69
2	в том что	6	47
3	о том что	3	29
4	в этом отношении	1	24
5	до сих пор	8	19
6	с точки зрения	13	14
7	с другой стороны	3	13
8	во всяком случае	1	13
9	не может быть	8	11
10	то же время	8	9
11	на то что	2	9
12	в то же	8	9
13	дело в том	3	9
14	можно было бы	2	9
15	тем не менее	2	8
16	к тому что	1	8
17	не только в	1	8
18	в конце концов	1	7
19	в данном случае	1	7
20	и в этом	1	7
21	так же как	1	6
22	в письме к	1	6
23	по отношению к	5	6
24	в этом смысле	5	6
25	так и в	2	6
26	по крайней мере	2	6
27	в одном из	1	6
28	что он не	1	5
29	нужно сказать что	2	5
30	но и в	2	5
31	в одной из	1	5
32	в свое время	4	5
33	с самого начала	4	5
34	после того как	1	5
35	в применении к	1	4
36	то что он	1	4
37	дело не в	1	4
38	так или иначе	1	4
39	сами по себе	1	4
40	тем или иным	1	4
41	в связи с	1	4
42	в мировой литературе	1	4
43	и в самом	1	4
44	в предисловии к	1	4
45	на себя внимание	2	3
46	каждого из них	1	3
47	пушкина в борисе	1	3
48	в той же	1	3
49	можно сказать что	6	3
50	в том числе	15	3
51	более или менее	3	3
52	сказать что в	1	3
53	к тому же	1	3
54	в наше время	1	3
55	и тем же	1	3
56	состоит в том	1	3
57	одним и тем	1	3
58	в этом случае	1	3
59	а вовсе не	1	3
60	прежде всего в	1	3
61	на этой почве	2	2
62	в котором он	2	2
63	из того же	1	2
64	смысле этого термина	1	2
65	и даже не	1	2
66	но вовсе не	1	2
67	потому что это	2	2
68	в эту эпоху	1	2
69	в той или	1	2
70	хотя бы и	2	2
71	в жизни и	1	2
72	об этом не	1	2
73	все более и	1	2
74	а между тем	2	2
75	в обоих случаях	1	2
76	в зависимости от	3	2
77	том числе и	13	2
78	и вместе с	1	2
79	а во второй	1	2
80	и в то	3	2
81	в отличие от	1	2
82	и в других	1	2
83	а не в	1	2
84	то же самое	1	2
85	вовсе не является	1	2
86	то что я	1	2
87	а также и	3	2
88	века и в	1	2
89	как своего рода	2	2
90	а как бы	1	2
91	и др в	3	2
92	той или иной	2	2
93	не могли быть	1	2
94	не укладывается в	1	2
95	в чем же	1	2
96	и в конце	2	2
97	более и более	1	2
98	на этот вопрос	1	2
99	кажется что в	1	2
100	я не могу	1	2
101	отметить что в	1	2
102	что мы имеем	1	2
103	но в то	3	2
104	мы имеем в	3	2
105	и то что	1	2
106	к смертной казни	1	2
107	несколько слов о	3	2
108	имеем дело с	1	2
109	как и в	4	2
110	может быть и	2	2
111	он никогда не	1	1
112	xviii века и	2	1
113	широко распространенный в	1	1
114	в конкретном и	1	1
115	большое значение имеет	1	1
116	а может быть	1	1
117	это вполне понятно	1	1
118	принадлежат к числу	1	1
119	на протяжении всего	1	1
120	отношение к слову	3	1
121	конечно все эти	1	1
122	суда над ним	1	1
