N	2gram	Voloshinov	Sovremen
1	не может	40	17
2	может быть	50	12
3	точки зрения	48	12
4	таким образом	29	11
5	мы не	6	9
6	в каждом	8	8
7	в этом	27	7
8	и в	32	7
9	мы можем	6	6
10	в результате	9	6
11	каждый раз	3	6
12	как и	19	6
13	ничего не	9	6
14	и не	42	6
15	с точки	31	5
16	организма с	2	5
17	прежде всего	19	5
18	что же	5	5
19	все эти	8	5
20	в условиях	5	5
21	и наконец	1	5
22	в дальнейшем	3	4
23	а в	5	4
24	так как	5	4
25	вопрос о	6	4
26	это не	5	4
27	не только	18	4
28	мы должны	4	4
29	с помощью	11	4
30	как бы	31	4
31	нет и	4	4
32	если мы	17	4
33	в зависимости	2	4
34	их в	1	4
35	жизни и	4	4
36	вместе с	2	4
37	в целом	2	4
38	в том	13	4
39	зависимости от	4	4
40	из них	3	4
41	точку зрения	4	4
42	мы видели	5	4
43	и к	3	3
44	и потому	7	3
45	видели что	1	3
46	на этой	6	3
47	этим мы	1	3
48	с самого	9	3
49	уже в	3	3
50	то же	19	3
51	у каждого	1	3
52	при этом	13	3
53	не в	13	3
54	а не	15	3
55	в системе	3	3
56	все это	4	3
57	мы получим	1	3
58	как он	3	3
59	в одном	2	3
60	у нас	4	3
61	а все	1	3
62	самого начала	9	3
63	в конце	5	3
64	ведь это	1	3
65	и т.д	6	3
66	было бы	8	3
67	в первом	3	3
68	в этой	3	3
69	из двух	1	3
70	момент времени	1	3
71	и все	8	3
72	в себе	5	3
73	следующим образом	2	3
74	ясно что	6	3
75	не подлежит	1	3
76	что она	1	3
77	он может	3	3
78	одна из	6	3
79	состоит из	1	3
80	все же	13	3
81	при таком	1	3
82	в области	3	3
83	отличается от	1	3
84	между собой	3	3
85	отнюдь не	14	3
86	в нем	17	3
87	но в	13	3
88	еще не	7	3
89	с этим	6	2
90	что в	5	2
91	этих двух	1	2
92	тем не	3	2
93	в самом	14	2
94	дает нам	1	2
95	совершенно не	6	2
96	мы видим	2	2
97	значение в	5	2
98	и что	2	2
99	будет развиваться	1	2
100	отличие от	7	2
101	друг с	2	2
102	которой он	1	2
103	наблюдения и	1	2
104	и пр	31	2
105	о значении	1	2
106	самый вопрос	2	2
107	с одной	2	2
108	в отличие	7	2
109	такого рода	1	2
110	в свою	6	2
111	из этих	3	2
112	в его	10	2
113	во всяком	8	2
114	не будем	4	2
115	мы знаем	7	2
116	не дает	4	2
117	в которую	1	2
118	еще более	1	2
119	должно произойти	1	2
120	помощью которых	1	2
121	можно назвать	2	2
122	то ни	12	2
123	что это	3	2
124	или же	2	2
125	еще мало	1	2
126	быть и	9	2
127	реальный момент	2	2
128	из которых	2	2
129	что такое	3	2
130	если же	2	2
131	говорить о	2	2
132	в науке	6	2
133	все те	4	2
134	конечно в	4	2
135	вторая половина	1	2
136	в живом	2	2
137	у него	2	2
138	для его	1	2
139	не могут	4	2
140	в виде	1	2
141	со всеми	1	2
142	а на	1	2
143	свою очередь	5	2
144	и даже	4	2
145	самом деле	18	2
146	в которой	4	2
147	но все	4	2
148	ни одна	1	2
149	к чему	1	2
150	же самое	9	2
151	тот или	2	2
152	который как	1	2
153	как мы	26	2
154	настоящее время	6	2
155	она может	3	2
156	тем же	4	2
157	и во	2	2
158	той же	5	2
159	могут быть	4	2
160	и будет	1	2
161	в таком	8	2
162	в нашем	4	2
163	уже не	2	2
164	и есть	3	2
165	и они	1	2
166	что все	3	2
167	или иной	8	2
168	на этот	3	2
169	говорить об	2	2
170	роль в	1	2
171	не менее	5	2
172	так сказать	19	2
173	же мы	2	2
174	приводит к	3	2
175	и по	1	2
176	времени и	1	2
177	может дать	1	2
178	с другом	2	2
179	из одного	4	2
180	в настоящее	6	2
181	в один	1	2
182	тот же	4	2
183	всяком случае	4	2
184	жизни но	2	1
185	во всех	13	1
186	все они	1	1
187	только одно	1	1
188	лишь там	3	1
189	бы то	11	1
190	которые в	1	1
191	они все	2	1
192	рядом и	1	1
193	с двух	1	1
194	к которому	1	1
195	что один	1	1
196	в социальном	1	1
197	именно к	1	1
198	осуществляется только	2	1
199	при определенных	1	1
200	это и	3	1
201	его и	3	1
202	этом случае	3	1
203	только не	1	1
204	каждый элемент	1	1
205	но можно	1	1
206	стать в	1	1
207	искать в	1	1
208	влечет за	1	1
209	а потому	1	1
210	во втором	2	1
211	то он	1	1
212	речи мы	1	1
213	человека в	3	1
214	но как	3	1
215	и снова	1	1
216	биолог и	1	1
217	чем же	7	1
218	всего необходимо	1	1
219	не является	11	1
220	не допускает	1	1
221	в данном	8	1
222	до сих	10	1
223	все его	1	1
224	основное направление	1	1
225	ему принадлежит	1	1
226	при условии	1	1
227	бы к	1	1
228	и внутренний	1	1
229	принадлежит только	2	1
230	в жизненной	4	1
231	самый тип	1	1
232	и более	6	1
233	осуществляется в	1	1
234	та же	1	1
235	имеют место	1	1
236	по преимуществу	5	1
237	же они	2	1
238	мы постараемся	3	1
239	в постановке	1	1
240	различна степень	2	1
241	и принципиального	1	1
242	в действительности	3	1
243	о действительном	1	1
244	представителя современного	1	1
245	опирается на	2	1
246	в объяснении	2	1
247	представители этой	1	1
248	этого направления	1	1
249	объективная действительность	1	1
250	от его	2	1
251	что иное	1	1
252	в живой	2	1
253	предыдущей главе	1	1
254	ведь именно	1	1
255	жизни вот	1	1
256	в процессе	31	1
257	может ведь	1	1
258	ведь в	2	1
259	разрешения проблемы	1	1
260	зрения своего	2	1
261	ли это	1	1
262	не имеют	5	1
263	связи с	22	1
264	здесь нет	2	1
265	в самый	1	1
266	к учету	1	1
267	этот процесс	4	1
268	на язык	3	1
269	один реальный	1	1
270	почти у	1	1
271	это последнее	1	1
272	должно быть	4	1
273	мы уже	7	1
274	к области	1	1
275	общего и	1	1
276	человек и	1	1
277	почти не	2	1
278	с и	1	1
279	же этот	1	1
280	все стадии	1	1
281	одинаково необходимы	1	1
282	жизни вообще	1	1
283	его с	1	1
284	идет о	1	1
285	она не	2	1
286	на ее	1	1
287	чтобы он	1	1
288	ним и	1	1
289	выбор и	1	1
290	внешнего опыта	2	1
291	одной стороны	2	1
292	как особого	1	1
293	приводит и	1	1
294	и ни	2	1
295	условий в	1	1
296	ничто не	1	1
297	и другую	2	1
298	одна и	1	1
299	для наших	1	1
300	быть в	2	1
301	и речи	4	1
302	в другом	5	1
303	совсем не	2	1
304	несмотря на	1	1
305	т.е от	1	1
306	в ней	5	1
307	из всех	1	1
308	ни было	15	1
309	уже к	2	1
310	кто этот	1	1
311	что эта	1	1
312	а может	1	1
313	отвлекаясь от	2	1
314	они одинаково	1	1
315	это значит	1	1
316	хотя и	1	1
317	человек с	1	1
318	с другой	6	1
319	и тогда	2	1
320	в этот	1	1
321	подчеркнуть что	1	1
322	с ним	1	1
323	на которых	1	1
324	что вся	1	1
325	он не	5	1
326	системе в	2	1
327	кроме того	7	1
328	же необходимо	1	1
329	и из	1	1
330	еще следующее	1	1
331	себя самого	2	1
332	два основных	2	1
333	и т.п	17	1
334	и той	2	1
335	не соответствует	1	1
336	будет ли	1	1
337	одной и	2	1
338	мы снова	1	1
339	но тем	1	1
340	какой бы	4	1
341	не будет	7	1
342	что с	1	1
343	те же	5	1
344	между двумя	4	1
345	вследствие этого	1	1
346	аналогии с	1	1
347	между ним	1	1
348	путь для	1	1
349	далее что	1	1
350	мы в	1	1
351	увидим что	1	1
352	и вся	2	1
353	поэтому в	2	1
354	только на	7	1
355	но они	2	1
356	пока не	2	1
357	и их	2	1
358	и всегда	2	1
359	от общего	2	1
360	его осуществления	2	1
361	не приходится	3	1
362	и та	2	1
363	правда и	3	1
364	принципиальные различия	1	1
365	и при	3	1
366	совершенно невозможно	1	1
367	в известном	1	1
368	это или	1	1
369	системы т.е	1	1
370	на самом	10	1
371	здесь в	5	1
372	на которой	1	1
373	самое что	1	1
374	может развиться	1	1
375	для них	2	1
376	эта система	3	1
377	совершенно так	1	1
378	можно было	2	1
379	и должно	1	1
380	xix века	4	1
381	ни в	7	1
382	но только	1	1
383	новое время	1	1
384	и от	6	1
385	в начале	7	1
386	нами в	4	1
387	этом направлении	1	1
388	по отношению	10	1
389	еще в	2	1
390	говорить что	1	1
391	но отнюдь	1	1
392	именно эти	3	1
393	стороны и	2	1
394	конечно не	9	1
395	и само	1	1
396	и тот	4	1
397	ценность и	1	1
398	но что	2	1
399	и те	7	1
400	только в	14	1
401	в совершенно	2	1
402	которая не	1	1
403	этот вопрос	5	1
404	углом зрения	1	1
405	все равно	1	1
406	эта для	1	1
407	научной работы	1	1
408	различия между	1	1
409	же время	7	1
410	и может	1	1
411	так же	10	1
412	конечно нет	2	1
413	его в	7	1
414	ведь если	5	1
415	то она	1	1
416	отметить что	1	1
417	или как	3	1
418	в большинстве	7	1
419	совершенно независимо	2	1
420	с человеком	1	1
421	в конечном	1	1
422	таким и	1	1
423	приведении к	1	1
424	в своих	2	1
425	например при	1	1
426	скромной задачей	1	1
427	не было	6	1
428	в предыдущей	1	1
429	не опирается	1	1
430	с его	6	1
431	другом как	1	1
432	осуществить свое	1	1
433	является очень	1	1
434	организма в	2	1
435	всегда и	3	1
436	в духе	2	1
437	силу и	1	1
438	и всюду	3	1
439	если бы	12	1
440	лишено всякой	1	1
441	и подходы	2	1
442	не знает	4	1
443	или в	4	1
444	этой системы	2	1
445	на которые	1	1
446	можно говорить	1	1
447	центр тяжести	1	1
448	ни одного	1	1
449	в обратном	1	1
450	ничего общего	5	1
451	главного представителя	1	1
452	равно как	1	1
453	ни о	2	1
454	к одному	5	1
455	наших дней	1	1
456	внутреннего опыта	1	1
457	подвести итоги	1	1
458	что его	1	1
459	результате мы	1	1
460	остается подвести	1	1
461	теперь мы	4	1
462	для каждого	3	1
463	дело в	1	1
464	всегда строго	1	1
465	крайней мере	1	1
466	сами по	1	1
467	одного из	3	1
468	позволит нам	1	1
469	в данной	5	1
470	о каком	1	1
471	же как	2	1
472	главе мы	1	1
473	именно та	1	1
474	по существу	1	1
475	сказать что	7	1
476	и эта	5	1
477	форму и	3	1
478	быть только	1	1
479	системе и	1	1
480	в ту	1	1
481	сомнению что	1	1
482	жизни как	1	1
483	конечно нельзя	1	1
484	допустим что	4	1
485	но для	4	1
486	организма но	1	1
487	xviii века	1	1
488	именно в	6	1
489	ведь ясно	2	1
490	и действительно	4	1
491	и до	4	1
492	времени не	2	1
493	одном направлении	1	1
494	конечном счете	1	1
495	процесс его	1	1
