N	2gram	Vygotskiy_	VeschiIm
1	не есть	1	79
2	и не	20	57
3	не только	16	48
4	то что	61	48
5	не может	17	46
6	и в	65	45
7	и есть	3	40
8	и т	19	39
9	может быть	33	39
10	т д	6	38
11	а не	11	37
12	значит что	2	32
13	это значит	4	30
14	потому что	26	25
15	не просто	7	24
16	было бы	22	24
17	только в	9	23
18	по себе	5	23
19	что она	34	23
20	в себе	9	23
21	сказать что	14	22
22	в смысле	1	22
23	и что	29	22
24	как бы	29	20
25	что такое	2	20
26	и следовательно	2	20
27	что это	19	19
28	что же	3	19
29	но и	6	19
30	и ее	4	19
31	в этом	37	18
32	все же	10	18
33	есть только	3	18
34	так как	13	17
35	что мы	6	17
36	прежде всего	2	17
37	и это	13	17
38	есть не	2	17
39	таким образом	21	16
40	оно есть	2	16
41	того что	9	16
42	как раз	14	16
43	как и	12	15
44	уже не	2	15
45	в том	46	15
46	в ней	23	15
47	но это	6	14
48	и то	10	14
49	не в	12	14
50	в самом	41	13
51	не будет	2	13
52	том что	28	13
53	и больше	2	13
54	есть и	1	13
55	и для	4	13
56	это и	4	13
57	в себя	1	13
58	что в	36	12
59	и с	4	12
60	бы то	1	12
61	то же	17	12
62	и даже	4	12
63	о том	17	12
64	еще не	3	12
65	не что	1	12
66	если мы	19	12
67	точки зрения	19	12
68	но если	6	12
69	ничего не	4	12
70	что они	9	12
71	что иное	1	12
72	совершенно не	8	12
73	что и	7	12
74	и как	10	12
75	смысл и	8	12
76	если она	2	12
77	иное как	1	12
78	и их	2	11
79	не менее	1	11
80	себя в	1	11
81	еще и	2	11
82	ни в	6	11
83	что не	5	11
84	вовсе не	11	11
85	также и	1	11
86	в то	5	11
87	и только	8	11
88	вещи в	1	10
89	в чем	3	10
90	что оно	5	10
91	ясно что	11	10
92	с ее	5	10
93	с ним	6	9
94	в результате	3	9
95	со стороны	4	9
96	бы и	2	9
97	то и	3	9
98	хотя бы	3	9
99	нисколько не	3	9
100	говорить о	3	9
101	в своем	8	9
102	должно быть	1	9
103	это не	7	9
104	у нас	4	9
105	но что	3	9
106	бы в	3	9
107	ли это	3	9
108	она не	10	9
109	другими словами	1	9
110	так что	10	9
111	но не	3	9
112	на то	25	9
113	и его	8	9
114	как с	2	8
115	должна быть	5	8
116	это есть	3	8
117	если бы	22	8
118	смысла и	3	8
119	с тем	14	8
120	что он	23	8
121	себя и	1	8
122	отличается от	2	8
123	действительность и	4	8
124	по сравнению	1	8
125	что тут	1	8
126	но в	5	8
127	тут не	1	8
128	мы не	7	8
129	мы имеем	2	8
130	для него	4	8
131	в ее	9	8
132	все это	12	8
133	с другими	1	8
134	в отношении	1	8
135	его в	5	8
136	указывает на	8	8
137	и потому	1	8
138	не с	2	8
139	даже не	1	8
140	с другой	8	8
141	можно сказать	2	8
142	отнюдь не	2	8
143	с этой	5	7
144	в сущности	16	7
145	оно не	1	7
146	самом деле	33	7
147	все эти	7	7
148	тем что	7	7
149	сравнению с	1	7
150	ни на	1	7
151	в действительности	3	7
152	относится к	2	7
153	и тогда	1	7
154	слова и	3	7
155	с самой	2	7
156	не потому	1	7
157	можно ли	1	7
158	без всякого	1	7
159	мог бы	1	7
160	никак не	12	7
161	и тут	2	7
162	или не	3	7
163	я не	9	7
164	есть именно	2	7
165	с именем	4	7
166	и тем	4	7
167	ни от	1	7
168	от того	1	7
169	а в	9	7
170	из них	10	7
171	в той	8	6
172	мы говорим	1	6
173	их в	4	6
174	в своей	6	6
175	с собою	1	6
176	в каком	8	6
177	в данном	5	6
178	а если	1	6
179	из себя	3	6
180	в одном	9	6
181	и действительность	1	6
182	и до	4	6
183	как только	4	6
184	как я	2	6
185	момент в	1	6
186	одна из	6	6
187	ее не	3	6
188	и значит	1	6
189	несмотря на	7	6
190	с точки	11	6
191	все равно	1	6
192	как же	2	6
193	или иначе	2	6
194	дело в	1	6
195	быть только	1	6
196	и другое	6	6
197	между ними	1	6
198	если я	1	6
199	в нем	8	6
200	и вообще	1	6
201	так или	1	6
202	определенным образом	1	6
203	что является	1	6
204	одно и	4	6
205	можно было	7	6
206	этот вопрос	5	6
207	когда мы	5	6
208	как мы	12	6
209	жизни и	6	6
210	независимо от	2	6
