N	3gram	Vygotskiy_	Poddanst
1	то же время	1	7
2	в то же	2	7
3	в том что	24	4
4	не только в	2	4
5	в гораздо большей	1	4
6	с точки зрения	31	3
7	с одной стороны	7	3
8	но и в	1	2
9	заключается в том	9	2
10	заключает в себе	2	2
11	в значительной мере	2	2
12	в том числе	2	2
13	одной стороны и	4	2
14	друг с другом	6	1
15	именно потому что	1	1
16	с тем же	1	1
17	что мы и	1	1
18	как бы часть	1	1
19	вместе с тем	6	1
20	в основном и	1	1
21	и тем самым	8	1
22	том числе и	2	1
23	само по себе	1	1
24	что в момент	1	1
25	если бы мы	1	1
26	мы знаем что	2	1
27	иначе как на	2	1
28	в одно и	1	1
29	не может быть	6	1
30	в большинстве случаев	2	1
31	как одна из	1	1
32	мы видим в	3	1
33	том что в	3	1
34	но также и	1	1
35	в отличие от	4	1
36	в отдельности и	1	1
37	она должна была	1	1
38	в этом смысле	2	1
39	по сравнению с	20	1
40	есть прежде всего	1	1
41	для них в	1	1
42	тех пор пока	1	1
43	в наших глазах	4	1
44	и то что	5	1
45	что в этом	2	1
46	с величайшим трудом	1	1
47	и именно в	1	1
48	в собственном смысле	4	1
49	и слова но	1	1
50	во всех доступных	1	1
51	мы не только	1	1
52	исключительно и только	1	1
53	же время в	1	1
54	во всяком случае	1	1
55	что с точки	1	1
56	для того чтобы	24	1
57	что то же	1	1
58	одна из важнейших	1	1
59	с другой стороны	3	1
60	никогда не осуществляется	1	1
61	в известном смысле	2	1
62	и не может	2	1
63	в настоящее время	1	1
64	этой последней в	1	1
65	тем более что	1	1
66	так же как	13	1
67	до тех пор	1	1
68	новое по сравнению	1	1
69	и в этом	2	1
70	одно из важнейших	1	1
