N	3gram	Ircho_Kome	Freidism
1	с точки зрения	6	15
2	не может быть	1	14
3	по отношению к	4	11
4	в самом деле	13	10
5	в том что	15	9
6	как мы видели	1	8
7	во всяком случае	3	8
8	в то же	11	6
9	в высшей степени	2	6
10	то же время	11	6
11	можем сказать что	1	5
12	с самого начала	5	5
13	можно сказать что	1	5
14	мы можем сказать	1	5
15	в свою очередь	10	4
16	мы увидим что	1	4
17	тем не менее	3	4
18	в зависимости от	1	4
19	в чем не	2	4
20	на первый план	1	4
21	в этом отношении	2	4
22	ни в чем	2	4
23	и тот же	3	3
24	отнюдь не является	1	3
25	для того чтобы	8	3
26	о том что	7	3
27	один и тот	3	3
28	в собственном смысле	1	3
29	до сих пор	12	3
30	далеко не всегда	1	3
31	бы то ни	3	3
32	на этот вопрос	1	3
33	так и в	1	3
34	не найдем в	1	3
35	в конечном счете	2	3
36	мы не можем	1	3
37	если бы он	3	3
38	и не может	1	3
39	равно как и	3	2
40	но вместе с	1	2
41	он не только	1	2
42	в чем же	2	2
43	один из них	1	2
44	его отношение к	1	2
45	в конце концов	3	2
46	по отношению ко	2	2
47	том что она	2	2
48	к отцу он	1	2
49	конечно не приходится	1	2
50	и все его	1	2
51	по меньшей мере	1	2
52	зависимости от того	1	2
53	все тот же	1	2
54	и не нуждается	1	2
55	что и в	2	2
56	и таким путем	1	2
57	в отличие от	3	2
58	том что он	1	2
59	таким образом в	1	2
60	то ни было	3	2
61	то обстоятельство что	3	2
62	к тому что	1	2
63	с одной стороны	4	2
64	не дает нам	1	2
65	к этому времени	2	2
66	то же самое	3	2
67	и т д	1	1
68	что он не	3	1
69	кем иным как	1	1
70	в этом случае	2	1
71	было бы гораздо	1	1
72	сих пор не	2	1
73	собственном смысле слова	1	1
74	не может служить	1	1
75	а может быть	1	1
76	отца с сыном	1	1
77	из того же	2	1
78	право говорить о	1	1
79	как будто бы	1	1
80	что она не	1	1
81	вместе с ним	3	1
82	и с его	1	1
83	и даже не	1	1
84	вовсе не является	1	1
85	сравнить его с	1	1
86	то что он	1	1
87	в пределах того	1	1
88	но и в	1	1
89	как мы знаем	1	1
90	по крайней мере	1	1
91	по сравнению с	3	1
92	его роль в	1	1
93	же что и	1	1
94	половое общение с	1	1
95	не остается места	1	1
96	взять на себя	1	1
97	может быть все	1	1
98	во всех его	1	1
99	выходят за пределы	2	1
100	может быть даже	1	1
101	смысле слова мы	1	1
102	имеем в виду	2	1
103	и в отношении	1	1
104	и без того	1	1
105	бы он был	1	1
106	как бы в	1	1
107	скрыть от отца	1	1
108	в котором он	1	1
109	в том же	2	1
110	много лет тому	1	1
111	лет тому назад	5	1
112	он и не	2	1
113	в тех же	2	1
114	бы он не	1	1
115	в г в	1	1
116	выражение в его	1	1
117	в свое время	1	1
118	можно сделать вывод	1	1
119	мы конечно не	1	1
120	еще не знает	1	1
121	но еще больше	2	1
122	в то время	3	1
123	в голову не	1	1
124	самом деле здесь	1	1
125	друг на друга	1	1
126	именно об этом	2	1
127	чем определяется его	1	1
128	хотя и не	2	1
129	в которой мы	1	1
130	не было бы	1	1
131	друг с другом	3	1
132	но при этом	1	1
133	в одной из	1	1
134	в себе самом	1	1
135	по собственному желанию	1	1
136	не говорил о	1	1
137	ничего общего с	1	1
138	но и все	1	1
139	только один из	1	1
140	навлекает на себя	1	1
141	ничуть не лучше	1	1
142	и в дальнейшем	1	1
143	таким образом что	1	1
144	с другом и	1	1
145	так же как	1	1
146	его в том	1	1
147	сделать вывод что	1	1
148	но как раз	1	1
149	том что в	1	1
150	и никогда не	1	1
151	и в то	2	1
152	принимающего его за	1	1
153	сказать несколько слов	1	1
154	из них не	1	1
155	так как его	1	1
156	такое же положение	1	1
157	с ним а	1	1
158	здесь в этом	2	1
159	и все же	2	1
160	во второй половине	1	1
161	в каком направлении	1	1
162	по этому вопросу	1	1
163	что как раз	1	1
164	самом деле можно	1	1
165	не нуждается в	1	1
166	но все же	3	1
167	отношению ко всем	1	1
168	едва ли не	4	1
169	на этом вопросе	1	1
170	в нем и	1	1
171	мы имеем в	2	1
172	что в некоторых	1	1
173	можем ли мы	1	1
174	таким образом и	2	1
175	и в голову	1	1
176	один из таких	1	1
177	ни разу не	3	1
178	можно было бы	1	1
179	в основе своей	2	1
180	потому что по	1	1
181	в настоящее время	1	1
182	несколько слов о	1	1
