N	4gram	Bakhtin_Fr	KulturaY
1	в то же время	5	6
2	я имею в виду	1	4
3	до сих пор еще	4	4
4	и пр и пр	1	4
5	большей или меньшей степени	7	3
6	в большей или меньшей	7	3
7	в силу того что	1	3
8	в том что он	1	3
9	в тех случаях когда	1	3
10	что с точки зрения	1	2
11	в той или иной	5	2
12	но также и в	1	2
13	так и в области	1	2
14	одной и той же	1	2
15	и в то же	2	2
16	и в том что	2	1
17	той или иной форме	4	1
18	все более и более	1	1
19	не укладывается в прокрустово	1	1
20	сводится к тому чтобы	1	1
21	дело в том что	2	1
22	и не может быть	2	1
23	в известном смысле может	1	1
24	на тех же основаниях	1	1
25	на этот вопрос мы	2	1
26	друг от друга в	1	1
27	в них несмотря на	1	1
28	как об особом речевом	1	1
29	той или иной степени	1	1
30	свидетельствуют о том что	1	1
31	мы имеем в виду	1	1
32	еще раз подчеркнуть что	1	1
33	о чем свидетельствует это	1	1
34	и у других писателей	1	1
35	так в особенности и	1	1
36	если бы она была	1	1
37	форме и вовсе не	1	1
38	укладывается в прокрустово ложе	1	1
39	можно говорить как об	1	1
40	в тех или иных	1	1
41	нас в том что	1	1
42	говорить как об особом	1	1
43	беда в том что	1	1
44	находит свое выражение в	1	1
