N	3gram	Voloshinov	Morfolog
1	и т д	1	60
2	в этом случае	1	10
3	не может быть	14	9
4	по отношению к	11	7
5	с точки зрения	15	6
6	тем не менее	4	6
7	а также и	2	5
8	в том что	9	4
9	в тех же	1	4
10	на самом деле	4	4
11	не могут быть	4	4
12	к тому что	2	4
13	но все же	1	4
14	в большинстве случаев	5	3
15	о том что	3	3
16	в собственном смысле	3	3
17	для того чтобы	3	3
18	и пр и	2	3
19	в настоящее время	1	3
20	в то время	1	3
21	бы то ни	3	3
22	на первый взгляд	1	3
23	собственном смысле слова	1	3
24	и тем не	2	2
25	мы увидим что	4	2
26	следует заметить что	1	2
27	говорить о том	2	2
28	друг на друга	1	2
29	хотя и не	1	2
30	не что иное	1	2
31	можно было бы	1	2
32	и таким образом	1	2
33	в данном случае	4	2
34	мы имеем в	1	2
35	то мы имеем	1	2
36	но так как	1	2
37	случае не является	1	2
38	то ни было	2	2
39	а вовсе не	3	2
40	во всяком случае	8	2
41	что иное как	1	2
42	с одной стороны	2	2
43	в таких случаях	2	2
44	в этом отношении	4	2
45	мы не будем	1	2
46	оно может быть	1	2
47	может быть и	6	2
48	может быть выделен	1	1
49	сих пор не	1	1
50	есть не что	1	1
51	остановимся на нескольких	1	1
52	в свою очередь	4	1
53	и тот же	3	1
54	мы уже знаем	3	1
55	вопрос о мотивах	1	1
56	и даже не	1	1
57	если это не	1	1
58	в применении к	2	1
59	в мифах и	1	1
60	до известной степени	1	1
61	то что он	1	1
62	т д таким	1	1
63	читателя в круг	1	1
64	и может быть	2	1
65	лежат в основе	1	1
66	в чем же	2	1
67	они и не	1	1
68	один и тот	3	1
69	ни в каких	1	1
70	мы останавливаться не	1	1
71	что же касается	3	1
72	может войти в	1	1
73	ответить на этот	1	1
74	в коем случае	1	1
75	из этих двух	1	1
76	можно сказать что	5	1
77	но чаще всего	1	1
78	в какой степени	2	1
79	но если мы	2	1
80	он входит в	1	1
81	не представляет собой	1	1
82	во что бы	1	1
83	далеко не всегда	3	1
84	ввести читателя в	1	1
85	в то же	6	1
86	но и его	1	1
87	перед нами при	1	1
88	мы можем определить	1	1
89	и то же	1	1
90	на этот вопрос	3	1
91	как мы уже	5	1
92	включением ее в	1	1
93	в таком случае	4	1
94	уже не может	1	1
95	совершенно убежден что	1	1
96	и пр все	1	1
97	во многих отношениях	1	1
98	о мотивах и	2	1
99	и все с	1	1
100	не будем мы	1	1
101	друг с другом	1	1
102	видим таким образом	1	1
103	что бы то	1	1
104	до сих пор	3	1
105	так как это	1	1
106	могут быть изучены	1	1
107	о так называемых	1	1
108	же самый способ	1	1
109	могут быть поняты	1	1
110	иметь в виду	1	1
111	очень большую роль	1	1
112	ни в коем	1	1
113	одно и то	1	1
114	таким образом что	1	1
115	той или иной	1	1
116	бросается в глаза	1	1
117	так как они	1	1
118	ему в голову	1	1
119	останавливаться не будем	1	1
120	д таким образом	1	1
121	это один из	1	1
122	это уже не	1	1
123	во всех этих	1	1
124	и при анализе	1	1
125	в этой работе	1	1
126	то что же	1	1
127	точки зрения его	1	1
128	с самого начала	5	1
129	из них не	1	1
130	том что он	2	1
131	потому что отец	1	1
132	и об отношении	1	1
133	так как его	1	1
134	это означает что	1	1
135	это было бы	1	1
136	в высшей степени	6	1
137	можно сказать о	1	1
138	на каком материале	1	1
139	где оно есть	1	1
140	имеем ли мы	1	1
141	один из них	2	1
142	как бы в	1	1
143	в целом и	1	1
144	или во всяком	1	1
145	и пр как	1	1
146	то же время	6	1
147	является одним из	1	1
148	не то что	1	1
149	представлениями таким образом	1	1
150	что и в	2	1
151	при таких условиях	1	1
152	мы не можем	3	1
153	того чтобы получить	1	1
154	коем случае не	1	1
155	мы видим таким	1	1
156	тем же законам	1	1
157	то ни стало	1	1
